ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,273,8,5,11,23,43,50,54,38,28,12,1,0 to 96,54,166,102,5,270,3,0,5,206,41,57,6,28,244,0,1,269,6,20,2,0,13,13,0,26,0,0,1,1,1,3,7,7,4,4,0,22 to 95,66,11,11,4,0,3,21,2,4,2,7,0,0,2,28,15,13,26,2,0,243,1,272,244,28,2,43,6,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,578,36,27,52,55,73,70,73,94,57,34,7,0 to 99,50,368,204,6,558,20,0,20,467,53,205,6,61,517,0,0,558,19,38,4,0,33,24,0,57,2,0,6,4,7,7,13,10,4,8,0,0 to 98,57,17,35,2,3,1,45,11,8,0,4,0,1,3,61,25,36,57,4,0,501,16,578,517,61,3,94,20,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2104,3,4,144,677,542,381,244,76,22,3,8,0 to 92,38,101,1995,8,2104,0,0,1,2061,1,38,0,198,1906,0,0,2104,196,2,0,0,4,194,0,198,0,0,11,51,51,48,33,4,0,0,0,20 to 73,41,107,85,4,2,6,123,69,4,0,0,0,0,0,198,194,4,198,0,0,1906,0,2104,1906,198,0,19,6,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,573,9,5,68,120,67,75,74,76,43,33,3,0 to 118,47,243,303,27,569,4,0,9,556,9,18,4,19,554,0,0,569,14,4,0,1,6,12,0,18,0,0,3,8,4,1,3,0,0,0,0,22 to 64,32,7,8,0,3,0,7,11,3,1,0,0,0,0,19,12,7,18,1,0,551,3,573,554,19,0,3,1,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,1944,22,25,131,241,273,359,362,245,153,85,48,0 to 101,52,1038,852,54,1939,5,0,39,1864,28,83,31,77,1865,2,0,1937,58,18,1,0,30,46,0,76,1,1,3,13,13,19,13,10,3,1,0,2 to 93,48,59,9,4,4,18,51,7,23,1,9,1,1,3,77,47,30,76,1,0,1861,4,1944,1865,77,3,35,28,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,1778,50,57,116,214,239,239,361,289,141,67,5,0 to 118,53,888,803,87,1766,12,0,150,1520,63,203,16,105,1668,0,5,1762,79,25,1,0,45,59,0,104,2,2,9,20,17,23,22,8,2,0,0,0 to 80,45,59,40,4,1,8,93,3,5,0,9,0,0,2,105,60,45,104,1,0,1658,10,1773,1668,105,2,8,6,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,584,16,10,60,88,75,103,96,63,44,27,2,0 to 99,49,327,235,22,579,5,0,20,545,16,57,3,25,559,0,0,579,8,17,0,0,17,8,0,25,0,0,2,2,3,1,5,4,5,3,0,23 to 97,64,19,5,1,0,0,24,1,6,0,8,0,0,3,25,8,17,25,0,0,554,5,584,559,25,3,3,2,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,548,10,8,32,63,59,94,104,111,51,16,0,0 to 92,56,316,214,18,542,6,0,1,542,5,11,1,10,538,0,0,542,4,6,0,0,4,6,0,10,1,0,0,2,3,2,1,1,0,0,0,1 to 73,42,7,1,1,1,0,9,1,2,0,0,0,0,0,10,6,4,10,0,0,532,6,548,538,10,0,5,4,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,2701,56,44,182,275,339,376,542,459,300,121,7,0 to 99,56,1456,1169,76,2676,25,0,97,2452,82,213,61,274,2420,2,5,2670,254,10,10,0,117,143,4,264,5,5,28,38,40,43,52,24,31,8,0,2 to 97,50,160,5,57,42,100,120,44,82,2,49,1,1,6,274,150,120,264,10,0,2406,14,2696,2420,274,6,62,51,55,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,34036,764,820,2754,5241,5117,5439,5920,4594,2307,1030,50,0 to 119,49,19663,14246,127,33746,290,0,472,32822,458,986,286,1473,32504,41,18,33688,1335,85,50,3,748,672,0,1420,14,28,144,240,231,244,229,161,115,67,0,0 to 104,48,698,270,273,179,372,809,239,357,10,302,7,3,41,1473,697,776,1420,53,0,32268,236,34018,32504,1473,41,668,321,45,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,8511,174,193,462,838,922,1180,1626,1645,1020,404,47,0 to 102,57,4873,3325,313,8468,43,0,402,7752,177,745,36,795,7711,5,0,8463,734,57,4,0,468,323,0,791,6,23,37,76,99,126,121,127,120,60,0,1 to 101,57,503,162,57,69,138,541,112,116,2,183,2,1,74,795,325,470,791,4,0,7672,39,8511,7711,795,74,183,92,57,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,5182,75,109,422,657,807,931,888,719,391,168,15,0 to 101,50,2980,2086,116,5172,10,0,80,4862,130,331,41,303,4877,2,0,5170,265,36,2,0,179,122,0,301,0,1,17,26,38,49,51,60,39,22,0,6 to 95,59,173,61,19,48,22,227,52,105,0,82,0,0,22,303,123,180,301,2,0,4869,8,5182,4877,303,22,169,140,59,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,329,10,13,35,59,32,54,52,47,17,10,0,0 to 94,48,195,127,7,325,4,0,15,256,2,37,3,36,293,0,0,325,21,13,2,0,22,12,0,34,0,4,5,8,2,6,4,6,1,0,0,10 to 83,37,14,17,3,0,6,28,0,10,2,6,2,0,0,36,13,23,34,2,0,291,2,329,293,36,0,41,23,50,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,6947,93,104,468,804,850,1018,1258,1241,773,332,6,0 to 168,56,4190,2718,39,6922,25,0,823,5848,177,730,112,213,6652,1,81,6840,187,21,4,1,117,91,0,208,4,2,13,29,38,40,41,26,13,7,0,0 to 97,50,156,33,13,6,36,166,6,39,3,30,0,0,5,213,92,121,208,5,0,6632,20,6866,6652,213,5,249,109,51,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,13479,109,197,683,1467,1526,2086,2851,2540,1343,603,74,0 to 117,57,7294,5445,740,13416,63,0,152,12883,230,529,128,557,12913,9,0,13407,441,104,11,1,225,320,0,545,2,5,28,74,70,107,97,104,38,32,0,0 to 102,54,324,113,92,16,76,432,37,144,5,107,4,0,30,557,325,232,545,12,0,12862,51,13479,12913,557,30,528,194,53,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,331,14,8,26,38,51,45,59,52,26,11,1,0 to 118,52,184,144,3,331,0,0,8,305,6,20,0,14,317,0,0,331,11,3,0,0,9,5,0,14,0,0,2,0,4,1,4,1,1,1,0,21 to 86,54,9,4,0,1,0,12,2,6,0,3,0,0,0,14,5,9,14,0,0,317,0,331,317,14,0,42,4,46,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,9780,152,174,523,955,1077,1351,1688,1880,1266,363,351,0 to 101,57,5050,3841,889,9700,80,0,98,9385,222,272,83,246,9516,9,9,9682,218,16,12,0,119,114,1,234,1,8,14,27,33,46,38,43,34,2,0,1 to 86,52,116,34,74,10,69,151,14,101,10,62,4,1,14,246,121,124,234,12,0,9448,68,9771,9516,246,14,307,82,52,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,951,16,22,82,121,111,131,158,153,99,57,1,0 to 118,54,593,348,10,951,0,0,15,842,16,139,2,22,929,0,0,951,19,3,0,0,17,5,0,22,0,0,2,2,4,3,5,2,1,3,0,16 to 99,54,16,3,1,2,3,17,2,6,0,2,0,0,0,22,5,17,22,0,0,929,0,951,929,22,0,52,9,53,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,2442,16,17,63,120,121,210,346,936,529,72,12,0 to 118,68,1195,1137,110,2432,10,0,100,2105,164,254,52,244,2174,0,24,2408,193,48,2,1,66,175,0,241,0,0,6,6,27,38,36,86,37,8,0,17 to 97,65,201,30,5,5,14,220,7,57,0,42,0,0,15,244,177,67,241,3,0,2167,7,2418,2174,244,15,50,38,66,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,11035,163,280,839,1499,1630,1832,1904,1657,704,321,206,0 to 118,50,6385,4569,81,11018,17,0,201,10513,246,401,91,418,10602,12,3,11003,367,45,6,0,224,188,0,412,6,8,42,73,60,76,53,59,23,18,0,0 to 100,47,304,60,47,1,153,256,3,168,5,96,1,0,11,418,190,228,412,6,0,10591,11,11032,10602,418,11,396,159,47,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,38431,772,970,3061,6005,6304,6705,6573,4386,1997,724,934,0 to 120,47,21419,16853,159,37759,671,1,513,37008,585,1151,326,1537,36841,36,17,37707,1371,97,65,4,714,754,0,1468,21,29,161,268,274,319,242,123,69,28,3,0 to 101,45,679,214,462,113,597,605,266,531,39,275,34,5,35,1537,794,743,1467,69,1,36239,602,38414,36841,1537,35,613,416,45,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,2283,24,39,123,242,230,306,421,485,298,110,5,0 to 98,59,1242,847,194,2278,5,0,44,2093,119,183,24,107,2173,2,1,2276,49,58,0,0,53,54,0,107,2,4,8,8,6,16,26,17,12,8,0,0 to 93,58,75,1,8,23,13,73,21,28,0,28,0,0,11,107,54,53,107,0,0,2169,4,2282,2173,107,11,350,50,58,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,2360,43,42,171,328,319,399,420,333,222,81,2,0 to 100,52,1400,948,12,2342,18,0,55,2224,66,136,38,101,2259,0,0,2342,54,41,5,1,46,49,0,95,1,6,6,21,13,14,18,15,6,1,0,1 to 85,46,80,13,2,0,22,72,1,32,2,21,2,1,5,101,51,50,95,6,0,2247,12,2360,2259,101,5,49,26,49,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,22372,254,240,1307,2696,2724,3403,4386,3774,2242,1292,54,0 to 120,56,13148,9173,51,22159,213,0,1101,20612,411,2072,341,909,21334,12,117,22032,769,97,37,6,479,387,0,866,1,7,57,118,96,149,163,130,96,92,0,1 to 101,56,657,123,53,33,72,728,66,258,18,261,15,1,62,909,414,495,866,43,0,21166,168,22255,21334,909,62,316,224,56,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,1423,31,22,96,174,165,160,220,202,160,184,9,0 to 118,57,943,415,65,1423,0,0,53,1224,110,462,5,148,1275,0,0,1423,54,94,0,0,103,45,0,148,0,3,13,13,19,16,17,19,28,20,0,5 to 102,63,99,40,1,8,7,132,9,27,0,35,0,0,18,148,45,103,148,0,0,1275,0,1423,1275,148,18,6,4,63,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,35004,494,689,3219,5678,5224,5540,6311,4461,2221,1071,96,0 to 119,49,19201,15003,800,34687,317,0,462,33708,454,1033,158,1186,33717,17,84,34587,1032,116,28,10,608,539,1,1148,12,20,109,187,191,181,214,149,77,46,0,0 to 100,49,517,434,93,104,111,865,172,247,12,190,8,1,29,1186,557,625,1148,38,0,33439,278,34920,33717,1186,29,765,681,50,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,104,3,0,12,15,20,11,7,16,10,10,0,0 to 118,46,54,48,2,104,0,0,10,94,0,12,0,5,99,0,0,104,4,1,0,0,2,3,0,5,0,0,2,1,0,1,0,0,0,1,0,19 to 98,27,5,0,0,0,1,4,0,1,0,0,0,0,0,5,3,2,5,0,0,99,0,104,99,5,0,0,0,47,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,281,6,4,9,24,24,50,58,63,33,10,0,1 to 91,59,155,125,1,269,12,0,14,266,1,40,7,1,280,0,0,269,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,268,12,281,280,1,0,6,2,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,370,7,6,34,50,75,58,66,46,22,6,0,0 to 118,47,203,161,6,370,0,0,13,350,4,36,4,7,363,0,0,370,5,2,0,0,3,4,0,7,0,0,0,2,0,1,4,0,0,0,0,25 to 60,55,6,0,1,0,0,7,0,1,0,1,0,0,0,7,4,3,7,0,0,363,0,370,363,7,0,8,6,55,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1066,14,14,97,140,126,164,193,120,109,85,4,0 to 118,53,672,379,15,1066,0,0,27,997,34,133,1,48,1016,0,2,1064,9,39,0,0,40,8,0,48,0,2,3,2,6,4,3,6,12,10,0,8 to 107,72,44,4,0,0,0,48,0,4,0,10,0,0,2,48,8,40,48,0,0,1016,0,1064,1016,48,2,112,80,74,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,688,8,17,49,88,99,119,127,101,51,28,1,0 to 102,52,402,282,4,685,3,0,10,649,13,171,2,31,657,0,0,685,19,10,2,0,20,9,0,29,0,0,4,5,3,9,5,3,1,1,0,19 to 86,47,14,13,2,0,0,29,0,6,0,5,0,0,1,31,9,22,29,2,0,656,1,688,657,31,1,64,26,43,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,13237,180,231,699,1327,1500,1886,2988,2668,1380,346,32,0 to 119,57,7648,5500,89,13224,13,0,132,12961,107,313,68,346,12887,3,1,13220,298,37,9,2,175,160,0,335,2,6,25,39,45,55,75,44,34,21,0,1 to 99,55,245,53,14,23,45,265,25,84,2,52,2,0,9,346,163,183,335,11,0,12885,2,13236,12887,346,9,214,156,53,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,11614,258,244,839,1579,1599,1778,1883,1718,1148,517,51,0 to 119,52,6817,4621,176,11559,55,0,270,10750,231,691,122,675,10932,3,4,11552,529,136,9,1,406,258,1,665,2,7,49,93,99,98,100,89,74,64,0,0 to 102,53,378,149,74,64,163,411,91,280,5,214,2,0,35,675,261,413,665,10,0,10887,45,11610,10932,675,35,537,279,56,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,8896,104,245,633,1337,1427,1593,1560,1102,544,205,146,0 to 109,48,4943,3886,67,8840,56,0,340,7992,390,624,175,580,8256,13,47,8782,511,33,34,2,283,261,0,544,4,10,41,89,87,109,103,78,44,15,0,0 to 102,50,275,49,213,7,322,188,34,214,5,139,6,2,15,580,291,288,544,36,0,8238,18,8849,8256,580,15,405,45,50,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,2064,36,27,87,221,211,248,337,418,342,133,4,0 to 100,61,1219,819,26,2011,53,0,36,1958,47,90,16,99,1959,1,5,2005,81,17,1,0,50,48,0,98,1,3,6,12,12,11,24,14,15,1,0,0 to 85,56,54,24,18,2,31,60,7,41,1,32,1,0,8,99,49,50,98,1,0,1907,52,2059,1959,99,8,103,38,56,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,15047,180,198,1038,1966,2130,2411,2608,2252,1506,744,14,0 to 119,53,8905,5943,199,14719,327,1,369,13522,613,1255,154,1317,13716,4,10,14706,1150,122,40,5,676,596,0,1272,10,10,80,150,190,213,211,188,139,126,0,0 to 101,55,789,207,35,241,276,743,253,431,13,312,12,3,69,1317,623,694,1271,45,1,13434,282,15037,13716,1317,69,1546,332,54,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,7519,134,144,490,856,925,1094,1234,1243,997,399,3,0 to 105,55,4291,3208,20,7259,260,0,194,6691,356,750,139,843,6666,2,8,7249,588,185,53,17,404,369,0,773,14,21,76,101,95,123,141,104,111,57,0,0 to 101,54,518,51,55,149,266,353,154,176,18,130,9,4,32,843,409,434,773,70,0,6476,190,7511,6666,843,32,889,457,57,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,116265,1027,1534,8385,18495,18691,21653,20112,13707,7763,4337,561,0 to 135,49,60018,55071,1176,115733,531,1,2663,107043,2785,9013,839,14385,101394,193,293,115250,13621,597,159,8,6832,7379,7,14218,56,131,1122,2380,2256,2739,2367,1597,1003,696,38,0 to 105,49,7378,2198,583,4059,7056,2954,4208,3766,38,2144,27,7,505,14385,7497,6881,14217,167,1,101032,362,115972,101394,14385,505,2126,1403,49,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,1834,17,24,96,181,260,301,408,319,159,68,1,0 to 101,56,988,840,6,1783,51,0,481,1151,83,305,71,95,1688,0,51,1733,73,14,4,4,42,45,0,87,0,3,6,11,13,17,17,14,11,3,0,6 to 90,53,66,5,1,15,20,49,18,13,3,9,2,0,3,95,49,46,87,8,0,1646,42,1783,1688,95,3,249,69,49,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,4252,167,179,348,555,587,603,662,595,356,191,9,0 to 119,49,2523,1707,22,4243,9,0,60,4059,99,147,50,179,4070,2,1,4240,137,40,2,0,59,118,0,177,3,1,16,25,30,30,29,27,11,7,0,0 to 94,50,125,27,4,21,10,147,20,23,0,23,0,0,9,179,118,61,177,2,0,4063,7,4251,4070,179,9,531,56,49,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,874,30,19,61,90,117,142,169,138,67,39,2,0 to 97,53,463,380,31,846,28,0,22,808,15,86,33,66,807,1,0,845,42,12,10,2,32,22,0,54,0,0,3,7,9,8,12,13,9,5,0,20 to 94,58,50,4,0,0,1,51,2,9,2,9,2,0,2,66,26,40,54,12,0,791,16,874,807,66,2,47,20,49,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,994,11,11,77,164,154,201,173,122,63,18,0,0 to 97,49,470,513,11,980,14,0,18,871,19,44,19,131,863,0,0,980,119,6,5,1,27,98,0,125,1,3,10,39,31,27,15,3,2,0,0,4 to 82,39,53,35,4,33,8,50,67,6,1,3,0,0,0,131,103,28,125,6,0,855,8,994,863,131,0,91,56,36,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,382,4,4,18,41,45,69,83,63,42,13,0,1 to 103,55,228,137,17,381,1,0,28,337,9,38,9,12,370,0,0,381,6,6,0,0,5,7,0,12,0,0,0,3,0,3,6,0,0,0,0,25 to 62,54,12,0,0,0,0,12,0,0,0,1,0,0,0,12,7,5,12,0,0,369,1,382,370,12,0,42,9,54,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,2047,24,32,157,238,276,304,377,312,210,117,0,0 to 103,54,1078,781,188,1972,75,0,26,1976,28,48,23,61,1986,0,0,1972,46,13,0,2,33,26,0,59,0,0,6,10,11,8,8,11,5,2,0,15 to 89,49,48,7,2,2,1,57,1,22,0,13,0,1,1,61,27,34,59,2,0,1913,73,2047,1986,61,1,36,33,49,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,95,1,2,9,14,14,9,15,13,14,4,0,1 to 90,53,53,40,2,95,0,0,2,88,3,7,0,8,87,0,0,95,6,2,0,0,3,5,0,8,0,0,0,3,0,1,1,1,1,1,0,30 to 89,50,4,3,0,1,1,5,2,4,0,3,0,0,1,8,5,3,8,0,0,87,0,95,87,8,1,25,7,61,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,3638,30,29,174,303,367,490,678,632,500,431,4,0 to 102,61,2181,1421,36,3621,17,0,105,3319,62,300,14,347,3284,1,6,3615,247,99,0,1,224,122,0,346,1,2,10,28,16,33,64,56,59,78,0,3 to 101,69,260,37,8,41,13,279,54,50,1,69,1,0,35,347,123,224,346,1,0,3269,15,3632,3284,347,35,79,58,68,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,7003,111,93,380,682,740,942,1243,1250,964,594,4,0 to 115,59,4020,2872,111,6832,171,0,371,6355,190,686,84,435,6565,1,2,6829,368,51,10,6,246,173,0,419,2,1,18,37,48,56,63,80,75,55,0,0 to 102,63,338,25,31,25,44,325,50,165,10,141,7,1,57,435,183,252,419,16,0,6410,155,7001,6565,435,57,223,117,64,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,1392,21,11,71,170,196,293,342,166,86,33,3,0 to 101,52,475,856,61,1384,8,0,8,1299,48,125,5,52,1335,0,5,1379,38,14,0,0,22,30,0,52,0,0,1,8,5,9,13,8,4,4,0,21 to 92,58,37,1,0,14,11,22,19,13,0,12,0,0,6,52,30,22,52,0,0,1327,8,1387,1335,52,6,50,33,62,1.62412905104683,0.150723124168937
