ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,717,22,17,43,71,99,105,138,131,70,20,1,0 to 101,55,403,310,4,710,7,0,21,549,41,164,11,156,560,0,1,709,114,38,4,0,66,86,0,152,4,3,18,25,24,26,24,17,8,7,0,0 to 95,47,62,55,11,24,12,107,33,25,2,17,0,0,5,156,89,67,152,4,0,1805,2,1965,1807,156,5,163,125,47,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1550,78,81,172,192,200,224,216,207,117,57,6,0 to 99,47,962,583,5,1522,28,0,61,993,53,646,39,504,1045,0,1,1521,312,183,9,0,292,203,0,495,29,35,71,74,70,86,69,38,13,19,0,0 to 98,40,116,333,27,19,29,417,49,88,0,21,0,1,5,504,205,299,495,9,0,3895,19,4437,3914,504,5,636,536,40,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2345,6,14,193,710,576,420,281,99,31,7,8,0 to 105,38,237,2100,8,2345,0,0,7,2009,1,169,5,320,2025,0,0,2345,316,4,0,0,42,277,1,320,2,4,43,78,64,72,46,8,2,1,0,0 to 85,39,191,108,10,11,16,213,91,13,0,5,0,0,2,320,277,42,320,0,0,2549,0,2870,2549,320,2,230,205,39,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2208,32,51,209,574,441,344,255,181,75,43,3,0 to 118,40,576,1613,19,2200,8,0,60,1906,9,516,11,527,1680,0,1,2199,486,36,4,1,187,335,0,522,21,34,79,125,92,80,59,26,9,2,0,0 to 86,35,213,266,35,8,83,287,152,76,1,18,0,0,2,527,338,189,522,5,0,3091,3,3623,3094,527,2,49,47,35,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,5368,73,77,589,832,804,885,908,602,342,201,55,0 to 119,48,2956,2357,55,5291,77,0,398,4373,28,1337,108,2356,3010,0,2,5289,2164,134,56,2,1230,1062,6,2298,37,45,409,484,409,390,314,178,68,22,0,0 to 96,39,1274,260,123,641,202,1402,694,207,9,81,4,3,14,2356,1095,1255,2298,58,0,17001,23,19408,17024,2356,14,190,182,39,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,4931,111,140,380,686,750,742,891,672,334,215,10,0 to 119,50,2268,2585,78,4911,20,0,423,3386,63,1459,20,1792,3134,0,5,4906,1652,133,6,1,455,1328,2,1785,32,50,169,331,367,333,266,151,65,27,1,0 to 99,43,573,307,90,815,85,733,967,16,0,77,0,0,7,1792,1334,456,1785,7,0,8640,13,10487,8653,1792,7,47,45,43,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1149,38,25,140,180,173,179,184,117,78,33,2,0 to 99,46,642,482,25,1090,59,0,93,867,16,282,7,254,887,0,8,1082,179,75,0,0,122,131,1,254,3,8,38,43,48,37,39,17,17,4,0,1 to 97,42,175,49,18,12,8,224,22,33,0,24,0,0,4,254,131,122,254,0,0,3446,58,3758,3504,254,4,305,304,42,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,1146,22,28,108,170,167,189,188,169,76,28,1,0 to 119,49,554,577,15,1128,18,0,28,809,5,300,29,348,797,1,0,1127,292,47,6,3,96,242,1,339,4,4,48,83,73,60,38,22,10,6,0,1 to 93,39,197,80,27,35,20,251,68,18,0,9,0,0,1,348,245,102,339,9,0,3276,9,3640,3285,348,1,339,333,39,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9551,206,318,868,1107,1190,1256,1562,1510,1060,451,23,0 to 100,53,4750,4382,419,9447,104,0,736,6789,82,2835,96,3314,6194,1,42,9405,3272,19,23,0,1555,1721,15,3291,101,193,529,586,560,511,345,220,160,106,3,0 to 99,38,1333,176,962,820,1658,1005,628,507,4,283,3,1,58,3314,1735,1564,3291,23,0,19242,78,22668,19320,3314,58,1684,1673,38,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,75164,1784,2494,8437,12818,11198,11476,11431,8408,4492,2080,546,0 to 119,45,42022,32665,477,74706,458,0,2375,66203,458,6952,386,25432,49560,22,150,74534,24867,450,112,3,13346,11761,210,25317,534,1084,4480,5672,4033,3708,2784,1450,814,439,434,0 to 104,36,7986,3146,2952,11233,5587,7033,12697,1926,15,1085,11,4,278,25432,11810,13412,25317,115,0,171545,341,197601,171886,25432,278,5378,5031,36,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,21383,412,715,1910,2525,2547,2871,3604,3638,2227,826,108,0 to 119,53,11886,9157,340,21072,311,0,1434,18265,177,3256,60,7252,14123,3,5,21064,7108,69,75,0,3713,3371,93,7177,163,445,1165,1304,1183,1068,870,531,343,175,5,0 to 101,39,2777,568,631,3201,1562,1979,3636,327,5,454,3,2,152,7252,3407,3749,7177,75,0,62631,234,70155,62865,7252,152,543,445,39,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,10296,202,304,991,1283,1469,1679,1726,1451,828,342,21,0 to 101,50,5881,4295,120,10269,27,0,483,8597,130,1465,89,2330,7954,1,11,10257,2204,117,9,0,1278,1032,11,2321,20,86,376,374,366,383,320,215,121,69,0,0 to 100,43,1045,379,185,712,218,1316,787,313,0,158,0,0,45,2330,1036,1283,2321,9,0,26127,18,28487,26145,2330,45,1384,1351,43,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1698,58,157,263,315,219,219,202,157,79,29,0,0 to 94,37,920,754,24,1690,8,0,72,695,2,922,16,733,964,1,0,1689,492,235,5,1,376,347,4,727,23,78,131,152,106,95,66,52,23,7,0,0 to 93,33,545,72,81,29,502,195,30,111,3,61,3,1,4,733,351,378,727,6,0,3156,2,3894,3158,733,4,1279,1178,33,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,19588,270,434,1539,2420,2388,2819,3232,3394,2202,859,31,0 to 168,54,11757,7766,65,19556,32,0,5190,11782,177,5421,224,2927,16257,0,404,19154,2829,90,7,1,1545,1352,22,2919,50,96,421,512,495,445,411,272,166,56,3,0 to 99,42,1708,454,240,517,421,1813,685,470,4,287,0,0,38,2927,1353,1552,2919,8,0,34338,21,37311,34359,2927,38,1488,1323,42,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,25393,261,506,1899,2999,2894,3660,4917,4401,2410,1164,282,0 to 119,55,14164,10618,611,25263,130,0,952,22291,230,3276,216,5803,19570,0,20,25244,5227,529,41,6,3043,2680,33,5756,79,205,903,1085,805,844,801,550,321,204,6,0 to 103,42,2390,741,1094,1531,837,2924,1995,692,7,417,5,0,92,5803,2703,3067,5756,47,0,53847,81,59793,53928,5803,92,2099,1477,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,982,25,41,83,119,160,123,153,148,86,43,1,0 to 118,50,586,383,13,982,0,0,31,756,6,187,4,208,774,0,0,982,175,33,0,0,119,88,1,208,0,12,22,33,30,24,28,30,23,6,0,6 to 91,48,138,16,2,52,2,147,59,33,0,21,0,0,4,208,88,119,208,0,0,1920,0,2130,1920,208,4,289,234,48,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,18695,306,376,1363,2035,1997,2442,2955,3114,2172,712,1223,0 to 103,55,9890,7837,968,18544,151,0,277,17282,222,1050,110,3757,14896,0,42,18504,3672,56,29,0,1911,1760,57,3728,67,129,598,712,570,587,506,320,204,56,8,0 to 103,41,1081,427,521,1699,455,1316,1957,286,12,177,5,1,37,3757,1775,1925,3728,29,0,49294,120,53204,49414,3757,37,1249,958,41,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,2090,42,47,228,267,228,297,395,296,205,83,2,0 to 118,53,1201,872,17,2086,4,0,77,1543,16,545,10,424,1666,0,0,2086,385,36,0,3,195,224,2,421,6,15,83,74,54,65,63,36,19,8,1,0 to 99,41,171,46,116,88,143,188,90,44,0,26,0,0,2,424,226,196,421,3,0,4542,1,4974,4543,424,2,571,521,41,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4596,72,45,153,226,253,370,618,1597,1017,160,85,0 to 119,68,2293,2128,175,4517,79,0,281,3746,164,783,82,902,3646,0,48,4469,821,74,6,1,395,496,4,895,1,19,65,57,101,116,132,239,136,36,0,4 to 92,62,532,138,41,184,47,641,207,210,1,131,0,0,21,902,499,399,895,7,0,13703,72,14689,13775,902,21,462,450,62,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,21899,389,554,2392,3142,3011,3349,3379,2797,1363,671,852,0 to 119,48,12267,9425,207,21844,55,0,729,19313,246,1805,130,5736,16128,1,34,21811,5649,64,23,0,3023,2618,72,5713,88,163,1193,1192,853,838,611,383,224,189,2,0 to 104,37,2151,568,591,2403,674,1606,3433,512,5,309,1,0,56,5736,2627,3034,5713,23,0,51741,30,57564,51771,5736,56,1937,1694,37,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,84901,1527,2058,9270,14607,13130,13161,12462,8490,4024,1563,4609,0 to 120,44,45664,38629,608,83587,1313,1,1802,79218,585,5770,463,25254,59283,1,363,83225,24767,133,349,5,12374,12234,292,24900,380,633,4899,6395,4412,3666,2627,1296,644,283,19,0 to 106,35,5432,3205,3767,12496,3244,4856,16800,1322,50,672,40,5,156,25254,12420,12535,24899,354,1,198881,957,225348,199838,25254,156,2679,2451,35,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,5121,85,113,359,549,489,637,925,1040,697,219,8,0 to 222,58,2876,2089,156,5111,10,0,227,3832,119,861,39,954,4157,1,9,5102,572,379,3,0,484,463,4,951,10,28,127,140,110,145,176,116,73,29,0,0 to 100,49,711,55,59,126,54,735,162,70,0,90,0,0,18,954,464,486,951,3,0,14173,6,15143,14179,954,18,1785,1331,49,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,5140,89,108,501,705,639,749,875,676,499,295,4,0 to 102,52,3058,2067,15,5114,26,0,418,3843,66,1416,55,1296,3842,1,1,5112,1055,229,11,1,688,596,0,1284,16,44,207,227,182,199,183,119,82,37,0,0 to 100,43,888,114,110,172,193,786,305,252,2,141,2,1,19,1296,600,696,1284,12,0,14162,14,15478,14176,1296,19,1490,1439,43,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,49384,542,856,4127,6918,5985,7116,8911,7647,4653,2537,92,0 to 120,53,28137,21096,151,49008,376,0,3883,40035,411,11842,475,14371,34990,1,22,48986,14079,187,98,7,7657,6533,76,14266,200,460,2193,3014,1988,2024,1926,1194,811,548,13,0 to 104,41,6630,2436,939,4261,1279,7957,5030,1619,22,1216,19,2,364,14371,6590,7704,14266,105,0,130499,268,145239,130767,14371,364,1120,1028,41,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2844,91,119,295,380,358,350,418,346,259,217,11,0 to 118,50,1745,1029,70,2827,17,0,105,2000,110,964,23,940,1904,0,0,2827,795,128,14,3,525,390,8,923,35,69,154,135,142,129,99,76,65,35,1,0 to 102,40,468,136,193,126,302,466,155,147,2,78,0,0,27,940,396,536,923,17,0,5090,0,6038,5090,940,27,242,238,40,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,64496,1140,1732,7174,11547,9716,9781,10420,7326,3671,1855,134,-6 to 119,46,35086,28623,787,63766,730,0,1540,57846,454,4842,247,18357,46016,11,112,63648,16848,1311,182,16,9433,8591,135,18159,229,701,3130,4410,3105,2666,2075,1165,548,319,9,0 to 102,36,4402,5790,1664,6303,1475,8489,8195,932,24,521,12,4,113,18357,8698,9522,18159,198,0,154729,520,173805,155249,18357,113,4411,4294,36,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,405,7,3,49,53,43,41,50,55,58,45,1,0 to 119,56,254,143,8,405,0,0,12,335,0,39,1,75,330,0,0,405,68,7,0,0,39,34,2,75,2,3,9,16,5,11,14,9,3,3,0,3 to 98,48,43,12,11,9,13,52,10,18,0,7,0,0,0,75,34,39,75,0,0,695,0,772,695,75,0,56,56,48,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,866,27,39,78,91,92,154,158,137,70,20,0,0 to 94,52,488,374,4,805,61,0,42,625,1,162,20,212,653,0,1,804,202,3,7,0,110,94,1,205,3,13,32,28,32,50,29,20,4,1,0,1 to 89,44,110,62,3,30,12,157,36,40,2,9,2,0,0,212,100,111,205,7,0,2663,54,2933,2717,212,0,296,292,44,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1315,15,29,91,92,127,154,425,293,74,15,0,0 to 118,58,386,923,6,1315,0,0,47,1143,4,196,5,169,1146,0,0,1315,116,53,0,0,62,107,0,169,4,8,32,21,18,14,42,26,3,1,0,0 to 89,48,121,41,6,1,6,155,8,20,0,15,0,0,3,169,107,62,169,0,0,2789,0,2959,2789,169,3,242,240,48,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1644,30,39,153,212,194,245,309,197,156,103,6,0 to 118,52,1030,592,22,1642,2,0,77,1385,34,294,2,212,1431,0,1,1641,137,75,0,0,132,80,0,212,5,9,34,28,32,33,24,13,22,12,0,0 to 107,44,144,57,8,3,6,203,3,32,0,23,0,0,2,212,80,132,212,0,0,3402,2,3619,3404,212,2,438,406,44,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1714,24,42,156,220,259,296,315,239,121,41,1,0 to 102,50,871,834,9,1708,6,0,43,1328,13,402,19,419,1293,0,2,1706,385,30,3,1,135,279,1,415,2,5,60,79,86,78,71,21,14,3,0,3 to 86,42,199,86,17,113,21,265,129,42,0,19,0,0,1,419,281,137,415,4,0,4873,2,5322,4875,419,1,409,334,42,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,23535,305,447,1879,2635,2681,3300,4934,4250,2278,680,146,0 to 119,56,13183,10232,120,23510,25,0,1067,20964,107,3565,135,4657,18873,0,5,23505,4538,101,16,3,2415,2198,26,4639,48,111,906,880,684,669,626,365,213,156,0,0 to 103,40,2392,425,386,1436,639,2421,1579,627,5,315,3,0,60,4658,2206,2426,4639,19,0,66909,6,71625,66915,4658,60,1298,1240,40,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,27857,723,994,2812,4175,4044,4019,4043,3582,2188,944,333,0 to 119,47,15516,12036,305,27739,118,0,1277,23278,231,4404,200,10545,17280,1,31,27707,9396,1109,32,8,5491,4870,144,10505,203,513,1609,2062,1884,1530,1199,802,469,272,2,0 to 103,39,4669,1762,884,3190,2468,4009,4028,1223,11,823,6,1,203,10545,4885,5515,10505,40,0,67471,75,78156,67546,10545,203,3327,2757,39,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,19524,274,624,1912,3181,3110,3284,2916,2124,1049,370,680,0 to 155,46,10667,8715,142,19420,104,0,1822,15447,390,2877,229,6844,12610,2,68,19351,6715,53,74,2,3483,3210,75,6768,88,245,1033,1508,1283,1203,726,450,237,67,4,0 to 102,39,1958,320,1875,2615,2513,1053,3202,580,10,292,8,2,49,6844,3261,3507,6768,76,0,42519,27,49499,42546,6844,49,2439,1928,39,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4582,89,94,273,515,451,550,711,793,696,390,20,0 to 119,59,2691,1853,38,4516,66,0,147,3859,47,675,37,912,3665,0,5,4511,818,91,3,0,463,443,3,909,18,29,100,138,130,134,146,96,85,36,0,0 to 96,48,486,157,132,134,250,461,198,196,2,119,1,0,16,912,446,463,909,3,0,12245,63,13232,12308,912,16,956,842,48,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,37391,501,789,3697,5176,5070,5442,5868,5552,3583,1648,65,0 to 119,51,20931,16116,344,36236,1154,1,1289,31934,613,6349,221,13768,23599,2,22,36213,13020,464,278,6,7010,6295,179,13484,227,443,2196,2599,2247,2173,1709,1066,652,446,10,0 to 101,41,5566,1271,483,6164,3076,4020,6388,1552,18,839,15,5,247,13768,6441,7141,13483,284,1,83274,868,97940,84142,13768,247,3453,1851,41,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,22053,595,910,2499,2792,2941,3031,3117,3077,2279,773,39,0 to 105,49,11701,10199,153,21674,379,0,1028,16599,356,5195,204,8401,13491,3,158,21513,7928,373,84,16,4196,4066,39,8301,223,443,1492,1409,1424,1316,999,569,362,163,1,0 to 101,39,3928,453,644,3276,3300,1802,3199,875,22,560,12,6,114,8401,4123,4234,8301,100,0,44823,279,53561,45102,8401,114,5200,4218,39,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,230009,2895,4828,21858,39346,37496,41565,36929,23787,13259,7342,704,0 to 225,47,119140,109496,1373,228240,1768,1,6213,204486,2785,25141,1086,95068,134646,93,202,227947,93018,1234,807,9,47456,46420,376,94252,1256,2636,11963,18446,16140,17047,13182,7559,4231,2508,100,0 to 108,43,32473,9136,4727,47916,35104,11311,47837,9354,58,4939,32,16,1354,95068,46830,47817,94251,816,1,438206,937,535356,439143,95068,1354,8329,7590,43,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4901,106,105,372,697,685,820,974,702,327,111,2,0 to 101,51,2539,2341,21,4806,95,0,1417,2428,83,1173,145,998,3871,0,32,4776,947,25,21,5,457,512,3,972,23,35,117,203,164,172,131,94,44,15,0,0 to 100,42,507,34,18,413,262,298,412,140,7,59,6,1,6,998,528,467,972,26,0,9213,66,10286,9279,998,6,1882,1605,42,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,9079,302,367,1103,1245,1247,1365,1406,1165,608,261,10,0 to 119,47,4950,4065,64,9003,76,0,360,7246,99,1401,147,2147,6930,0,2,9001,2063,69,15,0,1063,1035,34,2132,36,70,548,358,290,321,259,146,79,40,0,0 to 101,37,1342,115,55,620,54,1410,668,108,0,129,1,0,19,2147,1040,1073,2132,15,0,19406,60,21629,19466,2147,19,2723,2179,37,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,2541,65,75,321,330,363,372,402,291,180,139,3,0 to 101,48,1343,1164,34,2404,137,0,113,2089,15,900,110,931,1609,0,1,2403,819,26,83,3,399,445,1,845,11,35,213,152,157,126,130,56,39,12,0,0 to 101,39,687,52,21,85,168,600,77,99,10,48,2,0,11,931,484,446,845,86,0,6236,51,7257,6287,931,11,476,421,39,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3826,52,83,360,627,622,641,572,391,283,189,6,0 to 105,47,1764,1976,86,3799,27,0,23,2838,19,856,43,963,2859,1,3,3795,902,48,12,1,388,554,8,950,8,29,109,167,162,167,130,86,55,50,0,0 to 100,45,406,267,41,236,37,530,383,121,2,77,0,0,17,963,561,393,950,13,0,7212,14,8201,7226,963,17,999,799,45,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,1268,21,33,113,153,157,205,256,158,115,57,0,0 to 119,53,730,497,41,1259,9,0,43,889,9,375,15,389,876,0,3,1256,327,57,5,0,191,169,24,384,6,11,54,61,45,62,66,43,31,10,0,0 to 99,49,170,68,13,133,4,229,151,30,0,30,0,0,13,389,171,194,384,5,0,3085,4,3480,3089,389,13,363,305,49,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,4197,66,93,416,469,519,601,759,678,406,186,4,0 to 103,53,2284,1766,147,4055,142,0,175,3366,28,555,92,865,3314,0,18,4039,794,29,40,2,420,403,0,823,12,25,179,132,140,135,119,79,26,18,0,0 to 95,41,504,84,44,191,38,576,209,114,2,48,0,0,7,865,421,444,823,42,0,11394,98,12375,11492,865,7,989,983,41,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,469,11,16,57,96,100,66,50,37,28,7,1,0 to 90,40,195,273,1,469,0,0,57,252,3,283,0,292,177,0,0,469,290,2,0,0,94,198,0,292,5,5,40,73,76,47,30,10,3,3,0,0 to 89,38,211,59,13,9,139,136,17,38,0,25,0,0,2,292,198,94,292,0,0,658,0,951,658,292,2,203,144,38,2.27684336624256,0.231957009552348
