County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,6981,85,5470,2020-07-23
TULSA,6856,89,5740,2020-07-23
CLEVELAND,1887,40,1531,2020-07-23
TEXAS,1010,7,995,2020-07-23
CANADIAN,744,4,607,2020-07-23
MCCURTAIN,739,19,577,2020-07-23
COMANCHE,613,9,534,2020-07-23
PAYNE,565,2,490,2020-07-23
WAGONER,516,19,398,2020-07-23
WASHINGTON,506,39,443,2020-07-23
ROGERS,499,11,364,2020-07-23
GRADY,328,6,274,2020-07-23
DELAWARE,323,19,254,2020-07-23
MCCLAIN,322,4,276,2020-07-23
CREEK,308,9,228,2020-07-23
MUSKOGEE,294,16,193,2020-07-23
OSAGE,270,9,230,2020-07-23
BRYAN,268,1,198,2020-07-23
JACKSON,252,3,118,2020-07-23
OKMULGEE,251,0,173,2020-07-23
POTTAWATOMIE,246,6,168,2020-07-23
OTTAWA,244,2,188,2020-07-23
CADDO,243,11,205,2020-07-23
CARTER,232,3,197,2020-07-23
MAYES,214,5,130,2020-07-23
ADAIR,209,4,150,2020-07-23
GARFIELD,201,2,135,2020-07-23
CHEROKEE,189,1,135,2020-07-23
KAY,164,9,126,2020-07-23
GARVIN,154,3,134,2020-07-23
CHOCTAW,148,1,128,2020-07-23
CUSTER,131,0,93,2020-07-23
LOGAN,130,1,107,2020-07-23
STEPHENS,130,1,102,2020-07-23
SEQUOYAH,118,3,70,2020-07-23
PONTOTOC,116,2,92,2020-07-23
MCINTOSH,110,1,90,2020-07-23
LE FLORE,108,1,70,2020-07-23
SEMINOLE,106,5,71,2020-07-23
PITTSBURG,103,3,83,2020-07-23
PAWNEE,92,3,72,2020-07-23
GREER,73,7,59,2020-07-23
KINGFISHER,71,0,57,2020-07-23
LINCOLN,66,2,47,2020-07-23
NOBLE,66,2,50,2020-07-23
MARSHALL,59,0,47,2020-07-23
LOVE,57,0,52,2020-07-23
ATOKA,50,0,41,2020-07-23
PUSHMATAHA,47,0,33,2020-07-23
CRAIG,44,0,30,2020-07-23
NOWATA,44,1,40,2020-07-23
MURRAY,40,0,35,2020-07-23
TILLMAN,38,1,26,2020-07-23
BEAVER,33,0,32,2020-07-23
LATIMER,31,1,17,2020-07-23
HUGHES,28,1,16,2020-07-23
BECKHAM,27,0,19,2020-07-23
JOHNSTON,26,0,16,2020-07-23
WOODWARD,26,0,16,2020-07-23
OKFUSKEE,25,0,21,2020-07-23
BLAINE,24,0,18,2020-07-23
JEFFERSON,23,0,20,2020-07-23
HASKELL,23,0,20,2020-07-23
MAJOR,20,1,16,2020-07-23
COAL,20,0,12,2020-07-23
KIOWA,19,1,15,2020-07-23
WOODS,16,0,11,2020-07-23
WASHITA,14,0,9,2020-07-23
COTTON,14,2,10,2020-07-23
ROGER MILLS,6,0,2,2020-07-23
GRANT,5,0,4,2020-07-23
DEWEY,4,0,4,2020-07-23
HARMON,4,0,2,2020-07-23
HARPER,2,0,2,2020-07-23
ELLIS,2,0,1,2020-07-23
CIMARRON,1,0,1,2020-07-23
ALFALFA,1,0,1,2020-07-23
