ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
57,57,58,115,SARASOTA,Sarasota,FL,14057,166,201,850,1355,1343,1763,2529,2831,2011,967,41,0 to 119,60,7877,6017,163,13805,252,0,557,12839,190,1428,102,1601,12446,1,9,13798,1503,65,27,6,821,742,5,1568,18,35,231,277,214,208,188,166,148,116,0,0 to 104,45,995,85,127,361,205,913,450,248,15,207,11,2,97,1601,763,833,1568,33,0,34695,216,36517,34911,1601,97,661,555,56,45,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2712,72,132,251,378,378,471,503,291,157,70,9,0 to 102,48,1131,1449,132,2702,10,0,69,1968,48,626,12,634,2062,0,16,2686,511,123,0,0,306,327,1,634,26,67,99,127,96,90,72,40,9,8,0,0 to 92,34,471,63,24,76,399,148,87,103,0,60,0,0,10,634,327,306,634,0,0,4085,10,4734,4095,634,10,855,722,35,34,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,4037,44,40,215,400,469,575,794,789,491,213,7,0 to 119,58,2368,1616,53,3999,38,0,130,3711,37,277,44,323,3712,0,2,3997,276,39,8,0,190,125,0,315,1,5,36,51,35,51,63,53,23,5,0,1 to 94,52,200,48,56,11,46,254,15,50,3,31,2,1,5,323,129,194,315,8,0,7968,30,8326,7998,323,5,349,314,56,52,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2774,94,123,365,514,456,395,358,212,143,107,7,0 to 104,41,1369,1396,9,2772,2,0,207,1742,32,945,4,980,1794,0,0,2772,935,45,0,0,411,568,1,980,29,44,146,225,199,145,92,48,32,20,0,0 to 101,37,781,99,33,67,707,221,52,164,0,88,0,0,25,980,568,411,980,0,0,4208,2,5192,4210,980,25,1386,958,37,37,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,6056,73,101,461,584,577,733,959,1113,818,616,21,0 to 119,60,3672,2351,33,5984,72,0,209,5091,77,843,68,739,5292,0,25,5961,713,14,10,2,368,352,7,727,11,41,140,124,105,99,61,65,55,37,1,0 to 99,39,308,46,69,304,145,245,337,108,6,54,3,0,16,739,360,372,727,12,0,13699,58,14497,13757,739,16,1246,757,44,39,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,104407,1688,2247,7778,15685,16078,18101,19135,13036,6903,3550,206,0 to 119,49,56522,46379,1506,102819,1588,0,3186,89356,2336,15795,1075,16155,88204,13,35,102774,14408,1425,296,26,7987,7836,10,15833,207,488,2155,3203,2735,2674,2328,1251,717,388,9,0 to 102,42,7331,4960,1337,2205,5724,8196,1913,3651,72,2053,59,22,385,16155,8048,8097,15833,322,0,182204,1263,199709,183467,16155,385,9711,9342,45,42,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,18858,459,493,1711,2552,2192,2517,3404,2875,1664,953,38,0 to 119,53,11364,7451,43,15931,2927,0,293,17746,183,1185,85,2046,16807,2,3,15926,1628,64,354,0,955,736,1,1692,25,61,413,385,245,228,232,182,172,102,1,0 to 105,38,845,473,54,320,67,1169,456,181,1,94,1,3,44,2046,870,1175,1692,354,0,29307,2573,33938,31880,2046,44,924,844,48,38,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1875,36,73,272,240,213,233,283,194,181,139,11,0 to 119,49,1098,757,20,1865,10,0,102,1443,2,341,15,383,1492,0,0,1865,346,35,2,0,200,181,0,381,13,34,81,64,64,47,51,17,9,3,0,0 to 93,34,258,31,36,56,197,124,60,33,0,32,2,0,0,383,182,201,381,2,0,3286,8,3677,3294,383,0,509,427,33,34,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,482,3,5,26,36,37,50,110,128,71,16,0,0 to 95,63,269,210,3,478,4,0,9,465,0,9,7,6,475,0,1,477,2,3,1,0,4,1,0,5,0,0,0,2,0,0,1,2,1,0,0,34 to 75,65,5,0,0,0,0,5,0,0,0,0,0,0,0,6,1,5,5,1,0,847,3,856,850,6,0,19,18,42,65,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,16083,216,223,1965,2991,2308,2281,2603,1927,924,579,66,0 to 119,46,9232,6702,149,15807,276,0,280,15423,61,724,70,1245,14832,6,0,15801,1154,65,15,11,603,614,2,1219,8,22,446,281,127,128,99,85,31,17,1,0 to 103,29,439,240,214,326,224,651,344,169,6,94,5,0,12,1245,628,615,1219,26,0,40396,250,41900,40646,1245,12,150,128,32,29,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,10632,145,257,924,1154,1541,1751,1875,1681,888,399,17,0 to 119,52,5851,4647,134,10596,36,0,344,9586,208,749,154,989,9591,12,40,10545,891,81,14,3,483,487,2,972,11,17,237,165,125,160,141,87,37,9,0,0 to 97,40,541,49,40,342,46,556,370,105,4,67,4,0,7,989,495,492,972,17,0,20010,18,21042,20028,989,7,956,916,48,40,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1426,0,4,72,170,189,195,184,139,211,260,2,6 to 119,58,954,461,11,155,1271,0,3,1413,0,24,13,167,1256,1,2,152,31,0,133,3,6,23,2,31,0,3,16,49,33,31,18,8,4,5,0,12 to 82,33,17,2,0,12,19,0,12,0,2,0,1,0,0,167,94,70,31,136,0,1061,1135,2376,2196,167,0,32,30,41,33,0.736908814303344,0.0426371109693887
