ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
17,17,2,003,BAKER,Baker,FL,983,32,20,113,147,138,155,160,111,73,32,2,0 to 99,47,530,400,53,923,60,0,57,850,16,144,5,120,862,0,1,922,78,42,0,0,50,67,3,120,1,4,20,17,20,13,18,12,12,3,0,1 to 97,43,82,20,5,13,2,99,19,28,0,20,0,0,4,120,67,50,120,0,0,1941,60,2121,2001,120,4,149,148,43,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,958,15,13,79,145,135,156,167,160,65,22,1,0 to 119,51,452,491,15,945,13,0,10,765,5,209,8,207,751,0,0,945,178,25,2,2,30,173,0,203,2,0,22,60,51,35,19,14,3,1,0,1 to 83,38,118,68,9,8,16,157,30,8,0,6,0,0,0,207,174,33,203,4,0,2453,9,2673,2462,207,0,99,93,38,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,8666,184,259,729,962,1060,1144,1465,1436,999,406,22,0 to 100,54,4277,3940,449,8570,96,0,585,6575,82,2083,81,2504,6119,1,42,8528,2473,14,16,0,1138,1331,18,2487,88,145,397,444,444,409,260,149,106,58,3,0 to 99,38,888,116,792,691,1377,613,497,377,2,212,1,1,34,2503,1340,1145,2487,16,0,16166,78,18770,16244,2503,34,1058,1047,38,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,65830,1530,1990,7040,11082,9622,10000,10285,7836,4189,1932,324,0 to 119,46,37018,28316,496,65383,447,0,1182,60397,458,4312,334,16099,49568,22,141,65220,15671,325,100,3,8339,7466,191,15996,342,608,3096,3936,2466,2217,1611,846,485,280,212,0 to 104,34,4841,2014,1793,7348,3228,4455,8313,1240,12,726,9,4,163,16099,7517,8391,15996,103,0,133416,344,149980,133760,16099,163,4372,4025,34,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,18260,325,512,1384,1971,2061,2391,3231,3408,2090,784,103,0 to 119,56,10258,7713,289,17996,264,0,1070,15994,177,2306,50,4080,14172,4,4,17988,3989,63,28,0,2087,1953,12,4052,90,242,632,745,679,580,481,301,203,127,0,0 to 101,39,1831,347,340,1534,1075,1315,1662,232,4,328,3,2,135,4080,1965,2103,4052,28,0,44195,236,48540,44431,4080,135,404,306,39,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8978,127,235,757,1091,1266,1479,1554,1357,772,318,22,0 to 101,51,5136,3729,113,8956,22,0,212,8239,130,774,61,1158,7819,1,0,8955,1068,86,4,0,625,524,5,1154,7,31,160,194,176,197,159,123,65,45,1,0 to 100,45,505,198,85,366,94,652,408,178,0,112,0,0,34,1158,526,627,1154,4,0,18775,18,19964,18793,1158,34,597,564,45,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1374,48,113,194,259,180,165,170,143,75,27,0,0 to 94,38,744,600,30,1366,8,0,74,668,2,619,9,536,837,0,1,1365,398,132,5,1,269,254,7,530,19,54,87,120,82,62,44,43,20,5,0,0 to 86,33,382,58,51,39,359,135,36,82,3,46,3,1,3,536,258,271,530,6,0,2404,2,2944,2406,536,3,921,822,33,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,16032,182,258,1129,1882,1875,2299,2703,2942,1944,790,28,0 to 168,56,9746,6233,53,16004,28,0,4287,10630,177,3803,165,1111,14752,0,169,15836,1074,31,5,1,567,533,5,1105,18,31,178,213,188,157,156,95,56,19,0,0 to 97,40,781,171,70,83,202,808,95,196,3,118,0,0,12,1111,534,572,1105,6,0,26244,21,27381,26265,1111,12,1046,881,40,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,22566,202,365,1487,2475,2505,3248,4519,4164,2234,1074,293,0 to 119,57,12579,9330,657,22464,102,0,624,20627,230,1913,166,3070,19485,0,11,22453,2809,241,19,1,1568,1474,8,3050,32,84,517,562,428,449,418,324,139,109,8,0 to 102,42,1302,413,583,752,386,1650,1014,453,6,265,5,0,62,3070,1484,1578,3050,20,0,42817,82,46003,42899,3070,62,1589,967,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,842,21,27,72,93,140,107,139,130,72,40,1,0 to 118,52,499,327,16,842,0,0,12,711,6,110,2,90,752,0,0,842,74,16,0,0,45,44,1,90,0,3,16,7,16,11,12,13,9,3,0,6 to 91,49,68,15,0,7,0,83,7,19,0,13,0,0,4,90,44,45,90,0,0,1456,0,1546,1456,90,4,170,115,49,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,16949,258,292,1129,1733,1720,2170,2702,2954,2072,681,1238,0 to 103,57,8880,7043,1026,16807,142,0,230,15854,222,846,106,2087,14813,0,49,16760,2046,21,20,0,1016,1032,19,2067,32,52,373,408,297,344,273,165,109,31,3,0 to 103,40,713,244,290,820,309,835,923,233,12,141,5,1,25,2087,1043,1025,2067,20,0,37149,120,39379,37269,2087,25,1005,713,40,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1842,27,31,187,239,207,250,351,276,194,79,1,0 to 118,54,1057,765,20,1838,4,0,46,1481,16,417,9,225,1617,0,0,1838,196,26,0,3,79,140,3,222,1,3,46,47,37,29,28,21,9,4,0,3 to 99,39,98,15,93,16,101,104,17,29,0,20,0,0,1,225,142,80,222,3,0,3449,1,3678,3450,225,1,399,349,39,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4115,28,35,113,191,203,329,555,1484,948,144,85,0 to 119,69,2026,1897,192,4038,77,0,162,3618,164,432,69,516,3575,0,24,4014,459,52,4,1,192,309,10,511,1,10,27,26,53,74,76,145,83,21,0,4 to 92,63,322,63,13,113,30,360,121,123,1,71,0,0,18,516,311,195,511,5,0,9084,72,9680,9156,516,18,191,179,63,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,19685,261,463,2069,2788,2673,3011,3103,2630,1254,569,864,0 to 119,48,11072,8451,162,19639,46,0,427,18279,246,1183,106,3652,16005,1,27,19612,3577,60,15,0,1928,1685,24,3637,50,86,880,842,527,504,343,211,119,89,1,0 to 104,34,1471,330,317,1519,453,1044,2140,318,5,193,1,0,20,3652,1690,1937,3637,15,0,39720,30,43434,39750,3652,20,1274,1031,34,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,74798,1300,1734,7733,12320,11249,11570,11255,7849,3732,1411,4645,0 to 120,45,40441,33892,465,73568,1229,1,1210,70864,585,3343,435,15197,59412,0,189,73381,14805,120,264,5,7156,7623,146,14925,239,376,3393,4097,2516,2067,1404,650,326,112,14,0 to 103,33,3515,1975,2352,7083,2053,3144,9728,1002,50,514,39,5,63,15194,7771,7268,14924,269,1,144822,959,161160,145781,15194,63,1900,1672,33,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4416,46,88,256,441,405,530,815,964,658,205,8,0 to 222,60,2450,1785,181,4409,7,0,107,3675,119,486,32,457,3956,1,2,4407,301,156,0,0,220,234,3,457,6,15,55,64,47,65,97,58,34,16,0,0 to 97,51,342,25,28,62,35,350,72,44,0,47,0,0,13,457,234,220,457,0,0,10929,6,11396,10935,457,13,1357,902,51,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4418,76,75,391,600,532,651,773,617,435,264,4,0 to 102,53,2618,1776,24,4397,21,0,188,3699,66,657,51,659,3757,0,2,4395,513,139,6,1,315,336,1,652,10,16,112,132,90,104,92,66,26,11,0,0 to 92,40,437,50,49,116,97,367,188,121,2,55,2,1,6,659,338,320,652,7,0,11172,14,11847,11186,659,6,882,831,40,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,44429,453,692,3467,6018,5236,6358,8125,7215,4391,2383,91,0 to 120,54,25410,18872,147,44080,349,0,2973,38062,411,7836,415,9396,34986,2,45,44033,9143,175,70,7,4970,4290,58,9318,121,298,1531,2103,1261,1265,1151,753,530,372,10,0 to 104,39,3939,1670,432,3277,636,4881,3801,1074,20,822,17,2,209,9395,4335,5002,9318,77,0,100654,272,110371,100926,9395,209,839,747,39,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2583,79,90,244,344,320,319,393,322,247,214,11,0 to 118,52,1587,913,83,2568,15,0,84,2011,110,745,21,673,1910,0,0,2568,547,111,12,3,372,275,11,658,26,48,105,97,106,99,71,50,43,27,1,0 to 102,40,308,101,138,111,230,304,124,83,1,67,0,0,21,673,281,381,658,15,0,4105,0,4781,4105,673,21,93,89,40,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,56634,899,1322,5911,10010,8435,8550,9477,6785,3420,1696,129,-6 to 119,47,30952,24897,785,55971,663,0,1059,52206,454,3449,228,10439,46100,11,84,55880,9678,630,119,12,5312,4933,63,10308,124,337,1887,2822,1799,1393,1093,592,257,131,4,0 to 101,35,2741,2850,915,3802,983,4885,4440,645,22,387,11,3,70,10439,5001,5372,10308,131,0,114314,528,125457,114842,10439,70,3145,3028,35,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,379,7,2,47,48,43,39,42,50,56,44,1,0 to 119,56,235,134,10,379,0,0,12,334,0,24,1,48,331,0,0,379,41,7,0,0,20,24,4,48,2,2,7,11,5,7,6,5,1,2,0,3 to 98,38,27,7,2,12,8,28,12,11,0,3,0,0,0,48,24,20,48,0,0,596,0,645,596,48,0,25,25,38,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,675,11,17,54,66,70,115,133,123,66,20,0,0 to 94,55,389,283,3,616,59,0,32,591,1,87,15,59,616,0,0,616,51,3,5,0,25,29,0,54,0,1,17,6,9,15,7,3,0,1,0,9 to 89,42,36,14,2,2,11,41,2,11,1,3,1,0,0,59,33,26,54,5,0,1874,54,1988,1928,59,0,112,109,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1233,12,28,80,82,114,142,407,281,73,14,0,0 to 118,59,341,886,6,1233,0,0,25,1137,4,131,4,99,1134,0,0,1233,81,18,0,0,26,73,0,99,1,8,26,10,6,6,25,15,2,0,0,4 to 80,41,61,28,4,6,5,85,9,12,0,10,0,0,2,99,73,26,99,0,0,2421,0,2520,2421,99,2,160,158,41,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1530,23,31,129,202,178,226,295,191,146,103,6,0 to 118,53,953,553,24,1528,2,0,35,1401,34,195,2,105,1424,0,1,1527,59,46,0,0,71,34,0,105,1,6,13,17,16,12,9,8,12,11,0,1 to 107,44,72,26,3,4,6,93,6,17,0,14,0,0,2,105,34,71,105,0,0,2788,2,2897,2790,105,2,271,239,44,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1333,17,32,110,151,183,223,249,218,110,39,1,0 to 102,52,759,563,11,1328,5,0,25,1203,13,228,7,94,1238,0,1,1327,69,22,2,1,56,35,0,91,1,0,24,17,17,17,8,6,3,1,0,3 to 86,37,60,23,5,3,5,82,4,17,0,8,0,0,1,94,36,58,91,3,0,2441,2,2541,2443,94,1,229,154,37,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,21682,284,409,1579,2353,2426,3024,4657,4064,2154,585,147,0 to 119,56,12201,9377,104,21659,23,0,576,20207,107,1852,114,2813,18865,0,4,21655,2725,70,14,3,1437,1350,8,2795,37,76,603,596,431,397,343,179,91,59,0,0 to 99,36,1567,176,187,865,447,1467,881,292,3,143,3,0,20,2812,1357,1447,2795,17,0,51698,6,54526,51704,2812,20,1084,1026,36,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,23112,539,693,2086,3287,3235,3343,3510,3226,2013,846,334,0 to 119,49,12982,9932,198,23011,101,0,715,20205,231,2467,158,5895,17194,1,22,22988,5396,477,20,2,2995,2857,21,5873,105,230,891,1182,1077,862,655,438,286,168,1,0 to 103,39,2608,814,509,1942,1350,2240,2283,830,10,526,5,1,122,5895,2866,3008,5873,22,0,50044,79,56070,50123,5895,122,2070,1499,39,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,15921,222,470,1363,2491,2383,2604,2543,1882,937,335,691,0 to 155,47,8787,7047,87,15825,96,0,966,13473,390,1787,223,3302,12558,2,59,15765,3193,41,66,2,1652,1566,16,3234,58,119,506,821,566,538,348,197,117,30,2,0 to 102,37,1113,189,1011,921,1406,627,1201,427,9,208,7,2,30,3302,1614,1671,3234,68,0,28135,27,31518,28162,3302,30,1614,1102,37,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4056,68,67,220,436,375,480,640,746,644,360,20,0 to 119,61,2449,1566,41,3990,66,0,94,3628,47,395,33,457,3592,1,6,3983,407,47,3,0,250,203,1,454,14,14,56,69,60,72,79,49,38,6,0,0 to 95,47,253,85,64,52,150,246,58,105,2,76,1,0,12,457,206,250,454,3,0,9687,63,10224,9750,457,12,607,493,47,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,31654,412,592,2766,4106,4066,4476,5108,5141,3380,1545,62,0 to 119,53,17942,13442,270,30633,1020,1,944,27347,613,3880,195,8127,23505,1,21,30612,7707,269,143,6,4158,3738,80,7976,142,260,1282,1526,1292,1217,968,665,433,333,7,0 to 101,41,3952,947,218,2859,2226,2777,2973,1188,16,673,14,4,171,8125,3822,4221,7975,149,1,58060,871,67077,58931,8125,171,3081,1475,41,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,18870,444,740,1991,2281,2411,2489,2718,2865,2173,720,38,0 to 105,51,10070,8684,116,18501,369,0,612,14974,356,3607,175,5441,13307,3,119,18379,5010,333,74,16,2654,2662,27,5343,155,286,1013,901,915,791,629,375,257,111,0,0 to 101,38,2479,241,401,2222,2246,1032,2065,589,20,385,11,6,85,5433,2716,2690,5343,90,0,33146,279,38885,33425,5433,85,4192,3206,38,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,190061,2201,3532,16397,31524,30688,34368,31448,20871,11733,6621,678,0 to 225,48,98631,90254,1176,188491,1569,1,4640,170396,2785,20387,1038,53978,135809,98,176,188219,52405,962,598,9,26554,26724,89,53367,661,1359,6408,10368,9097,9608,7530,4533,2604,1732,74,0 to 119,43,21696,6262,1940,23469,22251,7798,23318,7446,51,4206,31,15,1068,53974,27033,26828,53366,607,1,327602,961,383093,328563,53974,1068,6325,5585,43,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4125,35,76,276,529,567,708,871,647,307,108,1,0 to 101,53,2141,1967,17,4038,87,0,1323,2185,83,895,138,427,3660,0,38,4004,387,23,13,4,181,225,4,410,6,15,40,72,69,75,54,55,29,12,0,0 to 100,46,253,13,9,135,110,162,138,69,4,26,3,0,6,427,236,187,410,17,0,6411,65,6903,6476,427,6,1036,759,46,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7788,246,302,824,1054,1067,1163,1238,1072,567,245,10,0 to 119,48,4286,3466,36,7719,69,0,212,6842,99,718,105,993,6794,0,1,7718,927,58,8,0,476,501,8,985,17,24,292,178,120,149,104,57,34,18,0,0 to 99,34,744,65,25,151,33,759,193,52,0,55,1,0,10,993,504,481,985,8,0,13745,61,14802,13806,993,10,1764,1219,34,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1927,53,54,179,221,253,278,330,259,164,133,3,0 to 101,51,1062,827,38,1841,86,0,65,1670,15,415,65,395,1532,0,0,1841,330,24,38,3,185,168,1,354,6,16,83,58,64,46,67,30,19,6,0,0 to 101,39,321,16,6,11,96,242,16,52,9,30,2,0,9,395,187,207,354,41,0,3808,45,4252,3853,395,9,230,175,39,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3279,34,48,285,558,561,573,503,326,241,144,6,0 to 105,47,1462,1700,117,3256,23,0,19,2676,19,442,36,506,2771,1,1,3254,456,39,8,1,127,339,29,495,6,10,54,104,108,101,72,31,14,4,0,0 to 100,41,202,154,21,118,32,264,199,66,2,43,0,0,2,504,343,132,495,9,0,5338,14,5866,5352,504,2,659,457,41,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,966,12,21,63,103,121,155,205,132,99,55,0,0 to 119,55,569,376,21,959,7,0,39,749,9,179,15,137,826,0,3,956,107,26,3,0,71,62,0,133,0,4,9,16,15,20,28,21,16,7,0,6 to 99,56,85,33,1,14,1,115,17,17,0,21,0,0,13,136,63,73,133,3,0,1896,4,2037,1900,136,13,232,174,56,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3603,49,62,310,384,436,500,671,623,389,175,4,0 to 103,55,1950,1476,177,3486,117,0,114,3220,28,262,52,376,3218,0,9,3477,337,22,14,2,175,184,0,359,5,8,83,61,69,55,44,32,11,7,0,0 to 93,40,218,41,20,80,20,248,91,53,1,27,0,0,2,375,189,186,359,16,0,8162,101,8644,8263,375,2,520,514,40,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,363,8,15,49,73,74,45,34,32,26,6,1,1 to 90,39,174,188,1,363,0,0,36,203,3,173,0,189,174,0,0,363,187,2,0,0,73,116,0,189,4,4,32,50,50,27,14,5,2,1,0,1 to 89,36,129,26,8,26,100,60,29,26,0,18,0,0,1,189,116,73,189,0,0,551,0,741,551,189,1,179,120,36,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5917,69,58,313,508,578,818,1122,1116,766,562,7,0 to 119,60,3454,2394,69,5898,19,0,266,5132,62,808,30,975,4934,1,7,5890,803,168,2,1,540,420,11,971,12,14,91,106,89,121,166,144,111,119,1,0 to 101,58,730,71,20,150,67,721,183,141,1,158,1,0,77,974,421,541,971,3,0,12993,16,13990,13009,974,77,136,117,58,3.83218059315228,0.165856243943894
