ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,618,11,10,63,73,81,95,100,84,66,35,0,0 to 118,52,383,225,10,618,0,0,5,607,2,17,1,12,605,1,0,617,11,1,0,0,7,5,0,12,0,0,2,1,1,3,3,1,1,0,0,21 to 79,50,8,1,0,3,0,10,2,1,0,0,0,0,0,12,5,7,12,0,0,653,0,666,653,12,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3186,60,88,291,452,404,503,535,396,288,158,11,0 to 118,50,2016,1124,46,3179,7,0,72,2950,133,218,19,143,3039,2,2,3175,97,46,0,0,86,57,0,143,0,12,13,19,22,23,15,18,14,7,0,6 to 98,47,80,54,8,1,6,132,5,32,0,18,0,0,4,143,57,86,143,0,0,3265,7,3423,3272,143,4,98,29,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,687,33,15,52,92,87,91,123,112,56,22,4,0 to 118,51,384,270,33,685,2,0,15,624,3,80,3,14,672,1,0,684,9,5,0,0,8,6,0,14,0,0,4,3,0,1,4,2,0,0,0,20 to 70,40,14,0,0,0,0,14,0,2,0,0,0,0,0,14,6,8,14,0,0,794,2,813,796,14,0,90,72,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,6386,139,113,477,906,921,853,982,749,664,543,39,0 to 119,52,3926,2418,42,6249,136,1,105,6040,137,197,67,193,6191,2,0,6248,105,79,5,4,100,84,0,184,3,4,7,23,27,25,40,30,21,13,0,0 to 96,56,144,30,9,1,30,154,0,52,3,30,1,0,6,193,90,103,183,9,1,6701,127,7027,6828,193,6,479,144,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,490,5,4,37,42,74,65,85,80,63,34,1,0 to 99,56,286,185,19,490,0,0,3,425,4,41,3,52,437,1,0,489,35,17,0,0,41,11,0,52,0,0,4,3,4,1,2,6,14,18,0,20 to 99,80,34,9,1,8,0,41,11,10,0,5,0,0,3,52,11,41,52,0,0,508,0,562,508,52,3,65,11,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,60405,867,1157,3917,6950,7049,8513,10580,9631,6674,3474,1593,0 to 119,55,33384,26759,262,59717,686,2,1351,56865,465,4012,297,5355,54714,224,112,59386,5131,132,86,6,2578,2680,5,5263,46,102,481,813,795,823,782,627,532,353,1,0 to 104,50,2502,1008,702,1051,1523,2596,1144,1408,27,1061,17,11,315,5355,2732,2618,5261,92,2,59511,591,65894,60102,5355,315,710,446,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,8485,131,158,510,954,1014,1303,1548,1451,940,448,28,0 to 119,56,4867,3403,215,8341,144,0,286,7704,188,697,70,404,8029,6,46,8289,353,41,10,0,208,186,0,394,2,5,27,60,59,67,61,59,40,24,0,3 to 97,52,202,96,38,58,64,260,70,124,0,90,1,0,29,404,190,214,394,10,0,9008,134,9556,9142,404,29,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,12146,221,277,822,1440,1660,1960,2167,1900,1155,516,28,0 to 119,53,7185,4916,45,12079,67,0,148,11650,223,451,95,360,11764,7,15,12057,305,45,9,1,191,159,0,350,6,10,27,43,69,72,48,54,16,15,0,1 to 94,49,228,39,42,41,70,233,47,90,4,73,3,1,12,360,165,195,350,10,0,12965,57,13401,13022,360,12,630,180,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,2674,48,86,192,422,443,463,434,371,134,79,2,0 to 119,48,1847,813,14,2656,17,1,21,2497,46,233,14,264,2408,2,0,2655,252,8,4,0,200,60,0,260,2,4,14,55,63,51,29,26,11,9,0,0 to 98,44,101,113,9,37,19,190,51,45,0,42,0,0,1,264,61,203,259,4,1,3319,13,3606,3332,264,1,289,161,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,12296,180,284,1389,2009,1812,1910,2024,1670,649,338,31,0 to 119,47,6351,5807,138,12074,221,1,115,11779,201,375,77,372,11910,4,10,12061,337,10,24,1,186,161,0,347,1,9,100,66,47,51,61,26,8,3,0,2 to 87,36,132,191,8,16,21,305,21,72,10,36,9,6,6,372,174,198,346,25,1,12981,196,13555,13177,372,6,546,222,43,2.42861632663576,0.170704044186268
