OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,169,4,1,8,28,18,15,31,25,29,10,0,0,0,0,4,0,0,3,0,2,2,55,0 to 92,58,27 to 92,11,0,99,68,2,168,1,0,51,117,1,5,1,5,6,0,5,1,166,11,155,0,3,8,71,18,11,8,3,11,0,0,154,1,169,155,11,1,3,0,1654926851.96404,168390.780925558
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,394,4,3,18,44,55,57,75,87,38,12,1,0,0,1,2,2,4,11,8,2,0,54,0 to 93,58,17 to 77,28,0,214,152,28,390,4,0,23,350,21,19,3,8,23,2,5,1,394,30,362,2,0,5,54,17,30,16,14,28,2,0,360,2,394,362,30,1,58,32,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,123,2,4,7,22,21,14,24,14,9,6,0,0,0,0,3,2,1,0,1,0,0,49,1 to 90,41,28 to 70,7,0,71,48,4,122,1,0,10,112,1,4,1,2,4,1,2,0,123,7,116,0,0,8,4,2,7,3,3,7,0,0,115,1,123,116,7,0,13,12,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,634,8,9,35,54,61,93,124,137,79,33,1,0,1,2,6,2,10,9,13,8,1,56,0 to 105,57,8 to 88,46,0,379,247,8,624,10,0,57,535,42,24,3,25,40,2,10,0,617,52,565,0,17,51,18,33,52,32,20,46,6,0,563,2,634,565,52,0,109,61,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,16950,149,196,1158,2903,3136,3221,2868,1932,922,445,20,3,10,155,293,319,345,352,233,113,47,48,0 to 106,49,0 to 97,1828,0,8504,6963,1483,16802,148,0,1102,15299,549,577,769,525,943,710,218,40,16881,1871,14996,14,69,621,848,844,1871,1016,820,1828,43,0,14900,101,16950,15001,1871,40,938,701,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,1683,66,55,186,325,261,266,250,165,87,22,0,1,1,23,23,21,18,16,13,8,1,43,0 to 100,43,2 to 94,118,0,1023,651,9,1504,179,0,71,1571,41,61,47,17,81,35,9,1,1681,125,1556,0,2,62,48,22,125,65,60,118,7,0,1384,172,1683,1556,125,1,108,78,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,133,5,7,13,16,20,20,24,13,11,3,1,0,0,0,1,1,0,0,1,0,0,46,0 to 97,49,33 to 74,2,0,63,57,13,130,3,0,24,102,7,0,3,0,2,0,1,0,131,3,128,0,2,27,2,1,3,2,1,2,1,0,126,2,133,128,3,0,2,1,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,29,0,1,3,3,1,4,9,4,4,0,0,0,0,0,1,0,0,1,0,0,0,53,7 to 84,42,25 to 60,1,0,13,15,1,28,1,0,4,22,3,2,0,0,2,0,0,0,29,2,27,0,0,7,2,0,2,0,2,1,1,0,27,0,29,27,2,0,2,2,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,2220,75,33,347,492,336,279,268,222,90,40,38,1,0,24,27,14,17,19,14,4,1,42,0 to 118,43,2 to 91,115,0,1332,851,37,2181,39,0,164,2021,35,41,58,23,52,54,16,0,2208,122,2082,4,12,83,73,21,122,54,68,115,7,0,2051,32,2220,2083,122,0,62,50,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,2121,42,51,144,280,387,401,365,265,136,48,2,0,3,8,13,11,31,38,29,6,1,48,0 to 96,53,9 to 91,137,0,1177,855,89,2115,6,0,162,1883,76,68,35,37,86,30,24,2,2089,140,1947,2,32,135,120,107,140,75,64,137,3,0,1945,3,2121,1948,140,2,134,114,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,88,0,0,5,11,6,13,11,17,11,12,2,0,0,2,3,2,4,6,3,2,2,59,19 to 96,55,23 to 87,15,0,38,48,2,63,25,0,0,88,0,0,24,0,0,24,0,0,59,24,35,0,29,0,0,0,24,13,11,15,9,0,22,13,88,35,24,0,13,11,426757389.663452,73231.2921286601
