County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,1203,56,1005,2020-05-24
TULSA,915,44,724,2020-05-24
TEXAS,881,5,484,2020-05-24
CLEVELAND,489,37,426,2020-05-24
WASHINGTON,310,33,270,2020-05-24
COMANCHE,270,3,209,2020-05-24
WAGONER,148,17,115,2020-05-24
CADDO,136,10,102,2020-05-24
CANADIAN,126,3,110,2020-05-24
DELAWARE,99,16,75,2020-05-24
MCCLAIN,98,2,83,2020-05-24
OSAGE,94,8,81,2020-05-24
CREEK,90,7,79,2020-05-24
ADAIR,82,3,64,2020-05-24
ROGERS,78,5,67,2020-05-24
GRADY,76,2,52,2020-05-24
GREER,66,7,58,2020-05-24
POTTAWATOMIE,57,4,50,2020-05-24
KAY,52,7,42,2020-05-24
PAYNE,45,1,43,2020-05-24
PITTSBURG,40,3,35,2020-05-24
STEPHENS,37,1,22,2020-05-24
OTTAWA,35,2,32,2020-05-24
MUSKOGEE,35,6,24,2020-05-24
MAYES,29,4,23,2020-05-24
PAWNEE,29,2,27,2020-05-24
CHEROKEE,28,1,27,2020-05-24
GARFIELD,26,1,22,2020-05-24
MCCURTAIN,25,0,10,2020-05-24
BEAVER,24,0,21,2020-05-24
NOWATA,23,0,22,2020-05-24
OKMULGEE,23,0,17,2020-05-24
CARTER,22,1,8,2020-05-24
SEMINOLE,22,2,19,2020-05-24
BRYAN,22,1,14,2020-05-24
TILLMAN,22,1,19,2020-05-24
LINCOLN,21,2,15,2020-05-24
JACKSON,21,1,19,2020-05-24
LOGAN,19,1,17,2020-05-24
CHOCTAW,18,0,4,2020-05-24
GARVIN,15,1,14,2020-05-24
CRAIG,15,0,13,2020-05-24
SEQUOYAH,14,3,11,2020-05-24
LOVE,14,0,3,2020-05-24
LE FLORE,13,1,11,2020-05-24
PONTOTOC,12,2,8,2020-05-24
CUSTER,12,0,12,2020-05-24
KINGFISHER,11,0,10,2020-05-24
MCINTOSH,11,1,7,2020-05-24
MARSHALL,7,0,5,2020-05-24
NOBLE,7,0,7,2020-05-24
MAJOR,6,1,5,2020-05-24
KIOWA,6,0,4,2020-05-24
HASKELL,6,0,5,2020-05-24
BECKHAM,6,0,6,2020-05-24
COTTON,5,2,3,2020-05-24
LATIMER,5,1,4,2020-05-24
BLAINE,4,0,1,2020-05-24
WOODWARD,4,0,1,2020-05-24
JEFFERSON,3,0,3,2020-05-24
DEWEY,3,0,2,2020-05-24
JOHNSTON,3,0,3,2020-05-24
OKFUSKEE,3,0,1,2020-05-24
WOODS,3,0,3,2020-05-24
GRANT,2,0,2,2020-05-24
MURRAY,2,0,2,2020-05-24
PUSHMATAHA,2,0,1,2020-05-24
WASHITA,2,0,1,2020-05-24
ALFALFA,1,0,1,2020-05-24
HARPER,1,0,1,2020-05-24
COAL,1,0,0,2020-05-24
ATOKA,1,0,1,2020-05-24
CIMARRON,1,0,1,2020-05-24
