ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,87,69,0,2020/07/25 15:55:14,USA,11811,928,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,74,52,0,2020/07/25 15:55:14,USA,6040,574,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,355,237,4,2020/07/25 15:55:14,USA,17153,3492,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,138,76,1,2020/07/25 15:55:14,USA,9253,1332,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,144,122,4,2020/07/25 15:55:14,USA,13832,1894,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,72,32,0,2020/07/25 15:55:14,USA,14908,1767,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,68,49,1,2020/07/25 15:55:14,USA,20029,1978,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,45,26,0,2020/07/25 15:55:14,USA,9187,1132,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,65,27,0,2020/07/25 15:55:14,USA,10518,1367,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,73,57,0,2020/07/25 15:55:14,USA,10569,1659,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,48,12,0,2020/07/25 15:55:14,USA,7453,972,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,556,449,1,2020/07/25 15:55:14,USA,34909,3664,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,110,82,1,2020/07/25 15:55:14,USA,13840,1577,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,165,118,1,2020/07/25 15:55:14,USA,16134,2307,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,62,45,0,2020/07/25 15:55:14,USA,8929,1311,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,100,67,2,2020/07/25 15:55:14,USA,10712,1600,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,519,134,16,2020/07/25 15:55:14,USA,42647,7070,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,44,37,0,2020/07/25 15:55:14,USA,11964,1414,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,96,68,2,2020/07/25 15:55:14,USA,15761,2308,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,78,48,3,2020/07/25 15:55:14,USA,17556,1946,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,70,32,0,2020/07/25 15:55:14,USA,19660,2371,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,407,297,6,2020/07/25 15:55:14,USA,25095,3655,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,94,75,1,2020/07/25 15:55:14,USA,11321,1559,1.64015874620456,0.164270532443662
