ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
40,40,4,007,BRADFORD,Bradford,FL,1465,18,25,116,185,168,221,288,189,146,103,6,0 to 118,54,920,520,25,1463,2,0,27,1396,34,143,1,51,1413,0,1,1462,12,39,0,0,41,10,0,51,0,2,3,3,7,4,3,6,12,11,0,8 to 107,72,45,5,1,0,0,51,0,4,0,11,0,0,2,51,10,41,51,0,0,1643,2,1697,1645,51,2,112,80,74,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1232,13,26,83,136,166,210,243,207,107,39,2,0 to 102,54,699,522,11,1228,4,0,12,1184,13,181,3,35,1197,0,0,1228,17,16,2,0,23,10,0,33,0,0,5,5,5,10,5,3,1,1,0,18 to 86,46,17,13,3,0,0,33,0,6,0,5,0,0,1,35,10,25,33,2,0,1430,2,1467,1432,35,1,86,19,43,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,19207,250,332,1023,1788,2045,2666,4378,3925,2098,553,149,0 to 119,58,10935,8168,104,19190,17,0,142,18857,107,386,75,424,18780,2,1,19187,369,44,9,2,223,190,0,413,3,11,41,45,55,65,90,54,36,24,0,0 to 99,54,308,58,20,27,75,311,27,100,2,61,2,0,13,424,193,231,413,11,0,22926,6,23358,22932,424,13,215,157,53,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,18106,421,441,1248,2221,2279,2611,2992,2907,1866,780,340,0 to 119,53,10531,7380,195,18016,90,0,308,16875,231,1036,125,1038,17058,4,6,18006,876,151,10,1,638,388,1,1027,4,13,80,140,143,154,160,118,125,101,0,0 to 103,54,636,221,120,50,249,694,84,405,7,316,2,0,57,1038,392,645,1027,11,0,20427,79,21550,20506,1038,57,708,242,56,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,13170,165,342,870,1750,1894,2182,2290,1766,875,320,716,0 to 155,50,7391,5708,71,13096,74,0,381,12085,390,733,193,703,12413,13,41,13043,623,34,44,2,332,325,0,657,8,17,48,111,110,132,120,86,53,17,1,0 to 102,48,333,60,257,7,402,220,35,238,6,154,6,2,19,703,360,342,657,46,0,14074,27,14818,14101,703,19,536,69,50,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3664,51,54,164,367,319,422,590,703,620,354,20,0 to 119,62,2226,1400,38,3599,65,0,40,3522,47,118,19,130,3529,2,3,3594,107,21,2,0,67,61,0,128,1,7,10,16,15,17,32,15,16,1,0,0 to 85,54,72,31,21,4,40,78,10,47,1,37,1,0,9,130,63,67,128,2,0,4219,63,4415,4282,130,9,136,47,56,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,25195,275,327,1560,2761,3022,3539,4394,4693,3147,1420,57,0 to 119,57,14595,10376,224,24260,934,1,451,23032,613,1858,166,1943,23230,3,19,24239,1745,137,56,5,1020,861,1,1882,19,27,129,236,283,320,299,247,193,190,0,0 to 101,53,1197,322,50,313,482,1067,333,616,15,425,13,4,105,1943,897,1045,1881,61,1,27250,873,30072,28123,1943,105,1868,472,54,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,14454,272,450,1052,1528,1656,1883,2276,2618,2042,674,3,0 to 105,56,7897,6525,32,14099,355,0,294,12939,356,1415,148,1580,12863,3,8,14088,1249,256,59,16,748,757,0,1505,33,72,176,222,240,235,233,157,143,69,0,0 to 101,46,968,93,154,290,768,467,270,293,19,207,10,5,49,1580,800,780,1505,75,0,15202,280,17069,15482,1580,49,1368,375,57,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,155618,1603,2303,11518,24434,24624,28372,26989,18446,10544,6195,590,0 to 225,49,81536,72862,1220,154540,1077,1,3265,143238,2785,12709,924,18139,137227,193,59,154290,17165,782,184,8,8912,9031,4,17947,95,214,1451,2967,2860,3369,2973,1974,1275,955,6,0 to 108,49,9841,2874,839,4393,9544,3868,4535,4818,44,2935,30,11,702,18139,9160,8975,17946,192,1,163731,884,182951,164615,18139,702,2153,1415,49,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,2825,25,37,161,313,373,487,624,475,239,89,2,0 to 101,55,1471,1277,77,2769,56,0,770,1769,83,548,87,109,2602,0,114,2655,79,19,7,4,46,52,0,98,0,3,7,13,13,17,21,16,13,6,0,6 to 91,55,75,5,1,17,22,55,21,14,3,10,2,0,4,109,58,51,98,11,0,3178,45,3334,3223,109,4,323,76,49,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,6869,226,261,522,903,961,1022,1147,1040,542,235,10,0 to 119,50,3764,3077,28,6804,65,0,68,6611,99,208,53,247,6618,3,1,6800,204,40,3,0,67,177,0,244,3,2,19,47,45,44,38,31,11,7,0,0 to 94,46,171,42,5,26,13,186,45,24,0,24,0,0,9,247,177,70,244,3,0,7966,62,8279,8028,247,9,591,82,49,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1597,47,34,95,163,201,238,283,243,158,132,3,0 to 101,55,893,667,37,1542,55,0,26,1490,15,139,36,117,1479,1,0,1541,80,22,12,3,61,41,0,102,2,4,7,13,18,14,24,16,13,6,0,1 to 101,55,93,8,0,1,11,88,3,19,3,16,2,0,9,117,46,71,102,15,0,1752,40,1913,1792,117,9,70,31,49,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,2916,22,30,224,498,499,514,461,300,222,140,6,0 to 105,48,1297,1518,101,2895,21,0,18,2607,19,238,20,256,2656,3,1,2891,213,36,6,1,47,201,1,249,2,6,19,62,57,54,40,12,4,0,0,0 to 82,40,109,96,10,34,19,139,91,26,2,13,0,0,1,256,204,51,249,7,0,3297,14,3574,3311,256,1,236,127,36,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,857,11,13,48,86,106,136,185,123,96,53,0,0 to 119,56,507,325,25,853,4,0,28,753,9,88,10,58,792,0,7,846,44,14,0,0,29,28,1,58,0,0,3,5,3,4,13,12,13,5,0,16 to 99,66,24,4,0,30,0,27,31,3,0,10,0,0,4,58,28,29,58,0,0,1009,4,1072,1013,58,4,77,44,54,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3214,44,51,222,325,361,442,620,594,381,170,4,0 to 103,57,1728,1280,206,3106,108,0,33,3130,28,56,27,76,3138,0,0,3106,56,13,5,2,36,33,0,69,0,1,10,15,13,8,8,12,6,3,0,14 to 89,44,54,10,2,3,1,65,3,23,0,14,0,0,1,76,36,40,69,7,0,3679,101,3856,3780,76,1,38,32,49,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,172,2,7,16,22,26,18,24,27,23,6,1,1 to 90,51,96,74,2,172,0,0,6,136,3,32,0,32,140,0,0,172,30,2,0,0,13,19,0,32,1,2,3,7,6,3,5,3,1,1,0,3 to 89,40,25,5,2,0,16,15,1,10,0,5,0,0,1,32,19,13,32,0,0,244,0,276,244,32,1,61,27,61,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5380,59,48,238,443,516,734,1034,1033,728,541,6,0 to 119,61,3175,2132,73,5362,18,0,125,4934,62,456,20,461,4915,1,3,5358,320,139,1,1,288,171,0,459,3,4,12,43,25,49,84,72,76,93,0,0 to 101,67,371,50,9,29,19,402,38,90,1,122,1,0,63,461,172,289,459,2,0,5874,16,6352,5890,461,63,80,59,68,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,12942,152,166,642,1121,1167,1601,2406,2751,1964,931,41,0 to 119,61,7308,5448,186,12710,232,0,414,12187,190,875,90,639,12296,4,3,12703,564,58,11,6,361,260,1,622,4,5,28,57,64,72,93,109,118,89,0,0 to 104,64,502,46,38,36,53,500,69,191,10,166,7,1,77,639,270,368,622,17,0,15800,215,16660,16015,639,77,225,119,64,2.51442395330883,0.137455100826111
