ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,240,5,6,24,37,34,38,41,30,19,6,0,0 to 98,48,153,86,1,240,0,0,3,235,2,11,1,5,234,0,1,239,5,0,0,0,3,2,0,5,0,0,0,1,1,2,1,0,0,0,0,25 to 56,47,4,1,0,0,0,5,0,0,0,0,0,0,0,5,2,3,5,0,0,234,0,240,234,5,0,12,3,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,1533,36,47,152,205,203,242,251,183,139,70,5,0 to 118,49,958,534,41,1529,4,0,69,1322,133,182,17,106,1424,0,3,1526,65,41,0,0,64,42,0,106,0,11,13,13,18,17,10,15,4,5,0,6 to 98,42,63,42,1,0,1,103,2,28,0,14,0,0,1,106,42,64,106,0,0,1420,4,1533,1424,106,1,87,36,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,229,19,8,11,30,32,33,39,32,19,5,1,0 to 118,49,116,92,21,229,0,0,14,199,3,60,3,3,224,0,2,227,3,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,29 to 60,47,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,224,0,229,224,3,0,16,6,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,2612,89,63,211,436,439,371,415,303,182,98,5,0 to 118,46,1560,1017,35,2506,105,1,88,2346,137,165,57,154,2454,0,4,2503,86,61,3,4,79,68,0,147,2,3,4,21,19,18,30,27,19,11,0,0 to 96,58,111,22,14,0,20,126,1,44,1,25,0,0,4,154,72,82,146,7,1,2356,98,2612,2454,154,4,401,171,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,114,1,2,11,17,23,13,15,12,16,3,1,0 to 89,45,62,50,2,114,0,0,3,105,4,6,3,8,106,0,0,114,5,3,0,0,6,2,0,8,0,0,1,1,1,1,1,1,0,2,0,20 to 88,52,4,4,0,0,0,8,0,6,0,2,0,0,0,8,2,6,8,0,0,106,0,114,106,8,0,30,3,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,28005,397,429,1718,3343,3595,4307,5146,4005,2406,1310,1349,0 to 115,54,15523,12325,157,27701,302,2,242,27196,465,890,140,2963,24744,244,54,27409,2779,125,53,6,1444,1459,1,2904,16,28,199,347,422,449,492,419,358,220,13,0 to 104,55,1049,382,214,1259,383,1146,1375,569,24,425,15,3,186,2963,1494,1468,2902,59,2,24505,239,28005,24744,2963,186,699,443,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,3266,62,70,216,409,486,560,563,463,299,131,7,0 to 102,52,1879,1281,106,3252,14,0,194,2779,188,410,61,247,2944,2,73,3177,222,18,7,0,143,97,0,240,2,3,15,22,38,32,41,42,28,24,0,3 to 97,58,144,55,17,24,34,177,29,96,0,72,0,0,22,247,99,148,240,7,0,2937,7,3266,2944,247,22,72,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,5543,98,122,380,690,838,966,986,813,469,175,6,0 to 102,51,3317,2212,14,5511,32,0,117,5174,223,337,88,249,5267,6,21,5484,201,41,6,1,126,116,0,242,5,6,22,27,50,47,36,36,11,9,0,1 to 94,48,157,27,38,20,55,162,25,76,3,51,2,0,7,249,120,129,242,7,0,5242,25,5543,5267,249,7,445,144,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,522,17,13,47,78,98,101,77,59,21,10,1,0 to 96,45,322,189,11,520,1,1,11,435,46,81,7,95,427,0,0,521,87,7,1,0,62,30,2,94,1,1,6,16,22,24,13,8,4,0,0,4 to 83,45,10,60,2,22,3,61,30,16,0,17,0,0,0,95,30,63,93,1,1,427,0,522,427,95,0,120,52,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,3263,72,67,407,588,543,544,524,339,119,58,2,0 to 97,43,1805,1344,114,3219,43,1,71,2954,201,214,61,219,3032,2,10,3208,196,9,13,1,111,94,0,205,1,2,28,48,37,39,41,18,2,3,0,2 to 87,43,90,95,6,14,13,176,16,59,8,29,8,1,3,219,102,117,204,14,1,3003,29,3263,3032,219,3,374,172,43,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,166,7,4,6,13,29,22,34,24,15,11,1,0 to 96,55,104,58,4,163,3,0,4,102,41,53,6,28,138,0,0,163,6,20,2,0,13,13,0,26,0,0,1,1,1,3,7,7,4,4,0,22 to 95,66,11,11,4,0,3,21,2,4,2,6,0,0,2,28,15,13,26,2,0,137,1,166,138,28,2,43,10,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,432,31,23,35,41,53,48,49,66,44,31,11,0 to 99,50,266,154,12,420,12,0,15,338,53,189,6,55,359,0,18,402,28,23,4,0,29,22,0,51,2,0,5,4,6,7,8,10,4,8,1,0 to 98,60,14,30,2,5,1,39,11,8,0,4,0,0,2,55,23,32,51,4,0,351,8,432,359,55,2,88,40,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,52,2,3,6,11,6,6,9,7,1,1,0,0 to 89,38,32,18,2,52,0,0,1,48,1,3,0,3,48,0,1,51,2,1,0,0,1,2,0,3,0,0,0,1,0,1,1,0,0,0,0,29 to 56,49,2,1,0,0,0,3,0,2,0,0,0,0,0,3,2,1,3,0,0,48,0,52,48,3,0,18,9,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,159,5,3,22,25,15,22,28,23,7,7,2,0 to 99,48,89,60,10,158,1,0,9,142,9,15,3,6,152,0,1,157,2,4,0,0,6,0,0,6,0,0,0,2,1,0,3,0,0,0,0,32 to 64,50,4,2,0,0,0,6,0,3,0,0,0,0,0,6,0,6,6,0,0,151,1,159,152,6,0,3,1,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,1548,15,18,107,195,229,295,289,188,103,61,48,0 to 101,51,836,660,52,1545,3,0,37,1474,28,77,29,72,1474,2,0,1543,56,15,1,0,27,44,0,71,0,1,3,11,12,18,13,9,3,1,1,14 to 93,50,54,8,4,5,15,48,8,21,1,9,1,0,3,72,45,27,71,1,0,1472,2,1548,1474,72,3,32,27,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,1154,38,38,78,152,149,148,231,191,87,38,4,0 to 118,53,586,494,74,1144,10,0,141,942,63,150,17,58,1090,0,6,1140,40,17,1,0,33,24,0,57,2,1,6,12,5,10,15,5,2,0,0,0 to 80,46,40,13,3,1,5,50,2,5,0,7,0,0,2,58,25,33,57,1,0,1083,7,1154,1090,58,2,8,6,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,383,12,9,38,63,45,69,59,39,29,20,0,0 to 99,48,227,135,21,379,4,0,17,348,16,53,3,20,363,0,0,379,5,15,0,0,13,7,0,20,0,0,1,1,2,0,4,4,5,3,0,24 to 97,70,17,2,1,0,0,19,1,5,0,8,0,0,3,20,7,13,20,0,0,359,4,383,363,20,3,3,2,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,491,9,6,28,57,51,80,93,102,49,16,0,0 to 92,56,282,191,18,486,5,0,1,485,5,11,1,10,480,0,1,485,4,6,0,0,4,6,0,10,1,0,0,2,3,2,1,1,0,0,0,1 to 73,42,7,1,1,1,0,9,1,2,0,0,0,0,0,10,6,4,10,0,0,475,5,491,480,10,0,5,4,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,1807,28,24,103,188,223,292,382,306,186,71,4,0 to 99,56,1003,776,28,1796,11,0,80,1626,82,142,60,191,1611,0,5,1792,174,7,10,0,77,104,0,181,2,1,13,19,22,36,42,21,29,6,0,2 to 92,55,115,5,30,31,46,105,30,61,2,39,1,0,6,191,111,80,181,10,0,1611,0,1807,1611,191,6,61,51,55,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,20346,513,494,1819,3480,3358,3319,3273,2321,1161,566,42,0 to 119,46,11837,8410,99,20125,221,0,423,19368,458,684,272,1124,19170,33,19,20074,1004,71,46,3,543,532,0,1075,10,26,128,185,195,198,179,112,61,30,0,0 to 100,46,527,189,224,135,303,601,171,294,10,183,7,2,23,1124,555,569,1075,49,0,18999,171,20346,19170,1124,23,666,319,45,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,3768,102,90,238,463,517,606,657,513,392,188,2,0 to 100,53,2284,1433,51,3744,24,0,305,3217,177,537,35,580,3186,2,0,3742,522,55,3,0,341,236,0,577,3,13,26,51,74,103,81,90,101,38,0,1 to 98,57,381,98,46,52,82,401,94,93,2,148,2,1,55,580,238,342,577,3,0,3165,21,3768,3186,580,55,182,91,57,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,3761,61,85,297,484,621,694,629,483,286,112,9,0 to 99,49,2167,1475,119,3755,6,0,70,3524,130,293,41,273,3487,1,0,3754,241,30,2,0,163,108,0,271,0,1,16,22,35,43,47,53,36,20,0,6 to 95,59,152,52,16,51,21,197,53,81,0,63,0,0,15,273,109,164,271,2,0,3483,4,3761,3487,273,15,162,134,59,1.77574995355385,0.155892403767859
