ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,262,5,6,26,41,37,41,44,35,20,7,0,0 to 98,48,164,97,1,262,0,0,3,257,2,12,1,5,256,0,1,261,5,0,0,0,3,2,0,5,0,0,0,1,1,2,1,0,0,0,0,25 to 56,47,4,1,0,0,0,5,0,1,0,0,0,0,0,5,2,3,5,0,0,256,0,262,256,5,0,12,3,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,1644,38,56,159,216,215,265,264,199,150,77,5,0 to 118,49,1028,573,43,1640,4,0,70,1430,133,193,17,117,1524,0,3,1637,75,42,0,0,72,45,0,117,0,11,13,13,19,18,11,18,6,8,0,6 to 98,46,66,46,3,2,2,111,4,29,0,17,0,0,2,117,45,72,117,0,0,1520,4,1644,1524,117,2,89,34,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,235,19,9,12,32,33,33,40,32,19,5,1,0 to 118,48,118,95,22,235,0,0,14,204,3,63,3,3,230,0,2,233,3,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,29 to 60,47,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,230,0,235,230,3,0,16,6,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,2860,92,65,225,487,483,410,462,317,186,102,31,0 to 118,46,1725,1100,35,2732,127,1,88,2589,137,168,58,158,2700,1,1,2731,82,69,3,4,81,70,0,151,2,3,5,21,19,19,32,27,19,11,0,0 to 96,58,110,25,15,1,20,128,3,44,1,25,0,0,5,158,74,84,150,7,1,2580,120,2860,2700,158,5,402,156,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,141,1,2,14,22,27,16,19,16,17,6,1,0 to 94,45,75,62,4,141,0,0,3,128,4,11,3,14,126,0,1,140,7,7,0,0,9,4,1,14,0,0,2,2,2,1,1,2,0,4,0,20 to 89,52,7,6,0,1,0,13,1,8,0,3,0,0,0,14,4,9,14,0,0,126,0,141,126,14,0,48,21,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,29834,439,468,1856,3547,3819,4543,5447,4299,2630,1431,1355,0 to 115,54,16512,13141,181,29518,314,2,269,28930,465,978,141,3080,26469,230,55,29240,2895,125,54,6,1502,1516,2,3020,15,29,211,367,443,463,508,436,368,227,13,0 to 104,55,1110,419,226,1265,419,1230,1371,608,24,459,15,3,195,3080,1552,1526,3018,60,2,26220,249,29834,26469,3080,195,698,441,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,3509,64,78,229,433,517,601,606,504,323,147,7,0 to 102,52,2026,1375,108,3495,14,0,196,3013,188,426,61,254,3206,2,47,3446,229,18,7,0,145,102,0,247,2,4,16,22,38,34,41,44,29,24,0,3 to 97,58,147,59,17,24,34,183,30,97,0,73,0,0,24,254,104,150,247,7,0,3199,7,3509,3206,254,24,72,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,5846,102,127,405,738,878,1012,1038,853,499,188,6,0 to 102,51,3512,2317,17,5813,33,0,123,5452,223,372,88,275,5534,5,32,5776,226,41,7,1,145,122,0,267,5,6,24,31,55,53,40,37,13,11,0,1 to 94,48,172,28,39,28,59,175,33,76,3,51,2,0,8,275,126,149,267,8,0,5509,25,5846,5534,275,8,478,170,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,570,17,15,51,84,104,112,85,65,25,11,1,0 to 96,46,352,207,11,568,1,1,9,476,46,89,8,105,465,0,0,569,97,7,1,0,68,35,1,104,1,1,7,16,22,29,14,10,5,0,0,4 to 83,46,11,65,2,26,3,67,34,19,0,19,0,0,0,105,35,69,103,1,1,465,0,570,465,105,0,129,58,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,3423,74,71,423,605,563,564,555,370,135,61,2,0 to 97,44,1898,1409,116,3377,45,1,79,3095,201,232,62,233,3176,2,12,3364,210,9,13,1,120,99,0,219,1,2,29,49,40,41,45,20,3,3,0,2 to 87,44,91,104,6,18,13,186,20,62,8,32,8,1,3,233,107,126,218,14,1,3145,31,3423,3176,233,3,385,178,43,2.42861632663576,0.170704044186268
