ï»¿OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
29130,Clay,01027,Northeastern,21,1,0.151874743437702,2.02332180215824,fd4d2933-ffdc-41a9-b8d2-947b12ac61c0,264
29131,Lauderdale,01077,Northern,56,2,0.184043571131042,2.55716948814366,bc2c760e-5b49-4792-9e74-ffe1c05134c0,1644
29132,Blount,01009,Northeastern,40,0,0.164406638341006,2.45274784751908,a9218ab8-3e8f-4511-abb4-8171b0a8b2a4,710
29133,Fayette,01057,West Central,6,0,0.158552104918499,1.83779224583562,3cc29ca6-d253-4602-9b49-a64f90725b87,305
29134,Lamar,01075,West Central,11,0,0.15263540616661,1.64069081755141,05e1ebf4-5490-4144-9d35-b8153b2fc348,259
29135,Henry,01067,Southeastern,26,1,0.139761467476774,1.63725823418183,e345c02c-6474-47f1-b53f-80b0e4a35378,222
29136,Tallapoosa,01123,East Central,290,18,0.191182308914904,2.16459004269042,e0071395-354d-4598-ab86-9e2ff5a112c8,1464
29137,Baldwin,01003,Southwestern,181,4,0.400159431601878,6.69300034847276,0286efd7-c930-4c97-ab7f-f57a14d58ee1,3232
29138,Clarke,01025,Southwestern,38,1,0.308508819690587,3.78655552072513,4f1f842f-5997-483e-aa97-7d1aad4c4cbb,428
29139,Conecuh,01035,Southwestern,9,0,0.209509978242295,2.59686142559656,327b7853-5a22-4bd5-b819-e612557a5ffd,128
29140,Franklin,01059,Northern,100,0,0.164243463038702,1.78358559509712,d24c0aed-85b4-4e3f-b1ac-7b154ec9a105,678
29141,Hale,01065,West Central,52,2,0.163613340422671,2.4799010938001,fa023f56-4ae8-4c7b-9659-fb5f943c3a48,331
29142,Covington,01039,Southeastern,43,1,0.255971892285061,2.38709591035509,ee4f7451-c363-4b94-8215-c0776cbc66b3,483
29143,Houston,01069,Southeastern,93,4,0.142463779205855,2.10452810210549,c8dca0d9-6965-48c8-b1ab-2cc37ac6a698,1272
29144,Lowndes,01085,East Central,70,1,0.179493868658938,2.34426217715912,cea01388-705d-48cf-9baf-6644bf0e2934,223
29145,Macon,01087,East Central,38,2,0.152225727451423,2.0876916570357,c51e391e-a6c4-45c5-9e56-5f8d425853eb,312
29146,Calhoun,01015,Northeastern,98,3,0.154366224232035,2.21070839394633,c4b05900-f600-4bef-aa93-c481b442c0d9,1541
29147,Chambers,01017,East Central,294,21,0.150563980768084,1.72306516183319,ca60d007-c962-432e-9c86-f184782f87f2,1066
29148,Jackson,01071,Northern,50,2,0.287410215888713,2.67694940746419,b1f184cd-14ed-4d3b-9bc4-831c132dbdc3,1238
29149,Pike,01109,Southeastern,73,0,0.166038209106773,2.23104055343355,1df8bbc3-2068-4f9e-99c0-9d378d166db2,683
29150,Coosa,01037,East Central,30,1,0.16640708911109,1.7505584986585,3f22da8d-df3a-4400-afb4-4bb7052ad792,148
29151,Cullman,01043,Northern,57,0,0.191087821164047,2.50218505547441,5d35881d-b175-4eeb-bb3b-847595cc37e6,1438
29152,Elmore,01051,East Central,93,2,0.163505782545826,2.27519521591255,04660c04-67d1-4789-8e2f-7bcf2b518d99,1340
29153,Dale,01045,Southeastern,28,0,0.138259666605563,1.65151999951547,67c6fe3b-2d6f-46a0-9cff-4175a5d7bac6,480
29154,Madison,01089,Northern,233,4,0.207245811581288,2.4192510631746,2a19d263-460c-4302-b432-5c18b2bd5e3d,8251
29155,Washington,01129,Southwestern,37,2,0.26740407070929,2.63236527422465,19bbf6c2-5f4e-4ed2-9184-4566d3a98a5c,210
29156,Wilcox,01131,Southwestern,71,3,0.224284362669096,2.68126387368409,f79f29b7-13f6-4130-b997-65eb6577b2fd,236
29157,Morgan,01103,Northern,73,0,0.152203319983528,1.80617511452274,5b1b6d00-4cf4-4b21-ae68-f4400b96a993,1852
29158,Shelby,01117,Northeastern,324,13,0.202879219246825,2.52559193618872,1b90cb0e-2ccc-4c84-94c5-84ee959c00c6,4167
29159,St. Clair,01115,Northeastern,73,0,0.164611790120262,2.46182521198285,59d91988-0bf1-4502-aa3f-4b618a1cb2d1,1337
29160,Colbert,01033,Northern,37,2,0.15857369348987,2.31239229125845,1b273d22-f86b-49c9-9da9-5936832e704e,976
29161,Greene,01063,West Central,55,1,0.164666965815741,3.57766804402764,25a16631-57cb-485b-a929-36ad76eec2c1,218
29162,Jefferson,01073,Jefferson,946,48,0.282606031405749,2.91318939557353,2e1abf06-ad34-4678-9a73-6cf4ecdc0fd6,16040
29163,Lawrence,01079,Northern,13,0,0.182392737623559,1.92975383451283,a59609d7-edec-4b3e-9f27-c7898802e4e6,359
29164,Montgomery,01101,East Central,379,6,0.198182172648103,2.60770290702687,3003d58c-b6f4-4153-a80a-362577703ccb,3059
29165,Russell,01113,East Central,60,0,0.160426072907967,2.13411394127528,97dcb515-10ee-4134-89c6-ac6ce945b067,532
29166,Sumter,01119,West Central,72,3,0.227210820567734,3.07842876540608,463a805b-c2d5-404c-b352-41f88bf3cc86,305
29167,Barbour,01005,Southeastern,43,1,0.223267704174077,2.69097505269632,9b50efcc-df36-4982-8092-470cd42e57c2,357
29168,Chilton,01021,West Central,54,1,0.174837510280213,2.09165532433194,37d98344-3bc1-495e-8f51-2972b171a46f,662
29169,Etowah,01055,Northeastern,141,10,0.138757597037284,2.10053621990475,57ef13ec-5e1b-4be1-ab86-e97d438d0ebd,1972
29170,Randolph,01111,Northeastern,74,4,0.14646191250813,1.58584516900329,a826343f-bc13-417e-b5ab-f218e0478b5a,441
29171,Bullock,01011,East Central,14,0,0.154671563531792,2.06480197165101,052731e9-15e2-431e-a620-7c425cac697d,106
29172,Butler,01013,Southeastern,92,1,0.191776547733298,1.83587954870993,86d653f0-86ff-4dba-8c0c-4fd2572028af,430
29173,Cleburne,01029,Northeastern,12,1,0.141259985723536,2.17578212063938,c8c7af5b-7738-4ccd-a1c5-52b5a79b026c,102
29174,Mobile,01097,Mobile,1172,61,0.307697348295278,4.83629332281426,b07077cb-9176-4bed-9280-8da3a0819445,8643
29175,Monroe,01099,Southwestern,13,1,0.254517578378227,2.83753802882174,f7fbb1ef-cee7-4268-9f16-33e4c21ae4c0,229
29176,Talladega,01121,Northeastern,64,2,0.190828489604655,2.7296175303427,1b713990-5ae1-40d9-bc08-83062a2579f4,1340
29177,Autauga,01001,East Central,45,3,0.150198352049983,2.1379328255407,919ec3bf-e0a0-4666-bee7-43119f648a4c,869
29178,Escambia,01053,Southwestern,30,2,0.233446648119298,2.50306921694382,3c3b606f-81b2-4e15-8854-c7e329083ce9,564
29179,Marshall,01095,Northern,334,7,0.158193819913322,2.22984018931076,86ef481b-2085-4e4d-b8f5-d876f084f456,2117
29180,Pickens,01107,West Central,54,2,0.22311596802615,2.22345505777214,81927011-44fd-4039-8ba7-0f1f928e09f1,487
29181,Limestone,01083,Northern,44,0,0.155003206122046,1.71814668265853,e78ef644-b43e-42b1-8cce-35c8625e1174,1298
29182,Winston,01133,Northern,16,0,0.159972008442992,1.68720534678178,08cf5193-945e-4107-a2b7-17982c4aabbe,418
29183,Choctaw,01023,Southwestern,49,0,0.227681129400253,2.68700551554037,7116025d-d319-40e2-84f3-3307edc58c55,173
29184,Marengo,01091,Southwestern,56,3,0.243586589216875,2.64368581241414,a410d220-e255-446c-a3d4-70ec1f15effa,513
29185,Tuscaloosa,01125,West Central,216,2,0.338742577944004,2.90058009044742,530a00d7-137e-4565-9ff3-9eb8fd6a3da1,4466
29186,Dallas,01047,Southwestern,49,3,0.246497505086154,3.13752996820932,3be80a89-7e0e-41b9-8f3a-8af817525273,623
29187,Lee,01081,East Central,397,28,0.153274187500529,2.0496448391292,30e3e22a-9e15-4037-98a3-3f03ac09bf96,3106
29188,Perry,01105,West Central,10,0,0.18021159047953,2.14838023913143,248b1779-6ccf-4a8d-b8c8-a22cd2a8d82d,298
29189,Walker,01127,West Central,97,0,0.20307720239839,2.39750884765462,a7b1695a-7489-4d70-8e84-ee1927331a45,966
29190,Cherokee,01019,Northeastern,15,0,0.151975822791428,1.89808177880757,97e212b6-d2de-4e94-bcee-901da0fee9ea,288
29191,Crenshaw,01041,Southeastern,21,0,0.150571897113878,2.31806123117494,09460f45-962c-494c-85e4-03c8909a85de,267
29192,Marion,01093,Northern,82,6,0.188224455607951,1.90243452461428,5c1414dc-3eab-49f8-884f-e46919c8d07f,830
29193,Unknown or Out of State,99999,Unknown,0,0,12.9086340951542,16.2873566339486,b3696c84-eca1-4cb9-93f3-8c0391ba1b7d,6714
29194,Bibb,01007,West Central,42,0,0.156476914356972,1.8951692775798,ea41a55d-7724-45c1-8575-f2338f8ab229,801
29195,Coffee,01031,Southeastern,118,0,0.167143203828118,1.67989540600381,4718f2d3-3b4d-4830-be95-bde113835f48,879
29196,DeKalb,01049,Northeastern,77,2,0.197848401841384,2.21695752803772,d4bc39c8-e011-4683-b000-f8812e5e56e4,1072
29197,Geneva,01061,Southeastern,10,0,0.141768015065281,1.83488097279248,30f488eb-67c2-409c-b623-47a275d51239,254
