ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,181,7,4,7,18,30,24,35,27,15,13,1,0 to 96,54,113,64,4,178,3,0,5,115,41,56,6,28,152,0,1,177,6,20,2,0,13,13,0,26,0,0,1,1,1,3,7,7,4,4,0,22 to 95,66,11,11,4,0,3,21,2,4,2,7,0,0,2,28,15,13,26,2,0,151,1,181,152,28,2,43,9,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,471,32,24,42,47,58,54,57,71,47,30,9,0 to 99,50,292,171,8,459,12,0,17,367,53,198,6,61,407,0,3,456,28,29,4,0,33,24,0,57,2,0,6,4,7,7,13,10,4,8,0,0 to 98,57,18,33,1,5,1,45,11,8,0,4,0,0,2,61,25,36,57,4,0,399,8,471,407,61,2,88,35,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,142,2,4,10,28,31,28,24,10,4,1,0,0 to 89,42,39,101,2,142,0,0,1,129,1,8,0,60,82,0,0,142,58,2,0,0,1,59,0,60,0,0,2,13,17,16,12,0,0,0,0,20 to 63,42,41,16,2,1,0,12,48,3,0,0,0,0,0,60,59,1,60,0,0,82,0,142,82,60,0,19,7,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,184,5,3,27,27,19,27,29,27,10,9,1,0 to 118,49,99,67,18,181,3,0,9,167,9,17,3,7,177,0,0,181,2,4,0,1,6,0,0,6,0,0,0,2,2,0,3,0,0,0,0,32 to 64,43,4,2,0,0,0,6,0,3,0,0,0,0,0,7,0,7,6,1,0,175,2,184,177,7,0,3,1,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,1702,16,21,123,213,242,320,322,205,121,72,47,0 to 101,51,916,734,52,1697,5,0,37,1625,28,80,30,76,1624,2,0,1695,58,17,1,0,30,45,0,75,1,1,3,13,13,19,13,9,3,1,0,2 to 93,48,58,9,4,4,18,50,7,22,1,9,1,0,3,76,46,30,75,1,0,1620,4,1702,1624,76,3,35,30,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,1356,42,41,89,174,189,191,271,216,95,43,5,0 to 118,52,654,621,81,1346,10,0,146,1108,63,192,17,96,1255,0,5,1342,75,20,1,0,40,55,0,95,2,1,9,19,15,23,18,7,2,0,0,0 to 80,45,56,32,4,3,8,83,4,5,0,8,0,0,2,96,56,40,95,1,0,1247,8,1356,1255,96,2,8,6,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,424,12,10,44,69,52,74,66,44,30,23,0,0 to 99,48,250,153,21,420,4,0,18,387,16,55,3,22,402,0,0,420,5,17,0,0,15,7,0,22,0,0,1,2,3,0,4,4,5,3,0,24 to 97,68,17,4,1,0,0,21,1,6,0,8,0,0,3,22,7,15,22,0,0,398,4,424,402,22,3,3,2,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,514,10,6,31,60,55,82,97,107,50,16,0,0 to 92,56,291,205,18,509,5,0,1,508,5,11,1,10,504,0,0,509,4,6,0,0,4,6,0,10,1,0,0,2,3,2,1,1,0,0,0,1 to 73,42,7,1,1,1,0,9,1,2,0,0,0,0,0,10,6,4,10,0,0,499,5,514,504,10,0,5,4,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,1993,38,32,118,210,250,309,412,336,205,78,5,0 to 99,55,1104,856,33,1982,11,0,84,1789,82,160,61,215,1774,0,4,1979,198,7,10,0,93,112,0,205,4,4,16,24,26,37,45,23,30,6,0,2 to 92,53,131,5,37,32,63,109,33,68,2,41,1,0,6,215,119,96,205,10,0,1774,0,1993,1774,215,6,61,51,55,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,24849,595,596,2132,4088,3973,4013,4154,3058,1506,691,43,0 to 119,47,14480,10258,111,24609,240,0,441,23764,458,819,280,1300,23505,32,12,24566,1172,78,47,3,650,600,0,1250,13,27,133,210,211,221,207,141,92,45,0,0 to 100,47,597,229,249,175,335,697,218,320,10,243,7,2,29,1300,624,676,1250,50,0,23316,189,24849,23505,1300,29,669,322,45,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,4388,114,113,273,541,591,692,776,612,456,218,2,0 to 102,53,2644,1692,52,4362,26,0,328,3800,177,576,35,636,3750,2,0,4360,576,56,4,0,370,262,0,632,4,16,28,61,80,107,95,99,104,42,0,1 to 101,57,405,107,49,71,98,422,112,102,2,162,2,1,59,636,264,372,632,4,0,3728,22,4388,3750,636,59,183,92,57,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,4249,65,95,334,555,694,783,722,548,315,129,9,0 to 99,49,2450,1679,120,4240,9,0,73,3969,130,302,41,285,3963,1,0,4239,248,35,2,0,168,114,1,283,0,1,16,26,37,45,50,53,37,20,0,6 to 95,58,158,54,17,54,22,202,59,87,0,68,0,0,18,285,115,169,283,2,0,3956,7,4249,3963,285,18,165,136,59,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,229,6,7,26,43,25,36,35,35,8,8,0,0 to 94,47,131,95,3,225,4,0,8,180,2,31,3,33,196,0,0,225,19,12,2,0,20,11,0,31,0,3,4,7,2,6,4,6,1,0,0,10 to 83,45,12,17,2,0,5,26,0,10,2,6,2,0,0,33,12,21,31,2,0,194,2,229,196,33,0,27,27,50,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,4969,74,70,343,591,635,756,902,847,517,233,1,0 to 119,55,3032,1902,35,4955,14,0,604,4138,177,637,101,184,4692,2,91,4862,161,20,3,0,101,80,0,181,2,1,11,25,29,38,40,23,9,6,0,1 to 96,51,136,28,13,4,29,148,4,36,2,28,0,0,5,184,81,103,181,3,0,4681,11,4969,4692,184,5,230,110,51,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,10947,92,164,567,1211,1255,1758,2338,2059,1032,451,20,0 to 117,56,5839,4380,728,10904,43,0,135,10394,230,479,127,514,10428,3,2,10899,402,101,10,1,199,303,1,503,1,4,26,69,67,98,89,98,31,31,0,1 to 102,54,302,104,77,20,66,393,44,115,5,85,4,0,26,514,307,206,503,11,0,10396,32,10947,10428,514,26,466,162,53,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,244,6,5,20,27,39,34,42,41,22,7,1,0 to 118,52,141,100,3,244,0,0,8,226,6,16,0,10,234,0,0,244,7,3,0,0,8,2,0,10,0,0,1,0,2,1,3,1,1,1,0,24 to 86,58,4,4,0,2,0,7,3,5,0,2,0,0,0,10,2,8,10,0,0,234,0,244,234,10,0,26,8,46,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,7464,135,145,439,776,870,1106,1320,1410,959,282,22,0 to 101,56,3854,2986,624,7390,74,0,91,7094,222,256,81,235,7221,0,8,7382,207,16,12,0,112,111,0,223,1,8,13,27,33,42,36,41,32,2,0,1 to 86,52,112,31,69,11,65,142,16,96,10,58,4,1,13,235,118,117,223,12,0,7159,62,7464,7221,235,13,297,93,52,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,742,13,18,64,96,81,99,127,114,77,52,1,0 to 118,54,465,268,9,742,0,0,13,637,16,109,2,20,722,0,0,742,17,3,0,0,16,4,0,20,0,0,2,2,4,3,4,1,1,3,0,16 to 99,50,14,3,1,2,3,15,2,6,0,2,0,0,0,20,4,16,20,0,0,722,0,742,722,20,0,36,14,53,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,2104,16,16,60,105,98,179,300,819,452,56,3,0 to 118,68,1036,979,89,2096,8,0,95,1790,164,232,52,233,1847,0,24,2072,187,45,1,0,61,171,0,232,0,0,7,7,21,35,36,82,37,8,0,17 to 97,65,185,28,5,14,14,200,18,54,0,41,0,0,14,233,171,62,232,1,0,1840,7,2104,1847,233,14,50,38,66,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,8249,130,229,657,1190,1324,1463,1408,1205,439,200,4,0 to 118,49,4775,3403,71,8237,12,0,192,7754,246,377,90,396,7846,4,3,8230,347,43,6,0,211,179,0,390,4,8,37,71,59,73,50,55,23,16,0,0 to 100,47,283,49,42,16,141,225,24,161,5,84,1,0,8,396,181,215,390,6,0,7840,6,8249,7846,396,8,390,154,47,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,29402,656,831,2498,4837,5073,5312,4971,3250,1414,530,30,0 to 120,46,16315,12964,123,28859,542,1,489,28120,585,1019,321,1438,27951,3,10,28847,1275,97,62,4,669,702,1,1372,20,26,158,242,256,300,229,116,64,26,1,0 to 101,45,637,184,415,136,508,519,345,484,36,250,31,2,35,1438,740,697,1371,66,1,27475,476,29402,27951,1438,35,583,386,45,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,1772,24,33,106,207,199,259,323,332,203,82,4,0 to 98,57,957,641,174,1767,5,0,41,1597,119,174,24,99,1670,2,1,1765,43,56,0,0,49,50,0,99,2,4,7,8,6,14,25,15,12,6,0,0 to 93,58,66,1,9,23,12,66,21,27,0,26,0,0,11,99,50,49,99,0,0,1666,4,1772,1670,99,11,329,40,58,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,1856,31,33,129,271,264,308,331,263,165,60,1,0 to 97,51,1079,767,10,1839,17,0,52,1732,66,124,37,96,1760,0,0,1839,52,38,5,1,44,46,0,90,1,4,6,18,13,14,18,15,6,1,0,1 to 85,48,67,7,2,14,13,46,31,30,2,20,2,1,5,96,48,48,90,6,0,1749,11,1856,1760,96,5,51,28,49,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,16237,224,200,1038,2169,2165,2608,3044,2445,1386,916,42,0 to 120,53,9694,6485,58,16059,178,0,889,14794,411,1743,336,784,15179,10,264,15787,660,83,35,6,407,336,0,743,1,6,52,100,87,130,143,108,78,79,0,1 to 101,55,572,103,44,24,62,637,44,224,16,221,14,1,42,784,361,423,743,41,0,15044,135,16237,15179,784,42,315,225,56,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,1183,25,16,81,157,136,134,167,150,135,171,11,0 to 118,57,826,341,16,1183,0,0,52,987,110,215,5,141,1042,0,0,1183,47,94,0,0,99,42,0,141,0,3,10,13,18,15,16,19,27,20,0,5 to 102,63,93,39,0,9,4,127,10,26,0,32,0,0,16,141,42,99,141,0,0,1042,0,1183,1042,141,16,6,4,63,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,27207,381,518,2347,4603,4210,4423,4745,3335,1677,878,90,0 to 119,48,15278,11149,780,27006,201,0,383,26169,454,703,128,1072,26046,10,79,26917,934,111,18,9,557,488,0,1045,10,18,89,170,179,171,192,132,74,37,0,0 to 100,50,323,281,82,359,74,582,389,192,9,142,5,0,26,1072,501,568,1045,27,0,25872,174,27207,26046,1072,26,632,548,50,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,85,3,0,8,10,19,8,6,14,9,8,0,0 to 118,47,45,39,1,85,0,0,10,75,0,9,0,2,83,0,0,85,1,1,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,27 to 47,37,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,2,0,0,83,0,85,83,2,0,0,0,47,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,156,3,4,5,20,17,23,31,35,15,3,0,1 to 91,56,90,65,1,154,2,0,15,140,1,39,8,1,155,0,0,154,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,153,2,156,155,1,0,6,3,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,255,6,6,25,39,54,39,36,31,14,5,0,0 to 118,44,139,110,6,255,0,0,13,236,4,31,4,5,250,0,0,255,3,2,0,0,3,2,0,5,0,0,0,2,0,0,3,0,0,0,0,25 to 60,55,4,0,1,0,0,4,1,1,0,0,0,0,0,5,2,3,5,0,0,250,0,255,250,5,0,8,6,55,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,819,11,11,77,102,97,101,141,98,96,81,4,0 to 118,55,527,281,11,819,0,0,27,750,34,132,1,48,770,0,1,818,13,35,0,0,40,8,0,48,0,2,3,2,6,4,3,6,12,10,0,8 to 107,72,44,4,0,0,0,47,1,4,0,10,0,0,2,48,8,40,48,0,0,770,0,819,770,48,2,112,80,74,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,425,5,8,38,61,54,69,72,60,35,22,1,0 to 102,51,242,181,2,422,3,0,10,390,13,99,2,24,401,0,0,422,15,7,2,0,15,7,0,22,0,0,4,5,3,7,2,2,1,0,0,19 to 84,44,10,11,1,0,0,22,0,5,0,5,0,0,1,24,7,17,22,2,0,400,1,425,401,24,1,52,23,43,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,9576,146,177,548,1068,1166,1405,2185,1784,836,258,3,0 to 103,56,5559,3934,83,9566,10,0,117,9327,107,282,65,310,9263,2,1,9563,266,35,7,2,156,145,0,301,2,5,23,36,41,48,68,40,29,18,0,1 to 98,54,219,49,13,20,41,239,21,79,2,48,2,0,8,310,147,163,301,9,0,9262,1,9576,9263,310,8,207,156,53,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,8413,198,184,636,1208,1217,1337,1344,1156,768,360,5,0 to 103,50,4875,3364,174,8379,34,0,235,7779,231,489,115,536,7870,2,5,8372,418,111,6,1,312,216,1,529,1,6,32,75,75,83,78,70,62,54,0,3 to 102,54,307,109,64,49,134,326,69,217,3,160,1,0,26,536,218,317,529,7,0,7843,27,8413,7870,536,26,430,215,56,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,6637,77,207,509,1019,1110,1251,1162,788,377,124,13,0 to 109,48,3707,2886,44,6612,25,0,326,5803,390,562,165,516,6075,3,43,6567,476,30,8,2,258,248,0,506,3,10,36,70,78,102,96,76,35,10,0,0 to 102,50,245,44,205,12,297,159,50,203,5,130,6,2,8,516,255,261,506,10,0,6061,14,6637,6075,516,8,393,76,50,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,1337,28,16,56,136,134,154,191,303,237,79,3,0 to 97,62,760,551,26,1299,38,0,34,1244,47,78,16,87,1244,1,5,1293,70,16,1,0,41,45,0,86,1,2,6,10,12,11,18,13,13,1,0,0 to 85,55,44,23,17,2,30,49,7,39,1,30,1,0,7,87,46,41,86,1,0,1207,37,1337,1244,87,7,86,27,56,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,12639,149,162,879,1708,1849,2093,2198,1831,1192,570,8,0 to 119,52,7498,4944,197,12384,254,1,326,11343,613,1033,146,1138,11484,2,15,12368,981,116,36,5,573,523,1,1097,8,9,72,129,164,184,187,165,123,97,0,0 to 101,55,652,163,36,246,238,606,253,356,13,270,12,2,46,1138,547,590,1096,41,1,11271,213,12639,11484,1138,46,1508,422,54,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,6058,105,117,386,724,787,931,998,977,741,289,3,0 to 105,54,3484,2559,15,5830,228,0,187,5369,356,610,141,653,5393,1,11,5818,412,171,53,17,291,292,0,583,9,15,43,71,67,96,120,92,96,44,0,0 to 101,57,430,37,46,70,198,309,76,149,18,105,9,3,22,653,331,322,583,70,0,5235,158,6058,5393,653,22,807,474,57,5.51085434088275,0.469024646004233
48,48,13,025,MIAMI-DADE,Dade,FL,96813,833,1251,6851,15621,15847,18384,16817,11190,6114,3404,501,0 to 119,49,49534,46138,1141,96400,412,1,2110,89987,2785,6512,733,13092,83256,175,290,95938,12450,506,130,6,6152,6782,22,12956,48,109,1020,2189,2091,2542,2170,1456,886,574,7,0 to 105,49,5977,1818,517,4644,5669,2445,4842,3064,25,1664,14,1,378,13092,6877,6191,12955,136,1,82982,274,96813,83256,13092,378,2117,1406,49,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,1402,13,19,73,143,205,255,325,231,101,36,1,0 to 101,54,750,646,6,1359,43,0,390,910,83,179,68,80,1295,0,27,1332,58,14,4,4,35,37,0,72,0,3,6,11,13,16,15,10,6,0,0,6 to 80,49,57,5,0,10,18,44,10,13,3,9,2,0,3,80,41,39,72,8,0,1260,35,1402,1295,80,3,220,59,49,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,3004,133,141,256,435,458,447,455,355,194,123,7,0 to 102,46,1751,1232,21,3000,4,0,58,2836,99,132,45,158,2844,1,1,2998,117,40,1,0,52,105,0,157,3,1,16,22,27,29,26,20,7,7,0,0 to 94,48,111,25,2,19,8,131,18,23,0,22,0,0,8,158,105,53,157,1,0,2841,3,3004,2844,158,8,512,79,49,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,705,26,16,53,77,102,124,129,102,40,34,2,0 to 97,51,375,300,30,686,19,0,20,653,15,72,30,50,654,1,0,685,30,11,7,2,25,16,0,41,0,0,3,7,7,7,7,9,6,4,0,20 to 94,56,36,4,0,1,1,39,1,7,2,6,2,0,1,50,20,30,41,9,0,644,10,705,654,50,1,46,20,49,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,522,9,9,44,77,74,101,88,62,43,15,0,0 to 96,50,304,206,12,513,9,0,18,479,19,30,16,15,507,0,0,513,8,6,0,1,9,5,0,14,1,2,1,4,4,1,2,0,0,0,0,4 to 60,34,4,8,0,2,1,11,2,4,0,1,0,0,0,15,6,9,14,1,0,499,8,522,507,15,0,56,29,36,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,318,1,2,14,35,44,58,70,51,33,10,0,3 to 103,55,184,117,17,317,1,0,27,274,9,37,9,12,306,0,0,317,6,6,0,0,5,7,0,12,0,0,0,3,0,3,6,0,0,0,0,25 to 62,54,12,0,0,0,0,12,0,0,0,1,0,0,0,12,7,5,12,0,0,305,1,318,306,12,0,42,20,54,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,1615,20,26,131,201,234,251,290,214,151,97,0,0 to 103,52,858,587,170,1565,50,0,26,1547,28,46,23,59,1556,0,0,1565,44,13,0,2,33,24,0,57,0,0,6,8,11,8,8,11,5,2,0,15 to 89,49,46,7,2,2,1,55,1,21,0,12,0,0,1,59,25,34,57,2,0,1508,48,1615,1556,59,1,30,27,49,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,76,1,2,5,11,13,8,14,9,10,3,0,1 to 90,52,41,32,3,76,0,0,2,69,3,6,0,6,70,0,0,76,4,2,0,0,3,3,0,6,0,0,0,1,0,1,1,1,1,1,0,30 to 89,61,3,3,0,0,0,5,1,3,0,3,0,0,1,6,3,3,6,0,0,70,0,76,70,6,1,18,1,61,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,2486,24,21,129,222,260,328,459,421,341,279,2,0 to 102,60,1481,979,26,2470,16,0,82,2270,62,188,12,257,2221,1,7,2463,164,92,0,1,160,95,1,256,1,1,8,22,11,26,46,46,43,53,0,3 to 100,68,172,29,7,48,9,182,65,35,1,46,1,0,25,257,96,160,256,1,0,2207,14,2486,2221,257,25,81,62,68,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,5166,86,77,282,532,586,710,867,884,681,458,3,0 to 115,58,2949,2117,100,5020,146,0,359,4567,190,623,84,385,4778,1,2,5017,321,47,11,6,212,156,0,368,2,1,16,31,42,49,58,74,65,47,0,0 to 102,63,294,21,29,24,42,283,43,146,11,123,8,0,47,385,167,218,368,17,0,4649,129,5166,4778,385,47,222,117,64,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,967,18,7,45,119,138,190,226,125,65,31,3,0 to 94,53,351,572,44,962,5,0,8,890,48,109,3,39,924,0,4,958,29,10,0,0,14,25,0,39,0,0,0,7,3,5,10,6,4,4,0,27 to 92,60,27,1,0,11,5,19,15,13,0,12,0,0,4,39,25,14,39,0,0,919,5,967,924,39,4,24,21,62,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,1804,22,15,86,199,258,259,354,343,206,61,1,0 to 98,56,1032,729,43,1789,15,0,45,1696,37,123,35,140,1662,2,0,1787,119,17,4,0,79,57,0,136,0,1,7,16,18,22,34,30,12,0,0,7 to 84,56,97,13,19,7,17,110,9,20,2,13,2,0,3,140,58,82,136,4,0,1651,11,1804,1662,140,3,58,29,56,2.09459077711604,0.120416345978497
