ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,560,11,12,20,43,75,79,117,120,65,17,1,0 to 101,58,334,221,5,555,5,0,7,489,41,69,7,31,529,0,0,555,8,21,2,0,17,12,0,29,0,0,1,2,2,4,7,7,4,4,0,22 to 95,58,9,14,6,0,3,25,1,4,2,7,0,0,4,31,14,17,29,2,0,826,3,861,829,31,4,54,16,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1016,42,33,85,112,121,138,147,176,106,49,7,0 to 99,53,647,362,7,993,23,0,24,890,53,219,10,71,943,2,0,991,25,42,4,0,40,27,0,67,2,0,8,4,8,8,16,10,4,11,0,0 to 98,57,21,38,4,4,1,53,13,10,0,4,0,1,3,71,28,43,67,4,0,1280,19,1372,1299,71,3,126,24,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2215,3,4,157,690,561,398,268,93,28,5,8,0 to 92,38,168,2038,9,2215,0,0,1,2000,1,82,0,218,1997,0,0,2215,215,3,0,0,5,213,0,218,0,0,13,57,53,54,36,5,0,0,0,20 to 73,41,115,96,5,2,7,132,79,5,0,1,0,0,1,218,213,5,218,0,0,2070,0,2290,2070,218,1,35,14,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,1952,12,21,155,526,405,313,238,166,69,43,4,0 to 118,41,417,1504,31,1946,6,0,33,1854,9,263,5,263,1688,1,0,1945,252,8,2,1,26,234,0,260,1,4,26,77,54,49,40,9,3,0,0,3 to 84,39,114,115,25,6,34,82,144,18,1,5,0,0,1,263,236,27,260,3,0,2060,3,2327,2063,263,1,6,4,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3160,36,31,200,376,414,527,615,435,285,186,55,0 to 119,54,1768,1338,54,3136,24,0,49,3031,28,131,39,133,3022,2,3,3131,99,29,5,0,53,75,0,128,3,1,13,25,19,32,19,11,9,1,0,2 to 93,47,103,12,6,7,35,83,10,31,2,14,1,1,4,133,77,56,128,5,0,4585,19,4739,4604,133,4,39,31,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3387,86,99,233,402,421,442,663,546,286,199,10,0 to 119,55,1915,1371,101,3372,15,0,183,3062,63,271,16,174,3209,0,4,3368,142,30,2,0,87,85,0,172,5,9,18,38,27,30,27,12,5,3,0,0 to 97,41,80,78,12,2,15,151,6,6,0,15,0,0,2,174,87,87,172,2,0,4308,13,4501,4321,174,2,10,8,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,883,30,14,95,131,119,143,148,103,66,32,2,0 to 99,48,489,340,54,823,60,0,22,839,16,62,3,29,854,0,0,823,10,19,0,0,18,11,0,29,0,0,3,3,3,1,5,6,5,3,0,20 to 97,64,20,7,2,0,0,28,1,8,0,11,0,0,4,29,11,18,29,0,0,1077,60,1166,1137,29,4,4,3,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,775,12,13,58,90,93,128,148,148,63,21,1,0 to 119,54,437,323,15,765,10,0,3,742,5,35,3,30,744,1,0,764,16,13,0,1,14,15,0,29,1,0,2,4,10,7,2,3,1,0,0,1 to 79,42,23,3,1,2,0,26,3,4,0,1,0,0,0,30,15,15,29,1,0,955,9,995,964,30,0,46,41,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,6968,130,145,465,654,773,873,1306,1323,924,354,21,0 to 100,58,3434,3050,484,6875,93,0,209,6231,82,721,70,934,6021,6,7,6863,909,12,13,0,430,486,5,921,38,50,139,150,176,150,116,50,42,22,1,0 to 98,39,351,32,320,218,488,228,205,163,2,100,1,1,15,934,495,434,921,13,0,10183,79,11203,10262,934,15,69,58,55,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,52206,1211,1411,4197,7654,7538,8137,9064,7266,3898,1730,100,0 to 119,50,29983,21991,232,51800,406,0,644,50163,458,1922,306,2923,49202,50,31,51720,2746,116,58,3,1540,1321,1,2862,55,99,346,526,457,440,401,281,188,129,1,0 to 104,44,1177,645,554,486,791,1449,622,655,11,488,8,3,93,2923,1349,1573,2862,61,0,70300,344,73650,70644,2923,93,1050,702,45,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,15269,250,303,814,1384,1553,1991,2917,3250,2010,694,103,0 to 119,59,8707,6246,316,15025,244,0,598,14103,177,1135,43,1229,14034,6,0,15019,1162,58,9,0,672,546,2,1220,14,39,85,161,181,180,182,162,140,85,0,0 to 101,52,809,206,100,105,360,711,149,161,2,227,2,2,111,1229,550,677,1220,9,0,22381,235,23854,22616,1229,111,226,128,57,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8187,118,198,604,942,1132,1340,1473,1298,758,303,21,0 to 101,53,4732,3344,111,8167,20,0,100,7755,130,451,45,411,7773,3,0,8164,350,58,3,0,240,168,0,408,0,3,19,42,51,63,76,74,53,30,0,6 to 95,58,237,84,34,53,30,308,70,119,0,93,0,0,32,411,169,242,408,3,0,11436,17,11869,11453,411,32,210,177,59,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,864,19,42,106,156,101,112,129,114,60,25,0,0 to 94,46,476,371,17,859,5,0,37,614,2,162,4,153,710,1,0,858,136,14,3,0,68,82,0,150,3,10,24,35,21,17,17,16,6,4,0,0 to 88,37,93,42,13,2,85,63,2,29,3,17,3,1,0,153,84,69,150,3,0,1116,2,1272,1118,153,0,239,163,50,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,13331,146,182,813,1490,1551,1967,2355,2539,1647,616,25,0 to 168,57,8110,5171,50,13303,28,0,3917,9009,177,2467,136,284,12838,5,204,13094,258,21,4,1,159,120,0,279,5,4,18,39,54,51,54,34,18,7,0,0 to 97,49,202,51,18,8,56,215,8,54,3,41,0,0,8,284,121,163,279,5,0,17018,23,17331,17041,284,8,353,191,51,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,20068,169,291,1023,2004,2151,2890,4175,3917,2138,1024,286,0 to 119,58,11216,8127,725,19973,95,0,246,19187,230,811,137,837,19218,12,1,19960,695,128,13,1,404,419,0,823,4,19,72,109,98,134,151,134,61,55,0,0 to 102,53,466,194,137,26,116,652,55,227,5,160,4,0,46,837,425,412,823,14,0,25140,81,26078,25221,837,46,876,296,53,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,804,21,27,65,88,132,106,136,120,68,40,1,0 to 118,52,475,310,19,804,0,0,11,696,6,72,1,60,744,0,0,804,44,16,0,0,29,31,0,60,0,3,12,2,11,11,10,3,5,3,0,6 to 91,48,44,14,1,1,1,57,2,13,0,10,0,0,2,60,31,29,60,0,0,1072,0,1132,1072,60,2,106,52,46,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,14985,206,229,750,1326,1451,1853,2452,2809,1992,655,1262,0 to 101,59,7871,6020,1094,14850,135,0,141,14472,222,362,92,339,14625,11,10,14830,308,16,15,0,169,155,0,324,2,8,23,40,48,60,54,53,44,7,0,1 to 98,52,181,42,87,14,87,220,17,123,12,77,5,1,15,339,164,175,324,15,0,20586,119,21056,20705,339,15,421,140,52,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1656,26,27,149,205,181,218,325,260,185,79,1,0 to 118,55,979,660,17,1655,1,0,20,1508,16,201,2,90,1565,1,0,1654,87,3,0,0,29,61,0,90,1,1,19,23,19,5,12,5,2,3,0,3 to 99,35,28,8,6,48,9,33,48,12,0,4,0,0,1,90,61,29,90,0,0,2297,1,2389,2298,90,1,101,51,53,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3824,27,27,90,171,180,295,510,1415,890,133,86,0 to 119,69,1867,1746,211,3750,74,0,112,3466,164,272,54,264,3537,0,23,3727,215,48,0,1,76,187,0,263,0,2,7,6,32,40,39,89,40,9,0,10 to 92,65,219,34,5,5,15,240,8,58,0,45,0,0,17,264,188,76,263,1,0,4960,73,5302,5033,264,17,57,45,66,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,16446,210,378,1240,2022,2205,2562,2812,2469,1170,502,876,0 to 119,51,9367,6949,130,16411,35,0,254,15786,246,510,97,556,15874,13,3,16395,501,48,7,0,295,254,0,549,9,13,71,93,87,97,64,66,33,23,0,0 to 100,45,390,80,65,14,194,336,19,205,5,116,1,0,12,556,257,299,549,7,0,23676,28,24273,23704,556,12,474,231,47,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,61777,1089,1397,4580,8642,9132,9901,10173,7342,3481,1329,4711,0 to 120,48,34191,27267,319,60729,1047,1,642,59790,585,1672,398,2449,59265,49,14,60667,2258,102,85,4,1121,1231,8,2360,41,65,292,481,467,473,351,164,80,34,1,0 to 101,42,891,428,719,322,943,1024,393,679,43,354,36,5,45,2449,1283,1158,2359,89,1,81394,958,84853,82352,2449,45,755,542,45,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,3814,38,65,170,344,338,442,703,900,615,190,9,0 to 222,62,2103,1502,209,3807,7,0,55,3555,119,220,25,128,3683,2,1,3805,67,61,0,0,62,66,0,128,2,4,10,9,8,17,31,21,16,10,0,0 to 97,60,90,4,10,24,14,91,23,31,0,33,0,0,12,128,66,62,128,0,0,6384,6,6521,6390,128,12,516,63,58,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,3479,65,59,242,461,429,524,658,538,369,130,4,0 to 100,54,2085,1380,14,3461,18,0,64,3280,66,165,40,127,3352,0,0,3461,73,49,4,1,58,64,0,122,1,6,8,26,16,18,25,16,9,2,0,1 to 88,48,98,17,5,2,27,91,4,40,2,26,2,1,5,127,65,62,122,5,0,5536,13,5677,5549,127,5,201,150,49,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,36436,352,431,2060,4134,4115,5248,7136,6641,4059,2180,80,0 to 120,57,21165,15169,102,36112,324,0,1815,33328,411,3375,373,1679,34567,14,176,35923,1496,131,46,6,937,690,0,1627,14,51,141,285,210,239,247,197,158,136,1,0 to 101,50,1043,360,106,118,188,1275,164,444,18,424,16,1,99,1679,721,958,1627,52,0,54330,271,56297,54601,1679,99,352,260,56,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2108,54,46,157,268,240,246,340,299,236,212,10,0 to 118,56,1354,672,82,2103,5,0,58,1857,110,506,14,176,1932,0,0,2103,71,100,2,3,118,53,0,171,1,6,16,17,24,22,19,21,30,20,0,1 to 102,56,115,43,7,6,19,144,8,34,1,40,0,0,18,176,55,121,171,5,0,2540,0,2718,2540,176,18,17,13,63,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,47859,768,992,4157,7500,6946,7399,8677,6398,3272,1638,111,-6 to 119,50,26485,20619,755,47261,598,0,577,45839,454,1713,198,1824,45991,20,24,47217,1565,187,62,10,950,802,0,1752,28,52,183,308,294,276,304,207,108,63,1,0 to 101,47,761,613,258,120,301,1282,169,381,21,295,11,3,54,1824,840,982,1752,72,0,64565,526,66961,65091,1824,54,1145,1029,50,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,344,5,0,42,41,38,34,36,48,55,44,1,0 to 119,59,222,115,7,344,0,0,12,327,0,16,1,13,331,0,0,344,11,2,0,0,6,7,0,13,0,0,2,3,0,2,1,3,0,2,0,19 to 98,47,12,0,0,1,3,9,1,3,0,1,0,0,0,13,7,6,13,0,0,392,0,405,392,13,0,6,6,47,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,601,10,10,36,57,62,100,123,119,65,19,0,0 to 94,56,356,242,3,547,54,0,14,579,1,51,8,7,594,0,0,547,7,0,0,0,3,4,0,7,0,1,0,1,2,3,0,0,0,0,0,9 to 52,42,5,0,2,0,2,5,0,1,0,0,0,0,0,7,4,3,7,0,0,936,54,997,990,7,0,19,16,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1164,11,17,54,75,108,138,399,277,71,14,0,0 to 118,59,316,841,7,1164,0,0,14,1125,4,73,4,38,1126,0,0,1164,35,3,0,0,6,32,0,38,0,0,0,5,1,2,17,11,2,0,0,25 to 80,62,24,11,2,1,1,36,1,7,0,7,0,0,1,38,32,6,38,0,0,1927,0,1965,1927,38,1,28,26,55,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1465,18,25,116,185,168,221,288,189,146,103,6,0 to 118,54,919,521,25,1463,2,0,28,1395,34,144,1,52,1412,0,1,1462,13,39,0,0,41,11,0,52,0,2,3,3,7,5,3,6,12,11,0,8 to 107,70,46,5,1,0,0,52,0,4,0,11,0,0,2,52,11,41,52,0,0,1843,2,1898,1845,52,2,112,80,74,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1249,13,29,86,137,168,211,246,212,107,39,1,0 to 102,54,705,533,11,1245,4,0,12,1191,13,187,4,35,1214,0,0,1245,17,16,2,0,23,10,0,33,0,0,5,5,5,10,5,3,1,1,0,18 to 86,46,17,13,3,0,0,33,0,6,0,5,0,0,1,35,10,25,33,2,0,1664,2,1701,1666,35,1,90,25,43,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,19260,251,334,1029,1800,2054,2676,4382,3930,2099,555,150,0 to 119,58,10971,8187,102,19243,17,0,156,18866,107,428,78,471,18785,2,2,19239,412,48,9,2,248,212,0,460,4,13,47,56,64,71,93,59,37,27,0,0 to 99,52,346,63,22,29,92,340,28,116,2,71,2,0,13,471,215,256,460,11,0,26745,6,27224,26751,471,13,297,239,53,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,18339,428,456,1275,2248,2322,2648,3009,2942,1884,787,340,0 to 119,53,10663,7489,187,18247,92,0,330,16938,231,1217,132,1243,17079,8,9,18230,1072,158,12,1,752,478,0,1230,10,26,102,164,182,185,173,151,142,108,0,0 to 103,52,787,236,148,59,355,784,91,454,8,347,3,0,70,1243,483,760,1230,13,0,25876,79,27208,25955,1243,70,823,300,56,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,13252,165,342,883,1768,1902,2201,2309,1767,881,320,714,0 to 155,50,7435,5747,70,13175,77,0,399,12094,390,788,200,762,12430,14,46,13116,678,35,47,2,356,357,0,713,8,17,55,126,117,146,130,87,58,17,1,0 to 102,48,356,64,283,10,437,238,38,249,7,158,7,2,21,762,393,369,713,49,0,15950,27,16754,15977,762,21,570,70,50,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3697,52,55,167,375,324,426,593,707,623,355,20,0 to 119,62,2243,1417,37,3632,65,0,46,3533,47,135,19,150,3541,2,4,3626,126,22,2,0,73,75,0,148,1,8,10,19,19,20,35,17,19,2,0,0 to 87,54,88,32,24,4,53,84,11,49,1,40,1,0,9,150,77,73,148,2,0,5028,63,5244,5091,150,9,165,57,56,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,25705,286,357,1615,2850,3098,3625,4471,4734,3172,1434,63,0 to 119,57,14877,10602,226,24766,938,1,482,23251,613,2119,166,2388,23290,3,24,24740,2181,142,60,5,1259,1062,2,2323,27,48,181,314,356,391,364,283,217,206,1,0 to 101,51,1425,390,59,449,644,1205,474,686,15,462,13,4,124,2388,1100,1286,2322,65,1,33317,873,36585,34190,2388,124,2135,581,54,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,15070,295,504,1161,1619,1784,1970,2331,2663,2059,676,8,0 to 105,55,8184,6849,37,14714,356,0,347,13122,356,1788,158,2128,12918,4,20,14690,1784,268,60,16,1002,1050,0,2052,49,111,262,304,360,321,286,197,160,78,0,0 to 101,44,1230,111,205,506,1082,529,441,347,20,242,11,6,57,2128,1094,1034,2052,76,0,18992,280,21408,19272,2128,57,1939,943,57,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,157559,1651,2360,11724,24760,24923,28708,27262,18635,10652,6284,600,0 to 225,49,82617,73735,1207,156466,1092,1,3525,143927,2785,14200,949,19980,137293,199,87,156182,18967,807,198,8,9895,9872,7,19774,133,264,1645,3289,3135,3692,3221,2156,1377,1060,8,0 to 108,49,10879,3156,989,4750,10700,4259,4815,5209,44,3196,30,11,774,19980,10006,9967,19773,206,1,190458,885,211527,191343,19980,774,2631,1891,49,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3073,24,40,179,337,414,533,675,515,257,97,2,0 to 101,55,1627,1417,29,3016,57,0,962,1813,83,646,100,114,2908,0,51,2965,84,19,7,4,49,54,0,103,0,4,8,13,13,18,22,16,13,7,0,6 to 91,55,78,5,1,19,22,58,23,14,3,10,2,0,4,114,60,54,103,11,0,3674,46,3834,3720,114,4,338,73,49,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,6895,226,261,523,910,963,1033,1150,1041,542,236,10,0 to 119,50,3776,3091,28,6829,66,0,73,6617,99,220,58,261,6631,2,1,6826,217,40,4,0,75,182,0,257,3,2,20,50,45,52,38,32,11,8,0,0 to 98,47,183,43,5,26,15,197,45,27,0,25,0,0,9,261,182,79,257,4,0,9462,62,9788,9524,261,9,631,98,49,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1617,50,35,97,166,206,241,285,244,158,132,3,0 to 101,55,901,679,37,1561,56,0,26,1491,15,157,37,133,1483,1,0,1560,94,23,13,3,68,49,0,117,3,5,8,15,24,17,26,16,13,6,0,1 to 101,51,106,9,1,1,23,91,3,21,3,18,2,0,9,133,55,78,117,16,0,2154,40,2331,2194,133,9,105,52,49,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,2994,24,30,238,513,514,521,471,308,229,140,6,0 to 105,48,1337,1562,95,2971,23,0,18,2616,19,284,22,310,2679,4,1,2966,265,36,8,1,63,238,0,301,2,6,29,75,71,60,47,14,5,1,0,0 to 87,40,124,126,17,34,28,171,102,33,2,20,0,0,1,310,242,68,301,9,0,3817,14,4149,3831,310,1,324,137,36,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,894,11,15,53,95,109,139,194,126,97,55,0,0 to 119,56,531,341,22,888,6,0,29,752,9,115,12,85,805,0,4,884,65,18,2,0,43,40,0,83,0,2,4,9,8,6,20,15,14,7,0,9 to 99,60,39,13,0,31,1,49,33,5,0,15,0,0,8,85,40,45,83,2,0,1298,4,1388,1302,85,8,111,56,54,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3226,44,51,224,326,366,443,621,596,381,170,4,0 to 103,57,1738,1290,198,3118,108,0,38,3129,28,63,28,83,3143,0,0,3118,63,13,5,2,40,36,0,76,0,1,13,15,14,9,9,13,6,3,0,14 to 89,44,59,13,2,2,1,73,2,25,0,16,0,0,1,83,39,44,76,7,0,4388,101,4573,4489,83,1,56,50,49,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,231,2,10,24,34,46,29,27,29,23,6,1,1 to 90,44,104,125,2,231,0,0,34,151,3,85,0,86,145,0,0,231,84,2,0,0,19,67,0,86,1,3,9,19,25,14,8,5,1,1,0,3 to 89,38,70,8,3,5,57,23,6,14,0,8,0,0,1,86,67,19,86,0,0,292,0,378,292,86,1,104,51,61,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5423,60,48,241,448,522,740,1043,1041,731,543,6,0 to 119,61,3203,2148,72,5405,18,0,136,4936,62,504,22,501,4915,3,4,5398,355,144,1,1,307,191,1,499,4,4,15,48,30,53,91,78,80,98,0,0 to 101,66,409,54,11,25,27,437,35,99,1,130,1,0,72,501,192,308,499,2,0,7137,16,7657,7153,501,72,79,59,68,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,13037,152,168,646,1133,1184,1614,2422,2766,1974,937,41,0 to 119,61,7372,5490,175,12801,236,0,425,12239,190,919,92,694,12338,4,1,12796,614,59,15,6,389,284,0,673,4,7,32,66,76,77,101,115,122,94,0,0 to 104,63,537,52,41,43,64,531,78,195,12,168,9,1,86,694,296,398,673,21,0,22922,215,23836,23137,694,86,245,139,64,2.51442395330883,0.137455100826111
