OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
26410,Blount,01009,Northeastern,31,0,0.164406638341006,2.45274784751908,7c747dae-7916-414b-bd9c-f5040f23dfb2,326
26411,Fayette,01057,West Central,4,0,0.158552104918499,1.83779224583562,014a7726-b59f-48b6-8f35-6cd5e91e2809,193
26412,Lamar,01075,West Central,9,0,0.15263540616661,1.64069081755141,29887390-db6b-43ef-b778-fea1083fff4b,172
26413,Clay,01027,Northeastern,19,1,0.151874743437702,2.02332180215824,c13a11df-109e-4484-86b4-07e87674eb10,141
26414,Lauderdale,01077,Northern,25,3,0.184043571131042,2.55716948814366,6ad31cc6-3ae5-4988-9fa7-8fb82ac96906,1145
26415,Morgan,01103,Northern,50,0,0.152203319983528,1.80617511452274,df5764eb-a539-43e1-99f3-990d9aeae039,833
26416,Shelby,01117,Northeastern,283,7,0.202879219246825,2.52559193618872,9a76e36b-aa1e-4d16-afc6-05a8597f8eb8,2369
26417,St. Clair,01115,Northeastern,62,0,0.164611790120262,2.46182521198285,fb57c3bf-f7eb-4c8b-843e-8051666f3ade,638
26418,Henry,01067,Southeastern,22,0,0.139761467476774,1.63725823418183,2150c79d-1a51-40ad-813a-6581dde5877c,130
26419,Tallapoosa,01123,East Central,254,16,0.191182308914904,2.16459004269042,c9839170-a25b-4240-8192-d47d664ecbba,1149
26420,Bullock,01011,East Central,12,0,0.154671563531792,2.06480197165101,115020ae-8997-4f60-9c44-ac664337fbe2,78
26421,Butler,01013,Southeastern,19,0,0.191776547733298,1.83587954870993,ff8ef9d4-750b-4900-84e5-0f884d34433a,151
26422,Cleburne,01029,Northeastern,12,1,0.141259985723536,2.17578212063938,48a675fc-5104-4b2c-9bcf-9e8516c630d9,53
26423,Mobile,01097,Mobile,810,38,0.307697348295278,4.83629332281426,c33536ad-9529-4fcc-83e1-9cc930bc064c,4402
26424,Monroe,01099,Southwestern,9,1,0.254517578378227,2.83753802882174,6dd43e91-0ac9-4e66-b579-1afe8baa8676,129
26425,Talladega,01121,Northeastern,53,2,0.190828489604655,2.7296175303427,3bf2d0e5-1885-470a-8783-4e941f36a68a,745
26426,Dallas,01047,Southwestern,29,2,0.246497505086154,3.13752996820932,d630e6be-1231-4943-915f-b6f1aab19754,338
26427,Lee,01081,East Central,340,20,0.153274187500529,2.0496448391292,48883ddb-d352-419c-b935-50d6b405551f,2197
26428,Perry,01105,West Central,9,0,0.18021159047953,2.14838023913143,e6cffd38-6d2f-4301-bf51-6153cd15ea2b,144
26429,Walker,01127,West Central,89,0,0.20307720239839,2.39750884765462,83e17a58-261e-4e1c-b3c3-2ee86590ec37,607
26430,Covington,01039,Southeastern,29,0,0.255971892285061,2.38709591035509,6fd49da1-1312-4aca-a149-9d5bb6043013,270
26431,Houston,01069,Southeastern,78,3,0.142463779205855,2.10452810210549,fa034d1a-37d2-4fb9-86e7-f61c56871020,604
26432,Lowndes,01085,East Central,34,1,0.179493868658938,2.34426217715912,75413213-fb57-4b31-856e-45157acadef3,104
26433,Macon,01087,East Central,27,2,0.152225727451423,2.0876916570357,ecdcf510-d478-4d31-ba3c-62c638ec8bcb,231
26434,Baldwin,01003,Southwestern,143,3,0.400159431601878,6.69300034847276,4d6f7e4a-f5ec-472f-82a9-b5b7720b4027,1872
26435,Clarke,01025,Southwestern,25,1,0.308508819690587,3.78655552072513,392634d0-d680-4281-af01-0953dd6cdbd8,273
26436,Conecuh,01035,Southwestern,9,0,0.209509978242295,2.59686142559656,ca11552c-ea90-455b-964f-a9fc5ff2b6f3,80
26437,Franklin,01059,Northern,25,0,0.164243463038702,1.78358559509712,09d12003-5dcf-43fc-86fd-5558da2a472a,316
26438,Hale,01065,West Central,37,0,0.163613340422671,2.4799010938001,e2fd2fe7-fe08-4bfb-9c42-86c588265bae,192
26439,Choctaw,01023,Southwestern,22,0,0.227681129400253,2.68700551554037,9c5a05ac-eb9e-42e8-ba3e-4e37f0bdedd0,98
26440,Marengo,01091,Southwestern,38,3,0.243586589216875,2.64368581241414,731554fb-8b6d-49ab-9280-c3e09d960284,348
26441,Tuscaloosa,01125,West Central,173,0,0.338742577944004,2.90058009044742,cebf401d-ba15-4bc7-ab6d-4a269f3d0f0a,2635
26442,Bibb,01007,West Central,33,0,0.156476914356972,1.8951692775798,2c1edc03-67d8-4709-bb74-66b844530db6,401
26443,Coffee,01031,Southeastern,80,1,0.167143203828118,1.67989540600381,0dd6905f-1691-449d-832d-f61bcd03b509,480
26444,DeKalb,01049,Northeastern,61,2,0.197848401841384,2.21695752803772,20a9760b-70c6-46c2-b11b-2850656d7e56,735
26445,Geneva,01061,Southeastern,6,0,0.141768015065281,1.83488097279248,ae37ce63-35cd-461f-8124-7487bcbe3a29,126
26446,Autauga,01001,East Central,33,2,0.150198352049983,2.1379328255407,010c7edd-094e-4c35-8882-a685ac720be7,455
26447,Escambia,01053,Southwestern,21,1,0.233446648119298,2.50306921694382,6b2dea69-29a6-42a9-9768-ad92773f50f4,266
