ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
55,23,19045,Clinton,IA,136,69,1,2020/07/12 16:00:16,USA,46518,3784,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,96,70,1,2020/07/12 16:00:16,USA,18627,1872,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,61,47,0,2020/07/12 16:00:16,USA,14134,1195,2.15390456644706,0.196078880287994
58,83,19165,Shelby,IA,119,109,0,2020/07/12 16:00:16,USA,11578,1193,1.74937315948455,0.165599269790057
59,5,19009,Audubon,IA,18,15,1,2020/07/12 16:00:16,USA,5506,539,1.50015453828969,0.124202963325951
60,39,19077,Guthrie,IA,76,57,4,2020/07/12 16:00:16,USA,10720,1189,1.72265090697959,0.16608372356967
61,52,19103,Johnson,IA,1449,851,8,2020/07/12 16:00:16,USA,151260,18380,1.84505285201909,0.174467390398262
62,25,19049,Dallas,IA,1402,1073,31,2020/07/12 16:00:16,USA,90180,12173,1.68881467047954,0.165695923991871
63,48,19095,Iowa,IA,63,44,1,2020/07/12 16:00:16,USA,16141,1999,1.64529790199185,0.164521602033462
64,77,19153,Polk,IA,7437,5284,185,2020/07/12 16:00:16,USA,487204,61832,1.79851653423037,0.165798164756224
65,79,19157,Poweshiek,IA,112,95,8,2020/07/12 16:00:16,USA,18699,1407,1.64560614400894,0.164235421919034
66,50,19099,Jasper,IA,350,275,17,2020/07/12 16:00:16,USA,37147,3518,1.89209025622817,0.205206542990887
67,82,19163,Scott,IA,1063,598,10,2020/07/12 16:00:16,USA,173283,16849,1.9042879308868,0.131101028674465
68,70,19139,Muscatine,IA,690,559,45,2020/07/12 16:00:16,USA,42929,5314,1.6483485078502,0.125418794461856
69,78,19155,Pottawattamie,IA,830,667,12,2020/07/12 16:00:16,USA,93533,11255,2.6701405613069,0.26717770427194
70,15,19029,Cass,IA,28,19,0,2020/07/12 16:00:16,USA,12930,972,1.60199838221897,0.157431037196136
71,92,19183,Washington,IA,251,218,9,2020/07/12 16:00:16,USA,22141,2504,1.65656170409436,0.158972056822445
72,1,19001,Adair,IA,17,12,0,2020/07/12 16:00:16,USA,7063,604,1.61086976908435,0.158860246110915
73,54,19107,Keokuk,IA,23,17,1,2020/07/12 16:00:16,USA,10225,851,1.62594763010153,0.161616444275989
74,91,19181,Warren,IA,325,229,1,2020/07/12 16:00:16,USA,51056,5584,1.70656061378754,0.159602417083592
75,61,19121,Madison,IA,55,37,2,2020/07/12 16:00:16,USA,16249,1556,1.60028745529922,0.15659955195822
76,62,19123,Mahaska,IA,119,99,17,2020/07/12 16:00:16,USA,22000,1537,1.61487375875982,0.15983170541375
77,63,19125,Marion,IA,83,61,0,2020/07/12 16:00:16,USA,33407,2251,1.60953916629708,0.158906678664242
78,58,19115,Louisa,IA,365,342,13,2020/07/12 16:00:16,USA,11169,1539,1.75283719716366,0.11609984092493
79,65,19129,Mills,IA,51,32,0,2020/07/12 16:00:16,USA,15063,2137,1.5081338641808,0.122132457358878
80,69,19137,Montgomery,IA,14,8,2,2020/07/12 16:00:16,USA,10003,871,1.42941494131685,0.117877281210496
81,2,19003,Adams,IA,8,8,0,2020/07/12 16:00:16,USA,3645,312,1.4306796476061,0.11799264030139
82,44,19087,Henry,IA,93,78,3,2020/07/12 16:00:16,USA,20067,1901,1.39048367232224,0.120982880824429
83,51,19101,Jefferson,IA,62,48,0,2020/07/12 16:00:16,USA,18381,1380,1.44973415457871,0.121161607057882
84,88,19175,Union,IA,39,28,0,2020/07/12 16:00:16,USA,12359,1499,1.43050961959233,0.11811537729096
85,90,19179,Wapello,IA,715,670,31,2020/07/12 16:00:16,USA,35205,4443,1.44530198981096,0.120895576009114
86,20,19039,Clarke,IA,143,116,3,2020/07/12 16:00:16,USA,9423,1157,1.43809321574798,0.119709743384459
87,59,19117,Lucas,IA,35,24,4,2020/07/12 16:00:16,USA,8645,576,1.44258508735791,0.120474549754265
88,68,19135,Monroe,IA,52,43,7,2020/07/12 16:00:16,USA,7790,582,1.4424093876936,0.120378125777524
89,29,19057,Des Moines,IA,101,81,2,2020/07/12 16:00:16,USA,39138,3112,1.57405850996194,0.118960734514806
90,36,19071,Fremont,IA,11,6,0,2020/07/12 16:00:16,USA,6993,459,1.62288194461822,0.142660581927864
91,73,19145,Page,IA,22,20,0,2020/07/12 16:00:16,USA,15249,1302,1.59150363876605,0.147859442418914
92,87,19173,Taylor,IA,81,75,0,2020/07/12 16:00:16,USA,6191,696,1.57094727247982,0.147630696055921
93,80,19159,Ringgold,IA,16,12,1,2020/07/12 16:00:16,USA,4968,580,1.56326766465177,0.148728871032954
94,89,19177,Van Buren,IA,21,16,0,2020/07/12 16:00:16,USA,7020,483,1.53592818808525,0.135569861036805
95,26,19051,Davis,IA,42,34,1,2020/07/12 16:00:16,USA,9017,626,1.52608960383686,0.139392794520039
96,27,19053,Decatur,IA,13,9,0,2020/07/12 16:00:16,USA,7890,478,1.55809398057972,0.147367102513795
97,93,19185,Wayne,IA,11,6,0,2020/07/12 16:00:16,USA,6401,362,1.5512558166716,0.14558185877792
98,4,19007,Appanoose,IA,22,18,3,2020/07/12 16:00:16,USA,12437,970,1.54004938261221,0.142517166196449
99,56,19111,Lee,IA,54,43,2,2020/07/12 16:00:16,USA,34055,2160,2.02947882960938,0.148544768599951
100,,0,Pending Investigation,IA,34,3,0,2020/07/12 16:00:16,Unknown,,3619,0.0109425719999763,6.80092135452429e-06
