ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,630,14,15,35,60,84,90,124,121,67,19,1,0 to 101,56,373,253,4,624,6,0,11,498,41,121,8,81,549,0,0,624,50,28,3,0,43,35,0,78,2,2,11,15,10,10,12,7,6,6,0,0 to 95,48,38,30,8,2,9,64,5,15,2,10,0,0,4,81,38,43,78,3,0,1415,2,1499,1417,81,4,117,79,,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1355,69,62,137,159,173,187,200,194,113,55,6,0 to 99,49,861,489,5,1329,26,0,42,934,53,477,26,335,1018,0,2,1327,186,143,6,0,207,122,0,329,23,19,43,43,50,52,55,24,9,17,0,0 to 98,42,71,226,20,12,20,265,44,63,0,14,0,1,4,335,124,211,329,6,0,2306,20,2666,2326,335,4,490,390,,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2279,5,10,174,697,565,408,278,96,30,7,9,0 to 105,38,203,2069,7,2279,0,0,2,2005,1,130,3,275,2004,0,0,2279,270,4,0,0,24,250,0,274,2,4,28,65,58,64,43,7,1,1,1,0 to 85,40,159,101,5,9,8,178,88,10,0,5,0,0,1,274,250,24,274,0,0,2304,0,2580,2304,274,1,145,120,,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2112,26,42,187,556,426,333,251,173,72,42,4,0 to 118,40,521,1569,22,2106,6,0,47,1895,9,427,6,425,1686,0,1,2105,412,10,2,1,128,294,0,422,15,25,57,106,76,69,55,16,6,0,0,0 to 84,36,164,220,35,3,68,207,147,60,1,16,0,0,2,425,296,129,422,3,0,2800,3,3229,2803,425,2,40,38,,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,4207,49,53,386,610,607,692,737,508,314,195,56,0 to 119,50,2341,1813,53,4149,58,0,250,3563,28,845,87,1196,3009,0,2,4147,1044,110,37,2,620,532,2,1154,16,22,204,263,211,201,142,82,38,13,1,0 to 95,38,685,143,59,267,159,681,314,149,7,52,2,3,8,1193,556,635,1154,39,0,9825,22,11064,9847,1193,8,135,127,,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3663,100,114,269,450,457,485,701,573,300,205,9,0 to 119,54,2064,1509,90,3645,18,0,301,3064,63,540,16,475,3185,0,3,3642,427,43,5,0,229,240,1,470,19,24,56,86,66,70,72,46,26,10,0,0 to 97,43,221,158,58,33,62,371,37,14,0,60,0,0,4,475,244,230,470,5,0,6800,13,7293,6813,475,4,37,35,,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1037,34,20,125,154,147,167,168,113,75,32,2,0 to 99,47,562,421,54,977,60,0,65,871,16,195,5,162,868,0,7,970,105,57,0,0,73,85,4,162,2,4,27,24,26,22,27,13,14,3,0,1 to 97,44,105,32,7,18,3,127,32,29,0,20,0,0,4,162,85,73,162,0,0,2871,59,3092,2930,162,4,203,202,,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,983,16,17,81,149,139,160,168,160,67,25,1,0 to 119,51,472,496,15,969,14,0,12,762,5,227,10,227,755,0,1,968,195,27,3,2,41,181,0,222,2,1,25,64,54,38,19,15,5,4,0,1 to 93,38,129,71,9,13,16,171,35,9,0,7,0,0,1,227,182,45,222,5,0,2536,9,2778,2545,227,1,162,156,,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,8915,191,278,768,1012,1102,1173,1487,1462,1008,411,23,0 to 100,54,4413,4072,430,8817,98,0,629,6629,82,2303,85,2735,6140,1,39,8778,2701,15,18,0,1258,1444,14,2716,92,162,436,493,483,437,280,172,113,63,3,0 to 99,38,984,137,846,749,1456,706,554,417,3,235,2,1,42,2734,1454,1266,2716,18,0,17099,78,19935,17177,2734,42,1208,1197,,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,68983,1634,2156,7525,11706,10151,10484,10654,8001,4273,1967,432,0 to 119,46,38736,29786,461,68536,447,0,1394,62679,458,5019,343,19154,49657,22,150,68364,18675,372,100,3,9994,8876,177,19047,392,758,3570,4554,2987,2695,1976,1019,564,315,320,0 to 104,35,5752,2308,2115,8872,3894,5127,10026,1390,12,808,9,3,188,19150,8924,10049,19047,103,0,145703,342,165372,146045,19150,188,4922,4575,,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,19283,337,567,1586,2154,2217,2552,3365,3477,2124,801,103,0 to 119,55,10808,8173,302,18998,285,0,1121,16836,177,2506,53,5112,14165,4,2,18992,4999,64,49,0,2618,2413,32,5063,98,297,838,927,840,741,616,371,240,144,0,0 to 101,39,2048,403,403,2209,1185,1459,2419,266,5,356,3,2,138,5112,2433,2644,5063,49,0,50274,234,55651,50508,5112,138,442,344,,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,9388,162,256,820,1160,1325,1543,1609,1386,784,320,23,0 to 101,51,5357,3912,119,9366,22,0,318,8323,130,949,70,1508,7869,1,10,9355,1414,90,4,0,809,691,4,1504,13,47,216,258,231,258,206,152,77,48,2,0 to 100,44,667,261,112,464,132,863,509,214,0,123,0,0,36,1508,693,811,1504,4,0,21102,18,22641,21120,1508,36,881,848,,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1472,58,126,221,270,189,182,177,147,75,27,0,0 to 94,38,794,651,27,1464,8,0,71,675,2,697,14,602,870,0,0,1464,419,177,5,1,305,285,6,596,21,63,108,129,90,73,48,45,20,5,0,0 to 86,32,446,66,55,29,413,156,27,92,3,51,3,1,4,602,289,307,596,6,0,2648,2,3253,2650,602,4,1063,962,,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,16774,198,294,1225,2032,1989,2413,2787,3018,1990,799,29,0 to 168,55,10170,6554,50,16746,28,0,4469,10732,177,4099,179,1489,15090,0,195,16552,1445,38,5,1,774,701,8,1483,23,45,230,296,248,223,192,129,77,25,1,0 to 97,40,1017,222,105,139,275,1052,156,252,3,161,0,0,15,1489,702,779,1483,6,0,28500,20,30022,28520,1489,15,1168,1003,,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,23344,219,405,1607,2649,2612,3360,4618,4211,2278,1093,292,0 to 119,56,13051,9660,633,23234,110,0,728,21091,230,2265,187,3807,19521,0,16,23218,3460,317,24,4,1997,1768,12,3777,43,119,627,732,531,558,509,369,180,129,8,0 to 102,41,1626,489,718,944,502,2017,1258,512,7,309,5,0,77,3805,1781,2012,3777,28,0,46014,81,49945,46095,3805,77,1763,1141,,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,860,21,27,75,96,142,110,141,133,73,41,1,0 to 118,52,511,333,16,860,0,0,15,712,6,130,2,108,752,0,0,860,88,20,0,0,58,49,1,108,0,3,18,12,17,13,14,17,10,4,0,6 to 91,50,82,15,1,10,0,93,15,23,0,14,0,0,4,108,49,58,108,0,0,1531,0,1639,1531,108,4,203,148,,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,17397,263,310,1195,1816,1803,2237,2766,2991,2087,691,1238,0 to 103,56,9154,7231,1012,17248,149,0,239,16253,222,881,106,2517,14832,0,48,17202,2467,23,27,0,1259,1200,31,2490,36,69,439,495,376,408,332,195,122,41,4,0 to 103,40,783,284,334,1089,334,924,1232,246,12,147,5,1,27,2517,1212,1273,2490,27,0,40538,120,43205,40658,2517,27,1036,744,,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1894,31,32,194,246,211,260,357,283,197,81,2,0 to 118,54,1088,788,18,1890,4,0,56,1491,16,454,10,263,1631,0,0,1890,233,27,0,3,99,159,2,260,3,4,54,52,40,36,31,26,11,5,1,2 to 99,40,112,21,95,32,105,123,32,31,0,20,0,0,2,263,161,100,260,3,0,3703,1,3973,3704,263,2,438,388,,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4275,32,37,124,199,217,340,582,1531,983,145,85,0 to 119,69,2121,1973,181,4198,77,0,201,3682,164,519,74,655,3595,0,25,4173,597,53,4,1,267,373,10,650,1,12,38,34,69,86,98,187,108,22,0,4 to 92,63,387,73,19,171,33,434,183,136,1,82,0,0,18,655,375,270,650,5,0,11496,72,12234,11568,655,18,279,267,,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,20297,277,486,2163,2886,2757,3096,3194,2671,1300,604,863,0 to 119,48,11417,8725,155,20251,46,0,483,18702,246,1311,114,4232,16035,1,29,20222,4153,61,15,0,2252,1940,22,4214,55,106,969,941,602,591,428,252,162,123,0,0 to 104,35,1650,374,381,1809,497,1163,2554,360,5,205,1,0,24,4229,1945,2262,4214,15,0,42955,30,47257,42985,4229,24,1436,1193,,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,77665,1336,1804,8236,13022,11790,12037,11576,7993,3803,1442,4626,0 to 120,45,41947,35233,485,76404,1260,1,1343,73285,585,3984,443,18004,59429,0,232,76174,17579,121,296,5,8623,8911,166,17700,258,429,3880,4789,3048,2525,1714,801,402,141,14,0 to 103,34,3964,2278,2649,8809,2304,3569,11827,1081,50,553,39,5,80,18001,9076,8751,17699,301,1,161204,951,180370,162155,18001,80,2123,1895,,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4542,56,92,281,458,423,548,835,974,660,207,8,0 to 222,60,2529,1838,175,4534,8,0,136,3696,119,573,35,546,3988,1,7,4527,361,184,1,0,271,272,2,545,6,16,73,76,63,80,113,65,36,18,0,0 to 97,50,405,36,39,65,38,425,82,52,0,61,0,0,14,546,272,272,545,1,0,12005,6,12565,12011,546,14,1480,1025,,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4660,84,83,428,639,566,691,800,638,456,271,4,0 to 102,52,2754,1884,22,4638,22,0,268,3750,66,856,53,862,3796,0,2,4636,684,169,7,1,423,429,1,853,13,22,145,165,116,138,115,86,44,17,0,0 to 96,41,591,59,66,137,123,480,250,164,2,83,2,1,8,861,431,429,853,8,0,12142,14,13020,12156,861,8,1105,1054,,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,45875,477,747,3676,6343,5441,6562,8319,7309,4474,2434,93,0 to 120,54,26217,19520,138,45520,355,0,3231,38659,411,8979,431,10846,34980,1,48,45471,10579,181,77,7,5751,4947,62,10760,142,353,1737,2428,1463,1468,1347,850,614,430,12,0 to 104,39,4705,1910,556,3589,800,5761,4199,1203,20,907,18,2,229,10844,4995,5787,10760,84,0,108877,268,120063,109145,10844,229,933,841,,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2646,86,97,253,357,328,323,401,327,248,215,11,0 to 118,51,1627,941,78,2630,16,0,88,1997,110,820,23,735,1911,0,0,2630,605,114,13,3,405,304,10,719,29,55,114,110,112,104,80,56,46,28,1,0 to 102,40,346,108,155,110,251,341,127,103,1,69,0,0,22,735,310,415,719,16,0,4292,0,5030,4292,735,22,158,154,,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,59083,985,1452,6342,10464,8826,8926,9748,6954,3486,1769,131,-6 to 119,46,32331,25961,791,58396,687,0,1179,54100,454,3828,232,12867,46107,11,98,58291,11794,915,142,13,6662,5963,84,12709,168,460,2307,3284,2198,1767,1375,763,329,207,6,0 to 102,35,3244,3842,1130,4493,1157,6063,5489,700,22,411,11,3,81,12864,6048,6729,12709,155,0,125449,522,139018,125971,12864,81,3461,3344,,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,383,7,3,47,48,43,40,42,51,57,44,1,0 to 119,56,238,136,9,383,0,0,11,329,0,27,1,53,330,0,0,383,46,7,0,0,24,26,3,53,2,3,7,11,5,9,6,6,2,2,0,3 to 98,40,31,8,6,8,10,35,8,13,0,4,0,0,0,53,26,24,53,0,0,638,0,692,638,53,0,37,37,,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,722,15,24,63,74,73,122,141,124,66,20,0,0 to 94,54,410,309,3,663,59,0,35,590,1,108,16,90,632,0,0,663,82,3,5,0,42,43,0,85,1,3,21,13,13,21,12,5,0,1,0,2 to 89,42,58,21,2,4,12,69,4,16,1,5,1,0,0,90,47,43,85,5,0,2122,54,2270,2176,90,0,167,164,,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1248,12,28,82,84,117,144,407,286,74,14,0,0 to 118,59,348,894,6,1248,0,0,27,1144,4,139,4,114,1134,0,0,1248,90,24,0,0,32,82,0,114,1,8,28,12,9,7,25,21,3,0,0,4 to 80,43,69,31,4,10,5,96,13,12,0,10,0,0,2,114,82,32,114,0,0,2537,0,2651,2537,114,2,170,168,,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1560,23,32,135,201,186,233,299,192,150,103,6,0 to 118,53,979,558,23,1558,2,0,49,1392,34,226,2,133,1426,0,1,1557,78,55,0,0,85,48,0,133,1,7,17,16,25,21,11,8,16,11,0,1 to 107,45,91,37,4,1,6,126,1,23,0,15,0,0,2,133,48,85,133,0,0,2999,2,3137,3001,133,2,317,285,,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1387,20,37,123,158,189,231,256,221,112,39,1,0 to 102,52,787,590,10,1382,5,0,32,1209,13,249,8,128,1259,0,0,1382,101,24,2,1,73,52,0,125,1,3,32,23,22,22,13,7,4,1,0,3 to 86,37,85,25,6,9,6,108,11,21,0,8,0,0,1,128,53,75,125,3,0,2791,2,2923,2793,128,1,275,200,,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,22251,287,421,1671,2451,2507,3104,4735,4125,2186,616,148,0 to 119,56,12493,9653,105,22228,23,0,743,20471,107,2397,124,3371,18875,0,5,22223,3275,77,14,3,1721,1621,10,3352,38,88,694,692,511,473,420,241,123,88,1,0 to 101,37,1790,234,238,1090,510,1704,1138,402,4,199,3,0,29,3369,1628,1731,3352,17,0,56124,6,59549,56130,3369,29,1144,1086,,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,24513,587,750,2313,3586,3476,3545,3658,3341,2047,876,334,0 to 119,48,13743,10565,205,24407,106,0,871,21114,231,3173,167,7248,17239,1,25,24381,6542,677,22,5,3737,3450,32,7219,129,282,1112,1468,1318,1061,805,552,321,197,1,0 to 103,39,3254,1128,601,2236,1717,2781,2721,943,10,577,5,1,140,7246,3461,3753,7219,27,0,55430,77,62825,55507,7246,140,2420,1849,,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,16811,239,500,1504,2699,2564,2767,2633,1920,957,338,690,0 to 155,47,9215,7498,98,16715,96,0,1127,14057,390,2026,225,4167,12580,2,62,16652,4057,42,66,2,2066,2004,29,4099,64,145,644,1026,742,698,438,238,138,32,2,0 to 102,37,1319,218,1195,1367,1675,714,1710,450,9,221,7,2,31,4167,2051,2086,4099,68,0,32093,27,36358,32120,4167,31,1758,1246,,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4155,75,70,225,451,387,495,659,756,657,360,20,0 to 119,60,2496,1622,37,4089,66,0,104,3661,47,461,33,532,3617,1,5,4083,476,53,3,0,283,245,1,529,14,14,61,81,71,83,94,58,50,6,0,0 to 95,48,290,97,81,61,172,286,71,121,2,84,1,0,13,532,248,283,529,3,0,10356,63,10969,10419,532,13,691,577,,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,33720,433,644,3133,4531,4407,4852,5378,5259,3452,1567,64,0 to 119,52,18983,14405,332,32657,1062,1,1077,29006,613,4277,196,10131,23567,2,20,32636,9594,338,185,6,5124,4654,154,9932,161,303,1641,1951,1615,1572,1227,779,506,359,9,0 to 101,41,4467,1058,279,4128,2476,3144,4312,1301,17,721,15,4,187,10123,4754,5208,9931,191,1,66419,868,77436,67287,10123,187,3215,1611,,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,19726,504,789,2115,2428,2562,2637,2821,2904,2200,728,38,0 to 105,50,10505,9084,137,19358,368,0,680,15491,356,3989,182,6227,13360,3,136,19219,5777,354,73,16,3058,3033,40,6131,178,330,1135,1044,1061,930,726,412,285,119,0,0 to 101,38,2834,303,435,2559,2524,1220,2387,676,21,441,11,6,94,6220,3086,3094,6131,89,0,36432,279,42969,36711,6220,94,4494,3510,,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,200401,2345,3822,17834,33716,32455,36219,32893,21569,12087,6777,684,0 to 225,47,103939,95270,1192,198778,1622,1,4910,179483,2785,21711,1046,64450,135672,98,181,198501,62761,1019,655,9,31870,31775,135,63780,781,1643,7851,12598,10889,11487,9003,5249,2969,1894,80,0 to 108,43,24452,7127,2269,29932,25343,8793,29644,8048,53,4397,31,15,1139,64444,32119,32167,63779,664,1,356248,945,422345,357193,64444,1139,6902,6162,,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4309,50,84,299,573,596,731,896,659,310,109,2,0 to 101,52,2230,2061,18,4220,89,0,1340,2282,83,928,141,572,3700,0,37,4186,530,23,15,4,245,302,6,553,13,21,56,110,90,99,73,65,31,13,1,0 to 100,44,301,19,9,224,138,187,228,82,5,33,4,0,6,572,313,253,553,19,0,7137,66,7777,7203,572,6,1177,900,,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,8185,252,314,945,1125,1116,1226,1279,1093,575,250,10,0 to 119,48,4500,3641,44,8114,71,0,236,7020,99,869,115,1332,6852,0,1,8113,1263,58,10,0,650,657,14,1321,17,30,404,241,160,195,141,76,43,24,0,0 to 101,33,868,80,30,343,37,902,382,64,0,70,1,0,11,1331,661,656,1321,10,0,15768,60,17168,15828,1331,11,2002,1457,,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,2154,54,56,229,277,306,312,351,265,168,133,3,0 to 101,49,1150,967,37,2050,104,0,78,1809,15,563,73,561,1593,0,0,2050,484,24,50,3,231,276,1,508,6,17,120,99,100,71,83,35,24,6,0,0 to 101,38,425,38,8,37,114,359,35,62,9,36,2,0,9,561,300,260,508,53,0,4331,51,4946,4382,561,9,273,218,,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3370,38,53,295,568,573,590,516,337,247,147,6,0 to 105,47,1525,1758,87,3345,25,0,23,2651,19,560,38,588,2776,1,5,3339,536,40,10,1,187,387,2,576,6,10,64,116,120,119,85,41,19,7,0,0 to 100,43,239,179,29,129,33,328,215,86,2,58,0,0,2,587,392,192,576,11,0,5639,14,6251,5653,587,2,801,600,,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,1005,15,22,67,110,123,163,215,137,98,55,0,0 to 119,55,588,396,21,997,8,0,41,758,9,216,15,164,838,0,3,994,130,29,4,0,81,77,1,159,1,4,13,22,17,25,33,25,16,7,0,3 to 99,55,91,41,6,21,2,131,26,20,0,23,0,0,13,163,79,83,159,4,0,2000,4,2168,2004,163,13,268,210,,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3783,56,70,355,412,459,530,693,634,392,178,4,0 to 103,55,2052,1552,179,3660,123,0,127,3269,28,355,60,528,3245,0,10,3651,479,24,19,2,254,246,3,503,8,12,124,84,88,77,65,42,14,10,0,0 to 94,39,305,55,27,116,32,341,130,76,1,32,0,0,2,524,254,267,503,21,0,9081,101,9714,9182,524,2,678,672,,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,377,7,16,50,80,78,45,35,33,26,6,1,1 to 90,39,183,193,1,377,0,0,39,194,3,196,0,203,174,0,0,377,201,2,0,0,82,121,0,203,4,5,33,57,53,27,15,6,2,1,0,1 to 89,35,154,29,12,8,120,72,11,28,0,20,0,0,1,203,121,82,203,0,0,561,0,765,561,203,1,185,126,,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,6057,69,60,327,526,593,848,1153,1129,778,565,9,0 to 119,60,3512,2475,70,6036,21,0,311,5178,62,904,30,1118,4929,1,9,6026,936,176,4,1,592,506,14,1112,12,16,105,124,104,149,198,159,124,123,3,0 to 101,57,816,75,28,193,76,815,221,152,1,169,1,0,79,1117,507,595,1112,5,0,14677,16,15821,14693,1117,79,152,133,,3.83218059315228,0.165856243943894
