ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,254,5,6,25,41,37,40,42,32,20,6,0,0 to 98,47,162,91,1,254,0,0,3,249,2,11,1,5,248,0,1,253,5,0,0,0,3,2,0,5,0,0,0,1,1,2,1,0,0,0,0,25 to 56,47,4,1,0,0,0,5,0,1,0,0,0,0,0,5,2,3,5,0,0,248,0,254,248,5,0,12,3,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,1601,38,54,158,212,213,255,258,193,145,70,5,0 to 118,49,995,563,43,1597,4,0,69,1390,133,184,17,108,1490,0,3,1594,67,41,0,0,65,43,0,108,0,11,13,13,18,17,10,16,5,5,0,6 to 98,42,64,43,1,0,1,105,2,29,0,15,0,0,1,108,43,65,108,0,0,1486,4,1601,1490,108,1,88,33,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,234,19,9,12,31,33,33,40,32,19,5,1,0 to 118,49,118,95,21,234,0,0,14,203,3,63,3,3,229,0,2,232,3,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,29 to 60,47,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,229,0,234,229,3,0,16,6,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,2798,91,64,221,481,476,405,458,312,185,100,5,0 to 118,46,1697,1066,35,2681,116,1,88,2531,137,167,57,156,2638,0,4,2678,85,64,3,4,80,69,0,149,2,3,4,21,19,18,32,27,19,11,0,0 to 96,58,111,23,14,1,20,126,3,44,1,25,0,0,4,156,73,83,148,7,1,2529,109,2798,2638,156,4,401,163,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,128,1,2,13,20,26,14,16,15,17,3,1,0 to 89,45,68,58,2,128,0,0,3,117,4,8,3,8,119,0,1,127,5,3,0,0,6,2,0,8,0,0,1,1,1,1,1,1,0,2,0,20 to 88,52,4,4,0,0,0,8,0,7,0,3,0,0,0,8,2,6,8,0,0,119,0,128,119,8,0,43,16,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,29083,429,452,1807,3483,3735,4463,5333,4167,2501,1358,1355,0 to 115,54,16084,12821,178,28774,307,2,251,28227,465,933,140,3041,25748,240,54,28486,2857,125,53,6,1480,1499,3,2982,16,28,209,362,436,456,502,431,363,224,14,0 to 104,55,1078,398,218,1288,398,1185,1399,587,24,439,15,3,191,3041,1534,1504,2980,59,2,25504,244,29083,25748,3041,191,699,442,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,3362,63,74,222,418,502,573,575,479,310,139,7,0 to 102,52,1939,1316,107,3348,14,0,195,2870,188,422,61,249,3063,2,48,3298,224,18,7,0,143,99,0,242,2,4,15,22,38,32,41,42,29,24,0,3 to 97,58,144,56,17,25,34,178,30,97,0,73,0,0,23,249,101,148,242,7,0,3056,7,3362,3063,249,23,72,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,5715,100,126,391,717,860,994,1023,835,482,181,6,0 to 102,51,3429,2272,14,5683,32,0,117,5343,223,358,88,252,5417,6,40,5637,204,41,6,1,127,118,0,245,5,6,22,27,50,48,37,36,12,9,0,1 to 94,48,158,27,39,21,56,163,26,76,3,51,2,0,8,252,122,130,245,7,0,5392,25,5715,5417,252,8,445,140,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,540,17,15,49,79,99,106,79,62,23,10,1,0 to 96,46,332,199,9,538,1,1,10,450,46,84,8,103,437,0,0,539,95,7,1,0,68,34,0,102,1,1,7,16,22,27,14,10,5,0,0,4 to 83,45,11,64,2,25,3,66,33,18,0,18,0,0,0,103,34,69,101,1,1,437,0,540,437,103,0,120,51,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,3332,73,70,414,596,552,553,537,349,126,60,2,0 to 97,44,1845,1371,116,3287,44,1,73,3018,201,221,61,226,3092,2,12,3274,203,9,13,1,115,97,0,212,1,2,28,48,40,40,43,18,3,3,0,2 to 87,44,90,96,6,20,13,177,22,59,8,30,8,1,3,226,105,121,211,14,1,3062,30,3332,3092,226,3,378,174,43,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,168,7,4,6,14,29,22,34,25,15,11,1,0 to 96,55,106,58,4,165,3,0,4,103,41,54,6,28,140,0,0,165,6,20,2,0,13,13,0,26,0,0,1,1,1,3,7,7,4,4,0,22 to 95,66,11,11,4,0,3,21,2,4,2,6,0,0,2,28,15,13,26,2,0,139,1,168,140,28,2,43,10,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,444,31,23,36,43,55,51,52,68,45,31,9,0 to 99,50,273,160,11,432,12,0,16,349,53,192,6,58,379,0,7,425,28,26,4,0,30,24,0,54,2,0,5,4,6,7,12,10,4,8,0,0 to 98,58,16,31,2,5,1,41,12,8,0,4,0,0,2,58,25,33,54,4,0,371,8,444,379,58,2,87,37,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,59,2,3,7,11,8,7,9,8,3,1,0,0 to 89,40,33,24,2,59,0,0,1,53,1,5,0,6,53,0,0,59,4,2,0,0,1,5,0,6,0,0,0,2,1,2,1,0,0,0,0,29 to 56,43,4,2,0,0,0,4,2,3,0,0,0,0,0,6,5,1,6,0,0,53,0,59,53,6,0,19,10,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,174,5,3,24,26,17,27,29,27,8,7,1,0 to 99,49,94,62,18,171,3,0,9,157,9,17,3,7,167,0,0,171,2,4,0,1,6,0,0,6,0,0,0,2,2,0,3,0,0,0,0,32 to 64,43,4,2,0,0,0,6,0,3,0,0,0,0,0,7,0,7,6,1,0,165,2,174,167,7,0,3,1,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,1607,15,19,112,202,234,307,298,192,109,72,47,0 to 101,51,862,693,52,1604,3,0,37,1533,28,77,30,72,1533,2,0,1602,56,15,1,0,27,44,0,71,0,1,3,11,13,18,13,9,3,1,0,14 to 93,50,55,8,4,4,15,49,7,21,1,9,1,0,3,72,45,27,71,1,0,1531,2,1607,1533,72,3,35,30,50,5.42268520962735,0.181027420718501
