ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,312,9,6,13,24,50,56,62,48,30,13,1,0 to 96,54,182,125,5,308,4,0,5,243,41,59,6,28,284,0,0,308,6,20,2,0,13,13,0,26,0,0,1,1,1,3,7,7,4,4,0,22 to 95,66,11,11,4,0,3,22,1,4,2,7,0,0,2,28,15,13,26,2,0,294,2,324,296,28,2,43,4,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,608,37,28,55,59,77,76,78,96,60,35,7,0 to 99,50,385,216,7,586,22,0,20,493,53,209,7,63,543,1,1,584,20,39,4,0,35,24,0,59,2,0,6,4,8,8,13,10,4,8,0,0 to 98,57,18,35,3,3,1,47,11,9,0,4,0,1,3,63,25,38,59,4,0,535,18,617,553,63,3,98,22,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2113,3,4,144,677,545,384,247,76,22,3,8,0 to 92,38,107,1998,8,2113,0,0,1,2069,1,41,0,199,1914,0,0,2113,196,3,0,0,5,194,0,199,0,0,11,52,51,48,33,4,0,0,0,20 to 73,41,108,85,4,2,6,124,69,4,0,0,0,0,0,199,194,5,199,0,0,1917,0,2116,1917,199,0,21,8,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,1276,9,6,97,353,256,206,161,102,49,33,4,0 to 118,41,254,995,27,1272,4,0,19,1229,9,151,5,147,1129,0,0,1272,141,5,0,1,8,138,0,146,0,0,5,44,35,29,25,6,2,0,1,20 to 84,42,71,65,10,0,6,26,114,3,1,0,0,0,0,147,138,9,146,1,0,1147,3,1298,1150,147,0,4,2,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,2070,24,25,138,252,290,379,382,274,167,91,48,0 to 101,52,1099,916,55,2064,6,0,42,1984,28,88,33,84,1984,2,0,2062,64,18,2,0,34,48,0,82,2,1,3,13,13,23,13,11,4,1,0,2 to 93,49,63,11,4,4,18,57,7,26,1,12,1,1,3,84,50,34,82,2,0,1996,4,2087,2000,84,3,35,28,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,2006,57,66,136,235,263,260,413,333,162,76,5,0 to 118,54,1017,897,92,1993,13,0,151,1747,63,205,16,111,1890,0,5,1989,84,26,1,0,49,61,0,110,2,2,9,22,19,23,21,9,3,1,0,0 to 91,45,64,40,4,2,9,97,4,5,0,10,0,0,2,111,62,49,110,1,0,1897,11,2021,1908,111,2,8,6,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,622,19,11,64,91,78,107,106,69,46,29,2,0 to 99,49,346,252,24,617,5,0,21,581,16,59,3,26,596,0,0,617,9,17,0,0,18,8,0,26,0,0,2,2,3,1,5,5,5,3,0,23 to 97,65,19,6,1,0,0,25,1,7,0,9,0,0,3,26,8,18,26,0,0,600,5,631,605,26,3,3,2,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,567,11,8,35,64,60,96,105,117,55,16,0,0 to 92,56,326,223,18,561,6,0,1,561,5,11,1,10,556,1,0,560,4,6,0,0,4,6,0,10,1,0,0,2,3,2,1,1,0,0,0,1 to 73,42,7,1,1,1,0,9,1,2,0,0,0,0,0,10,6,4,10,0,0,551,6,568,557,10,0,5,4,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,2991,64,51,198,307,364,417,588,506,337,146,13,0 to 99,56,1599,1297,95,2960,31,0,109,2708,82,249,64,321,2661,2,7,2952,300,11,10,0,145,164,2,311,10,7,32,43,47,54,58,26,35,9,0,0 to 92,49,185,8,59,59,125,128,58,93,2,56,1,1,7,321,171,148,311,10,0,2677,20,3022,2697,321,7,62,51,55,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,37025,843,899,2971,5568,5507,5903,6481,5088,2576,1124,65,0 to 119,49,21332,15561,132,36716,309,0,489,35740,458,1110,295,1614,35344,44,23,36650,1460,99,52,3,830,729,0,1559,17,34,153,255,254,264,249,184,128,76,0,0 to 104,48,774,299,310,176,422,891,246,388,10,334,7,3,53,1614,756,858,1559,55,0,35467,254,37406,35721,1614,53,671,324,45,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,9772,179,204,512,922,1017,1319,1857,1980,1228,454,100,0 to 102,58,5584,3875,313,9703,69,0,422,8965,177,790,39,849,8918,5,0,9698,788,57,4,0,497,348,0,845,6,25,38,90,108,129,132,132,125,64,0,1 to 101,56,532,166,65,82,155,568,122,124,2,193,2,1,81,849,350,499,845,4,0,9042,66,9964,9108,849,81,184,92,57,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,5739,82,128,447,713,870,997,999,839,457,188,19,0 to 101,51,3310,2313,116,5728,11,0,83,5406,130,363,41,317,5419,2,1,5725,278,37,2,0,187,128,0,315,0,3,16,26,38,51,55,63,41,24,0,6 to 95,59,186,61,20,48,23,239,53,106,0,83,0,0,25,317,129,188,315,2,0,5463,9,5793,5472,317,25,170,141,59,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,365,11,14,37,66,37,60,56,53,19,12,0,0 to 94,48,215,142,8,361,4,0,15,288,2,41,3,40,325,0,0,361,24,14,2,0,24,14,0,38,0,4,5,10,3,7,4,6,1,0,0,10 to 83,36,17,18,3,0,9,29,0,10,2,6,2,0,0,40,15,25,38,2,0,330,2,372,332,40,0,44,17,50,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,7934,100,117,509,916,948,1189,1445,1434,889,371,16,0 to 168,56,4777,3117,40,7910,24,0,1288,6354,177,960,121,222,7249,1,462,7447,196,21,4,1,123,94,0,217,4,2,15,31,39,41,43,27,13,7,0,0 to 97,50,161,34,15,7,38,171,8,42,3,31,0,0,5,222,95,127,217,5,0,7289,19,7532,7308,222,5,257,114,51,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,14047,120,207,700,1504,1570,2126,2932,2642,1409,637,200,0 to 117,57,7601,5717,729,13981,66,0,169,13419,230,565,130,594,13443,10,0,13971,476,105,12,1,244,337,0,581,2,7,30,83,72,112,102,108,41,37,0,0 to 102,54,346,120,104,11,87,462,32,161,5,116,4,0,30,594,342,252,581,13,0,13640,53,14298,13693,594,30,565,207,53,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,386,14,9,31,47,62,54,67,59,31,11,1,0 to 118,51,223,159,4,386,0,0,10,350,6,23,0,22,364,0,0,386,15,7,0,0,14,8,0,22,0,0,2,0,7,2,6,1,3,1,0,21 to 86,54,14,5,0,3,0,16,6,6,0,3,0,0,0,22,8,14,22,0,0,371,0,393,371,22,0,47,4,46,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,10971,155,180,550,988,1119,1426,1794,2007,1367,385,1000,0 to 101,58,5681,4324,966,10883,88,0,102,10565,222,279,85,252,10701,9,9,10865,224,16,12,0,123,117,0,240,1,8,15,28,34,47,39,43,35,2,0,1 to 86,52,122,34,73,11,70,156,14,104,10,63,4,1,14,252,124,128,240,12,0,11537,78,11884,11615,252,14,318,86,52,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1028,16,22,90,134,121,148,170,162,104,60,1,0 to 118,54,644,373,11,1028,0,0,16,916,16,166,2,25,1003,0,0,1028,22,3,0,0,19,6,0,25,0,0,2,4,5,3,6,1,1,3,0,16 to 99,49,16,5,1,3,3,19,3,7,0,3,0,0,0,25,6,19,25,0,0,1010,0,1035,1010,25,0,58,9,53,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,2894,19,20,67,127,133,224,395,1110,647,83,69,0 to 118,69,1400,1332,162,2884,10,0,102,2551,164,261,52,251,2620,0,23,2861,200,48,2,1,69,179,0,248,0,0,6,6,29,40,38,87,37,8,0,17 to 97,65,205,33,5,5,14,228,6,58,0,44,0,0,16,251,181,70,248,3,0,2683,7,2954,2690,251,16,50,38,66,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,12069,168,295,881,1561,1696,1913,2002,1766,776,344,667,0 to 118,50,6961,5027,81,12050,19,0,211,11529,246,413,91,432,11623,12,2,12036,381,45,6,0,231,195,0,426,6,8,42,77,62,77,55,62,25,18,0,0 to 100,47,311,62,51,2,155,266,5,174,5,100,1,0,12,432,197,235,426,6,0,12310,14,12769,12324,432,12,396,153,47,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,43912,807,1021,3287,6385,6754,7254,7185,4886,2198,779,3356,0 to 120,47,24393,19322,197,43162,749,1,540,42414,585,1248,345,1655,42199,42,16,43105,1482,100,69,4,763,817,2,1582,21,34,171,285,300,345,266,129,72,29,3,0 to 101,45,731,235,581,35,760,765,57,552,39,289,34,5,38,1655,860,793,1581,73,1,45309,705,47721,46014,1655,38,610,412,45,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,2535,29,44,129,263,253,330,470,552,336,122,7,0 to 98,59,1388,944,203,2530,5,0,45,2320,119,190,24,112,2420,2,1,2528,52,60,0,0,54,58,0,112,2,4,8,8,6,17,28,18,12,9,0,0 to 93,60,77,1,8,26,13,74,25,28,0,28,0,0,12,112,58,54,112,0,0,2437,4,2556,2441,112,12,459,144,58,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,2484,48,45,179,339,337,407,447,362,233,84,3,0 to 100,52,1474,999,11,2466,18,0,58,2342,66,141,39,109,2375,0,0,2466,57,46,5,1,51,52,0,103,1,6,6,24,13,14,21,15,8,1,0,1 to 85,48,84,14,2,3,23,76,4,33,2,21,2,1,5,109,54,55,103,6,0,2389,12,2512,2401,109,5,49,26,49,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,24967,267,269,1421,2883,2934,3733,4896,4336,2638,1525,65,0 to 120,57,14672,10232,63,24746,221,0,1219,22996,411,2269,346,1022,23811,12,122,24613,881,97,38,6,547,431,0,978,2,9,64,127,105,156,179,153,119,108,0,0 to 101,57,738,140,61,39,82,814,82,286,18,293,16,1,67,1022,458,564,978,44,0,23984,178,25201,24162,1022,67,317,225,56,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,1504,37,27,103,184,172,170,233,215,167,187,9,0 to 118,57,980,447,77,1500,4,0,56,1294,110,467,9,158,1346,0,0,1500,56,98,1,3,107,47,0,154,1,4,14,15,21,18,17,20,28,20,0,1 to 102,60,105,40,1,8,10,134,10,29,1,36,0,0,18,158,49,109,154,4,0,1355,0,1513,1355,158,18,6,4,63,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,37488,546,760,3398,6007,5576,5925,6810,4840,2392,1131,103,0 to 119,49,20542,16147,799,37105,383,0,486,36046,454,1187,173,1284,36115,13,76,37016,1110,125,39,10,662,573,0,1235,13,27,121,207,208,191,228,157,81,51,0,0 to 101,49,560,482,104,89,135,980,120,275,13,215,8,1,35,1284,596,685,1235,49,0,36098,335,37749,36433,1284,35,788,700,50,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,128,4,0,13,16,21,15,14,21,13,11,0,0 to 118,51,67,57,4,128,0,0,10,117,0,12,0,6,122,0,0,128,5,1,0,0,2,4,0,6,0,0,2,1,0,1,1,0,0,1,0,19 to 98,37,6,0,0,0,1,5,0,1,0,1,0,0,0,6,4,2,6,0,0,126,0,132,126,6,0,0,0,47,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,319,7,4,11,25,28,56,65,74,39,10,0,0 to 91,59,177,141,1,299,20,0,14,304,1,41,7,1,318,0,0,299,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,306,20,327,326,1,0,5,1,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,561,7,9,36,51,83,75,163,97,34,6,0,0 to 118,56,219,336,6,561,0,0,13,537,4,59,4,25,536,0,0,561,23,2,0,0,4,21,0,25,0,0,0,2,1,2,14,5,1,0,0,25 to 76,59,16,7,2,0,0,25,0,1,0,1,0,0,0,25,21,4,25,0,0,690,0,715,690,25,0,10,8,55,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1150,15,16,99,152,135,177,209,137,115,90,5,0 to 118,53,721,410,19,1150,0,0,27,1081,34,143,1,49,1100,0,1,1149,10,39,0,0,41,8,0,49,0,2,3,2,6,4,3,6,12,11,0,8 to 107,73,45,4,0,0,0,49,0,4,0,10,0,0,2,49,8,41,49,0,0,1102,0,1152,1102,49,2,112,80,74,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,764,8,19,55,97,115,130,143,111,54,31,1,0 to 102,51,446,314,4,761,3,0,10,725,13,174,2,32,732,0,0,761,18,12,2,0,21,9,0,30,0,0,4,5,4,9,5,3,1,1,0,19 to 86,46,14,13,2,1,0,29,1,6,0,5,0,0,1,32,9,23,30,2,0,779,1,812,780,32,1,65,26,43,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,14065,192,237,742,1370,1549,1975,3172,2852,1485,379,112,0 to 119,58,8117,5857,91,14052,13,0,133,13771,107,332,70,365,13695,4,1,14047,315,39,9,2,187,167,0,354,2,6,33,41,46,56,79,47,33,22,0,1 to 99,54,259,56,16,23,54,276,24,86,2,52,2,0,10,365,170,195,354,11,0,13883,2,14258,13885,365,10,214,156,53,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,12834,294,280,914,1685,1687,1917,2075,1929,1269,559,225,0 to 119,52,7511,5149,174,12777,57,0,285,11885,231,766,125,736,12089,4,5,12768,583,143,9,1,447,279,0,726,2,8,57,103,103,106,112,92,83,70,0,3 to 102,53,415,161,93,57,177,462,87,306,6,233,2,0,42,736,282,454,726,10,0,12406,47,13195,12453,736,42,569,253,56,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,9694,115,268,662,1386,1490,1662,1654,1178,590,215,474,0 to 109,49,5407,4224,63,9629,65,0,342,8745,390,649,184,622,9014,13,45,9572,545,34,41,2,299,280,0,579,6,13,44,96,93,119,108,79,49,15,0,0 to 102,49,294,52,226,7,342,200,37,219,6,144,6,2,17,622,313,308,579,43,0,9519,21,10175,9540,622,17,450,70,50,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,2277,37,29,101,246,222,277,377,454,377,147,10,0 to 100,61,1356,894,27,2223,54,0,37,2167,47,95,16,104,2166,1,6,2216,84,19,1,0,52,51,0,103,1,3,6,12,12,13,27,14,15,1,0,0 to 85,56,58,24,19,2,33,62,8,43,1,34,1,0,8,104,52,52,103,1,0,2144,53,2303,2197,104,8,108,30,56,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,17444,191,212,1127,2102,2278,2637,3071,2945,1953,878,50,0 to 119,55,10236,7013,195,16937,506,1,391,15796,613,1366,157,1456,15976,4,8,16926,1277,132,42,5,761,648,0,1409,10,10,91,162,198,238,229,206,160,152,0,0 to 101,55,900,235,36,238,308,814,287,468,14,337,13,4,78,1456,675,781,1408,47,1,15587,459,17507,16046,1456,78,1622,353,54,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,9262,188,285,693,1072,1174,1356,1471,1449,1136,435,3,0 to 105,54,5197,4044,21,8990,272,0,213,8277,356,885,141,948,8302,2,10,8978,674,203,55,16,453,423,1,877,16,32,90,115,111,141,150,113,118,62,0,0 to 101,52,629,56,65,127,370,372,135,203,18,147,9,3,37,948,464,483,877,71,0,8269,209,9429,8478,948,37,1078,495,57,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,124827,1174,1683,9046,19734,19973,23208,21737,14704,8362,4645,561,0 to 135,49,64763,58890,1174,124204,622,1,2831,114495,2785,10371,876,15658,108693,192,284,123730,14782,700,168,8,7609,7869,4,15482,69,149,1230,2590,2456,2973,2605,1720,1085,772,9,0 to 108,49,8222,2469,658,4133,7800,3338,4344,4115,43,2385,29,9,561,15658,7992,7661,15481,176,1,109532,445,125961,109977,15658,561,2137,1401,49,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,2097,20,31,104,211,287,351,472,360,180,80,1,0 to 101,56,1139,950,8,2042,55,0,568,1257,83,412,75,100,1947,0,50,1996,74,18,4,4,44,47,1,92,0,3,6,11,13,17,20,14,11,5,0,6 to 91,54,70,5,1,16,20,52,20,14,3,10,2,0,3,100,51,48,92,8,0,1904,43,2047,1947,100,3,264,76,49,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,4918,189,198,385,609,642,685,802,770,429,200,9,0 to 119,51,2849,2046,23,4909,9,0,61,4720,99,153,50,183,4732,2,1,4906,141,40,2,0,60,121,0,181,3,1,17,26,31,31,29,27,11,7,0,0 to 94,50,127,28,5,21,9,152,20,23,0,23,0,0,9,183,121,62,181,2,0,4755,7,4950,4762,183,9,533,56,49,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,968,35,25,69,94,124,154,189,157,77,42,2,0 to 101,53,511,427,30,932,36,0,23,894,15,95,34,77,890,1,0,931,48,16,11,2,40,24,0,64,0,0,5,9,10,8,16,14,9,6,0,20 to 101,58,58,5,0,1,1,60,3,11,2,12,2,0,2,77,28,49,64,13,0,875,23,976,898,77,2,47,11,49,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,1054,11,12,76,164,161,211,190,137,73,19,0,0 to 97,50,508,537,9,1042,12,0,18,902,19,68,20,129,923,2,0,1040,95,30,3,1,24,101,0,125,1,2,7,33,28,26,22,7,3,0,0,4 to 82,42,67,51,5,2,9,83,33,11,2,6,0,0,0,129,104,25,125,4,0,935,8,1075,943,129,0,121,81,36,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,404,6,5,18,41,50,72,89,65,44,14,0,1 to 103,55,236,149,19,402,2,0,29,358,9,39,9,13,391,0,0,402,7,6,0,0,6,7,0,13,0,0,0,3,1,3,6,0,0,0,0,25 to 62,54,12,0,0,1,0,12,1,0,0,1,0,0,1,13,7,6,13,0,0,394,2,409,396,13,1,46,13,54,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,2258,27,36,167,248,291,326,424,365,248,125,1,0 to 103,55,1177,891,190,2177,81,0,29,2183,28,51,24,66,2192,0,0,2177,50,13,1,2,36,27,0,63,0,0,6,13,12,8,8,11,5,3,0,15 to 89,48,51,7,2,3,1,59,3,22,0,13,0,1,1,66,29,37,63,3,0,2194,78,2338,2272,66,1,37,31,49,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,102,1,3,9,14,15,10,16,13,16,4,1,1 to 90,53,56,44,2,102,0,0,3,94,3,9,0,9,93,0,0,102,7,2,0,0,4,5,0,9,0,0,0,3,0,1,2,1,1,1,0,30 to 89,55,5,4,0,0,2,6,1,4,0,3,0,0,1,9,5,4,9,0,0,94,0,103,94,9,1,31,13,61,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,3829,34,31,184,320,389,521,720,664,521,441,4,0 to 102,60,2287,1503,39,3813,16,0,114,3473,62,345,15,380,3445,1,3,3809,264,115,0,1,238,140,1,379,1,2,11,32,20,37,71,59,64,83,0,3 to 101,68,289,40,9,41,15,313,51,61,1,89,1,0,41,380,141,238,379,1,0,3464,15,3861,3479,380,41,79,58,68,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,8394,112,94,422,780,840,1060,1488,1639,1258,673,28,0 to 115,60,4779,3503,112,8193,201,0,379,7728,190,754,85,508,7883,2,1,8190,438,54,10,6,291,201,0,492,2,1,20,43,53,58,70,91,98,72,0,0 to 104,66,399,33,31,29,45,391,56,170,10,145,7,1,58,508,211,297,492,16,0,7797,185,8494,7982,508,58,224,118,64,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,1572,26,23,85,186,223,320,369,195,103,38,4,0 to 101,52,546,932,94,1564,8,0,9,1463,48,141,6,66,1499,0,7,1557,46,20,0,0,31,35,0,66,0,2,2,11,7,10,16,9,5,4,0,7 to 92,56,51,1,0,14,19,26,21,19,0,15,0,0,7,66,35,31,66,0,0,1501,8,1575,1509,66,7,77,54,62,1.62412905104683,0.150723124168937
