OBJECTID,NAME,MOHSISNAME,POP00,Shape__Area,Shape__Length,Cases,Deaths,SPHL,OtherLabs,twenty,thirty,fourty,fifty,sixty,Travel,Contact,Un_known,seventy,under20,NoKnownContact,GlobalID,CreationDate,Creator,EditDate,Editor,twenty1,thirty1,fourty1,fifty1,sixty1,seventy1,eighty,Male,Women,UnknownGender
105,Stone,STONE,28658,1321296358.36414,165184.298237643,2,,1,1,,,,,,,,,,,,fde9fd4d-25a4-4472-a40d-b5bb324dabf4,2020-03-24T20:48:38.049Z,mophep,2020-04-01T19:00:15.161Z,mophep,,,,,,,,,,
106,Butler,BUTLER,40867,1811905364.57202,233767.858656216,1,,,1,,,,,,,,,,,,e1335b97-076d-4d8e-ac69-06744ea08d56,2020-03-24T20:48:38.049Z,mophep,2020-04-01T18:44:21.203Z,mophep,,,,,,,,,,
107,Barry,BARRY,34010,2046820185.64417,183325.537000058,1,,,1,,,,,,,,,,,,387e3426-8d68-465d-90f7-a7d44535dd1e,2020-03-24T20:48:38.049Z,mophep,2020-04-01T21:44:08.476Z,mophep,,,,,,,,,,
108,New Madrid,NEW MADRID,19760,1807262909.19238,267280.825418539,1,,,1,,,,,,,,,,,,270a4a27-6dfe-47d3-8957-54e95ab87778,2020-03-24T20:48:38.049Z,mophep,2020-04-02T18:51:35.970Z,mophep,,,,,,,,,,
109,Oregon,OREGON,10344,2049313637.45703,185227.310329403,0,,,,,,,,,,,,,,,6846fdf0-fe4b-4c2b-84cd-05a7751b4840,2020-03-24T20:48:38.049Z,mophep,2020-03-24T20:48:38.049Z,mophep,,,,,,,,,,
110,Ripley,RIPLEY,13509,1636086245.33862,169543.341856741,2,,,2,,,,,,,,,,,,5566463b-d983-4a56-a2fa-757d17d122a7,2020-03-24T20:48:38.049Z,mophep,2020-03-29T20:36:48.284Z,mophep,,,,,,,,,,
111,Taney,TANEY,39703,1686337514.57068,166478.951761201,5,,0,5,,,,,,,,,,,,7cba9d65-0ee5-4ae0-99f2-9c29823631de,2020-03-24T20:48:38.049Z,mophep,2020-04-03T18:57:17.224Z,mophep,,,,,,,,,,
112,Ozark,OZARK,9542,1954762308.82178,183633.582679998,0,,,,,,,,,,,,,,,2758528b-19f1-4fe7-824c-4860f6e93905,2020-03-24T20:48:38.049Z,mophep,2020-03-24T20:48:38.049Z,mophep,,,,,,,,,,
113,McDonald,MCDONALD,21681,1396587359.5614,155013.685533705,2,,,2,,,,,,,,,,,,5ffa7584-fef7-499a-9ea6-11110f54b4ac,2020-03-24T20:48:38.049Z,mophep,2020-03-30T19:08:56.199Z,mophep,,,,,,,,,,
114,Dunklin,DUNKLIN,33155,1418066550.24585,273820.475494117,7,,0,7,,,,,,,,,,,,b3817808-77df-4e51-bf0f-c885cda1d013,2020-03-24T20:48:38.049Z,mophep,2020-04-03T18:48:57.033Z,mophep,,,,,,,,,,
115,Pemiscot,PEMISCOT,20047,1320283785.51221,189299.757571735,3,,,3,,,,,,,,,,,,4542816a-9fd4-4e75-9bc3-8e61b3b37e2b,2020-03-24T20:48:38.049Z,mophep,2020-04-02T18:52:01.624Z,mophep,,,,,,,,,,
116,Kansas City,KANSAS CITY,1776062,823366306.663086,346294.183204962,153,,2,151,,,,,,,,,,0,,b1748cef-7631-46ba-a261-4791a44720fb,2020-03-24T20:48:38.049Z,mophep,2020-04-03T18:51:17.889Z,mophep,,,,,,,,,,
117,Joplin,JOPLIN,45504,81548505.5493164,107764.513581536,1,,,1,,,,,,,,,,,,433b918c-d18c-417c-adcb-dfa5744f7787,2020-03-24T20:48:38.049Z,mophep,2020-04-01T18:56:08.156Z,mophep,,,,,,,,,,
118,TBD,,,,,3,,1,2,,,,,,,,,,,,19932d11-47fb-4ead-b7d8-225c2709cb2b,2020-03-24T20:48:38.049Z,mophep,2020-04-02T18:54:52.122Z,mophep,,,,,,,,,,
119,Out of State,,,,,0,,,,,,,,,,,,,,,059834b0-599d-4201-bc69-4a4180eac246,2020-03-24T20:48:38.049Z,mophep,2020-03-24T20:48:38.049Z,mophep,,,,,,,,,,
