OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,140,3,1,7,27,17,9,26,21,24,5,0,0,0,0,4,0,0,3,0,1,1,53,2 to 91,52,27 to 91,9,0,81,57,2,139,1,0,50,89,1,5,0,4,6,0,3,1,136,9,127,0,4,8,64,18,9,7,2,9,0,0,126,1,140,127,9,1,3,1,1654926851.96404,168390.780925558
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,293,2,2,16,33,44,36,58,68,25,9,0,0,0,1,1,2,3,11,8,2,0,54,0 to 93,59,17 to 77,26,0,168,117,8,290,3,0,23,250,20,19,2,7,23,1,4,1,291,28,262,1,2,5,53,17,28,14,14,26,2,0,261,1,293,262,28,1,58,32,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,102,0,4,5,16,19,11,20,14,7,6,0,0,0,0,1,2,1,0,1,0,0,51,7 to 90,44,28 to 70,5,0,59,40,3,101,1,0,10,91,1,3,0,2,3,0,2,0,101,5,96,0,1,7,5,2,5,3,2,5,0,0,95,1,102,96,5,0,9,8,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,548,8,7,28,42,50,81,111,121,74,25,1,0,1,2,6,1,9,8,12,7,1,57,0 to 105,57,8 to 88,41,0,326,216,6,538,10,0,52,456,40,22,5,20,35,5,7,0,532,47,485,0,16,47,18,29,47,29,18,41,6,0,483,2,548,485,47,0,104,61,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,14717,134,178,1020,2471,2708,2754,2515,1743,796,379,19,2,7,138,241,281,288,305,202,92,41,48,0 to 106,49,0 to 97,1559,0,7232,5988,1497,14583,134,0,1006,13202,509,485,648,465,811,597,190,22,14644,1598,13035,11,73,565,770,769,1598,867,680,1559,39,0,12947,92,14717,13039,1598,22,937,701,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,1322,54,44,133,244,195,215,201,139,77,20,0,1,1,20,21,20,16,16,12,5,1,44,0 to 100,43,2 to 94,106,0,799,515,8,1171,151,0,67,1214,41,60,38,15,81,27,5,0,1320,113,1207,0,2,57,49,20,113,61,52,106,7,0,1063,144,1322,1207,113,0,105,75,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,80,1,3,6,10,13,7,17,10,9,3,1,0,0,0,1,1,0,0,0,0,0,51,4 to 97,37,33 to 41,2,0,35,39,6,78,2,0,23,50,7,0,2,0,2,0,0,0,77,2,75,0,3,26,2,1,2,1,1,2,0,0,73,2,80,75,2,0,2,1,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,23,0,1,3,1,1,4,5,4,4,0,0,0,0,0,1,0,0,0,0,0,0,54,7 to 84,25,25 to 25,0,0,9,13,1,22,1,0,4,17,2,1,0,0,1,0,0,0,23,1,22,0,0,7,1,0,1,0,1,0,1,0,22,0,23,22,1,0,4,4,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,1932,70,31,317,432,278,229,229,196,82,37,31,1,0,23,25,11,16,17,12,3,1,42,0 to 118,42,2 to 91,104,0,1153,743,36,1900,32,0,166,1732,34,39,49,22,51,45,14,0,1917,110,1804,3,15,80,67,20,110,51,59,104,6,0,1779,26,1932,1805,110,0,62,50,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,1677,30,38,112,222,302,321,286,219,101,44,2,0,3,7,12,11,23,32,25,5,1,49,0 to 96,53,9 to 91,116,0,922,678,77,1671,6,0,154,1452,71,56,28,35,73,22,24,2,1630,119,1510,1,47,125,121,96,119,65,53,116,3,0,1509,2,1677,1511,119,2,134,115,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,55,0,0,4,11,3,7,6,9,8,5,2,0,0,2,2,0,0,2,1,1,2,56,21 to 95,55,23 to 87,7,0,24,30,1,38,17,0,0,55,0,0,10,0,0,10,0,0,35,10,25,0,20,0,0,0,10,3,7,7,3,0,15,10,55,25,10,0,13,11,426757389.663452,73231.2921286601
