ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,570,12,13,22,44,78,80,117,121,65,17,1,0 to 101,58,340,225,5,565,5,0,7,489,41,79,7,38,532,0,0,565,15,21,2,0,21,15,0,36,1,1,2,3,5,4,7,7,4,4,0,1 to 95,58,10,19,7,0,5,30,1,7,2,9,0,0,4,38,17,21,36,2,0,987,3,1029,990,38,4,76,38,58,58,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1114,48,40,95,126,141,152,168,180,108,49,7,0 to 99,51,711,397,6,1091,23,0,27,903,53,287,15,143,970,1,0,1090,89,50,4,0,85,54,0,139,5,5,16,15,22,20,32,12,5,11,0,0 to 98,49,33,91,10,5,9,112,18,27,0,4,0,1,3,143,55,88,139,4,0,1597,19,1761,1616,143,3,306,204,50,49,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2215,3,4,158,690,561,398,267,93,28,5,8,0 to 92,38,169,2037,9,2215,0,0,1,2000,1,83,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,55,54,35,5,0,0,0,20 to 73,41,115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2085,0,2307,2085,220,1,40,15,41,41,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2004,17,25,160,538,416,320,245,168,69,42,4,0 to 118,41,452,1525,27,1998,6,0,34,1872,9,319,5,315,1688,0,1,1997,304,8,2,1,57,255,0,312,6,8,30,87,66,55,49,11,3,0,0,0 to 84,39,139,141,30,2,51,115,146,35,1,9,0,0,2,315,257,58,312,3,0,2256,3,2575,2259,315,2,19,17,39,39,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3323,37,34,225,415,448,550,633,447,292,187,55,0 to 119,53,1858,1412,53,3283,40,0,94,3087,28,264,54,240,3047,0,36,3254,193,35,11,1,113,115,0,228,3,3,30,51,41,46,33,16,15,2,0,2 to 93,42,186,20,13,9,72,143,13,78,3,31,2,1,4,240,121,119,228,12,0,6632,21,6899,6653,240,4,87,79,44,42,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3455,88,104,241,421,429,451,671,552,288,201,9,0 to 119,54,1951,1404,100,3440,15,0,216,3060,63,339,16,243,3209,0,3,3437,205,36,2,0,122,119,0,241,7,14,26,56,35,39,36,18,7,5,0,0 to 97,40,113,99,27,2,31,204,6,8,0,20,0,0,3,243,121,122,241,2,0,5107,13,5368,5120,243,3,27,25,40,40,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,896,30,16,98,132,123,146,148,103,66,32,2,0 to 99,48,496,348,52,836,60,0,24,840,16,76,3,42,854,0,0,836,20,22,0,0,23,19,0,42,0,2,6,4,6,4,6,6,5,3,0,10 to 97,53,29,11,2,0,1,40,1,11,0,12,0,0,4,42,19,23,42,0,0,1455,60,1557,1515,42,4,40,39,48,53,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,885,12,13,66,130,124,143,157,155,63,21,1,0 to 119,52,441,429,15,874,11,0,5,754,5,143,6,137,748,0,0,874,119,16,0,2,18,117,0,135,1,0,10,45,40,22,10,8,1,0,0,1 to 79,38,78,47,5,5,11,99,25,7,0,4,0,0,0,137,118,19,135,2,0,1674,9,1821,1683,137,0,60,54,43,38,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,7706,153,183,580,795,905,1000,1366,1361,952,389,22,0 to 100,56,3783,3464,459,7611,95,0,373,6471,82,1251,78,1639,6043,1,23,7588,1611,13,15,0,732,886,6,1624,59,87,259,293,307,277,172,81,61,41,2,0 to 99,38,566,68,576,414,937,374,313,260,2,154,1,1,22,1639,895,738,1624,15,0,13262,78,14989,13340,1639,22,120,109,38,38,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,56460,1292,1578,5141,8835,8179,8662,9366,7437,4000,1837,133,0 to 119,48,32235,23957,268,56040,420,0,804,53446,458,2683,314,6892,49457,23,88,55930,6632,186,71,3,3603,3200,15,6818,127,244,1252,1687,1055,900,701,440,275,185,26,0 to 104,35,2134,1133,1000,2551,1416,2434,2968,878,11,589,8,3,121,6892,3233,3644,6818,74,0,97075,345,104392,97420,6892,121,1875,1528,37,35,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,16305,282,361,1008,1581,1722,2126,3021,3301,2048,752,103,0 to 119,58,9268,6731,306,16053,252,0,826,14597,177,1700,46,2132,14168,4,1,16048,2057,59,16,0,1119,991,6,2116,47,96,265,352,340,305,276,193,163,95,0,0 to 101,43,1259,247,208,402,701,938,477,181,2,253,2,2,127,2132,999,1127,2116,16,0,31365,236,33747,31601,2132,127,343,245,45,43,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8323,120,205,640,962,1147,1362,1486,1310,761,309,21,0 to 101,53,4811,3406,106,8302,21,0,147,7770,130,569,52,523,7796,1,3,8298,455,65,3,0,302,218,0,520,0,8,52,63,63,80,84,83,55,35,0,6 to 100,54,295,101,53,71,48,388,84,144,0,101,0,0,33,523,219,304,520,3,0,14475,18,15020,14493,523,33,347,314,55,54,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1095,30,67,148,204,146,136,149,125,64,26,0,0 to 94,41,601,477,17,1088,7,0,50,649,2,362,7,334,761,0,0,1088,314,15,5,0,157,172,0,329,9,27,52,76,56,41,31,26,11,5,0,0 to 86,35,218,54,30,27,207,95,27,53,3,34,3,1,2,334,175,159,329,5,0,1706,2,2044,1708,334,2,516,417,35,35,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,14915,164,215,949,1687,1707,2152,2559,2814,1875,767,26,0 to 168,57,9145,5720,50,14888,27,0,4311,10030,177,3330,146,467,14105,0,343,14546,438,24,4,1,261,201,0,462,7,11,62,84,76,72,73,46,28,8,0,0 to 97,44,324,88,30,20,81,358,23,90,3,57,0,0,10,467,202,265,462,5,0,20824,21,21319,20845,467,10,592,427,45,44,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,20721,173,300,1156,2134,2238,2977,4275,3980,2174,1029,285,0 to 119,58,11597,8422,702,20624,97,0,355,19474,230,1135,145,1369,19352,0,0,20624,1207,147,14,1,692,661,1,1354,6,26,203,232,169,211,207,168,84,63,0,0 to 102,47,736,258,213,147,172,955,227,283,5,198,4,0,53,1369,668,700,1354,15,0,32699,82,34164,32781,1369,53,1212,598,49,47,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,808,21,27,65,89,133,107,137,120,68,40,1,0 to 118,52,477,313,18,808,0,0,11,696,6,77,1,62,746,0,0,808,46,16,0,0,29,33,0,62,0,3,12,3,11,11,11,3,5,3,0,6 to 91,48,46,14,1,1,1,59,2,13,0,10,0,0,3,62,33,29,62,0,0,1246,0,1308,1246,62,3,122,67,48,48,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,15569,224,253,873,1454,1528,1926,2524,2845,2022,666,1254,0 to 103,58,8139,6367,1063,15430,139,0,187,14776,222,661,99,838,14718,0,13,15419,805,16,17,0,377,444,0,821,12,22,130,151,117,126,114,79,70,17,0,0 to 103,43,401,120,158,142,158,493,170,164,12,99,5,1,21,838,454,384,821,17,0,28284,120,29254,28404,838,21,711,419,44,43,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1746,26,28,167,228,192,232,338,266,189,79,1,0 to 118,54,1010,719,17,1745,1,0,25,1471,16,313,4,154,1592,0,0,1745,136,18,0,0,50,104,0,154,1,1,32,40,27,13,21,10,6,3,0,3 to 99,36,57,9,81,7,87,61,6,15,0,11,0,0,1,154,104,50,154,0,0,2793,1,2950,2794,154,1,249,199,35,36,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3870,28,28,94,174,186,297,516,1429,900,132,86,0 to 119,69,1899,1773,198,3795,75,0,119,3490,164,294,59,299,3548,0,23,3772,248,49,1,1,91,206,0,297,1,3,11,9,37,42,43,96,48,9,0,4 to 92,65,236,38,8,15,21,259,17,64,0,47,0,0,17,299,208,91,297,2,0,6303,73,6680,6376,299,17,75,63,65,65,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,17568,221,396,1633,2306,2341,2696,2887,2512,1189,516,871,0 to 119,50,9950,7491,127,17527,41,0,316,16609,246,767,101,1624,15932,1,11,17516,1559,55,10,0,843,770,1,1614,17,26,453,366,216,216,137,100,55,38,0,0 to 100,32,947,165,129,373,349,725,540,252,5,152,1,0,16,1624,773,850,1614,10,0,29007,30,30676,29037,1624,16,816,573,33,32,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,65420,1129,1477,5651,9710,9673,10300,10443,7472,3534,1349,4682,0 to 120,47,35907,29171,342,64325,1094,1,846,62703,585,2311,418,6056,59300,0,64,64264,5818,103,130,5,2796,3091,34,5921,83,136,1357,1548,996,860,610,281,134,49,2,0 to 103,34,1789,907,1247,1978,1322,1755,2844,836,46,428,37,5,53,6056,3168,2853,5920,135,1,107046,957,114145,108003,6056,53,1379,1153,35,34,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4029,38,70,202,376,358,477,748,917,635,199,9,0 to 222,61,2243,1588,198,4022,7,0,73,3595,119,304,27,219,3808,1,1,4021,136,83,0,0,110,108,1,219,2,4,26,23,15,37,51,30,19,12,0,0 to 97,55,167,9,11,32,23,164,32,33,0,35,0,0,12,219,108,110,219,0,0,8491,6,8719,8497,219,12,845,390,57,55,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,3910,66,61,301,505,463,570,703,567,416,254,4,0 to 102,54,2374,1515,21,3890,20,0,84,3580,66,206,45,218,3691,0,1,3889,145,67,5,1,108,104,0,212,2,7,29,46,31,34,34,22,10,3,0,1 to 90,41,149,22,11,30,38,127,47,50,2,29,2,1,5,218,106,112,212,6,0,8649,14,8882,8663,218,5,408,357,46,41,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,39375,377,557,2608,4895,4552,5650,7441,6812,4138,2251,94,0 to 120,56,22860,16411,104,39039,336,0,2290,34978,411,4949,385,4387,34920,1,67,38971,4179,144,57,7,2458,1854,11,4323,46,166,677,976,586,572,487,371,270,226,10,0 to 102,40,1973,991,221,1138,334,2632,1357,679,19,575,17,2,132,4387,1893,2483,4323,64,0,74744,272,79426,75016,4387,132,579,487,41,40,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2279,62,59,186,302,270,266,369,306,238,211,10,0 to 118,54,1447,752,80,2271,8,0,63,1931,110,592,18,349,1930,0,0,2271,230,111,5,3,209,132,0,341,7,18,43,51,54,44,48,28,33,23,0,0 to 102,45,181,52,51,57,109,177,55,50,1,47,0,0,18,349,135,214,341,8,0,3103,0,3454,3103,349,18,65,61,47,45,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,49540,801,1050,4536,8011,7228,7592,8802,6456,3296,1648,119,-6 to 119,49,27291,21504,745,48923,617,0,753,46694,454,2388,216,3419,46067,11,43,48869,3062,268,78,11,1703,1627,0,3330,54,95,552,816,576,447,428,255,124,71,1,0 to 101,37,1258,948,464,660,499,2107,724,484,21,325,11,3,62,3419,1674,1743,3330,89,0,80500,528,84498,81028,3419,62,2016,1899,39,37,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,351,6,0,43,43,39,35,38,47,55,44,1,0 to 119,58,225,119,7,351,0,0,12,328,0,19,1,20,331,0,0,351,15,5,0,0,9,11,0,20,1,0,3,5,1,3,3,2,0,2,0,3 to 98,40,18,2,0,0,4,16,0,3,0,2,0,0,0,20,11,9,20,0,0,439,0,460,439,20,0,16,16,46,40,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,619,11,15,39,57,64,103,124,122,65,19,0,0 to 94,56,365,251,3,563,56,0,18,584,1,58,12,14,602,0,3,560,9,3,2,0,8,4,0,12,0,1,1,2,2,4,1,3,0,0,0,9 to 70,44,8,1,2,1,2,9,1,4,1,1,1,0,0,14,5,9,12,2,0,1288,54,1356,1342,14,0,26,23,48,44,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1172,11,17,56,76,108,139,402,277,72,14,0,0 to 118,59,317,848,7,1172,0,0,16,1130,4,79,4,44,1128,0,0,1172,41,3,0,0,7,37,0,44,0,0,2,5,1,3,20,11,2,0,0,16 to 80,61,27,15,2,0,2,42,0,10,0,9,0,0,2,44,37,7,44,0,0,2095,0,2139,2095,44,2,39,37,61,61,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1486,20,26,120,192,171,223,290,189,146,103,6,0 to 118,54,931,530,25,1484,2,0,30,1393,34,164,2,69,1416,0,1,1483,28,41,0,0,51,18,0,69,0,3,7,7,10,8,5,6,12,11,0,8 to 107,53,53,14,2,0,4,64,1,13,0,13,0,0,2,69,18,51,69,0,0,2220,2,2292,2222,69,2,168,136,62,53,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1258,14,29,87,138,169,216,245,213,107,39,1,0 to 102,53,711,536,11,1254,4,0,13,1189,13,197,4,41,1216,0,1,1253,23,16,2,0,26,13,0,39,1,0,5,6,6,12,6,3,1,1,0,3 to 86,46,22,13,3,1,1,37,1,7,0,5,0,0,1,41,13,28,39,2,0,1853,2,1896,1855,41,1,112,37,46,46,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,19848,263,354,1172,1928,2148,2763,4451,3961,2104,557,147,0 to 119,58,11261,8485,102,19829,19,0,233,19080,107,872,90,1022,18823,0,3,19826,947,62,11,2,517,491,1,1009,17,29,185,179,160,144,153,84,42,29,0,0 to 99,40,670,88,76,175,237,583,189,196,3,101,3,0,17,1022,496,525,1009,13,0,35208,6,36238,35214,1022,17,802,744,42,40,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,19627,459,530,1511,2504,2551,2814,3160,3027,1927,805,339,0 to 119,52,11337,8107,183,19532,95,0,420,17653,231,1715,145,2454,17158,1,14,19517,2187,251,15,1,1369,1068,1,2438,35,84,327,408,395,345,314,235,187,124,0,0 to 103,44,1343,384,262,449,684,1225,529,618,9,427,5,1,80,2454,1075,1378,2438,16,0,36362,79,38908,36441,2454,80,1448,878,46,44,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,13748,178,362,993,1921,1971,2258,2349,1796,887,324,709,0 to 155,49,7681,5995,72,13671,77,0,583,12179,390,1145,212,1222,12477,2,47,13623,1136,37,47,2,585,587,1,1173,18,31,156,269,184,202,165,112,64,20,1,0 to 102,42,539,108,469,57,714,356,103,320,8,179,7,2,24,1222,623,598,1173,49,0,20768,27,22038,20795,1222,24,979,466,44,42,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3846,59,58,187,399,348,452,612,722,630,359,20,0 to 119,61,2331,1478,37,3781,65,0,68,3550,47,251,24,270,3571,0,5,3776,229,39,2,0,139,129,0,268,7,9,26,37,37,44,51,29,25,5,0,0 to 91,50,165,48,40,15,100,147,21,63,1,56,1,0,10,270,131,139,268,2,0,6739,63,7076,6802,270,10,334,219,51,50,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,27435,321,432,1990,3219,3369,3855,4644,4850,3233,1463,59,0 to 119,56,15795,11403,237,26474,960,1,640,24202,613,2788,175,3944,23464,1,26,26449,3683,175,80,6,2055,1789,14,3858,54,103,522,660,585,598,518,384,281,239,0,0 to 101,45,2254,533,105,966,1231,1630,997,888,15,553,13,4,148,3944,1836,2092,3857,86,1,43783,873,48610,44656,3944,148,2613,1006,46,45,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,16682,356,625,1515,1908,2074,2169,2482,2726,2098,695,34,0 to 105,53,8964,7643,75,16321,361,0,467,13672,356,2784,164,3456,13138,3,85,16233,3076,298,66,16,1630,1742,2,3374,93,196,566,560,602,492,418,248,194,87,0,0 to 101,39,1873,167,292,1042,1743,778,853,443,20,299,11,6,67,3456,1791,1663,3374,82,0,26450,279,30200,26729,3456,67,3300,2311,40,39,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,164403,1781,2625,12714,26181,26112,29903,28167,19125,10870,6274,651,0 to 225,49,85764,77481,1158,162936,1466,1,4066,147795,2785,17321,1003,27779,136377,100,147,162691,26450,830,490,9,13556,13702,22,27280,257,504,2679,4853,4437,5011,4202,2735,1719,1332,50,0 to 108,47,14191,4132,1275,7682,14260,5416,7604,6323,48,3795,31,15,926,27779,13968,13785,27279,499,1,239746,966,268718,240712,27779,926,4593,3853,47,47,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3736,29,61,230,450,504,638,819,601,294,108,2,0 to 101,54,1967,1759,10,3655,81,0,1284,2031,83,832,127,174,3505,0,57,3604,141,20,9,4,74,87,0,161,2,6,12,19,24,28,25,28,18,12,0,3 to 100,53,118,7,1,35,41,80,40,24,3,18,2,0,4,174,94,80,161,13,0,4648,61,4883,4709,174,4,601,324,54,53,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7050,228,265,579,930,986,1054,1167,1048,545,238,10,0 to 119,50,3867,3156,27,6982,68,0,93,6629,99,314,76,371,6677,1,1,6980,325,40,6,0,137,228,0,365,4,4,70,65,61,66,45,34,13,9,0,0 to 98,40,278,45,8,34,23,287,55,31,0,27,0,0,9,371,229,142,365,6,0,11121,62,11556,11183,371,9,910,363,41,40,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1690,53,42,110,178,218,250,296,250,158,132,3,0 to 101,54,938,715,37,1622,68,0,33,1524,15,215,49,198,1491,0,1,1621,147,23,25,3,93,77,0,170,6,11,21,24,35,25,35,22,13,6,0,0 to 101,46,152,11,4,3,48,115,7,30,7,23,2,0,9,198,87,111,170,28,0,2799,40,3042,2839,198,9,147,92,46,46,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3049,26,35,251,519,521,531,479,310,231,140,6,0 to 105,48,1371,1584,94,3026,23,0,18,2618,19,328,27,342,2703,1,3,3022,295,38,8,1,81,252,0,333,2,8,33,81,79,63,53,16,6,1,0,0 to 87,40,141,139,19,34,29,197,107,42,2,26,0,0,2,342,256,86,333,9,0,4472,14,4839,4486,342,2,475,275,40,40,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,915,12,16,58,96,110,146,195,128,99,55,0,0 to 119,55,538,355,22,909,6,0,32,748,9,138,14,101,811,0,3,906,79,20,2,0,51,48,0,99,0,2,5,11,9,12,22,17,16,7,0,9 to 99,59,73,18,1,7,1,90,8,10,0,20,0,0,11,101,48,53,99,2,0,1599,4,1705,1603,101,11,137,79,59,59,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3289,46,52,233,335,383,450,629,604,382,171,4,0 to 103,57,1774,1321,194,3180,109,0,49,3142,28,94,34,128,3159,0,2,3178,99,21,6,2,61,59,0,120,2,1,19,22,28,14,15,17,7,3,0,1 to 89,43,83,16,2,19,1,99,20,31,1,17,0,0,1,128,62,66,120,8,0,5821,101,6052,5922,128,1,136,130,43,43,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,298,2,10,35,62,63,34,32,30,23,6,1,1 to 90,40,119,176,3,298,0,0,26,206,3,136,0,143,155,0,0,298,141,2,0,0,27,115,1,143,1,3,19,43,40,18,12,5,1,1,0,3 to 89,37,117,18,3,5,97,41,5,18,0,14,0,0,1,143,115,27,143,0,0,437,0,580,437,143,1,143,84,37,37,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5556,62,52,258,465,533,765,1067,1058,740,550,6,0 to 119,60,3278,2212,66,5537,19,0,175,4975,62,600,24,617,4936,1,2,5534,462,152,2,1,372,242,0,614,6,8,31,65,42,73,112,89,86,105,0,0 to 101,62,504,56,15,39,42,520,52,112,1,141,1,0,76,617,244,373,614,3,0,10063,16,10697,10079,617,76,94,75,63,62,3.83218059315228,0.165856243943894
