ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,833,18,24,98,107,120,127,124,105,74,36,0,0 to 118,49,461,364,8,833,0,0,20,688,2,184,3,143,690,0,0,833,122,21,0,0,45,98,0,143,5,6,23,22,25,24,21,10,7,0,0,0 to 83,40,96,15,15,17,29,92,22,8,0,1,0,0,0,143,98,45,143,0,0,2542,0,2690,2542,143,0,246,229,,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3958,84,162,426,595,504,601,640,456,313,164,13,0 to 118,48,2398,1498,62,3950,8,0,125,3508,133,640,22,775,3180,1,2,3947,443,332,0,0,382,366,27,775,15,70,141,142,115,100,86,54,35,15,2,0 to 100,36,366,227,80,102,130,527,118,118,0,60,0,0,7,775,366,382,775,0,0,8075,8,8864,8083,775,7,235,166,,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,999,33,24,103,154,136,128,173,145,75,24,4,0 to 118,48,560,408,31,991,8,0,22,779,3,241,28,143,855,1,0,990,115,26,2,0,72,68,1,141,0,5,31,39,24,14,17,5,8,0,0,6 to 84,33,72,35,20,14,26,98,17,28,0,10,0,0,1,143,68,74,141,2,0,1629,6,1781,1635,143,1,351,250,,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,8051,219,183,754,1238,1152,1049,1173,892,759,589,43,0 to 119,49,4772,3179,100,7900,150,1,250,6907,137,771,97,1385,6637,0,29,7872,1232,134,14,5,720,605,41,1366,19,44,252,287,214,174,159,112,72,49,3,0 to 103,38,741,117,96,412,230,638,498,138,3,79,1,0,10,1385,614,730,1365,19,1,17062,131,18600,17193,1385,10,1455,1024,,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,656,8,9,55,70,94,94,119,94,74,39,0,0 to 99,54,390,253,13,656,0,0,13,466,4,138,7,162,493,0,1,655,146,16,0,0,102,60,0,162,1,3,18,21,15,17,25,18,23,21,0,1 to 99,56,123,18,8,13,10,130,22,21,0,14,0,0,7,162,60,102,162,0,0,1129,0,1297,1129,162,7,291,229,,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,81894,1322,2061,7034,10806,10362,11601,13385,11474,7939,4299,1611,0 to 119,52,44474,37114,306,81039,853,2,3972,69985,465,12936,439,21806,59721,181,186,80677,21412,182,206,6,10880,10652,62,21594,376,794,3163,4142,3588,3231,2754,1650,1160,934,14,0 to 105,41,8043,3427,3038,7086,6274,7833,7487,2841,42,2057,27,14,611,21806,10765,10976,21592,212,2,165330,636,188104,165966,21806,611,6365,6100,,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,12807,231,315,1029,1663,1693,1999,2136,1878,1201,624,38,0 to 119,52,7390,5151,266,12658,149,0,744,10271,188,2394,95,3061,9553,7,186,12465,2941,104,16,0,1643,1370,32,3045,54,120,427,548,507,510,385,262,145,96,7,0 to 104,42,1000,523,293,1229,594,1040,1411,310,1,245,2,1,64,3061,1379,1650,3045,16,0,26211,129,29434,26340,3061,64,2003,1988,,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,17456,342,448,1663,2346,2429,2771,2886,2458,1465,618,30,0 to 119,50,9894,7470,92,17368,88,0,742,14571,223,2620,155,4060,13352,2,42,17324,3954,83,22,1,2021,1977,39,4037,70,117,695,790,655,642,488,349,177,76,1,0 to 99,40,2170,253,369,1245,661,1916,1460,456,8,272,4,1,29,4060,1988,2033,4037,23,0,43443,65,47601,43508,4060,29,3101,2549,,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,3230,60,123,266,539,550,560,491,400,155,83,3,0 to 119,46,2195,1023,12,3212,17,1,52,2821,46,482,20,615,2613,1,1,3211,598,13,4,0,395,215,1,611,10,36,71,116,128,107,63,44,27,12,1,0 to 98,40,196,248,30,137,88,353,170,110,0,74,0,0,8,615,215,399,610,4,1,6508,13,7151,6521,615,8,528,333,,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,14864,210,385,2380,2498,2110,2134,2266,1791,699,349,42,0 to 119,44,7719,6996,149,14608,255,1,303,13577,201,1106,109,2448,12402,2,12,14595,2369,26,50,3,1247,1117,31,2395,18,92,1024,483,267,210,205,98,31,10,10,0 to 105,25,648,664,91,992,141,1005,1249,147,12,65,10,7,8,2448,1144,1273,2394,53,1,37182,198,39909,37380,2448,8,1122,704,,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,636,14,15,35,60,86,91,125,122,68,19,1,0 to 101,56,375,257,4,630,6,0,13,500,41,123,10,87,549,0,0,630,56,28,3,0,45,39,0,84,2,2,11,15,12,11,13,8,7,6,0,0 to 95,49,40,32,8,4,9,69,6,17,2,12,0,0,4,87,42,45,84,3,0,1447,2,1537,1449,87,4,125,87,,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1383,70,66,142,164,181,191,200,195,113,55,6,0 to 99,49,878,500,5,1357,26,0,42,952,53,491,26,367,1015,0,1,1356,218,143,6,0,228,133,0,361,25,22,47,50,58,58,55,26,9,17,0,0 to 98,42,73,246,21,21,20,280,61,66,0,16,0,1,4,367,135,232,361,6,0,2635,20,3028,2655,367,4,505,405,,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2281,6,10,175,697,565,409,278,96,30,7,8,0 to 105,38,204,2070,7,2281,0,0,3,2005,1,132,4,277,2004,0,0,2281,272,4,0,0,25,251,0,276,3,4,29,65,58,65,43,7,1,1,0,0 to 85,40,160,102,5,9,8,180,88,10,0,5,0,0,1,276,251,25,276,0,0,2345,0,2623,2345,276,1,146,121,,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2120,28,43,190,557,426,333,252,173,72,42,4,0 to 118,40,525,1573,22,2114,6,0,47,1903,9,428,6,434,1685,0,1,2113,421,10,2,1,133,298,0,431,17,26,60,107,76,69,56,16,6,1,0,0 to 86,35,165,220,35,11,68,208,155,60,1,16,0,0,2,434,300,134,431,3,0,2853,3,3291,2856,434,2,40,38,,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,4334,52,59,411,637,627,707,754,518,318,195,56,0 to 119,50,2409,1870,55,4274,60,0,250,3680,28,878,89,1323,3009,0,2,4272,1162,119,39,2,689,588,4,1281,18,28,229,290,232,214,161,93,42,14,1,0 to 95,38,739,152,62,328,161,734,386,152,7,52,2,3,8,1322,614,704,1281,41,0,11256,22,12626,11278,1322,8,140,132,,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3773,100,116,273,479,481,501,722,586,300,206,9,0 to 119,53,2075,1612,86,3755,18,0,307,3163,63,550,16,589,3181,0,3,3752,541,43,5,0,240,344,0,584,20,26,60,115,92,86,93,59,27,11,0,0 to 118,43,247,166,59,112,65,397,122,15,0,60,0,0,4,589,348,241,584,5,0,7019,13,7627,7032,589,4,37,35,,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1049,34,22,125,157,151,168,169,113,76,32,2,0 to 99,47,567,428,54,989,60,0,69,866,16,206,5,175,867,0,7,982,117,58,0,0,78,93,4,175,2,6,28,27,29,25,27,13,15,3,0,1 to 97,43,117,33,6,19,3,143,29,29,0,20,0,0,4,175,93,78,175,0,0,2926,59,3160,2985,175,4,212,211,,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,984,16,16,82,149,138,161,169,160,67,25,1,0 to 119,51,473,496,15,970,14,0,12,763,5,227,10,229,754,0,1,969,197,27,3,2,43,181,0,224,2,0,26,65,53,39,20,15,5,4,0,1 to 93,38,130,71,9,14,16,173,35,9,0,7,0,0,1,229,182,47,224,5,0,2565,9,2809,2574,229,1,162,156,,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9040,195,293,786,1036,1126,1190,1498,1469,1012,412,23,0 to 100,54,4475,4136,429,8942,98,0,630,6704,82,2355,85,2864,6137,1,38,8904,2831,15,18,0,1322,1510,14,2846,96,176,453,520,506,456,289,182,118,65,3,0 to 99,38,1017,142,852,835,1479,728,639,422,3,235,2,1,42,2864,1520,1330,2846,18,0,17484,77,20454,17561,2864,42,1244,1233,,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,69579,1643,2184,7619,11822,10282,10572,10719,8032,4294,1979,433,0 to 119,46,39047,30067,465,69130,449,0,1407,63174,458,5104,345,19828,49578,22,151,68957,19340,383,102,3,10348,9189,186,19723,401,787,3665,4686,3134,2806,2053,1055,591,329,321,0 to 104,35,5946,2392,2183,9202,4015,5277,10431,1401,12,813,9,3,188,19828,9238,10404,19723,105,0,148677,340,169045,149017,19828,188,4946,4599,,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,19410,339,572,1606,2182,2240,2572,3379,3487,2127,801,105,0 to 119,55,10885,8221,304,19122,288,0,1143,16934,177,2539,54,5267,14137,4,2,19116,5149,65,52,0,2713,2464,37,5214,100,302,860,959,866,766,634,387,246,144,2,0 to 101,39,2100,420,410,2284,1206,1506,2502,268,5,358,3,2,140,5266,2486,2741,5214,52,0,51186,234,56720,51420,5266,140,443,345,,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,9438,164,257,825,1167,1338,1554,1612,1390,788,320,23,0 to 101,51,5391,3926,121,9416,22,0,322,8347,130,975,70,1557,7870,1,10,9405,1463,90,4,0,842,705,6,1553,14,48,221,264,243,267,212,156,82,48,2,0 to 100,44,683,271,121,478,134,890,529,232,0,134,0,0,36,1557,707,844,1553,4,0,21454,18,23040,21472,1557,36,919,886,,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1478,58,127,222,271,189,184,178,147,75,27,0,0 to 94,38,799,653,26,1470,8,0,72,675,2,702,14,607,871,0,0,1470,423,178,5,1,309,287,5,601,21,63,109,130,90,75,49,45,20,5,0,0 to 86,32,450,66,56,29,417,157,27,92,3,51,3,1,4,607,291,311,601,6,0,2698,2,3308,2700,607,4,1063,962,,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,16938,199,299,1248,2061,2029,2447,2803,3028,1995,800,29,0 to 168,55,10237,6651,50,16910,28,0,4479,10842,177,4127,179,1642,15178,0,118,16793,1597,39,5,1,837,791,8,1636,23,48,254,324,287,253,207,139,80,26,1,0 to 97,40,1057,236,111,232,281,1103,252,257,3,166,0,0,15,1642,792,842,1636,6,0,29430,20,31109,29450,1642,15,1187,1022,,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,23497,223,407,1630,2683,2635,3387,4634,4220,2290,1097,291,0 to 119,56,13136,9730,631,23387,110,0,745,21200,230,2328,189,3973,19508,0,16,23371,3626,318,24,4,2088,1841,15,3944,47,121,650,772,552,585,530,382,193,133,7,0 to 102,41,1675,506,740,1023,527,2090,1327,520,7,314,5,0,78,3972,1854,2103,3944,28,0,47134,81,51239,47215,3972,78,1785,1163,,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,870,21,29,76,97,143,111,143,134,74,41,1,0 to 118,52,519,336,15,870,0,0,15,720,6,132,2,117,753,0,0,870,97,20,0,0,64,52,1,117,0,5,19,13,18,14,15,18,11,4,0,6 to 91,48,83,15,1,18,0,96,21,23,0,14,0,0,4,117,52,64,117,0,0,1568,0,1686,1568,117,4,210,155,,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,17511,265,312,1214,1837,1820,2248,2788,3002,2096,691,1238,0 to 103,56,9224,7276,1011,17362,149,0,239,16355,222,891,106,2645,14818,0,48,17316,2593,25,27,0,1338,1245,35,2618,39,71,459,519,396,419,355,209,130,44,4,0 to 103,40,813,296,347,1162,342,960,1316,247,12,148,5,1,27,2645,1257,1352,2618,27,0,41587,120,44381,41707,2645,27,1044,752,,3.13721776582964,0.276793966603692
