ï»¿OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
41710,Autauga,01001,East Central,312,6,0.150198352049983,2.1379328255407,ff395466-3dc0-4e43-9ab4-3c709e06bf67,2939
41711,Baldwin,01003,Southwestern,343,9,0.400159431601878,6.69300034847276,dbc516d9-fbc6-4ec2-ab69-12feeea3cb9c,9963
41712,Barbour,01005,Southeastern,214,1,0.223267704174077,2.69097505269632,131d5fdc-84f7-469e-bec5-3e2d1a3c98fe,1050
41713,Bibb,01007,West Central,93,1,0.156476914356972,1.8951692775798,bc225563-ac10-4862-ab8d-3c2d1f3af7d8,1624
41714,Blount,01009,Northeastern,87,1,0.164406638341006,2.45274784751908,1a6f463e-07ce-4fe5-b054-63adb270ec36,2088
41715,Bullock,01011,East Central,253,8,0.154671563531792,2.06480197165101,61412810-00fe-4721-a6e1-736ff076c1b1,805
41716,Butler,01013,Southeastern,484,25,0.191776547733298,1.83587954870993,4e82364f-bcd5-4095-9d96-9df0244e0511,1982
41717,Calhoun,01015,Northeastern,184,3,0.154366224232035,2.21070839394633,93cd22ae-2551-4d6d-8cc2-84e5662499fb,5117
41718,Chambers,01017,East Central,417,26,0.150563980768084,1.72306516183319,58d02c18-4086-4016-b8cd-ae49a051a160,1961
41719,Cherokee,01019,Northeastern,42,4,0.151975822791428,1.89808177880757,3c9a9851-85c6-4851-8def-faaed99c029d,1044
41720,Chilton,01021,West Central,121,2,0.174837510280213,2.09165532433194,56ac7ca7-67b6-4811-98ba-38905e613b3b,1814
41721,Choctaw,01023,Southwestern,162,11,0.227681129400253,2.68700551554037,9f1c2f8a-054b-4dec-833e-9adeb756d2d1,556
41722,Clarke,01025,Southwestern,165,3,0.308508819690587,3.78655552072513,99321bb3-36f5-4718-a092-5e83094157af,1589
41723,Clay,01027,Northeastern,30,2,0.151874743437702,2.02332180215824,f52b534b-b8d4-4f00-8e44-ada53bc2ab0c,564
41724,Cleburne,01029,Northeastern,20,1,0.141259985723536,2.17578212063938,6c0092d5-3916-4d18-ae2c-28f6a9190d5e,418
41725,Coffee,01031,Southeastern,260,1,0.167143203828118,1.67989540600381,4cc7d3e7-4aef-4da1-b489-bdb20e710a3e,2113
41726,Colbert,01033,Northern,230,5,0.15857369348987,2.31239229125845,459344e3-8d3d-4634-a011-92d012304d7d,3300
41727,Conecuh,01035,Southwestern,70,1,0.209509978242295,2.59686142559656,5c1e39cc-4fe4-49fe-b1e8-99cfd54b5e9a,539
41728,Coosa,01037,East Central,43,1,0.16640708911109,1.7505584986585,7cdb1fb6-a100-455f-8d78-d867052159c0,354
41729,Covington,01039,Southeastern,98,1,0.255971892285061,2.38709591035509,201bd82d-a6e3-4847-afd6-5e76724d891b,1443
41730,Crenshaw,01041,Southeastern,99,3,0.150571897113878,2.31806123117494,4660dd10-0abd-48a3-be09-6150b8124c12,905
41731,Cullman,01043,Northern,220,1,0.191087821164047,2.50218505547441,907addff-5943-4902-ae8d-9a40ea2353fb,4175
41732,Dale,01045,Southeastern,149,0,0.138259666605563,1.65151999951547,e7401344-fb8d-4e43-9e06-96d2f5b9c8fc,1574
41733,Dallas,01047,Southwestern,406,6,0.246497505086154,3.13752996820932,2a3f8cf6-ec93-4fbb-b1b2-e499b254e16f,2806
41734,DeKalb,01049,Northeastern,291,5,0.197848401841384,2.21695752803772,aa6e6d6a-b97c-4b1f-b111-5204e937492a,2903
41735,Elmore,01051,East Central,471,9,0.163505782545826,2.27519521591255,c80d6a37-a473-445c-91ac-32faef9b688b,4499
41736,Escambia,01053,Southwestern,93,3,0.233446648119298,2.50306921694382,89ae0f40-1ecd-46ee-9833-e8f3f9ef1a0e,1520
41737,Etowah,01055,Northeastern,287,12,0.138757597037284,2.10053621990475,1c3ec0c5-02ed-4085-b57f-1b35cb2bcfb7,6102
41738,Fayette,01057,West Central,23,0,0.158552104918499,1.83779224583562,97d4c837-7c99-4c98-8630-1f812196b3f3,797
41739,Franklin,01059,Northern,652,10,0.164243463038702,1.78358559509712,62084734-0d6a-4650-a60f-e6cbe0af5a36,2740
41740,Geneva,01061,Southeastern,46,0,0.141768015065281,1.83488097279248,5d50bd74-0195-4525-b7b3-3d74380b18a8,777
41741,Greene,01063,West Central,112,5,0.164666965815741,3.57766804402764,938aed72-258d-45b8-8a00-af226d332490,626
41742,Hale,01065,West Central,219,11,0.163613340422671,2.4799010938001,20c4d33f-26a2-4818-aa5b-f3ac8c5dfdb3,1624
41743,Henry,01067,Southeastern,94,2,0.139761467476774,1.63725823418183,14be6d5f-ec78-4583-b455-5109ce94a43a,742
41744,Houston,01069,Southeastern,270,5,0.142463779205855,2.10452810210549,276e4171-a17d-43d8-8e56-a62e9e528cca,4509
41745,Jackson,01071,Northern,107,3,0.287410215888713,2.67694940746419,3ee2acd5-f43d-4978-acf2-d844ff8fe96b,2759
41746,Jefferson,01073,Jefferson,2250,116,0.282606031405749,2.91318939557353,216f9625-438c-47ab-a785-4fd17d9ace62,48019
41747,Lamar,01075,West Central,30,0,0.15263540616661,1.64069081755141,142e65a1-7609-4ad1-802b-f7218cfd7799,643
41748,Lauderdale,01077,Northern,207,3,0.184043571131042,2.55716948814366,a9478fc7-c7be-4431-a71b-55c640d97e73,4787
41749,Lawrence,01079,Northern,60,0,0.182392737623559,1.92975383451283,d005b909-dd2a-4638-b4bd-164535e9fada,925
41750,Lee,01081,East Central,625,35,0.153274187500529,2.0496448391292,7f4b1c4b-7abd-424f-b80a-2817662e9f97,7870
41751,Limestone,01083,Northern,162,0,0.155003206122046,1.71814668265853,d50c571c-ecf3-4dec-a061-c8e7ffe32828,2835
41752,Lowndes,01085,East Central,326,13,0.179493868658938,2.34426217715912,7cb48095-f528-47ae-b213-86a493c5cb65,946
41753,Macon,01087,East Central,110,5,0.152225727451423,2.0876916570357,d1e0f6ae-ee89-4f88-961d-b7157875c9c6,991
41754,Madison,01089,Northern,428,5,0.207245811581288,2.4192510631746,8d99159a-01b4-4938-b0aa-cda5d799d63b,19168
41755,Marengo,01091,Southwestern,200,7,0.243586589216875,2.64368581241414,2b4b0fc3-57b0-45e2-b62f-3c137c321c99,1988
41756,Marion,01093,Northern,129,12,0.188224455607951,1.90243452461428,402bc994-8496-46a9-ab15-f7f88490d903,1433
41757,Marshall,01095,Northern,786,9,0.158193819913322,2.22984018931076,f17b569f-dfc0-4860-bc33-0f72695a7e97,6649
41758,Mobile,01097,Mobile,2593,128,0.307697348295278,4.83629332281426,2a247f59-4586-41f1-b83b-568e0a4b5fb5,26246
41759,Monroe,01099,Southwestern,95,2,0.254517578378227,2.83753802882174,631c7d76-6679-4c12-ae84-18ff54d17563,1074
41760,Montgomery,01101,East Central,2436,65,0.198182172648103,2.60770290702687,b191db0b-b873-4efc-a2a4-41fd2136a209,13599
41761,Morgan,01103,Northern,477,1,0.152203319983528,1.80617511452274,7ac0be08-a20f-4d2f-8ebf-5ea913887852,5578
41762,Perry,01105,West Central,56,0,0.18021159047953,2.14838023913143,68913a52-c435-451c-9e55-b4fc36ebbddb,984
41763,Pickens,01107,West Central,131,6,0.22311596802615,2.22345505777214,7b4d2649-0727-48e4-8edf-23dacd0e1ea2,1197
41764,Pike,01109,Southeastern,283,1,0.166038209106773,2.23104055343355,353d5e74-09ad-4fe3-bcd5-5acbd115175d,2286
41765,Randolph,01111,Northeastern,137,8,0.14646191250813,1.58584516900329,de6c32b2-8148-40bf-a634-a0dcd75333aa,1105
41766,Russell,01113,East Central,250,0,0.160426072907967,2.13411394127528,9064289b-f973-4257-9d05-76ef7292e5b0,2111
41767,St. Clair,01115,Northeastern,153,2,0.164611790120262,2.46182521198285,1d49b946-1c59-4b59-b670-c23fb7a2611c,4452
41768,Shelby,01117,Northeastern,580,20,0.202879219246825,2.52559193618872,c793ec7f-6aa1-4160-9f36-0029a0e0ccbb,11593
41769,Sumter,01119,West Central,253,11,0.227210820567734,3.07842876540608,b9a1a282-64f6-4667-b010-4948bf418fd5,1164
41770,Talladega,01121,Northeastern,146,5,0.190828489604655,2.7296175303427,bfed4494-7e54-4317-8d96-e4c43953b26b,3866
41771,Tallapoosa,01123,East Central,454,66,0.191182308914904,2.16459004269042,10f80e59-a505-45ec-bf8f-9905d2323895,3186
41772,Tuscaloosa,01125,West Central,1070,23,0.338742577944004,2.90058009044742,8d9989d7-9df0-4caa-b597-11d4ee587c49,15119
41773,Walker,01127,West Central,500,6,0.20307720239839,2.39750884765462,68401545-4d9c-494b-8ff0-b1b44bc6bf3c,5162
41774,Washington,01129,Southwestern,84,6,0.26740407070929,2.63236527422465,30513fd1-21a9-4ff5-86d7-98b59f0056cf,780
41775,Wilcox,01131,Southwestern,190,8,0.224284362669096,2.68126387368409,00447ba3-cd0e-4197-b143-7404fcbf8583,835
41776,Winston,01133,Northern,106,0,0.159972008442992,1.68720534678178,cb3a5909-4f31-4a20-93ff-a637e440ad43,1543
41777,Unknown or Out of State,99999,Unknown,0,0,12.9086340951542,16.2873566339486,1a1ec3bf-be5d-4307-a820-73eec4f57b82,0
