OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,REPORTED_DEATH,GlobalID,LabTestCount
24438,Autauga,01001,East Central,30,1,0.150198352049983,2.1379328255407,1,e8e2abb5-fd82-4d9c-9c51-aa32fb188d42,400
24439,Baldwin,01003,Southwestern,123,3,0.400159431601878,6.69300034847276,3,89744b84-4e83-4b63-9518-72fc179c3d31,1752
24440,Barbour,01005,Southeastern,28,0,0.223267704174077,2.69097505269632,0,3ee7a92b-4a71-4014-9013-23777c5b28b4,176
24441,Bibb,01007,West Central,32,0,0.156476914356972,1.8951692775798,0,241c527c-0bbb-47c4-b943-124251380ec6,343
24442,Blount,01009,Northeastern,26,0,0.164406638341006,2.45274784751908,0,6ef5154c-4963-40d2-bc97-b647765561f7,287
24443,Bullock,01011,East Central,11,0,0.154671563531792,2.06480197165101,0,e8fb4cc1-b57a-4f59-9385-6ba730761534,70
24444,Butler,01013,Southeastern,15,0,0.191776547733298,1.83587954870993,0,80cf8052-dce3-4a22-a20e-be679f62c204,140
24445,Calhoun,01015,Northeastern,83,3,0.154366224232035,2.21070839394633,3,cb55889d-4566-4a10-998a-c80d1debc637,820
24446,Chambers,01017,East Central,259,13,0.150563980768084,1.72306516183319,16,adb56d6c-a976-4bb1-98a4-de2604253fca,796
24447,Cherokee,01019,Northeastern,13,0,0.151975822791428,1.89808177880757,0,9d3bc482-68b5-4aba-b399-6673d7c2e4d7,108
24448,Chilton,01021,West Central,44,0,0.174837510280213,2.09165532433194,0,7d628634-abd2-413e-9cf7-d0df4974e199,337
24449,Choctaw,01023,Southwestern,18,0,0.227681129400253,2.68700551554037,0,f0cfb53b-5708-43b3-8f3a-c22f3c2ec2f8,91
24450,Clarke,01025,Southwestern,24,1,0.308508819690587,3.78655552072513,1,ac18cb7d-9ee0-47c1-8af7-5754c16f60ad,252
24451,Clay,01027,Northeastern,19,0,0.151874743437702,2.02332180215824,0,35d946a4-ddb1-4c14-b966-7eefbc139686,128
24452,Cleburne,01029,Northeastern,12,0,0.141259985723536,2.17578212063938,1,93dc5936-97e8-497e-a3b5-d8a564825d5d,52
24453,Coffee,01031,Southeastern,68,0,0.167143203828118,1.67989540600381,1,1526c574-0339-4efb-ad94-5f24167d8833,424
24454,Colbert,01033,Northern,16,1,0.15857369348987,2.31239229125845,1,71020d69-4e18-44a7-976a-77e266f682c6,565
24455,Conecuh,01035,Southwestern,9,0,0.209509978242295,2.59686142559656,0,f0074f8e-25e0-46ad-8770-5988779937b7,77
24456,Coosa,01037,East Central,24,1,0.16640708911109,1.7505584986585,1,f50e24fb-82ff-413d-8a57-3c2f94e385b2,72
24457,Covington,01039,Southeastern,26,0,0.255971892285061,2.38709591035509,0,39c0e415-6109-43bf-af0b-2d088600c871,248
24458,Crenshaw,01041,Southeastern,6,0,0.150571897113878,2.31806123117494,0,2bc4f2f3-14c3-462a-a69c-0b96df028dea,186
24459,Cullman,01043,Northern,45,0,0.191087821164047,2.50218505547441,0,7ceb6f22-56b2-4b79-b3b9-42627f6fed66,551
24460,Dale,01045,Southeastern,21,0,0.138259666605563,1.65151999951547,0,b38545dc-9f6a-40a3-a9e2-04332bddc49d,199
24461,Dallas,01047,Southwestern,29,2,0.246497505086154,3.13752996820932,2,5cd1c478-7074-422f-8e5d-7b35fd2ddf5d,309
24462,DeKalb,01049,Northeastern,51,2,0.197848401841384,2.21695752803772,2,059ca6b0-c47a-481b-8951-4a0b86213904,650
24463,Elmore,01051,East Central,73,1,0.163505782545826,2.27519521591255,1,c5c7685f-f3ff-4563-b01d-10eefc2e5532,815
24464,Escambia,01053,Southwestern,17,0,0.233446648119298,2.50306921694382,1,8ef3bdf9-55e4-4272-b2fd-b849ef3749f6,246
24465,Etowah,01055,Northeastern,110,7,0.138757597037284,2.10053621990475,8,19377b85-3d48-416e-94a8-e15c280ebe0f,785
24466,Fayette,01057,West Central,4,0,0.158552104918499,1.83779224583562,0,14430670-4562-4171-8ae1-17fbc7f8491c,180
24467,Franklin,01059,Northern,18,0,0.164243463038702,1.78358559509712,0,f2bbdd24-c357-40f3-821e-741590c6fbd5,305
24468,Geneva,01061,Southeastern,4,0,0.141768015065281,1.83488097279248,0,08322d00-da51-4647-97f1-b0efe56edde9,114
24469,Greene,01063,West Central,32,0,0.164666965815741,3.57766804402764,0,c7aa16fd-d9ca-4a8b-9e6c-26ace46c45d0,89
24470,Hale,01065,West Central,34,1,0.163613340422671,2.4799010938001,1,b6df2068-5d8a-4102-abdb-8f9d0f885419,167
24471,Henry,01067,Southeastern,20,0,0.139761467476774,1.63725823418183,0,bf3cf359-2184-4121-bbe4-018b4d94fbc7,118
24472,Houston,01069,Southeastern,73,2,0.142463779205855,2.10452810210549,3,c1fc2930-168f-4ba8-937e-60a925052b4a,558
24473,Jackson,01071,Northern,41,2,0.287410215888713,2.67694940746419,2,85d6f12e-9da7-479a-bffe-98265d8aa732,577
24474,Jefferson,01073,Jefferson,700,16,0.282606031405749,2.91318939557353,26,cfc9bafe-2b44-4894-ab5e-a50d13750767,9094
24475,Lamar,01075,West Central,9,0,0.15263540616661,1.64069081755141,0,62069c57-7eac-45c0-8a6d-2f2517b1463e,167
24476,Lauderdale,01077,Northern,25,2,0.184043571131042,2.55716948814366,4,2f7a4b8a-e1f0-47a5-b214-0f4d02793237,1100
24477,Lawrence,01079,Northern,10,0,0.182392737623559,1.92975383451283,0,e2ca1de6-09ea-4812-abc9-12633864432e,229
24478,Lee,01081,East Central,319,14,0.153274187500529,2.0496448391292,19,322fceb3-b417-44f2-90f0-74dff8be7467,2102
24479,Limestone,01083,Northern,40,0,0.155003206122046,1.71814668265853,0,5fe90a1b-65ac-4b1e-906b-9f6c98be28f8,698
24480,Lowndes,01085,East Central,32,0,0.179493868658938,2.34426217715912,0,1e509789-8ffb-47a8-ac28-fb4e879a7753,102
24481,Macon,01087,East Central,27,2,0.152225727451423,2.0876916570357,2,7be64646-464f-44e0-a079-34589df14168,200
24482,Madison,01089,Northern,203,4,0.207245811581288,2.4192510631746,4,4b8c7e86-b3fa-4582-9c47-bc24a2a6904c,2611
24483,Marengo,01091,Southwestern,35,2,0.243586589216875,2.64368581241414,2,42e41777-eadb-43e4-a67b-7a889a4442cb,303
24484,Marion,01093,Northern,65,5,0.188224455607951,1.90243452461428,5,4f3854b2-091d-49d2-a9c6-be7742e6470e,531
24485,Marshall,01095,Northern,195,3,0.158193819913322,2.22984018931076,5,5df72582-613b-45df-8c34-63db9a392e02,923
24486,Mobile,01097,Mobile,721,28,0.307697348295278,4.83629332281426,38,80206c0e-1d84-44c3-8fe1-c3b1cadb588e,3906
24487,Monroe,01099,Southwestern,9,1,0.254517578378227,2.83753802882174,1,626b36e0-ba66-40a1-8eb5-8ef392577157,124
24488,Montgomery,01101,East Central,245,3,0.198182172648103,2.60770290702687,3,4b508c49-215f-404a-beb3-496114af0ded,1777
24489,Morgan,01103,Northern,51,0,0.152203319983528,1.80617511452274,0,41c99a65-4cf2-4b00-a0ab-9f59acbb7edf,761
24490,Perry,01105,West Central,9,0,0.18021159047953,2.14838023913143,0,bed820df-b50d-4e69-a0c8-20b94520409a,135
24491,Pickens,01107,West Central,42,0,0.22311596802615,2.22345505777214,1,933c92d3-dc18-4ada-8ce4-ce24ca9393da,261
24492,Pike,01109,Southeastern,46,0,0.166038209106773,2.23104055343355,0,ac7fd9d2-7d9c-43c2-a009-4e5049a0ee8e,402
24493,Randolph,01111,Northeastern,59,3,0.14646191250813,1.58584516900329,3,dd0e264e-b1c9-4d1b-bd87-ee5fad6dec95,195
24494,Russell,01113,East Central,48,0,0.160426072907967,2.13411394127528,0,f187f700-d2ff-4f13-9c26-587c2cf0f8fd,328
24495,St. Clair,01115,Northeastern,59,0,0.164611790120262,2.46182521198285,0,188351fe-de13-44df-ad3b-5eb1f611d9d7,604
24496,Shelby,01117,Northeastern,274,6,0.202879219246825,2.52559193618872,6,88a65a88-d85e-4d5d-90cc-0a30c5353bb9,2268
24497,Sumter,01119,West Central,44,0,0.227210820567734,3.07842876540608,0,af0e93a7-ec4e-4bb5-8675-ce59304e4a67,147
24498,Talladega,01121,Northeastern,50,2,0.190828489604655,2.7296175303427,2,c022a3b0-d051-4da1-a8f3-6cd378848983,705
24499,Tallapoosa,01123,East Central,228,11,0.191182308914904,2.16459004269042,14,0bd90171-5faf-496f-9d02-d8683983fbe3,1016
24500,Tuscaloosa,01125,West Central,157,0,0.338742577944004,2.90058009044742,1,6c952064-1370-4d01-98f6-f75c7e029263,2330
24501,Walker,01127,West Central,91,0,0.20307720239839,2.39750884765462,0,69930db5-d9fe-4f1e-98c3-81e35197ec16,546
24502,Washington,01129,Southwestern,17,1,0.26740407070929,2.63236527422465,1,a9283e55-74b3-4564-b211-9fe92c217a0b,95
24503,Wilcox,01131,Southwestern,49,1,0.224284362669096,2.68126387368409,1,7b965022-d7d2-40d3-9b32-8e440da147b2,137
24504,Winston,01133,Northern,10,0,0.159972008442992,1.68720534678178,0,567968e3-3188-4b6d-9e34-2c2995dce459,247
24505,Unknown or Out of State,99999,Unknown,0,0,12.9086340951542,16.2873566339486,0,68992196-6786-4f85-8d45-159f5fd1b911,1356
