ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,66,46,0,2020/07/17 16:00:13,USA,11811,805,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,70,50,0,2020/07/17 16:00:13,USA,6040,519,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,323,214,3,2020/07/17 16:00:13,USA,17153,3192,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,110,69,0,2020/07/17 16:00:13,USA,9253,1186,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,139,120,4,2020/07/17 16:00:13,USA,13832,1685,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,61,28,0,2020/07/17 16:00:13,USA,14908,1554,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,53,36,1,2020/07/17 16:00:13,USA,20029,1763,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,40,23,0,2020/07/17 16:00:13,USA,9187,1016,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,52,24,0,2020/07/17 16:00:13,USA,10518,1160,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,59,37,0,2020/07/17 16:00:13,USA,10569,1423,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,32,10,0,2020/07/17 16:00:13,USA,7453,766,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,525,423,0,2020/07/17 16:00:13,USA,34909,3375,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,103,74,1,2020/07/17 16:00:13,USA,13840,1444,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,155,107,1,2020/07/17 16:00:13,USA,16134,2150,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,57,41,0,2020/07/17 16:00:13,USA,8929,1238,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,73,50,2,2020/07/17 16:00:13,USA,10712,1422,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,388,99,11,2020/07/17 16:00:13,USA,42647,5869,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,35,32,0,2020/07/17 16:00:13,USA,11964,1298,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,90,64,2,2020/07/17 16:00:13,USA,15761,2107,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,53,42,3,2020/07/17 16:00:13,USA,17556,1762,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,63,31,0,2020/07/17 16:00:13,USA,19660,2193,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,368,283,5,2020/07/17 16:00:13,USA,25095,3290,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,87,73,1,2020/07/17 16:00:13,USA,11321,1451,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,1748,1659,12,2020/07/17 16:00:13,USA,19874,7430,1.64552268815282,0.1652216328257
