County,Cases,Deaths,Recovered,ReportDate
TULSA,5997,83,4788,2020-07-17
OKLAHOMA,5978,77,4498,2020-07-17
CLEVELAND,1630,40,1267,2020-07-17
TEXAS,1007,7,993,2020-07-17
MCCURTAIN,661,13,519,2020-07-17
CANADIAN,631,3,470,2020-07-17
COMANCHE,585,9,469,2020-07-17
PAYNE,511,2,459,2020-07-17
WASHINGTON,483,39,420,2020-07-17
WAGONER,440,19,336,2020-07-17
ROGERS,402,9,282,2020-07-17
GRADY,290,5,217,2020-07-17
MCCLAIN,285,4,232,2020-07-17
DELAWARE,279,17,211,2020-07-17
CREEK,247,9,195,2020-07-17
MUSKOGEE,239,14,149,2020-07-17
OSAGE,237,9,191,2020-07-17
CADDO,220,11,186,2020-07-17
BRYAN,219,1,149,2020-07-17
CARTER,207,2,167,2020-07-17
OKMULGEE,204,0,113,2020-07-17
OTTAWA,203,2,139,2020-07-17
POTTAWATOMIE,191,5,133,2020-07-17
JACKSON,169,3,58,2020-07-17
ADAIR,166,4,129,2020-07-17
MAYES,153,5,97,2020-07-17
GARFIELD,144,2,109,2020-07-17
GARVIN,143,3,113,2020-07-17
CHEROKEE,141,1,115,2020-07-17
KAY,141,9,111,2020-07-17
CHOCTAW,135,1,119,2020-07-17
LOGAN,114,1,77,2020-07-17
STEPHENS,111,1,77,2020-07-17
CUSTER,99,0,73,2020-07-17
MCINTOSH,96,1,80,2020-07-17
PONTOTOC,96,2,63,2020-07-17
PITTSBURG,85,3,67,2020-07-17
LE FLORE,84,1,49,2020-07-17
SEMINOLE,81,4,46,2020-07-17
SEQUOYAH,79,3,62,2020-07-17
PAWNEE,78,3,65,2020-07-17
GREER,70,7,58,2020-07-17
KINGFISHER,58,0,41,2020-07-17
NOBLE,57,1,46,2020-07-17
LINCOLN,54,2,38,2020-07-17
LOVE,50,0,48,2020-07-17
MARSHALL,49,0,41,2020-07-17
ATOKA,41,0,33,2020-07-17
NOWATA,40,1,37,2020-07-17
PUSHMATAHA,37,0,19,2020-07-17
CRAIG,35,0,24,2020-07-17
BEAVER,32,0,32,2020-07-17
TILLMAN,30,1,25,2020-07-17
MURRAY,28,0,25,2020-07-17
BECKHAM,25,0,15,2020-07-17
LATIMER,25,1,14,2020-07-17
JOHNSTON,23,0,15,2020-07-17
BLAINE,22,0,17,2020-07-17
OKFUSKEE,22,0,16,2020-07-17
HASKELL,20,0,14,2020-07-17
HUGHES,20,1,14,2020-07-17
JEFFERSON,20,0,16,2020-07-17
KIOWA,18,1,14,2020-07-17
WOODWARD,17,0,14,2020-07-17
MAJOR,16,1,13,2020-07-17
COAL,14,0,11,2020-07-17
WASHITA,13,0,6,2020-07-17
COTTON,12,2,7,2020-07-17
WOODS,11,0,8,2020-07-17
DEWEY,5,0,4,2020-07-17
HARMON,4,0,2,2020-07-17
ROGER MILLS,3,0,0,2020-07-17
GRANT,3,0,2,2020-07-17
HARPER,2,0,1,2020-07-17
ALFALFA,1,0,1,2020-07-17
CIMARRON,1,0,1,2020-07-17
ELLIS,1,0,1,2020-07-17
