ï»¿OBJECTID,CORR_NOMB,SHAPE_Leng,CORR_FEAC,ID1,CORR_LEY,ORDEN_CORR,PROV_ID,DIST_ID,CORR_ID,CODIGO,CAMPO,ID2,TIPO,Cantidad,Hospitalizado,Aislamiento_domiciliario,Fallecido,UCI,Recuperado,ORIG_FID
171,HORCONCITOS (CABECERA),106834.72343,1225411200000,37,LEY 5 DEL 19 DE ENERO DE 1998,0,04,12,01,041201,2017,172, ,,,,,,,171
172,BURUNGA,44722.21958,1251676800000,39,LEY 42 DEL 30 DE ABRIL DE 2003,0,13,01,07,130107, ,173,U,75,2,73,0,0,0,172
173,PUNTA ROBALO,56101.9253,1259539200000,41,LEY 18 DEL 26 DE FEBRERO DEL 2008,0,01,03,04,010304,2017,174,R,,,,,,,173
174,TUWAI,143091.98592,1267315200000,10,LEY 69 DEL 28 DE OCTUBRE DE 1998,0,12,08,05,120805,2018,175,R,,,,,,,174
175,VALLE DEL RISCO,171910.02103,1233446400000,71,LEY 18 DEL 26 DE FEBRERO DEL 2008,0,01,04,06,010406,2018,176,R,,,,,,,175
176,MIRAMAR,45576.97076,1259539200000,157,LEY 5 DEL 19 DE ENERO DE 1998,0,01,03,02,010302,2017,177,R,,,,,,,176
177,LAS TABLAS,66455.93416,1261008000000,7,LEY 40 DEL 30 DE ABRIL DE 2003,10,01,02,07,010207,2016,178, ,,,,,,,177
178,EL MARIA,73964.85555,1183161600000,43,LEY 58 DEL 29 DE JULIO DE 1998,0,09,05,04,090504,2017,179, ,,,,,,,178
179,CALIDONIA,75985.50935,1151712000000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,09,11,03,091103,2017,180, ,,,,,,,179
180,SAN FELIPE,3392.87774,1235865600000,6,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,01,080801,2016,181, ,9,1,6,0,1,1,180
181,SANTA ANA,4728.47519,1246320000000,5,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,03,080803,2016,182, ,115,6,89,7,3,10,181
182,EL CHORRILLO,3784.05081,1235865600000,6,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,02,080802,2016,183, ,64,2,58,1,2,1,182
183,AMELIA DENIS DE ICAZA,13295.6567,1248998400000,61,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,10,01,081001,2018,184,U,69,2,59,5,1,2,183
184,VICTORIANO LORENZO,8585.95057,1249084800000,12,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,10,05,081005,2017,185, ,36,0,31,2,1,2,184
185,PARQUE LEFEVRE,13041.43751,1241049600000,27,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,10,080810, ,186,U,91,4,75,6,3,3,185
186,RIO ABAJO,10474.74502,1238544000000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,11,080811, ,187,U,28,1,23,1,0,3,186
187,JOSE DOMINGO ESPINAR,15254.84178,1246406400000,81,LEY 21 DEL 27 DE JUNIO DE 2000,0,08,10,03,081003,2018,188,U,65,3,57,2,0,3,187
188,PEDREGAL,31214.69506,1243728000000,18,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,13,080813, ,189,U,108,9,91,2,3,3,188
189,LAS MAÃANITAS,42316.30141,1231113600000,15,LEY 13 DEL 6 DE FEBRERO DE 2002,0,08,08,20,080820,2017,190, ,71,6,58,2,2,3,189
190,TOCUMEN,73829.81204,1248998400000,39,LEY 13 DEL 6 DE FEBRERO DE 2002,0,08,08,19,080819,2018,191,U,204,35,154,6,5,4,190
191,RUFINA ALFARO,19730.11016,1248998400000,19,LEY 21 DEL 27 DE JUNIO DE 2000,0,08,10,09,081009,2018,192,U,59,5,49,0,2,3,191
192,LAS MARGARITAS,93740.11438,1251590400000,26,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,05,05,080505,2017,195, ,9,0,9,0,0,0,192
193,LA MONTAÃUELA,40136.969,1128038400000,64,LEY 58 DEL 29 DE JULIO DE 1998,0,09,01,03,090103,2017,196, ,,,,,,,193
194,SAN ANTONIO,29669.76132,1126051200000,17,LEY 58 DEL 29 DE JULIO DE 1998,0,09,01,05,090105,2018,197,R,14,1,13,0,0,0,194
195,EDWIN FABREGA,29378.93262,1212105600000,1,LEY 53 DEL 22 DE NOVIEMBRE DE 2002,0,09,10,10,091010,2017,198, ,5,0,5,0,0,0,195
196,LOS MILAGROS,41665.80497,1136764800000,27,LEY 27 DEL 5 DE JUNIO DE 2002,0,09,04,06,090406,2017,199, ,,,,,,,196
197,ALMIRANTE,20311.70054,1177891200000,63,LEY 2 DEL 21 DE OCTUBRE DE 1981,0,01,04,01,010401,2018,200,U,1,0,1,0,0,0,197
198,BARRIADA GUAYMI,46651.37407,1177891200000,63,LEY 39 DEL 8 DE JUNIO DE 2015,0,01,04,03,010403,2018,201,U,,,,,,,198
199,SAN BARTOLO,34292.18899,1136764800000,7,LEY 58 DEL 29 DE JULIO DE 1998,0,09,04,05,090405,2018,202,R,,,,,,,199
200,EL HIGO,44086.3709,1136764800000,7,LEY 35 DEL 10 DE MAYO DE 2012,0,09,04,07,090407,2018,203,R,,,,,,,200
201,FINCA 30,16425.05445,1177891200000,6,LEY 39 DEL 8 DE JULIO DE 2015,6,01,02,16,010216,2016,204, ,,,,,,,201
202,EL PIRO No.2 (MUAKWATA KUBU),36569.29495,1180569600000,0,LEY  No.31 DEL 10 DE MAYO DEL 2012,0,12,05,11,120511,2018,205,R,,,,,,,202
203,BUENOS AIRES,35331.75314,1180569600000,0,LEY  No.31 DEL 10 DE MAYO DEL 2012,0,12,05,01,120501,2018,206,R,,,,,,,203
204,EL CRISTO,53293.43906,1256947200000,2,LEY NI 58 DEL 29 DE JULIO DE 1998,0,02,01,02,020102,2018,207,U,,,,,,,204
205,EL ROBLE,103820.32968,1254355200000,2,LEY NB 58 DEL 29 DE JULIO DE 1998,0,02,01,03,020103,2018,208,U,,,,,,,205
206,HATO DE SAN JUAN DE DIOS,49136.80385,1256947200000,15,LEY ND 61 DEL 17 DE SEPTIEMBRE DE 2013,0,02,01,08,020108, ,209,R,,,,,,,206
207,VIRGEN DEL CARMEN,21221.7045,1256860800000,2,LEY 59 DEL 17 DE SEPTIEMBRE DE 2013,0,02,01,07,020107, ,210,U,,,,,,,207
208,POCRI,12458.24612,1256860800000,2,LEY 58 DEL 29 DE JULIO DE 1998,0,02,01,04,020104,2018,211,U,4,1,3,0,0,0,208
209,PUEBLOS UNIDOS,80830.0871,,2,No.58 DEL 17 DE SEPTIEMBRE DE 2013,0,02,01,06,020106, ,212,U,1,0,1,0,0,0,209
210,CAPELLANIA,38154.04219,1151625600000,2,LEY 58 DEL 29 DE JULIO DE 1998,0,02,04,02,020402,2017,213, ,,,,,,,210
211,VILLARREAL,75609.3486,1180569600000,20,LEY 60 DEL 17 DE SEP. DE 2013,0,02,04,07,020407,2017,214,R,2,0,1,0,0,1,211
212,SOLANO,9377.01443,1193788800000,1,LEY 55 DEL 13 DE SEPTIEMBRE 2013,0,04,05,14,040514, ,215,U,,,,,,,212
213,LA CONCEPCION (CABECERA),64270.9515,1193788800000,1,LEY 27 DEL 1 DE OCTUBRE 1982,0,04,05,01,040501, ,216,U,,,,,,,213
214,CANTO DEL LLANO,60117.68253,1256860800000,25,LEY 1 DEL 7 DE ENERO DE 1993,0,09,10,07,091007, ,218,U,9,0,9,0,0,0,214
215,RIO CONGO,442107.70557,1156982400000,104,LEY 58 DEL 29 DE JULIO DE 1998,0,05,01,07,050107,2016,219, ,,,,,,,215
216,TUCUTI,235317.99013,32903366400000,94,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,05,01,12,050112,2017,220, ,,,,,,,216
217,BOCA DE CUPE,230171.27625,1264896000000,29,LEY 2 DEL 21 DE OCTUBRE DE 1981,0,05,02,02,050202,2017,221, ,,,,,,,217
218,YAVIZA,127463.59641,1262217600000,44,LEY 27 DEL 25 DE JUNIO DE 2001,0,05,02,07,050207,2017,222, ,13,0,13,0,0,0,218
219,METETI,333145.18423,1262217600000,92,LEY 1 DE 30 DE OCTUBRE DE 1998,0,05,02,08,050208,2017,223, ,51,2,48,0,1,0,219
220,COMARCA KUNA DE WARGANDI,180175.29516,1267142400000,1,LEY 34 DEL 25 DE JULIO 2000,0,05,02,09,050209,2017B,224, ,6,0,5,1,0,0,220
221,QUEBRADA DEL ROSARIO,37289.05077,1143763200000,1,LEY 41 DEL 30 DE ABRIL DE 2003,0,06,02,06,060206,2017,225, ,,,,,,,221
222,MENCHACA,51192.25365,1149033600000,1,LEY 41 DEL 30 DE ABRIL DE 2003,0,06,04,07,060407,2018,226,R,,,,,,,222
223,LAS MINAS (CABECERA),54957.11423,1143763200000,10,LEY 58 DEL 29 DE JULIO DE 1998,0,06,02,01,060201,2017,227, ,,,,,,,223
224,CHUMICAL,25331.3909,1143763200000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,02,03,060203,2017,228, ,,,,,,,224
225,LLANO GRANDE,48884.37103,1149033600000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,04,04,060404,2018,229,R,,,,,,,225
226,PORTOBELILLO,27245.51398,1130716800000,28,LEY 58 DEL 29 DE JULIO DE 1998,0,06,05,06,060506,2016,230, ,,,,,,,226
227,PARITA (CABECERA),70094.9808,1128038400000,12, ,0,06,05,01,060501,2017,231, ,,,,,,,227
228,PESE (CABECERA),13792.47327,1143763200000,16,LEY 58 DEL 29 DE JULIO DE 1998,0,06,06,01,060601,2018,232,U,1,0,1,0,0,0,228
229,CAPURI,22676.13065,1212278400000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,06,03,02,060302,2017,233, ,,,,,,,229
230,QUEBRADA EL CIPRIAN,40471.78218,1143676800000,3,LEY 41 DEL 30 DE ABRIL DE 2003,0,06,02,07,060207,2017,234, ,,,,,,,230
231,LAS LLANAS,58263.34017,1212278400000,1,LEY 18 DEL 24 DE ENERO DE 2003,0,06,03,09,060309,2017,235, ,,,,,,,231
232,LOS CERROS DE PAJA,36404.33628,1212278400000,12,LEY 2 DEL 21 DE OCTUBRE DE 1981,0,06,03,08,060308,2017,236, ,,,,,,,232
233,EL CEDRO,33379.53376,1212278400000,9,LEY 2 DEL 21 DE OCTUBRE DE 1981,0,06,03,04,060304,2017,237, ,,,,,,,233
234,VALLE RICO,38035.86208,1217462400000,24,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,23,070223, ,238,R,,,,,,,234
235,GUANICO,95867.65864,1196467200000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,07,08,070708,2018,239,R,,,,,,,235
236,LA TRONOSA,59414.42616,1199059200000,21,LEY 58 DEL 29 DE JULIO DE 1998,0,07,07,09,070709,2017,240,R,,,,,,,236
237,FLORES,58000.19701,1168560000000,32,LEY 58 DEL 29 DE JULIO DE 1998,0,07,07,07,070707,2018,241,R,,,,,,,237
238,ALTOS DE GUERA,74236.9423,1206921600000,1,LEY 61 DEL 18 DE OCTUBRE  2003,0,07,07,02,070702,2017,242,R,,,,,,,238
239,BAYANO,66652.89552,1212105600000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,03,070203, ,243,R,,,,,,,239
240,BAJO CORRAL,54913.3734,1209513600000,11,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,02,070202, ,244,U,,,,,,,240
241,SAN MIGUEL,18740.28756,1212192000000,5,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,20,070220, ,245,R,,,,,,,241
242,VALLERRIQUITO,40194.22328,1209513600000,35,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,24,070224, ,246,R,,,,,,,242
243,PALMIRA,19587.60996,1214784000000,6,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,16,070216, ,247,R,,,,,,,243
244,TRES QUEBRADAS,20384.1654,1209600000000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,12,070312,2018,248,R,,,,,,,244
245,EL ESPINAL,37111.05636,1209513600000,177,LEY 58 DEL 29 DE JULIO DE 1998,0,07,01,02,070102,2018,249,R,,,,,,,245
246,PERALES,26368.90293,1212105600000,29,LEY 58 DEL 29 DE JULIO DE 1998,0,07,01,10,070110,2017,250, ,,,,,,,246
247,LAS TABLAS ABAJO,20145.40345,1209513600000,59,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,14,070214, ,251,U,,,,,,,247
248,SAN JOSE,53969.60176,1209513600000,27,LEY 58 DEL 29 DE JULIO DE 1998,0,07,02,19,070219, ,252,R,,,,,,,248
249,LAJAMINA,50807.93912,1154304000000,5,LEY 58 DEL 29 DE JULIO DE 1998,0,07,06,03,070603,2017,253,R,,,,,,,249
250,PEDASI (CABECERA),60322.49199,1154304000000,7,LEY 58 DEL 29 DE JULIO DE 1998,0,07,05,01,070501,2018,254,R,,,,,,,250
251,ESPINO AMARILLO,30616.70971,1211760000000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,07,04,07,070407,2018,255,R,,,,,,,251
252,LA MESA,41898.9499,1204761600000,6,LEY 58 DEL 29 DE JULIO DE 1998,0,07,04,08,070408,2018,256,R,,,,,,,252
253,LOS OLIVOS,32361.94844,1212278400000,149,LEY 58 DEL 29 DE JULIO DE 1998,0,07,03,08,070308,2016,257, ,,,,,,,253
254,CAMBUTAL,90261.97064,1196467200000,79,LEY 58 DEL 29 DE JULIO DE 1998,0,07,07,10,070710,2018,258,R,,,,,,,254
255,EL CORTEZO,65939.5719,1198972800000,9,LEY 58 DEL 29 DE JULIO DE 1998,0,07,07,06,070706,2018,259,R,,,,,,,255
256,VERACRUZ,43826.7555,1256947200000,10,LEY 42 DEL 30 DE ABRIL DE 2003,0,13,01,05,130105,2018,260,U,152,11,122,12,4,3,256
257,LA TRINIDAD,55454.04965,1230336000000,28,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,03,08,130308,2017,261, ,,,,,,,257
258,CAIMITO,34154.9836,1230681600000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,03,02,130302,2017,262, ,1,0,1,0,0,0,258
259,CHICA,21334.54045,1149033600000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,05,130405,2017,263,R,,,,,,,259
260,PUNTA CHAME,36520.75147,1128124800000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,09,130409,2017,264,R,2,0,2,0,0,0,260
261,NUEVA GORGONA,27379.33702,1149120000000,21,LEY 58 DEL 29 DE JULIO DE 1998,0,13,04,08,130408,2017,265, ,2,0,2,0,0,0,261
262,CHEPILLO,7535.8062,1251676800000,6,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,05,03,080503,2017,266, ,,,,,,,262
263,GONZALO VASQUEZ,42067.01622,1196380800000,25,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,06,03,080603,2016,267, ,,,,,,,263
264,LAS LAJAS,27028.93748,1149120000000,33,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,07,130407,2017,268, ,1,0,1,0,0,0,264
265,EL LIBANO,32005.38547,1143849600000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,06,130406,2017,269,R,,,,,,,265
266,CHAME (CABECERA),34289.39031,1128038400000,29,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,01,130401,2017,270, ,2,0,2,0,0,0,266
267,BUENOS AIRES,44103.69856,1149033600000,3,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,03,130403,2017,271,R,,,,,,,267
268,BEJUCO,52456.0366,1130716800000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,02,130402,2017,272, ,1,1,0,0,0,0,268
269,SAJALICES,29702.50898,1151625600000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,10,130410,2017,273,R,1,0,1,0,,,269
270,CAMPANA,58760.21248,1238457600000,15,LEY  DEL 28 DE FEBRERO DE 1984,0,13,03,03,130303,2017,274, ,1,0,1,0,0,0,270
271,EL CACAO,69871.74719,1229385600000,82,LEY 27 DEL 1 DE OCTUBRE 1982,0,13,03,07,130307,2017,275, ,,,,,,,271
272,OBALDIA,37670.9093,1254268800000,14,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,15,130715,2016,276, ,2,0,2,0,0,0,272
273,LOS DIAZ,32003.99399,1232409600000,97,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,13,130713,2016,277, ,1,0,1,0,0,0,273
274,SANTA RITA,40633.89024,1232409600000,74,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,18,130718,2016,278, ,5,0,3,0,0,2,274
275,HURTADO,43089.71988,1212278400000,136,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,10,130710,2017,279,R,,,,,,,275
276,EL COCO,22650.96738,1254268800000,94,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,06,130706,2018,280,U,22,4,18,0,0,0,276
277,LIDICE,30348.97145,1233360000000,41,LEY 1 DEL 28 DE FEBRERO DE 1984,0,13,03,10,130310,2017,281, ,11,0,10,0,1,0,277
278,CAPIRA (CABECERA),48669.56779,1230681600000,50,LEY 6 DEL 28 DE FEBRERO DE 1984,0,13,03,01,130301,2016,282, ,9,1,7,1,0,0,278
279,LAS OLLAS ARRIBA,26641.44866,1230681600000,53,LEY 1 DEL 28 DE FEBRERO DE 1984,0,13,03,09,130309,2017,283, ,4,0,4,0,0,0,279
280,VILLA CARMEN,13506.52819,1230681600000,6,LEY 6 DEL 28 DE FEBRERO DE 1984,0,13,03,11,130311,2017,284, ,2,0,2,0,0,0,280
281,BARRIO COLON,19344.49657,1254268800000,4,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,02,130702, ,285,U,49,4,41,2,0,2,281
282,VISTA ALEGRE,41630.81364,1255651200000,125,LEY 42 DEL 30 DE ABRIL DE 2003,0,13,01,06,130106, ,286,U,142,18,113,5,2,4,282
283,JUAN DEMOSTENES AROSEMENA,45537.32516,,132,LEY 42 DEL 30 DE ABRIL DE 2003,0,13,01,02,130102, ,287,U,88,3,81,1,0,3,283
284,VILLA ROSARIO,38395.33732,1230681600000,20,LEY 6 DEL 28 DE FEBRERO DE 1984,0,13,03,12,130312,2017,288, ,7,0,5,0,0,2,284
285,GUADALUPE,30672.57369,1254268800000,265,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,08,130708,2018,289,U,64,1,61,1,1,0,285
286,PLAYA LEONA,52552.28973,1254268800000,75,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,16,130716,2018,290,R,36,6,29,1,0,0,286
287,CERRO SILVESTRE,38850.42861,1254268800000,71,LEY 42 DEL 30 DE ABRIL DE 2003,0,13,01,08,130108, ,291,U,48,2,44,1,0,1,287
288,ARRAIJAN (CABECERA),49524.69126,1251590400000,35,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,01,01,130101, ,292,U,217,15,178,9,8,7,288
289,CABUYA,45965.63959,1149033600000,59,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,04,130404,2017,293,R,,,,,,,289
290,SORA,45512.09811,1149033600000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,04,11,130411,2017,294,R,,,,,,,290
291,EL ARADO,71200.49116,1248998400000,51,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,05,130705,2017,295,R,3,0,3,0,0,0,291
292,NUEVO EMPERADOR,87177.19671,1251590400000,184,LEY 42 DEL 6 DE MAYO DE 2003,0,13,01,03,130103,2017,296,R,19,0,17,0,2,0,292
293,MENDOZA,112992.8754,1251763200000,25,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,14,130714,2016,297, ,1,0,1,0,0,0,293
294,LOS LLANITOS,54282.80984,1151625600000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,08,130908,2017,298,R,,,,,,,294
295,LA ERMITA,46099.33141,1143676800000,96,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,05,130905,2017,299,R,,,,,,,295
296,EL ESPINO,35156.61022,1143763200000,3,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,02,130902,2017,300,R,1,0,1,0,0,0,296
297,LA LAGUNA,38594.05963,1149033600000,49,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,06,130906,2017,301,R,1,0,1,0,0,0,297
298,LA GUINEA,58220.00852,1248998400000,65,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,02,04,080204,2016,302, ,,,,,,,298
299,PEDRO GONZALEZ,81003.58591,1248998400000,0,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,02,05,080205,2016,303, ,,,,,,,299
300,SAN CARLOS (CABECERA),31743.01883,1136332800000,12,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,01,130901,2017,304, ,2,1,1,0,0,0,300
301,SAN JOSE,30201.75006,1143763200000,28,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,09,130909,2017,305,R,,,,,,,301
302,OTOQUE OCCIDENTE,8141.6901,1254268800000,12,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,11,02,081102,2014,306, ,,,,,,,302
303,OTOQUE ORIENTE,12095.74348,1254268800000,13,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,11,03,081103,2014,307, ,,,,,,,303
304,ARNULFO ARIAS,10166.40839,1256860800000,67,LEY 21 DEL 27 DE JUNIO DE 2000,0,08,10,06,081006,2018,308, ,37,2,32,0,0,3,304
305,24 DE DICIEMBRE,71502.36686,1246320000000,1,LEY 13 DEL 6 DE FEBRERO DE 2002,0,08,08,21,080821, ,309,U,159,11,139,5,2,2,305
306,SAN MARTIN,76945.97764,1231286400000,9,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,08,18,080818,2017,311, ,15,0,13,0,1,1,306
307,HERRERA,55094.84961,1231545600000,10,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,09,130709,2017,312,R,32,4,27,1,0,0,307
308,FEULLIET,26043.85096,1254268800000,206,LEY 1 DEL 28 DE FEBRERO DE 1984,0,13,07,07,130707,2016,313, ,1,0,1,,,,308
309,PUERTO CAIMITO,34532.29823,1254268800000,36,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,17,130717,2018,314,R,58,0,54,2,2,0,309
310,GUAYABITO,40716.13395,1136246400000,16,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,04,130904,2017,315,R,,,,,,,310
311,EL HIGO,46150.5384,1136246400000,21,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,09,03,130903,2017,316,R,1,1,0,0,0,0,311
312,LA ESMERALDA,75635.13235,1248998400000,59,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,02,03,080203,2016,317, ,,,,,,,312
313,BRUJAS,124401.26982,1196380800000,72,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,08,06,02,080602,2016,318, ,,,,,,,313
314,AMADOR,371139.74931,1254355200000,1,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,03,130703,2016,319, ,1,0,1,0,0,0,314
315,LA REPRESA,79186.78001,1251676800000,42,proyecto de ley,0,13,07,12,130712,2016,320, ,,,,,,,315
316,AROSEMENA,35784.89267,1233619200000,8,LEY 1 DEL 27 DE OCTUBRE DE 1982,0,13,07,04,130704,2016,321, ,1,0,1,0,0,0,316
317,EL AROMILLO,43885.89531,1180569600000,15,LEY 43 DEL 5 DE AGOSTO DE 2002,0,09,03,07,090307,2018,322,R,,,,,,,317
318,CEBACO,80589.03847,1146355200000,11,LEY 42 DEL 30 DE ABRIL DE 2003,0,09,06,06,090606,2018,323,R,,,,,,,318
319,LEONES,32871.51449,1143849600000,16,LEY 42 DEL 30 DE MARZO DEL 2003,0,09,06,04,090604,2018,324,R,,,,,,,319
320,GATU O GATUCITO,46051.23542,1227830400000,55,LEY 37 DEL 24 DE JUNIO 2008,0,09,09,06,090906,2018,325,R,,,,,,,320
321,LAS HUACAS,76048.42436,1143763200000,18,LEY 58 DEL 29 DE JULIO DE 1998,0,09,07,02,090702,2016,326, ,,,,,,,321
322,LA GARCEANA,27878.5015,1136246400000,7,LEY 42 DEL 30 DE ABRIL DE 2003,0,09,06,03,090603,2018,327,R,,,,,,,322
323,LA CARRILLO,33034.54657,1128038400000,15,LEY 58 DEL 29 DE JULIO DE 1998,0,09,01,04,090104,2018,328,R,,,,,,,323
324,RODEO VIEJO,60450.43264,1154304000000,29,LEY 58 DEL 29 DE JULIO DE 1998,0,09,11,10,091110,2017,329, ,,,,,,,324
325,COROZAL,35572.1147,1180396800000,12,LEY 58 DEL 29 DE JULIO DE 1998,0,09,05,03,090503,2017,330, ,,,,,,,325
326,QUEBRADA DE ORO,51728.80363,1149120000000,6,LEY 58 DEL 29 DE JULIO DE 1998,0,09,11,08,091108,2017,331, ,,,,,,,326
327,SONA (CABECERA),45683.51331,1136419200000,16,LEY 58 DEL 29 DE JULIO DE 1998,0,09,11,01,091101,2017,332, ,15,1,13,1,0,0,327
328,CATIVA,75619.7905,1154304000000,21,LEY 58 DEL 29 DE JULIO DE 1998,0,09,11,04,091104,2017,333, ,,,,,,,328
329,LA SOLEDAD,69012.70264,1151625600000,12,LEY 58 DEL 29 DE JULIO DE 1998,0,09,11,07,091107,2017,334, ,,,,,,,329
330,EL MARAÃON,71516.11402,1136419200000,23,LEY 58 DEL 29 DE JULIO DE 1998,0,09,11,05,091105,2017,335, ,,,,,,,330
331,UTIRA,52005.96639,1143763200000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,09,07,04,090704,2016,336, ,,,,,,,331
332,LOS CASTILLOS,24573.94855,1143763200000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,09,07,03,090703,2016,337, ,,,,,,,332
333,COSTA HERMOSA,27526.27665,1136419200000,26,LEY 42 DEL 30 DE ABRIL DE 2003,0,09,06,07,090607,2018,338,R,3,0,3,0,0,0,333
334,PILON,31442.74966,1143763200000,8,LEY 2 DEL 21 DE OCTUBRE DE 1981,0,09,06,05,090605,2018,339,R,,,,,,,334
335,MONTIJO (CABECERA),35739.45811,1136419200000,13,LEY 41 DEL 30 DE ABRIL DE 2003,0,09,06,01,090601,2018,340,R,1,0,1,0,0,0,335
336,UNION DEL NORTE,35227.97322,1143763200000,6,LEY 42 DEL 30 DE ABRIL DE 2003,0,09,06,08,090608,2018,341,R,,,,,,,336
337,LOS ALGARROBOS,49789.5918,1230681600000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,09,10,08,091008,2018,342,U,8,0,8,0,0,0,337
338,LA COLORADA,58107.43873,1228003200000,1,LEY 58 DEL 29 DE JULIO DE 1998,0,09,10,02,091002,2017,343, ,6,0,5,0,0,0,338
339,SAN FRANCISCO (CABECERA),55178.37403,1168041600000,32,LEY 58 DEL 29 DE JULIO DE 1998,0,09,08,01,090801,2018,344,R,4,1,3,0,0,0,339
340,URRACA,63720.33241,1230681600000,17,LEY 53 DEL 22 DE NOVIEMBRE DE 2002,0,09,10,12,091012,2016,345, ,,,,,,,340
341,SAN MARCELO,51704.96772,1180569600000,30,LEY 43 DEL 5 DE AGOSTO DE 2002,0,09,03,06,090306,2018,346,R,,,,,,,341
342,EL PANTANO,36609.91904,1291075200000,16,LEY 31 DE OCTUBRE DE 1998,0,09,09,05,090905,2018,347,R,,,,,,,342
343,EL ALTO,54211.87592,1196467200000,27,LEY 58 DEL 29 DE JULIO DE 1998,0,09,09,03,090903,2018,348,R,,,,,,,343
344,SAN JUAN,43063.01634,1183161600000,15,LEY 18 DEL 24 DE ENERO DE 2003,0,09,08,05,090805,2018,349,R,,,,,,,344
