name,GlobalID,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,name_1584474306361,reportdt,confirmed,recovered,deaths,active,GlobalID_1584474306361,tested,CreationDate_1584474306361,Creator_1584474306361,EditDate_1584474306361,Editor_1584474306361,ObjectId
WASHOE,ecc7e65f-7973-4ed4-8b02-4dfa6f16af58,2020-03-19T20:04:13.678Z,jjohnson_washoe,2020-03-19T20:04:13.678Z,jjohnson_washoe,29484200106.7383,1041200.80043628,Washoe,2020-03-30T16:19:00.000Z,121,10,3,108,898d2b57-3c69-4ce0-8028-6425ce98ea97,0,2020-03-30T23:19:44.043Z,jjohnson_washoe,2020-03-31T00:19:11.287Z,jjohnson_washoe,1
