ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,478,10,7,47,61,61,66,71,65,58,32,0,0 to 118,52,299,169,10,478,0,0,3,469,2,15,1,8,470,0,0,478,7,1,0,0,4,4,0,8,0,0,1,1,1,2,2,1,0,0,0,21 to 73,50,6,1,0,1,0,8,0,1,0,0,0,0,0,8,4,4,8,0,0,542,0,550,542,8,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,2715,54,82,250,385,341,419,435,337,258,143,11,0 to 118,50,1732,939,44,2709,6,0,72,2486,133,209,19,136,2573,4,2,2703,90,46,0,0,82,54,0,136,0,11,13,17,20,22,14,18,14,7,0,6 to 98,48,74,54,8,0,6,127,3,29,0,16,0,0,4,136,54,82,136,0,0,2974,6,3125,2980,136,4,98,29,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,406,26,12,19,48,51,53,71,76,35,13,2,0 to 118,54,216,166,24,405,1,0,16,364,3,73,3,8,397,0,1,404,6,2,0,0,6,2,0,8,0,0,3,1,0,1,1,2,0,0,0,20 to 70,38,8,0,0,0,0,6,2,1,0,0,0,0,0,8,2,6,8,0,0,627,1,638,628,8,0,57,40,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,3801,125,98,298,583,586,537,625,473,283,156,37,0 to 119,48,2285,1483,33,3672,128,1,101,3470,137,191,65,184,3617,0,0,3673,97,79,4,4,94,82,0,176,3,4,6,23,26,23,38,30,20,11,0,0 to 96,56,138,28,8,2,29,145,2,51,2,30,1,0,6,184,87,97,175,8,1,4791,120,5099,4911,184,6,453,120,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,376,3,3,34,33,56,48,66,58,49,25,1,0 to 99,56,225,132,19,376,0,0,3,323,4,30,3,41,334,1,0,375,24,17,0,0,32,9,0,41,0,0,5,3,4,1,2,6,9,11,0,20 to 99,74,25,8,2,6,0,32,9,10,0,4,0,0,2,41,9,32,41,0,0,440,0,483,440,41,2,65,16,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,52518,735,970,3398,6063,6256,7511,9311,8230,5579,2875,1590,0 to 115,55,29125,23164,229,51913,603,2,1208,49302,465,3635,277,4968,47217,224,109,51585,4747,130,85,6,2380,2487,10,4877,38,80,437,730,743,755,732,603,509,339,2,0 to 104,51,2344,925,622,986,1362,2434,1081,1305,27,998,17,11,308,4968,2537,2421,4875,91,2,54037,509,59948,54546,4968,308,709,445,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,6625,120,137,406,739,785,1026,1217,1171,735,265,24,0 to 102,55,3774,2659,192,6486,139,0,272,5902,188,645,66,349,6215,6,55,6425,318,21,10,0,192,146,1,339,2,5,22,45,50,55,55,52,39,24,0,3 to 97,54,188,76,34,41,58,234,47,119,0,87,1,0,28,349,150,198,339,10,0,8137,129,8624,8266,349,28,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,10305,184,233,682,1208,1455,1713,1842,1602,960,400,26,0 to 119,53,6089,4183,33,10248,57,0,143,9837,223,432,94,335,9949,6,15,10227,280,45,9,1,171,154,0,325,6,7,27,38,65,67,45,50,16,14,0,1 to 94,49,215,36,42,32,66,222,37,87,4,70,3,1,12,335,160,175,325,10,0,11678,47,12079,11725,335,12,588,150,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,1795,30,53,124,336,327,314,273,225,80,31,2,0 to 98,45,1279,504,12,1789,5,1,19,1628,46,225,13,249,1544,2,0,1788,237,8,4,0,189,56,0,245,2,4,12,53,59,48,29,25,10,7,0,0 to 98,44,97,106,8,34,18,179,48,43,0,40,0,0,1,249,57,192,244,4,1,2778,1,3038,2779,249,1,255,131,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,9555,148,206,1037,1676,1498,1567,1604,1216,419,154,30,0 to 116,46,4678,4747,130,9411,143,1,111,9082,201,316,70,320,9223,2,10,9400,287,12,20,1,160,139,0,299,1,3,70,61,46,49,56,25,6,3,0,2 to 87,40,110,158,9,22,19,254,26,69,10,34,9,6,6,320,150,170,298,21,1,11149,122,11595,11271,320,6,518,210,43,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,390,10,9,14,31,57,65,76,73,41,13,1,0 to 96,56,228,158,4,386,4,0,5,320,41,60,6,30,360,0,0,386,8,20,2,0,14,14,0,28,0,0,1,2,1,4,7,7,4,4,0,22 to 95,62,11,12,4,1,3,23,2,4,2,7,0,0,2,30,16,14,28,2,0,435,2,468,437,30,2,43,4,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,671,39,28,61,64,80,88,97,105,64,38,7,0 to 99,51,426,239,6,648,23,0,22,553,53,210,8,67,602,1,1,646,22,41,4,0,37,26,0,63,2,0,7,5,8,8,15,10,4,8,0,0 to 98,57,20,36,4,3,1,50,12,9,0,4,0,1,3,67,27,40,63,4,0,650,19,738,669,67,3,103,25,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2125,3,4,145,678,547,387,247,80,23,3,8,0 to 92,38,114,2003,8,2125,0,0,1,1949,1,41,0,199,1926,0,0,2125,196,3,0,0,5,194,0,199,0,0,11,52,51,49,32,4,0,0,0,20 to 73,41,108,85,4,2,6,124,69,4,0,0,0,0,0,199,194,5,199,0,0,1997,0,2198,1997,199,0,22,5,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,1472,9,11,105,406,297,244,185,122,56,34,3,0 to 118,41,287,1158,27,1468,4,0,20,1422,9,162,5,156,1316,0,0,1468,150,5,0,1,8,147,0,155,0,0,5,47,38,31,26,6,3,0,0,20 to 84,42,73,71,11,0,7,28,120,4,1,1,0,0,0,156,147,9,155,1,0,1445,3,1606,1448,156,0,4,2,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,2241,27,28,144,267,299,396,425,320,189,95,51,0 to 101,53,1203,983,55,2226,15,0,41,2151,28,91,33,87,2152,2,0,2224,66,19,2,0,36,49,0,85,2,1,4,14,13,24,13,11,4,1,0,2 to 93,49,66,11,4,4,19,59,7,27,1,12,1,1,3,87,51,36,85,2,0,2924,13,3027,2937,87,3,35,28,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,2197,70,75,151,260,280,278,446,369,180,82,6,0 to 118,54,1126,977,94,2184,13,0,160,1929,63,215,16,119,2074,0,4,2181,92,26,1,0,53,64,1,118,2,2,11,23,21,26,21,9,3,1,0,0 to 91,45,65,47,4,2,9,105,4,5,0,10,0,0,2,119,65,53,118,1,0,2837,11,2990,2848,119,2,9,7,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,698,24,12,74,105,90,120,112,80,49,30,2,0 to 99,48,393,279,26,669,29,0,21,657,16,59,3,26,672,0,0,669,8,18,0,0,18,8,0,26,0,0,2,2,3,1,5,5,5,3,0,23 to 97,65,19,6,1,0,0,25,1,7,0,9,0,0,3,26,8,18,26,0,0,750,29,805,779,26,3,3,2,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,582,11,8,39,66,62,97,108,120,55,16,0,0 to 92,56,336,228,18,576,6,0,2,575,5,14,1,14,567,1,0,575,8,6,0,0,6,8,0,14,1,0,0,4,4,3,1,1,0,0,0,1 to 73,40,9,2,1,2,0,12,2,3,0,1,0,0,0,14,8,6,14,0,0,613,6,634,619,14,0,6,5,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,3460,79,69,245,362,430,478,650,579,379,171,18,0 to 99,56,1803,1505,152,3423,37,0,126,3113,82,322,64,472,2980,2,6,3416,450,11,11,0,212,233,16,461,20,20,58,64,82,75,68,33,37,11,4,0 to 92,42,213,8,113,127,199,140,122,106,2,65,1,1,8,472,241,215,461,11,0,5467,25,5974,5492,472,8,62,51,55,2.97866994211851,0.153458428490643
