ï»¿OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
43546,Autauga,01001,East Central,428,8,0.150198352049983,2.1379328255407,fe1b4fe1-60ee-487e-912e-870c85e2e84c,3535
43547,Baldwin,01003,Southwestern,415,9,0.400159431601878,6.69300034847276,c5ff69c5-f9ad-4d43-abf3-e05236e15b36,12037
43548,Barbour,01005,Southeastern,271,1,0.223267704174077,2.69097505269632,4648cdb7-ff65-4eab-8ee8-01d04c904c48,1441
43549,Bibb,01007,West Central,124,1,0.156476914356972,1.8951692775798,5cfda6e7-0a96-484c-a7de-5c1302184fe1,1846
43550,Blount,01009,Northeastern,146,1,0.164406638341006,2.45274784751908,564578b0-3247-4cea-b11a-ef9f69512556,2542
43551,Bullock,01011,East Central,324,9,0.154671563531792,2.06480197165101,ec8861da-326b-44f1-8a64-c6206f9e1760,1098
43552,Butler,01013,Southeastern,574,26,0.191776547733298,1.83587954870993,5440cac8-316f-4d84-af87-8082c02e0327,2270
43553,Calhoun,01015,Northeastern,205,4,0.154366224232035,2.21070839394633,6d38a8d0-1e3b-4e8c-8042-ac2678283650,5704
43554,Chambers,01017,East Central,507,27,0.150563980768084,1.72306516183319,eec1054e-b845-45dd-9940-0522d675b42a,2584
43555,Cherokee,01019,Northeastern,56,6,0.151975822791428,1.89808177880757,155ca351-9990-40b8-b245-30b5278be285,1158
43556,Chilton,01021,West Central,159,2,0.174837510280213,2.09165532433194,b4f73e27-a0a2-482c-a661-87b4bb801005,2115
43557,Choctaw,01023,Southwestern,185,12,0.227681129400253,2.68700551554037,2caed2d5-19a2-44bb-9c71-47a43a9803b0,636
43558,Clarke,01025,Southwestern,215,4,0.308508819690587,3.78655552072513,698c216c-ad33-4cd0-bf11-0603f3ddca21,1992
43559,Clay,01027,Northeastern,32,2,0.151874743437702,2.02332180215824,a9fd443f-1bc2-46bd-bbec-015807404458,634
43560,Cleburne,01029,Northeastern,22,1,0.141259985723536,2.17578212063938,406e8eff-67d3-4a28-b4f4-2307a7cfc0ff,463
43561,Coffee,01031,Southeastern,313,1,0.167143203828118,1.67989540600381,a3a2b9e2-7836-4557-86e4-f660da57df68,2906
43562,Colbert,01033,Northern,297,5,0.15857369348987,2.31239229125845,c6c41cd9-363c-477e-9c1f-af4a17022c9c,4017
43563,Conecuh,01035,Southwestern,138,1,0.209509978242295,2.59686142559656,12d47b2a-9388-4ac7-aa00-b42a522e1e7c,770
43564,Coosa,01037,East Central,50,1,0.16640708911109,1.7505584986585,75630b52-4705-4354-886f-67f7b7132f66,422
43565,Covington,01039,Southeastern,223,1,0.255971892285061,2.38709591035509,70e85773-217f-4688-a7e0-4107de26d6eb,2224
43566,Crenshaw,01041,Southeastern,114,3,0.150571897113878,2.31806123117494,61d41989-46c3-4ebd-afa5-782f06a424a9,1082
43567,Cullman,01043,Northern,302,1,0.191087821164047,2.50218505547441,2efec31b-75f3-4753-a1f6-9948c814b290,5139
43568,Dale,01045,Southeastern,202,0,0.138259666605563,1.65151999951547,d1260f97-6eaf-4d0d-b190-68914a2c7caf,2246
43569,Dallas,01047,Southwestern,628,6,0.246497505086154,3.13752996820932,e05198cc-200c-4f06-8832-1255810d95c0,3943
43570,DeKalb,01049,Northeastern,411,5,0.197848401841384,2.21695752803772,5a965f76-fca7-4fd5-856e-51656dd7e3cd,3697
43571,Elmore,01051,East Central,660,11,0.163505782545826,2.27519521591255,d0afa51b-704e-42d1-a370-4742ab0a642b,5547
43572,Escambia,01053,Southwestern,148,6,0.233446648119298,2.50306921694382,35908bd2-e4e2-40ad-bdd2-e9102f16b99c,1879
43573,Etowah,01055,Northeastern,398,12,0.138757597037284,2.10053621990475,4a7ad2b3-4745-4515-a02c-c77c81ff82d1,7445
43574,Fayette,01057,West Central,58,1,0.158552104918499,1.83779224583562,0ec00ffc-281c-4e17-9849-0af76d898403,993
43575,Franklin,01059,Northern,778,10,0.164243463038702,1.78358559509712,c832c97a-62b1-4b6d-891d-69e22eb380b5,3346
43576,Geneva,01061,Southeastern,51,0,0.141768015065281,1.83488097279248,51191ab8-0901-4a2d-bf87-0bd3ed01261d,1068
43577,Greene,01063,West Central,154,5,0.164666965815741,3.57766804402764,f51f3396-8a1f-4a60-a5e8-47bf4bfc52c9,814
43578,Hale,01065,West Central,258,18,0.163613340422671,2.4799010938001,7b1aabf8-78b2-4410-9fc9-70365dc1bfb8,1925
43579,Henry,01067,Southeastern,115,3,0.139761467476774,1.63725823418183,d2d80605-352d-4617-822d-bb7ac68493e7,985
43580,Houston,01069,Southeastern,345,4,0.142463779205855,2.10452810210549,163178b9-5038-40cf-bafe-ed6ca0fedddf,6270
43581,Jackson,01071,Northern,149,3,0.287410215888713,2.67694940746419,74186b4f-d6f1-47ca-9d6c-a263c98f6614,3607
43582,Jefferson,01073,Jefferson,2943,125,0.282606031405749,2.91318939557353,125a824a-15de-42a3-97d2-1dc9284dbb99,57255
43583,Lamar,01075,West Central,54,0,0.15263540616661,1.64069081755141,a0e96aea-d24e-4ca2-8eb0-c5c31ca50f9f,829
43584,Lauderdale,01077,Northern,296,4,0.184043571131042,2.55716948814366,5b7849d2-d39d-4003-82f5-0153be2b2324,6058
43585,Lawrence,01079,Northern,75,0,0.182392737623559,1.92975383451283,8e083dda-0f45-49f4-8c0f-53c05a35220c,1107
43586,Lee,01081,East Central,836,35,0.153274187500529,2.0496448391292,ed6d2d67-a115-4d3f-b1b6-85742ff22baf,9650
43587,Limestone,01083,Northern,269,0,0.155003206122046,1.71814668265853,09daf415-b812-41e6-912b-04a8292c7e01,3779
43588,Lowndes,01085,East Central,415,14,0.179493868658938,2.34426217715912,ec145246-4201-4475-b4e9-b98357ed4938,1252
43589,Macon,01087,East Central,147,6,0.152225727451423,2.0876916570357,ded6502a-797d-469d-9420-96606633a98c,1201
43590,Madison,01089,Northern,701,6,0.207245811581288,2.4192510631746,1a638d71-3f24-498c-b46c-3cdfe2d462d8,23631
43591,Marengo,01091,Southwestern,237,11,0.243586589216875,2.64368581241414,0af8f752-a426-4bba-bc4e-1efeb17ada2d,2395
43592,Marion,01093,Northern,168,12,0.188224455607951,1.90243452461428,b77065d9-01c9-450b-8c87-9268c4aca934,1952
43593,Marshall,01095,Northern,1075,9,0.158193819913322,2.22984018931076,2193731e-0f8d-4ea6-8f2d-9fbc88cd2b6e,8052
43594,Mobile,01097,Mobile,2994,132,0.307697348295278,4.83629332281426,ce6fb881-2565-4ddb-bcc9-fd45eded2347,31705
43595,Monroe,01099,Southwestern,162,2,0.254517578378227,2.83753802882174,393e9463-ae33-4258-9776-dc04b76a0096,1515
43596,Montgomery,01101,East Central,3215,79,0.198182172648103,2.60770290702687,b5a19519-8d69-4f59-a1b1-7214e233bd52,17234
43597,Morgan,01103,Northern,747,2,0.152203319983528,1.80617511452274,017bd574-07be-4fd0-8153-8a3de5e9e904,7978
43598,Perry,01105,West Central,87,0,0.18021159047953,2.14838023913143,8b93ee35-0e40-4088-909e-f937c5c4b44f,1250
43599,Pickens,01107,West Central,165,6,0.22311596802615,2.22345505777214,b063577a-2213-47af-98b0-4fe3de67a135,1487
43600,Pike,01109,Southeastern,356,3,0.166038209106773,2.23104055343355,12a7ce42-17c3-44c5-8c9b-49e8d70ef919,2796
43601,Randolph,01111,Northeastern,142,8,0.14646191250813,1.58584516900329,fb23b3ca-8496-41b3-8156-341b043ce930,1241
43602,Russell,01113,East Central,358,0,0.160426072907967,2.13411394127528,fa5c7042-f828-4d95-aa1a-751223f8749e,2807
43603,St. Clair,01115,Northeastern,201,2,0.164611790120262,2.46182521198285,11f1ea74-2a23-4b00-beba-3821d54cfc81,5275
43604,Shelby,01117,Northeastern,765,22,0.202879219246825,2.52559193618872,105bb702-0257-4113-835f-3b19a8abf336,14210
43605,Sumter,01119,West Central,268,12,0.227210820567734,3.07842876540608,d764f189-f0ac-4241-8ac0-04b13b431053,1273
43606,Talladega,01121,Northeastern,182,6,0.190828489604655,2.7296175303427,1b2115aa-e507-4faa-8ee8-5352e179b9d3,4564
43607,Tallapoosa,01123,East Central,510,69,0.191182308914904,2.16459004269042,424efac8-8e99-4632-a766-697d1f058cb4,4176
43608,Tuscaloosa,01125,West Central,1581,31,0.338742577944004,2.90058009044742,aac27138-4c03-4319-ab62-60491bb10a40,18802
43609,Walker,01127,West Central,683,8,0.20307720239839,2.39750884765462,b22b06be-0f71-497b-948b-183c8d26c50f,6323
43610,Washington,01129,Southwestern,92,6,0.26740407070929,2.63236527422465,c99610e3-16c7-4237-842b-bc9a702a3a84,981
43611,Wilcox,01131,Southwestern,244,8,0.224284362669096,2.68126387368409,f1bee3c0-c23a-415d-b63b-c1043c93b043,1085
43612,Winston,01133,Northern,175,1,0.159972008442992,1.68720534678178,5f8a2b56-4a69-4289-8a20-75bb112b6867,2012
43613,Unknown or Out of State,99999,Unknown,0,0,12.9086340951542,16.2873566339486,07eb17fb-7fee-43db-883f-0ab1ad747d90,0
