ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
28,28,38,075,LEVY,Levy,FL,1728,26,27,164,225,189,231,335,264,187,79,1,0 to 118,55,1003,708,17,1727,1,0,23,1471,16,302,3,139,1589,0,0,1727,136,3,0,0,45,94,0,139,1,1,29,36,26,12,19,8,4,3,0,3 to 99,35,43,8,82,6,84,49,6,12,0,8,0,0,1,139,94,45,139,0,0,2689,1,2831,2690,139,1,223,173,35,,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3853,28,27,91,173,183,297,512,1427,897,132,86,0 to 119,69,1890,1762,201,3778,75,0,115,3481,164,285,57,284,3546,0,23,3755,234,48,1,1,86,196,0,282,1,2,8,8,35,42,41,93,45,9,0,4 to 92,65,233,35,7,7,19,253,10,61,0,46,0,0,17,284,198,86,282,2,0,6026,73,6388,6099,284,17,68,56,65,,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,17216,219,389,1540,2202,2284,2652,2860,2506,1184,508,872,0 to 119,50,9777,7312,127,17175,41,0,308,16313,246,705,100,1265,15940,1,10,17165,1200,55,10,0,667,588,0,1255,16,20,357,259,161,172,109,94,47,30,0,0 to 100,33,847,141,104,163,324,663,268,241,5,138,1,0,15,1265,592,673,1255,10,0,28082,30,29390,28112,1265,15,751,508,33,,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,64300,1111,1448,5347,9376,9490,10171,10371,7437,3516,1343,4690,0 to 120,48,35347,28574,379,63220,1079,1,783,61801,585,2130,414,4914,59324,0,62,63159,4689,103,117,5,2236,2490,66,4792,66,113,1047,1203,813,727,538,250,110,43,4,0 to 101,35,1479,732,1070,1511,1180,1459,2153,787,46,400,37,5,48,4914,2560,2287,4791,122,1,102590,957,108529,103547,4914,48,1196,971,35,,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,3959,38,69,188,367,353,464,735,912,626,198,9,0 to 222,61,2207,1553,199,3952,7,0,65,3590,119,272,26,189,3768,1,1,3951,113,76,0,0,98,91,0,189,2,4,20,17,12,30,48,26,19,11,0,0 to 97,57,140,9,10,30,19,140,30,32,0,34,0,0,12,189,91,98,189,0,0,8138,6,8336,8144,189,12,726,271,57,,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,3830,65,60,288,495,456,562,698,561,404,237,4,0 to 102,54,2321,1488,21,3810,20,0,76,3571,66,192,43,185,3645,0,0,3810,125,54,5,1,88,91,0,179,1,7,16,38,26,30,33,21,10,3,0,1 to 90,46,125,20,7,27,32,114,33,49,2,29,2,1,5,185,93,92,179,6,0,8188,14,8388,8202,185,5,292,241,46,,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,38652,371,523,2440,4710,4464,5551,7380,6774,4108,2235,96,0 to 120,56,22471,16076,105,38318,334,0,2153,34586,411,4455,381,3667,34924,1,60,38257,3464,142,54,7,2075,1519,12,3606,40,135,513,790,502,474,424,328,239,208,14,0 to 102,41,1673,862,183,888,287,2288,1031,627,19,533,17,1,115,3667,1555,2100,3606,61,0,71707,273,75668,71980,3667,115,536,444,41,,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2243,60,51,176,294,266,269,365,303,237,212,10,0 to 118,55,1421,740,82,2238,5,0,63,1945,110,554,15,310,1933,0,0,2238,194,111,2,3,186,119,0,305,5,11,33,44,51,46,42,25,31,22,0,0 to 102,47,160,70,24,51,80,161,64,46,1,44,0,0,18,310,121,189,305,5,0,2954,0,3265,2954,310,18,63,59,47,,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,49006,792,1030,4432,7834,7153,7524,8758,6436,3288,1644,114,-6 to 119,49,27045,21216,745,48395,611,0,696,46442,454,2191,212,2902,46058,11,35,48349,2589,229,74,10,1464,1353,1,2818,45,77,452,638,497,388,384,237,117,66,1,0 to 101,39,1086,787,394,551,446,1767,605,446,21,318,11,3,60,2902,1398,1501,2818,84,0,77636,527,81112,78163,2902,60,1735,1618,39,,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,350,6,0,43,42,39,35,38,47,55,44,1,0 to 119,58,225,118,7,350,0,0,12,328,0,19,1,19,331,0,0,350,14,5,0,0,9,10,0,19,1,0,3,4,1,3,3,2,0,2,0,3 to 98,46,18,1,0,0,4,15,0,3,0,2,0,0,0,19,10,9,19,0,0,435,0,455,435,19,0,15,15,46,,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,613,11,14,36,57,64,102,123,122,65,19,0,0 to 94,56,361,249,3,557,56,0,17,582,1,53,12,11,602,0,0,557,9,0,2,0,5,4,0,9,0,1,0,1,2,4,0,3,0,0,0,9 to 70,48,7,0,2,0,2,7,0,1,1,0,1,0,0,11,5,6,9,2,0,1219,54,1284,1273,11,0,23,20,48,,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1169,11,17,54,76,108,139,401,277,72,14,0,0 to 118,59,316,846,7,1169,0,0,16,1126,4,77,4,41,1128,0,0,1169,38,3,0,0,6,35,0,41,0,0,0,5,1,3,19,11,2,0,0,25 to 80,61,26,13,2,0,2,39,0,9,0,9,0,0,2,41,35,6,41,0,0,2064,0,2105,2064,41,2,29,27,61,,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1477,20,26,118,188,169,222,290,189,146,103,6,0 to 118,54,925,527,25,1475,2,0,30,1394,34,156,2,61,1415,0,1,1474,21,40,0,0,46,15,0,61,0,2,5,4,9,7,5,6,12,11,0,8 to 107,62,51,9,1,0,3,58,0,7,0,12,0,0,2,61,15,46,61,0,0,2152,2,2216,2154,61,2,156,124,62,,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1256,13,29,87,138,169,215,245,213,107,39,1,0 to 102,53,710,535,11,1252,4,0,12,1190,13,194,4,40,1216,0,0,1252,22,16,2,0,25,13,0,38,0,0,5,6,6,12,6,3,1,1,0,18 to 86,46,20,13,3,2,1,35,2,7,0,5,0,0,1,40,13,27,38,2,0,1802,2,1844,1804,40,1,101,26,46,,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,19679,261,351,1125,1887,2129,2733,4431,3954,2102,557,149,0 to 119,58,11178,8397,104,19661,18,0,197,19014,107,732,87,850,18826,0,3,19658,777,61,10,2,434,402,2,838,14,26,139,135,140,117,134,76,40,29,0,0 to 99,42,558,77,72,131,216,484,138,182,3,92,3,0,16,850,406,442,838,12,0,33827,6,34685,33833,850,16,737,679,42,,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,19206,451,511,1425,2406,2485,2757,3113,2999,1917,802,340,0 to 119,52,11112,7911,183,19112,94,0,399,17354,231,1597,142,2042,17151,1,12,19099,1848,179,14,1,1152,875,0,2027,27,65,245,309,331,291,264,210,177,121,2,0 to 103,46,1195,339,223,270,601,1103,323,581,9,407,5,0,78,2042,881,1161,2027,15,0,34891,79,37021,34970,2042,78,1319,749,46,,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,13584,173,353,957,1868,1944,2242,2338,1789,886,322,712,0 to 155,50,7599,5913,72,13507,77,0,510,12159,390,1011,212,1052,12483,2,47,13459,967,36,47,2,500,502,1,1003,13,23,119,216,157,185,153,105,63,17,1,0 to 102,44,482,93,399,29,609,322,72,282,8,168,7,2,23,1052,538,513,1003,49,0,19730,27,20826,19757,1052,23,825,312,44,,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3794,57,58,179,388,340,443,607,719,625,358,20,0 to 119,62,2302,1455,37,3729,65,0,58,3547,47,207,24,226,3563,0,5,3724,191,33,2,0,116,108,0,224,5,9,20,29,30,35,46,28,20,4,0,0 to 91,51,142,40,28,14,86,118,20,54,1,49,1,0,10,226,110,116,224,2,0,6278,63,6570,6341,226,10,267,152,51,,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,27095,317,414,1915,3146,3328,3816,4605,4826,3214,1453,61,0 to 119,56,15597,11266,232,26136,958,1,589,24062,613,2592,172,3627,23446,1,21,26116,3376,167,79,5,1874,1662,7,3543,49,90,455,592,553,564,479,360,258,227,0,0 to 101,46,2093,499,101,850,1140,1525,878,829,15,529,13,4,143,3627,1708,1910,3542,84,1,42238,873,46749,43111,3627,143,2559,951,46,,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,16327,344,595,1423,1849,2010,2119,2453,2718,2093,692,31,0 to 105,54,8791,7459,77,15968,359,0,434,13532,356,2566,164,3159,13088,3,77,15888,2785,294,64,16,1496,1578,5,3079,86,178,489,504,548,448,393,241,187,85,0,0 to 101,40,1750,160,273,896,1615,727,737,431,20,290,11,6,64,3159,1625,1529,3079,80,0,25336,279,28783,25615,3159,64,3015,2025,40,,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,162499,1749,2557,12410,25823,25830,29572,27933,18983,10807,6222,613,0 to 225,49,84810,76527,1162,161054,1444,1,3965,146484,2785,16718,995,25790,136462,100,147,160809,24496,818,467,9,12577,12719,18,25314,228,444,2386,4467,4131,4668,3966,2588,1640,1260,12,0 to 108,47,13345,3877,1205,6887,13352,5097,6865,6070,48,3693,31,15,884,25790,12972,12796,25313,476,1,233352,967,260333,234319,25790,884,4256,3515,47,,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3635,29,57,224,440,488,622,791,582,292,108,2,0 to 101,54,1920,1706,9,3559,76,0,1241,2002,83,798,122,162,3390,0,83,3481,130,20,8,4,70,80,0,150,2,6,10,18,20,27,25,25,17,12,0,3 to 100,54,110,6,1,33,37,75,38,22,3,14,2,0,4,162,87,75,150,12,0,4466,58,4686,4524,162,4,527,249,54,,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7023,228,264,571,922,983,1051,1164,1048,544,238,10,0 to 119,50,3852,3144,27,6956,67,0,94,6630,99,293,70,344,6676,1,2,6953,299,40,5,0,125,214,0,339,4,3,62,57,59,60,44,34,12,9,0,0 to 98,41,255,44,8,32,22,264,53,28,0,26,0,0,9,344,215,129,339,5,0,10940,62,11348,11002,344,9,822,278,41,,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1673,53,42,105,174,217,247,293,249,158,132,3,0 to 101,54,930,706,37,1610,63,0,30,1515,15,200,43,181,1492,0,0,1610,135,23,20,3,89,69,0,158,6,11,16,20,33,22,33,21,13,6,0,0 to 101,46,141,10,2,5,45,107,6,28,5,22,2,0,9,181,78,103,158,23,0,2702,40,2927,2742,181,9,144,89,46,,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3035,25,35,245,516,522,529,478,308,231,140,6,0 to 105,48,1364,1577,94,3012,23,0,18,2616,19,313,27,333,2698,1,3,3008,286,38,8,1,74,250,0,324,2,8,31,78,78,63,52,14,6,1,0,0 to 87,40,134,136,19,35,29,187,108,40,2,25,0,0,2,333,254,79,324,9,0,4352,14,4707,4366,333,2,412,212,40,,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,905,12,16,54,95,110,142,195,127,99,55,0,0 to 119,56,535,348,22,899,6,0,30,747,9,129,14,96,808,0,1,898,74,20,2,0,49,45,0,94,0,2,4,10,9,10,22,16,16,7,0,9 to 99,59,68,18,1,7,1,85,8,8,0,19,0,0,11,96,45,51,94,2,0,1567,4,1668,1571,96,11,133,76,59,,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3273,46,52,228,334,379,449,628,600,382,171,4,0 to 103,57,1763,1315,195,3164,109,0,45,3141,28,88,33,115,3157,0,1,3163,86,21,6,2,53,54,0,107,2,1,15,21,24,13,14,15,7,3,0,1 to 89,43,81,16,2,8,1,96,10,30,1,16,0,0,1,115,57,58,107,8,0,5559,101,5776,5660,115,1,107,101,43,,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,296,2,10,34,63,62,34,31,30,23,6,1,1 to 90,40,122,172,2,296,0,0,24,209,3,122,0,142,154,0,0,296,140,2,0,0,29,113,0,142,1,3,18,44,39,18,12,5,1,1,0,3 to 89,37,97,18,3,24,77,41,24,18,0,13,0,0,1,142,113,29,142,0,0,426,0,568,426,142,1,131,72,37,,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5524,61,52,252,461,530,758,1061,1055,739,549,6,0 to 119,61,3262,2195,67,5505,19,0,157,4973,62,572,23,587,4933,1,3,5501,439,145,2,1,357,226,1,584,5,8,25,61,38,67,108,87,85,103,0,0 to 101,63,471,55,15,43,37,493,54,104,1,135,1,0,75,587,228,358,584,3,0,9665,16,10270,9681,587,75,91,72,63,,3.83218059315228,0.165856243943894
