ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,532,11,10,55,66,66,77,80,71,62,34,0,0 to 118,52,334,189,9,532,0,0,5,521,2,17,1,10,521,1,0,531,9,1,0,0,6,4,0,10,0,0,1,1,1,2,3,1,1,0,0,21 to 79,54,7,1,0,2,0,9,1,1,0,0,0,0,0,10,4,6,10,0,0,573,0,584,573,10,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,2879,57,84,263,411,356,447,463,361,274,152,11,0 to 118,50,1801,1032,46,2872,7,0,72,2649,133,214,19,139,2730,4,6,2862,93,46,0,0,83,56,0,139,0,12,13,17,21,23,14,18,14,7,0,6 to 98,47,77,54,8,0,6,129,4,30,0,17,0,0,4,139,56,83,139,0,0,3068,7,3222,3075,139,4,98,29,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,528,27,13,34,66,72,63,92,97,45,17,2,0 to 118,53,299,204,25,527,1,0,15,477,3,76,3,11,515,1,1,525,6,5,0,0,7,4,0,11,0,0,3,2,0,1,3,2,0,0,0,20 to 70,47,11,0,0,0,0,11,0,1,0,0,0,0,0,11,4,7,11,0,0,652,1,667,653,11,0,86,69,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,5690,135,109,428,840,850,771,893,685,551,389,39,0 to 119,51,3434,2214,42,5555,134,1,105,5349,137,197,66,192,5498,0,0,5556,105,79,4,4,100,84,0,184,3,4,7,23,27,24,40,30,21,13,0,0 to 96,56,144,30,9,1,30,154,0,52,2,30,1,0,6,192,89,103,183,8,1,6416,126,6738,6542,192,6,479,144,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,461,4,4,36,38,66,59,81,77,63,32,1,0 to 99,58,267,174,20,461,0,0,3,396,4,41,3,52,408,1,0,460,35,17,0,0,41,11,0,52,0,0,4,3,4,1,2,6,14,18,0,20 to 99,80,34,9,1,8,0,41,11,10,0,5,0,0,3,52,11,41,52,0,0,495,0,549,495,52,3,65,11,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,56377,813,1053,3633,6493,6661,7991,9971,8905,6101,3165,1591,0 to 119,55,31162,24952,263,55720,655,2,1321,52890,465,3950,294,5140,50898,226,113,55386,4918,130,86,6,2465,2572,11,5048,42,86,454,766,763,783,758,615,524,347,2,0 to 104,50,2460,985,684,919,1487,2553,1008,1390,27,1051,17,11,315,5140,2622,2507,5046,92,2,56193,560,62330,56753,5140,315,710,446,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,7966,125,150,470,876,936,1221,1438,1385,907,432,26,0 to 119,56,4569,3183,214,7827,139,0,283,7203,188,680,70,386,7521,6,53,7768,335,41,10,0,199,175,2,376,2,5,25,56,57,64,59,55,39,24,0,3 to 97,53,196,91,38,51,59,246,71,121,0,87,1,0,28,386,179,205,376,10,0,8610,129,9135,8739,386,28,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,11153,204,250,751,1313,1561,1846,1993,1729,1046,434,26,0 to 119,53,6573,4545,35,11088,65,0,144,10674,223,441,95,341,10790,7,15,11066,286,45,9,1,176,155,0,331,6,7,27,39,66,69,46,50,16,15,0,1 to 94,49,220,37,41,33,67,225,39,88,4,72,3,1,12,341,161,180,331,10,0,12260,55,12675,12315,341,12,612,167,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,1981,33,59,137,359,356,354,303,251,90,37,2,0 to 98,46,1404,565,12,1975,5,1,21,1806,46,233,13,255,1724,2,0,1974,243,8,4,0,193,58,0,251,2,4,12,54,60,50,29,24,11,9,0,0 to 98,44,101,112,8,30,19,187,45,45,0,42,0,0,1,255,59,196,250,4,1,2845,1,3111,2846,255,1,264,137,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,10804,163,225,1186,1839,1633,1718,1761,1397,542,309,31,0 to 119,47,5463,5205,136,10632,171,1,112,10313,201,334,73,330,10460,4,10,10619,298,10,21,1,166,142,0,308,1,3,77,62,45,49,57,25,8,3,0,2 to 87,40,120,165,7,16,20,267,21,72,10,35,9,6,6,330,153,177,307,22,1,11640,149,12125,11789,330,6,534,216,43,2.42861632663576,0.170704044186268
