ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
19,19,43,085,MARTIN,Martin,FL,9362,204,309,838,1080,1165,1228,1532,1487,1051,445,23,0 to 100,53,4645,4296,421,9262,100,0,704,6734,82,2711,95,3152,6172,1,37,9225,3113,19,20,0,1470,1645,17,3132,99,186,501,562,542,488,319,198,154,100,3,0 to 99,38,1238,164,921,809,1610,907,615,491,3,273,2,1,51,3152,1658,1477,3132,20,0,18654,77,21915,18731,3152,51,1568,1557,38,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,73856,1764,2419,8254,12583,10972,11266,11262,8324,4448,2050,514,0 to 119,45,41309,32072,475,73400,456,0,1994,65788,458,6337,371,24135,49551,22,148,73230,23585,436,111,3,12635,11180,206,24021,510,1018,4299,5440,3817,3497,2611,1370,763,408,402,0 to 104,36,7446,2948,2752,10875,5146,6583,12292,1741,13,981,10,3,243,24135,11230,12699,24021,114,0,165402,340,190136,165742,24135,243,5292,4945,36,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,20868,385,679,1835,2431,2467,2810,3545,3589,2199,821,107,0 to 119,54,11602,8946,320,20559,309,0,1338,17966,177,3035,56,6738,14124,4,2,20553,6599,66,73,0,3436,3157,72,6665,138,408,1091,1209,1102,1007,807,485,317,170,4,0 to 101,39,2559,517,572,3017,1461,1822,3382,308,5,406,3,2,144,6738,3192,3471,6665,73,0,59403,234,66409,59637,6738,144,508,410,39,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,10074,193,291,953,1256,1430,1650,1694,1433,817,335,22,0 to 101,50,5744,4212,118,10048,26,0,454,8529,130,1390,87,2137,7926,1,10,10037,2020,109,8,0,1159,962,8,2129,20,76,340,349,332,358,290,197,112,62,1,0 to 100,43,937,349,162,681,197,1190,742,284,0,151,0,0,43,2137,966,1163,2129,8,0,24903,18,27071,24921,2137,43,1271,1238,43,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1669,58,154,259,309,217,214,197,155,77,29,0,0 to 94,37,905,740,24,1661,8,0,71,696,2,888,15,710,958,1,0,1660,472,232,5,1,362,338,4,704,23,77,129,147,103,91,62,50,21,7,0,0 to 93,33,528,72,75,29,487,189,28,107,3,60,3,1,4,710,342,364,704,6,0,3067,2,3782,3069,710,4,1242,1141,33,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,18806,251,397,1447,2328,2289,2695,3113,3283,2132,841,30,0 to 168,54,11282,7465,59,18774,32,0,4946,11498,177,4911,215,2550,16018,0,238,18538,2472,70,7,1,1308,1216,18,2542,42,81,372,462,434,381,357,233,136,50,2,0 to 99,42,1528,377,215,422,388,1605,549,410,4,245,0,0,30,2550,1217,1315,2542,8,0,33049,21,35644,33070,2550,30,1440,1275,41,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,24861,245,479,1830,2920,2827,3589,4841,4341,2371,1137,281,0 to 119,55,13892,10363,606,24736,125,0,864,22033,230,2984,206,5297,19541,0,23,24714,4764,491,36,6,2781,2448,26,5255,65,187,844,1007,742,775,726,495,276,175,5,0 to 102,42,2184,671,967,1433,747,2654,1854,647,7,384,5,0,85,5297,2468,2803,5255,42,0,52090,81,57537,52171,5297,85,1983,1361,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,955,23,39,80,113,158,118,150,147,84,42,1,0 to 118,51,570,371,14,955,0,0,29,750,6,175,3,190,765,0,0,955,158,32,0,0,109,80,1,190,0,12,21,27,29,21,24,30,21,5,0,6 to 91,48,131,15,2,42,2,138,50,32,0,20,0,0,4,190,80,109,190,0,0,1792,0,1982,1792,190,4,278,223,48,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,18298,301,359,1316,1983,1941,2373,2901,3063,2135,699,1227,0 to 103,55,9671,7644,983,18149,149,0,263,16969,222,1003,110,3391,14863,0,44,18107,3325,39,27,0,1725,1583,56,3364,64,116,557,664,515,527,458,268,166,49,7,0 to 103,40,963,362,436,1603,421,1149,1794,276,12,170,5,1,36,3391,1596,1738,3364,27,0,46498,120,50042,46618,3391,36,1178,886,40,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,2034,36,44,217,260,224,287,386,292,203,83,2,0 to 118,53,1169,847,18,2030,4,0,75,1533,16,531,10,375,1659,0,0,2030,337,35,0,3,165,205,2,372,4,12,73,66,51,56,56,31,17,8,1,2 to 99,41,157,35,111,69,135,166,71,42,0,26,0,0,2,375,207,166,372,3,0,4266,1,4651,4267,375,2,526,476,41,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4513,65,45,149,220,236,362,608,1581,1005,157,85,0 to 119,68,2252,2081,180,4434,79,0,264,3737,164,697,81,843,3626,0,44,4390,766,70,6,1,372,457,7,836,1,19,61,53,87,108,122,227,131,34,0,4 to 92,63,473,115,36,212,40,567,229,187,1,115,0,0,21,843,460,376,836,7,0,12641,72,13568,12713,843,21,393,381,62,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,21500,339,535,2358,3086,2947,3291,3336,2759,1344,654,851,0 to 119,48,12040,9260,200,21448,52,0,660,19221,246,1637,124,5411,16061,1,27,21422,5328,63,20,0,2850,2471,70,5391,82,150,1163,1141,792,783,569,346,209,175,1,0 to 104,37,2020,532,557,2282,622,1489,3280,471,5,275,1,0,45,5411,2478,2861,5391,20,0,49370,30,54863,49400,5411,45,1699,1456,36,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,83241,1483,2021,9045,14223,12820,12904,12259,8358,3976,1541,4611,0 to 120,44,44897,37820,524,81943,1297,1,1712,77883,585,5375,460,23584,59289,1,367,81577,23116,130,333,5,11598,11438,210,23246,352,597,4674,6007,4102,3406,2415,1163,593,257,18,0 to 106,35,5121,2980,3521,11624,2980,4534,15732,1283,50,644,40,5,119,23584,11616,11751,23245,338,1,188989,951,213771,189940,23584,119,2531,2303,35,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4966,75,105,339,520,467,608,906,1031,691,216,8,0 to 222,59,2786,2024,156,4957,9,0,201,3803,119,770,39,855,4103,1,7,4950,525,328,2,0,432,418,3,853,9,22,114,121,95,124,162,114,67,27,0,0 to 97,50,623,50,56,124,51,645,157,62,0,83,0,0,17,855,419,433,853,2,0,13615,6,14483,13621,855,17,1702,1248,50,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,5032,86,105,485,684,621,735,858,669,492,293,4,0 to 102,52,2989,2028,15,5006,26,0,390,3819,66,1318,55,1207,3825,0,0,5006,978,217,11,1,632,563,0,1195,14,41,196,210,167,187,168,112,76,36,0,0 to 100,43,829,103,93,170,176,727,292,228,2,126,2,1,14,1207,567,640,1195,12,0,13719,14,14944,13733,1207,14,1403,1352,42,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,48716,529,836,4047,6819,5874,7016,8786,7584,4623,2511,91,0 to 120,54,27763,20795,158,48343,373,0,3686,39917,411,11090,465,13705,34981,1,29,48314,13420,184,94,7,7289,6230,85,13604,190,441,2110,2912,1880,1924,1810,1129,777,520,12,0 to 104,40,6164,2307,863,4270,1166,7460,4978,1505,22,1138,19,2,323,13705,6287,7332,13604,101,0,126502,268,140574,126770,13705,323,1077,985,40,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2805,91,110,285,377,349,349,416,343,257,217,11,0 to 118,50,1725,1008,72,2788,17,0,101,2024,110,922,23,895,1910,0,0,2788,754,124,14,3,501,369,8,878,34,64,145,133,133,128,97,71,58,31,1,0 to 102,40,432,130,177,139,290,430,158,129,1,74,0,0,22,895,375,512,878,17,0,4998,0,5901,4998,895,22,226,222,39,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,63389,1109,1660,6986,11361,9548,9616,10262,7245,3631,1837,134,-6 to 119,46,34509,28120,760,62669,720,0,1442,57168,454,4596,246,17245,46031,10,103,62560,15829,1227,174,15,8857,8099,100,17056,216,640,2950,4213,2937,2487,1916,1078,504,295,9,0 to 102,36,4171,5355,1561,5969,1395,7964,7697,886,24,496,12,4,98,17245,8203,8940,17056,189,0,147576,520,165538,148096,17245,98,4231,4114,36,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,404,7,5,49,52,43,41,49,55,57,45,1,0 to 119,56,254,142,8,404,0,0,11,341,0,36,1,73,331,0,0,404,66,7,0,0,39,32,2,73,2,5,9,15,5,11,12,9,2,3,0,3 to 98,46,38,12,9,14,12,47,14,14,0,4,0,0,0,73,32,39,73,0,0,670,0,745,670,73,0,50,50,46,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,825,19,34,74,91,88,146,150,135,68,20,0,0 to 94,52,468,354,3,764,61,0,35,631,1,152,18,178,647,0,0,764,168,3,7,0,92,79,0,171,2,11,29,27,28,42,20,16,2,1,0,1 to 89,42,87,43,3,38,12,119,40,32,2,8,2,0,0,178,85,93,171,7,0,2613,54,2849,2667,178,0,224,220,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1283,12,29,86,85,125,149,419,289,74,15,0,0 to 118,58,368,909,6,1283,0,0,42,1139,4,177,5,142,1141,0,0,1283,111,31,0,0,47,95,0,142,1,8,30,14,15,11,36,23,3,1,0,4 to 89,51,100,38,4,0,6,136,0,20,0,15,0,0,3,142,95,47,142,0,0,2710,0,2853,2710,142,3,216,214,51,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1628,27,37,151,210,193,244,306,196,155,103,6,0 to 118,52,1021,585,22,1626,2,0,72,1387,34,282,2,195,1432,0,1,1625,126,69,0,0,119,76,0,195,4,8,32,24,30,31,20,12,22,12,0,0 to 107,44,136,53,6,0,6,189,0,31,0,22,0,0,2,195,76,119,195,0,0,3291,2,3491,3293,195,2,426,394,44,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1579,23,40,143,191,225,267,296,233,119,41,1,0 to 102,51,847,723,9,1574,5,0,42,1245,13,361,14,297,1281,0,1,1573,265,29,2,1,118,176,0,294,1,4,50,51,55,53,51,17,12,3,0,3 to 86,43,167,67,14,46,17,228,49,35,0,16,0,0,1,297,177,120,294,3,0,3583,2,3891,3585,297,1,360,285,42,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,23173,301,437,1808,2597,2630,3243,4877,4218,2253,663,146,0 to 119,56,12992,10068,113,23149,24,0,958,20892,107,3220,130,4303,18866,0,4,23145,4197,88,15,3,2229,2036,20,4285,46,102,836,845,634,610,566,335,189,140,0,0 to 103,39,2180,361,329,1415,593,2167,1525,557,4,282,3,0,50,4303,2043,2240,4285,18,0,64286,6,68645,64292,4303,50,1254,1196,39,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,27168,690,950,2714,4070,3926,3919,3958,3522,2162,924,333,0 to 119,47,15155,11717,296,27051,117,0,1201,22818,231,4128,189,9877,17261,2,28,27021,8760,1078,31,8,5140,4564,134,9838,181,472,1512,1954,1773,1431,1115,742,444,251,2,0 to 103,39,4378,1647,816,2997,2327,3770,3741,1140,11,669,5,1,176,9877,4580,5162,9838,39,0,65100,74,75122,65174,9877,176,3187,2617,39,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,18929,263,599,1826,3086,2989,3189,2850,2074,1021,353,679,0 to 155,46,10341,8448,140,18828,101,0,1656,15184,390,2633,229,6268,12592,2,67,18760,6144,51,71,2,3172,2950,73,6195,82,228,950,1415,1165,1113,658,398,206,50,3,0 to 102,38,1785,297,1700,2413,2283,954,2958,549,10,265,8,2,38,6268,2999,3195,6195,73,0,40135,27,46523,40162,6268,38,2246,1735,38,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4437,84,88,257,501,421,533,697,779,683,374,20,0 to 119,60,2628,1774,35,4371,66,0,140,3765,47,623,37,778,3653,0,6,4365,694,81,3,0,404,370,1,775,17,25,87,127,103,117,130,81,71,20,0,0 to 95,48,421,142,121,91,230,412,133,184,2,117,1,0,15,778,373,404,775,3,0,11665,63,12518,11728,778,15,912,798,47,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,36512,489,749,3569,5040,4918,5296,5748,5469,3549,1620,65,0 to 119,51,20454,15724,334,35370,1141,1,1225,31234,613,5704,217,12906,23585,2,19,35350,12185,450,265,6,6552,5921,162,12635,211,404,2070,2465,2102,2026,1596,985,619,418,10,0 to 101,41,5334,1224,453,5624,2959,3827,5849,1491,18,808,15,5,232,12906,6062,6674,12634,271,1,79316,868,93116,80184,12906,232,3408,1806,41,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,21527,574,879,2417,2716,2857,2950,3047,3034,2254,760,39,0 to 105,49,11435,9944,148,21147,380,0,936,16372,356,4915,200,7934,13438,3,152,20992,7461,372,85,16,3954,3844,35,7833,213,413,1423,1338,1353,1238,939,526,338,152,1,0 to 101,39,3738,423,595,3077,3143,1695,2995,817,22,527,12,6,107,7934,3901,3993,7833,101,0,42681,279,50945,42960,7934,107,5014,4031,39,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,222168,2723,4511,20818,37923,36152,40121,35873,23219,12962,7180,686,0 to 225,47,115306,105580,1282,220473,1694,1,5591,198654,2785,23940,1077,87035,134847,93,193,220189,85144,1152,730,9,43543,42459,294,86296,1107,2322,10900,16993,14757,15566,12112,6967,3898,2331,82,0 to 108,43,30298,8590,3492,43916,32101,10599,43596,8955,57,4761,32,16,1309,87035,42844,43874,86295,739,1,415937,939,504907,416876,87035,1309,7833,7095,43,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4745,87,98,359,672,662,798,946,688,323,111,1,0 to 101,51,2450,2276,19,4652,93,0,1399,2398,83,1116,145,894,3814,0,37,4618,846,25,18,5,399,468,4,871,22,30,105,187,146,155,108,86,40,15,0,0 to 100,42,464,31,14,362,232,273,366,119,6,47,5,0,6,894,481,409,871,23,0,8664,66,9633,8730,894,6,1680,1403,42,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,8874,280,352,1076,1217,1226,1336,1365,1154,598,259,11,0 to 119,47,4853,3954,67,8800,74,0,309,7266,99,1188,139,1976,6897,0,1,8799,1899,64,13,0,985,941,37,1963,32,62,523,334,269,295,222,134,68,36,1,0 to 101,36,1234,110,54,565,52,1302,609,93,0,103,1,0,15,1976,946,993,1963,13,0,18603,60,20656,18663,1976,15,2451,1906,36,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,2426,59,67,299,314,346,352,389,284,175,138,3,0 to 101,48,1289,1101,36,2299,127,0,109,1996,15,795,99,822,1604,0,0,2299,720,26,73,3,351,392,3,746,11,27,190,135,139,107,119,51,32,11,0,0 to 101,39,616,49,18,63,149,542,55,87,10,45,2,0,11,822,426,393,746,76,0,5749,51,6641,5800,822,11,408,353,39,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3702,46,72,345,607,612,623,549,385,275,182,6,0 to 105,47,1697,1923,82,3676,26,0,23,2781,19,806,43,857,2842,1,2,3673,800,45,11,1,330,511,4,845,7,21,97,148,154,149,110,81,47,43,0,0 to 100,45,362,232,38,213,37,469,339,115,2,75,0,0,12,857,518,335,845,12,0,6923,14,7805,6937,857,12,941,740,45,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,1177,21,29,95,144,143,186,242,152,109,56,0,0 to 119,53,682,464,31,1168,9,0,43,831,9,327,15,310,862,0,5,1163,260,45,5,0,150,141,14,305,5,10,38,53,34,45,53,38,25,9,0,0 to 99,49,148,62,9,86,4,202,99,26,0,27,0,0,13,310,143,153,305,5,0,2689,4,3004,2693,310,13,344,286,49,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,4101,71,86,398,457,503,583,747,665,402,185,4,0 to 103,54,2238,1716,147,3969,132,0,167,3329,28,522,83,784,3300,0,17,3953,725,26,31,2,383,368,0,751,10,20,164,123,127,123,109,69,22,17,0,0 to 95,41,456,80,39,176,35,523,193,107,1,42,0,0,4,784,381,403,751,33,0,10874,98,11774,10972,784,4,930,924,41,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,464,11,16,56,96,99,64,50,37,27,7,1,0 to 90,39,193,270,1,464,0,0,53,254,3,274,0,286,178,0,0,464,284,2,0,0,92,194,0,286,5,5,39,73,75,45,30,10,2,2,0,0 to 89,38,203,58,13,12,135,131,20,34,0,22,0,0,1,286,194,92,286,0,0,639,0,926,639,286,1,203,144,37,2.27684336624256,0.231957009552348
