ï»¿FID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,24,18,0,2020/06/02 16:11:31,USA,11811,318,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,34,28,0,2020/06/02 16:11:31,USA,6040,204,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,25,7,0,2020/06/02 16:11:31,USA,17153,378,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,18,6,0,2020/06/02 16:11:31,USA,9253,285,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,120,88,4,2020/06/02 16:11:31,USA,13832,847,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,14,3,0,2020/06/02 16:11:31,USA,14908,423,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,24,21,0,2020/06/02 16:11:31,USA,20029,767,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,12,10,0,2020/06/02 16:11:31,USA,9187,341,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,11,10,0,2020/06/02 16:11:31,USA,10518,367,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,4,4,0,2020/06/02 16:11:31,USA,10569,374,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,3,3,0,2020/06/02 16:11:31,USA,7453,306,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,286,131,0,2020/06/02 16:11:31,USA,34909,1477,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,33,18,0,2020/06/02 16:11:31,USA,13840,482,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,18,13,0,2020/06/02 16:11:31,USA,16134,427,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,7,2,0,2020/06/02 16:11:31,USA,8929,180,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,16,8,0,2020/06/02 16:11:31,USA,10712,581,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,29,18,1,2020/06/02 16:11:31,USA,42647,2685,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,11,8,0,2020/06/02 16:11:31,USA,11964,413,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,19,14,1,2020/06/02 16:11:31,USA,15761,932,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,34,26,3,2020/06/02 16:11:31,USA,17556,709,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,27,26,0,2020/06/02 16:11:31,USA,19660,853,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,135,91,2,2020/06/02 16:11:31,USA,25095,1213,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,32,25,0,2020/06/02 16:11:31,USA,11321,500,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,836,91,1,2020/06/02 16:11:31,USA,19874,4612,1.64552268815282,0.1652216328257
25,76,19151,Pocahontas,IA,13,2,0,2020/06/02 16:11:31,USA,6740,287,1.64124953372891,0.164761949621183
26,46,19091,Humboldt,IA,18,12,1,2020/06/02 16:11:31,USA,9547,357,1.46962109997574,0.124113863794899
27,99,19197,Wright,IA,187,32,0,2020/06/02 16:11:31,USA,12690,1440,1.64480853659461,0.16568411709874
28,9,19017,Bremer,IA,69,59,6,2020/06/02 16:11:31,USA,24947,1309,1.47509845559349,0.125164627007619
29,35,19069,Franklin,IA,14,6,0,2020/06/02 16:11:31,USA,10124,603,1.64758090698267,0.165817716686447
30,12,19023,Butler,IA,17,12,1,2020/06/02 16:11:31,USA,14539,716,1.64581994704863,0.165677440567865
31,31,19061,Dubuque,IA,350,187,20,2020/06/02 16:11:31,USA,96854,5634,1.9659850064536,0.174834340738589
32,28,19055,Delaware,IA,17,14,1,2020/06/02 16:11:31,USA,17069,714,1.65320344218239,0.164157256355936
33,94,19187,Webster,IA,42,26,1,2020/06/02 16:11:31,USA,36277,1694,1.89365250486713,0.203631378398526
34,10,19019,Buchanan,IA,33,28,0,2020/06/02 16:11:31,USA,21199,812,1.66302867060044,0.162502933178709
35,7,19013,Black Hawk,IA,1753,1008,45,2020/06/02 16:11:31,USA,132408,9896,1.6690521466628,0.162374630605809
36,97,19193,Woodbury,IA,2781,1756,36,2020/06/02 16:11:31,USA,102539,11494,2.42636247129416,0.248549990860172
37,47,19093,Ida,IA,14,13,0,2020/06/02 16:11:31,USA,6841,332,1.53905385133514,0.122291609116611
38,81,19161,Sac,IA,20,13,0,2020/06/02 16:11:31,USA,9719,629,1.76241111854249,0.163752090137135
39,13,19025,Calhoun,IA,3,2,0,2020/06/02 16:11:31,USA,9699,325,1.73628628486417,0.161997583069679
40,40,19079,Hamilton,IA,44,17,0,2020/06/02 16:11:31,USA,14952,1151,1.71314143947394,0.163503770113021
41,42,19083,Hardin,IA,17,10,0,2020/06/02 16:11:31,USA,16868,571,1.69000296456947,0.161385418032918
42,38,19075,Grundy,IA,20,15,0,2020/06/02 16:11:31,USA,12304,490,1.67802338743871,0.142127445949025
43,49,19097,Jackson,IA,12,8,0,2020/06/02 16:11:31,USA,19432,586,2.07834736694484,0.183296848633463
44,53,19105,Jones,IA,37,36,0,2020/06/02 16:11:31,USA,20744,778,1.6299162569308,0.162684664504456
45,57,19113,Linn,IA,957,773,79,2020/06/02 16:11:31,USA,225909,10099,1.80674092166282,0.204193692873201
46,6,19011,Benton,IA,43,33,1,2020/06/02 16:11:31,USA,25642,1029,1.80588730837179,0.202483172750458
47,86,19171,Tama,IA,404,313,27,2020/06/02 16:11:31,USA,16904,1580,1.80688300401416,0.203440469857114
48,67,19133,Monona,IA,25,18,0,2020/06/02 16:11:31,USA,8679,394,2.12316354201373,0.196795369826852
49,24,19047,Crawford,IA,529,323,2,2020/06/02 16:11:31,USA,17158,2010,1.85534418535146,0.201377793645609
50,14,19027,Carroll,IA,12,9,0,2020/06/02 16:11:31,USA,20154,647,1.6197601288418,0.160534308640552
51,37,19073,Greene,IA,13,13,0,2020/06/02 16:11:31,USA,8981,359,1.62157185711836,0.160866715753459
52,8,19015,Boone,IA,68,40,0,2020/06/02 16:11:31,USA,26346,1628,1.62489466407202,0.161510465217336
53,85,19169,Story,IA,118,81,1,2020/06/02 16:11:31,USA,98105,2642,1.62511481218105,0.161547069415365
54,64,19127,Marshall,IA,898,540,16,2020/06/02 16:11:31,USA,39981,3632,1.62374952565441,0.161426130789666
55,23,19045,Clinton,IA,64,58,1,2020/06/02 16:11:31,USA,46518,1791,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,49,44,1,2020/06/02 16:11:31,USA,18627,893,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,25,18,0,2020/06/02 16:11:31,USA,14134,474,2.15390456644706,0.196078880287994
58,83,19165,Shelby,IA,37,31,0,2020/06/02 16:11:31,USA,11578,350,1.74937315948455,0.165599269790057
59,5,19009,Audubon,IA,12,8,1,2020/06/02 16:11:31,USA,5506,225,1.50015453828969,0.124202963325951
60,39,19077,Guthrie,IA,53,30,3,2020/06/02 16:11:31,USA,10720,513,1.72265090697959,0.16608372356967
61,52,19103,Johnson,IA,616,442,9,2020/06/02 16:11:31,USA,151260,7397,1.84505285201909,0.174467390398262
62,25,19049,Dallas,IA,921,600,24,2020/06/02 16:11:31,USA,90180,5018,1.68881467047954,0.165695923991871
63,48,19095,Iowa,IA,33,31,0,2020/06/02 16:11:31,USA,16141,716,1.64529790199185,0.164521602033462
64,77,19153,Polk,IA,4328,1905,133,2020/06/02 16:11:31,USA,487204,26026,1.79851653423037,0.165798164756224
65,79,19157,Poweshiek,IA,90,75,8,2020/06/02 16:11:31,USA,18699,651,1.64560614400894,0.164235421919034
66,50,19099,Jasper,IA,260,197,17,2020/06/02 16:11:31,USA,37147,1958,1.89209025622817,0.205206542990887
67,82,19163,Scott,IA,364,316,10,2020/06/02 16:11:31,USA,173283,7264,1.9042879308868,0.131101028674465
68,70,19139,Muscatine,IA,558,442,41,2020/06/02 16:11:31,USA,42929,3099,1.6483485078502,0.125418794461856
69,78,19155,Pottawattamie,IA,272,169,8,2020/06/02 16:11:31,USA,93533,3424,2.6701405613069,0.26717770427194
70,15,19029,Cass,IA,12,11,0,2020/06/02 16:11:31,USA,12930,427,1.60199838221897,0.157431037196136
71,92,19183,Washington,IA,190,158,8,2020/06/02 16:11:31,USA,22141,1489,1.65656170409436,0.158972056822445
72,1,19001,Adair,IA,9,5,0,2020/06/02 16:11:31,USA,7063,221,1.61086976908435,0.158860246110915
73,54,19107,Keokuk,IA,14,13,0,2020/06/02 16:11:31,USA,10225,497,1.62594763010153,0.161616444275989
74,91,19181,Warren,IA,144,104,0,2020/06/02 16:11:31,USA,51056,2148,1.70656061378754,0.159602417083592
75,61,19121,Madison,IA,29,23,2,2020/06/02 16:11:31,USA,16249,580,1.60028745529922,0.15659955195822
76,62,19123,Mahaska,IA,96,27,10,2020/06/02 16:11:31,USA,22000,811,1.61487375875982,0.15983170541375
77,63,19125,Marion,IA,33,25,0,2020/06/02 16:11:31,USA,33407,1005,1.60953916629708,0.158906678664242
78,58,19115,Louisa,IA,346,255,11,2020/06/02 16:11:31,USA,11169,1094,1.75283719716366,0.11609984092493
79,65,19129,Mills,IA,19,18,0,2020/06/02 16:11:31,USA,15063,1246,1.5081338641808,0.122132457358878
80,69,19137,Montgomery,IA,8,6,0,2020/06/02 16:11:31,USA,10003,336,1.42941494131685,0.117877281210496
81,2,19003,Adams,IA,7,4,0,2020/06/02 16:11:31,USA,3645,131,1.4306796476061,0.11799264030139
82,44,19087,Henry,IA,72,57,1,2020/06/02 16:11:31,USA,20067,774,1.39048367232224,0.120982880824429
83,51,19101,Jefferson,IA,34,13,0,2020/06/02 16:11:31,USA,18381,516,1.44973415457871,0.121161607057882
84,88,19175,Union,IA,9,1,0,2020/06/02 16:11:31,USA,12359,459,1.43050961959233,0.11811537729096
85,90,19179,Wapello,IA,607,279,13,2020/06/02 16:11:31,USA,35205,2774,1.44530198981096,0.120895576009114
86,20,19039,Clarke,IA,61,24,0,2020/06/02 16:11:31,USA,9423,464,1.43809321574798,0.119709743384459
87,59,19117,Lucas,IA,19,3,1,2020/06/02 16:11:31,USA,8645,245,1.44258508735791,0.120474549754265
88,68,19135,Monroe,IA,38,21,5,2020/06/02 16:11:31,USA,7790,307,1.4424093876936,0.120378125777524
89,29,19057,Des Moines,IA,66,50,1,2020/06/02 16:11:31,USA,39138,1139,1.57405850996194,0.118960734514806
90,36,19071,Fremont,IA,4,2,0,2020/06/02 16:11:31,USA,6993,155,1.62288194461822,0.142660581927864
91,73,19145,Page,IA,14,10,0,2020/06/02 16:11:31,USA,15249,622,1.59150363876605,0.147859442418914
92,87,19173,Taylor,IA,59,5,0,2020/06/02 16:11:31,USA,6191,388,1.57094727247982,0.147630696055921
93,80,19159,Ringgold,IA,4,3,0,2020/06/02 16:11:31,USA,4968,177,1.56326766465177,0.148728871032954
94,89,19177,Van Buren,IA,9,8,0,2020/06/02 16:11:31,USA,7020,188,1.53592818808525,0.135569861036805
95,26,19051,Davis,IA,25,15,0,2020/06/02 16:11:31,USA,9017,364,1.52608960383686,0.139392794520039
96,27,19053,Decatur,IA,1,1,0,2020/06/02 16:11:31,USA,7890,223,1.55809398057972,0.147367102513795
97,93,19185,Wayne,IA,1,1,0,2020/06/02 16:11:31,USA,6401,134,1.5512558166716,0.14558185877792
98,4,19007,Appanoose,IA,14,10,3,2020/06/02 16:11:31,USA,12437,440,1.54004938261221,0.142517166196449
99,56,19111,Lee,IA,27,18,0,2020/06/02 16:11:31,USA,34055,723,2.02947882960938,0.148544768599951
100,,0,Pending Investigation,IA,3,0,0,2020/06/02 16:11:31,Unknown,,581,0.0109425719999763,6.80092135452429e-06
