ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,656,11,10,69,81,86,97,105,92,69,36,0,0 to 118,52,400,246,10,656,0,0,8,640,2,34,1,15,640,1,0,655,14,1,0,0,7,8,0,15,0,0,3,1,3,3,3,1,1,0,0,18 to 79,45,11,1,2,1,2,13,0,1,0,0,0,0,0,15,8,7,15,0,0,877,0,893,877,15,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3362,67,99,305,484,416,532,573,421,294,160,11,0 to 118,50,2127,1190,45,3354,8,0,72,3113,133,230,19,154,3204,2,2,3350,103,51,0,0,95,59,0,154,0,12,13,23,24,26,15,19,15,7,0,6 to 98,47,90,56,7,1,7,144,3,35,0,21,0,0,6,154,59,95,154,0,0,3689,8,3853,3697,154,6,109,40,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,822,33,17,71,109,100,108,151,138,68,23,4,0 to 118,52,466,325,31,815,7,0,15,743,3,91,4,22,799,1,0,814,14,8,0,0,11,11,0,22,0,0,6,6,2,1,5,2,0,0,0,20 to 70,32,22,0,0,0,1,21,0,5,0,3,0,0,0,22,11,11,22,0,0,1005,7,1035,1012,22,0,124,56,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,6792,157,128,505,965,964,886,1048,803,728,569,39,0 to 119,52,4146,2601,45,6651,140,1,111,6390,137,239,66,235,6553,2,2,6648,146,81,4,4,121,106,0,227,4,10,13,30,35,31,41,32,25,14,0,0 to 96,52,173,33,21,0,54,173,0,64,2,39,1,0,6,235,111,124,226,8,1,7910,132,8279,8042,235,6,560,191,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,526,5,4,39,45,78,74,90,83,72,35,1,0 to 99,56,313,194,19,526,0,0,3,441,4,52,3,62,463,1,0,525,45,17,0,0,48,14,0,62,0,0,4,3,4,2,2,7,21,19,0,20 to 99,79,44,9,1,8,0,51,11,12,0,6,0,0,4,62,14,48,62,0,0,569,0,633,569,62,4,71,10,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,64999,935,1304,4265,7537,7614,9093,11320,10328,7251,3759,1593,0 to 119,55,35846,28872,281,64253,744,2,1631,60650,465,4898,310,6219,58426,222,132,63904,5982,134,97,6,3001,3111,4,6116,66,154,578,980,976,942,889,668,568,396,2,0 to 104,48,2879,1183,914,1140,1951,2935,1230,1604,29,1203,20,13,351,6219,3168,3047,6114,103,2,70100,638,77192,70738,6219,351,734,469,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,9504,152,176,591,1106,1166,1446,1709,1604,1035,489,30,0 to 119,55,5468,3814,222,9357,147,0,362,8547,188,863,72,492,8926,7,79,9271,428,53,11,0,253,228,0,481,3,8,35,85,77,77,73,63,42,29,0,2 to 97,50,238,122,47,74,84,307,90,148,0,102,1,0,31,492,233,259,481,11,0,10856,136,11492,10992,492,31,77,62,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,13250,256,308,902,1540,1778,2103,2376,2114,1291,554,28,0 to 119,53,7760,5444,46,13176,74,0,157,12695,223,493,97,394,12831,6,19,13151,338,46,9,1,203,181,0,384,8,11,31,49,72,78,55,57,18,15,0,0 to 94,49,252,44,49,39,82,256,46,96,4,77,3,1,15,394,187,207,384,10,0,15643,64,16111,15707,394,15,681,208,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,2864,48,88,204,479,492,497,456,382,137,79,2,0 to 119,47,1998,852,14,2846,17,1,27,2664,46,269,14,278,2584,2,0,2845,265,9,4,0,207,67,0,274,2,4,15,61,66,54,30,26,11,9,0,0 to 98,43,106,117,11,40,23,197,54,48,0,44,0,0,3,278,67,211,273,4,1,3885,13,4184,3898,278,3,340,171,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,12648,186,292,1441,2066,1866,1954,2087,1713,672,340,31,0 to 119,47,6539,5972,137,12420,227,1,139,12048,201,411,81,411,12222,4,11,12406,374,10,26,1,204,180,0,384,2,13,109,73,54,55,64,29,9,3,0,0 to 87,36,139,214,9,22,22,335,27,75,11,37,9,6,7,411,196,215,383,27,1,14845,200,15461,15045,411,7,589,222,43,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,558,11,12,20,43,75,78,117,120,64,17,1,0 to 101,58,332,221,5,553,5,0,6,488,41,67,7,29,529,0,0,553,6,21,2,0,15,12,0,27,0,0,1,2,1,3,7,7,4,4,0,22 to 95,66,9,12,6,0,3,23,1,4,2,7,0,0,3,29,14,15,27,2,0,666,3,699,669,29,3,46,9,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1010,42,33,85,112,119,138,146,176,105,47,7,0 to 99,52,643,360,7,987,23,0,24,887,53,214,10,69,939,2,0,985,23,42,4,0,39,26,0,65,2,0,8,4,8,8,16,10,4,9,0,0 to 98,57,21,37,4,3,1,52,12,10,0,4,0,1,4,69,27,42,65,4,0,1044,19,1134,1063,69,4,119,31,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2212,3,4,155,689,561,398,268,93,28,5,8,0 to 92,39,167,2036,9,2212,0,0,1,2003,1,55,0,213,1999,0,0,2212,210,3,0,0,5,208,0,213,0,0,12,55,52,54,36,4,0,0,0,20 to 73,41,110,95,5,3,6,131,76,5,0,1,0,0,1,213,208,5,213,0,0,2037,0,2252,2037,213,1,27,7,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,1934,11,18,147,524,403,313,236,166,69,43,4,0 to 118,41,413,1489,32,1930,4,0,32,1853,9,240,5,239,1694,1,0,1929,230,8,0,1,21,217,0,238,0,1,18,72,51,48,37,9,3,0,0,13 to 84,40,112,104,16,6,27,67,144,16,1,4,0,0,0,239,217,22,238,1,0,1917,3,2160,1920,239,0,5,3,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3124,35,31,193,367,410,522,609,436,280,186,55,0 to 119,54,1751,1318,55,3103,21,0,44,3022,28,103,35,99,3023,2,0,3101,74,23,2,0,42,55,0,97,2,1,7,17,15,26,15,11,4,1,0,2 to 93,48,75,12,6,4,25,65,7,28,1,13,1,1,3,99,57,42,97,2,0,3840,19,3960,3859,99,3,35,28,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3361,85,94,231,397,416,440,660,544,285,199,10,0 to 119,55,1895,1363,103,3347,14,0,176,3063,63,246,16,147,3210,0,4,3343,117,29,1,0,68,78,0,146,4,4,16,33,22,28,24,11,4,1,0,0 to 91,44,74,66,5,1,9,134,3,5,0,13,0,0,2,147,79,68,146,1,0,3761,13,3927,3774,147,2,9,7,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,883,30,14,95,131,119,143,148,103,66,32,2,0 to 99,48,489,339,55,823,60,0,22,839,16,62,3,29,854,0,0,823,10,19,0,0,18,11,0,29,0,0,3,3,3,1,5,6,5,3,0,20 to 97,64,20,7,2,0,0,28,1,8,0,11,0,0,3,29,11,18,29,0,0,951,60,1040,1011,29,3,4,3,70,1.77124519435665,0.142602236961311
