ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
25,25,64,127,VOLUSIA,Volusia,FL,10554,91,162,549,1158,1200,1682,2243,2014,1000,435,20,0 to 117,57,5573,4264,717,10514,40,0,134,10003,230,474,126,513,10038,3,0,10511,402,101,9,1,198,304,1,503,1,4,26,69,67,98,89,97,31,31,0,1 to 102,54,302,104,76,21,65,387,51,115,5,85,4,0,26,513,308,204,503,10,0,10008,30,10554,10038,513,26,466,163,53,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,241,6,5,20,26,39,33,41,41,22,7,1,0 to 118,52,138,100,3,241,0,0,8,223,6,16,0,9,232,0,0,241,6,3,0,0,7,2,0,9,0,0,1,0,2,1,2,1,1,1,0,24 to 86,60,3,4,0,2,0,6,3,5,0,2,0,0,0,9,2,7,9,0,0,232,0,241,232,9,0,26,11,46,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,7094,135,143,421,737,808,1034,1235,1358,926,278,19,0 to 101,57,3679,2880,535,7025,69,0,91,6725,222,256,81,234,6852,0,8,7017,206,16,12,0,111,111,0,222,1,8,13,27,33,41,36,41,32,2,0,1 to 86,52,112,31,69,10,65,142,15,96,10,58,4,1,13,234,118,116,222,12,0,6795,57,7094,6852,234,13,297,97,52,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,686,13,18,63,93,77,95,120,100,64,42,1,0 to 118,53,429,248,9,686,0,0,13,582,16,108,2,19,667,0,0,686,16,3,0,0,15,4,0,19,0,0,2,2,4,2,4,1,1,3,0,16 to 99,49,13,3,1,2,3,14,2,5,0,2,0,0,0,19,4,15,19,0,0,667,0,686,667,19,0,36,14,53,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,2055,16,16,56,92,96,172,285,815,448,56,3,0 to 118,68,1009,955,91,2047,8,0,95,1741,164,232,52,226,1805,0,24,2023,180,45,1,0,61,164,0,225,0,0,5,5,21,33,35,82,37,8,0,17 to 97,66,184,27,3,11,12,199,14,54,0,41,0,0,14,226,164,62,225,1,0,1798,7,2055,1805,226,14,50,38,66,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,8127,128,228,643,1169,1301,1440,1389,1190,436,199,4,0 to 118,49,4706,3351,70,8115,12,0,191,7636,246,375,90,394,7727,3,3,8109,345,43,6,0,209,179,0,388,4,8,36,71,58,73,50,55,23,16,0,0 to 100,47,281,47,42,18,141,221,26,161,5,84,1,0,8,394,181,213,388,6,0,7721,6,8127,7727,394,8,390,154,47,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,28706,646,806,2434,4705,4949,5188,4853,3183,1389,521,32,0 to 120,46,15928,12655,123,28185,520,1,489,27428,585,1013,321,1434,27259,3,10,28173,1271,97,62,4,665,702,1,1368,20,26,157,241,253,300,228,116,65,27,1,0 to 101,45,638,183,415,132,502,521,345,483,36,248,31,2,35,1434,740,693,1367,66,1,26805,454,28706,27259,1434,35,583,386,45,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,1756,24,32,104,206,199,255,317,331,203,81,4,0 to 98,57,949,632,175,1751,5,0,41,1581,119,174,24,99,1654,2,1,1749,43,56,0,0,49,50,0,99,2,4,7,8,6,14,25,15,12,6,0,0 to 93,58,66,1,9,23,12,66,21,27,0,26,0,0,11,99,50,49,99,0,0,1650,4,1756,1654,99,11,329,41,58,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,1824,31,33,127,267,258,300,324,259,165,59,1,0 to 97,51,1059,755,10,1807,17,0,52,1700,66,124,37,94,1730,0,0,1807,50,38,5,1,43,45,0,88,1,4,5,18,13,13,18,15,6,1,0,1 to 85,48,67,6,2,13,13,46,29,30,2,20,2,1,5,94,47,47,88,6,0,1719,11,1824,1730,94,5,51,28,49,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,15819,223,198,998,2121,2107,2534,2966,2388,1346,903,35,0 to 120,53,9457,6307,55,15645,174,0,886,14379,411,1700,336,766,14746,10,297,15339,642,83,35,6,397,328,0,725,1,6,51,100,80,126,140,106,78,78,0,1 to 101,55,566,99,43,17,61,631,33,222,16,219,14,1,41,766,353,413,725,41,0,14614,132,15819,14746,766,41,315,225,56,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,853,25,16,52,115,110,97,128,122,86,91,11,0 to 118,55,553,284,16,853,0,0,52,663,110,212,5,141,712,0,0,853,47,94,0,0,99,42,0,141,0,3,10,13,18,15,16,19,27,20,0,5 to 102,63,92,39,0,10,4,126,11,26,0,32,0,0,16,141,42,99,141,0,0,712,0,853,712,141,16,6,4,63,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,25892,370,499,2265,4484,4061,4216,4435,3088,1570,814,90,0 to 119,48,14561,10549,782,25698,194,0,381,24862,454,683,127,1045,24755,10,82,25606,907,111,18,9,543,475,0,1018,10,17,86,170,176,165,185,128,72,36,0,0 to 100,49,321,277,81,339,73,575,370,189,9,139,5,0,24,1045,488,554,1018,27,0,24588,167,25892,24755,1045,24,633,549,50,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,84,3,0,8,10,19,8,6,14,9,7,0,0 to 118,46,45,38,1,84,0,0,10,74,0,9,0,2,82,0,0,84,1,1,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,27 to 47,37,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,2,0,0,82,0,84,82,2,0,0,0,47,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,154,3,4,5,20,17,22,31,34,15,3,0,1 to 91,56,88,65,1,152,2,0,15,138,1,39,8,1,153,0,0,152,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,151,2,154,153,1,0,6,3,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,252,6,6,25,38,54,39,34,31,14,5,0,0 to 118,44,137,109,6,252,0,0,13,233,4,31,4,5,247,0,0,252,3,2,0,0,3,2,0,5,0,0,0,2,0,0,3,0,0,0,0,25 to 60,55,4,0,1,0,0,4,1,1,0,0,0,0,0,5,2,3,5,0,0,247,0,252,247,5,0,8,6,55,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,813,11,11,76,100,96,101,139,98,96,81,4,0 to 118,55,524,278,11,813,0,0,27,744,34,132,1,48,764,0,1,812,13,35,0,0,40,8,0,48,0,2,3,2,6,4,3,6,12,10,0,8 to 107,72,44,4,0,0,0,47,1,4,0,10,0,0,2,48,8,40,48,0,0,764,0,813,764,48,2,112,80,74,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,406,4,8,35,59,51,65,70,58,33,22,1,0 to 102,51,233,171,2,403,3,0,10,371,13,99,2,24,382,0,0,403,15,7,2,0,15,7,0,22,0,0,4,5,3,7,2,2,1,0,0,19 to 84,44,10,11,1,0,0,22,0,5,0,5,0,0,1,24,7,17,22,2,0,381,1,406,382,24,1,52,23,43,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,9281,146,171,532,1056,1140,1373,2102,1710,792,258,1,0 to 103,56,5378,3821,82,9271,10,0,111,9041,107,278,65,308,8970,2,1,9268,264,35,7,2,154,145,0,299,2,5,23,37,41,46,68,39,29,18,0,1 to 98,54,211,49,13,26,41,229,29,78,2,48,2,0,8,308,147,161,299,9,0,8969,1,9281,8970,308,8,207,156,53,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,8302,198,183,622,1192,1208,1322,1326,1134,754,358,5,0 to 103,50,4800,3317,185,8268,34,0,235,7669,231,488,115,523,7771,2,6,8260,408,108,6,1,299,215,2,516,1,7,29,74,72,81,77,68,62,52,0,3 to 102,54,303,109,59,45,132,321,63,216,3,160,1,0,26,523,217,304,516,7,0,7744,27,8302,7771,523,26,427,213,56,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,6417,76,202,488,996,1089,1198,1118,754,361,122,13,0 to 109,48,3602,2770,45,6392,25,0,325,5588,390,560,165,509,5859,3,46,6344,469,30,8,2,257,242,0,499,3,10,36,69,77,99,95,75,35,10,0,0 to 102,50,245,43,199,12,295,154,50,202,5,130,6,2,8,509,249,260,499,10,0,5845,14,6417,5859,509,8,393,76,50,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,1312,27,16,54,132,131,150,188,297,235,79,3,0 to 97,62,748,538,26,1274,38,0,33,1220,47,76,16,85,1221,1,5,1268,68,16,1,0,41,43,0,84,1,2,6,10,11,10,18,13,13,1,0,0 to 85,55,42,23,17,2,29,48,7,38,1,29,1,0,7,85,44,41,84,1,0,1184,37,1312,1221,85,7,84,26,56,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,12421,148,162,860,1686,1821,2062,2157,1804,1163,550,8,0 to 119,52,7376,4848,197,12169,251,1,320,11155,613,1014,145,1118,11283,2,18,12150,962,115,36,5,567,509,1,1077,8,9,69,129,163,179,184,160,122,95,0,0 to 102,55,638,162,36,241,235,599,243,342,13,259,12,2,45,1118,533,584,1076,41,1,11073,210,12421,11283,1118,45,1508,428,54,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,5996,105,116,383,718,778,926,989,963,732,283,3,0 to 105,54,3452,2529,15,5772,224,0,187,5319,356,598,141,640,5344,1,11,5760,399,171,53,17,285,285,0,570,9,15,42,70,67,93,120,87,94,43,0,0 to 101,56,424,37,45,64,195,302,73,143,18,99,9,3,21,640,324,316,570,70,0,5190,154,5996,5344,640,21,800,467,57,5.51085434088275,0.469024646004233
48,48,13,025,MIAMI-DADE,Dade,FL,93479,823,1236,6566,15090,15365,17723,16157,10831,5911,3277,500,0 to 119,49,47789,44550,1140,93084,394,1,2106,86672,2785,6485,731,12775,80236,175,293,92619,12136,505,128,6,6039,6581,21,12641,48,109,989,2132,2040,2491,2122,1429,858,550,7,0 to 105,49,5920,1790,517,4414,5626,2411,4604,3057,25,1650,14,1,369,12775,6675,6077,12640,134,1,79978,258,93479,80236,12775,369,2117,1406,49,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,1401,13,20,73,143,205,254,326,230,101,35,1,0 to 101,54,748,647,6,1358,43,0,379,920,83,173,68,80,1285,0,36,1322,58,14,4,4,35,37,0,72,0,3,6,11,13,16,15,10,6,0,0,6 to 80,49,56,5,0,11,18,44,10,13,3,9,2,0,3,80,41,39,72,8,0,1250,35,1401,1285,80,3,220,59,49,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,2852,131,138,254,430,452,430,424,302,169,116,6,0 to 102,45,1657,1174,21,2848,4,0,58,2684,99,132,45,157,2693,1,1,2846,116,40,1,0,51,105,0,156,3,1,16,22,27,28,26,20,7,7,0,0 to 94,48,111,25,2,18,8,131,17,23,0,22,0,0,8,157,105,52,156,1,0,2690,3,2852,2693,157,8,512,79,49,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,700,26,16,53,75,101,123,128,102,40,34,2,0 to 97,51,373,297,30,682,18,0,20,650,15,71,29,49,650,1,0,681,30,11,6,2,25,16,0,41,0,0,3,6,7,7,7,9,6,4,0,20 to 94,58,35,4,0,2,1,38,2,7,2,6,2,0,0,49,20,29,41,8,0,640,10,700,650,49,0,46,20,49,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,509,9,9,42,76,71,99,85,61,43,14,0,0 to 96,50,296,201,12,500,9,0,18,466,19,30,16,15,494,0,0,500,8,6,0,1,9,5,0,14,1,2,1,4,4,1,2,0,0,0,0,4 to 60,34,4,8,0,2,1,11,2,4,0,1,0,0,0,15,6,9,14,1,0,486,8,509,494,15,0,56,29,36,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,318,1,2,14,35,44,58,70,51,33,10,0,3 to 103,55,184,117,17,317,1,0,27,274,9,37,9,12,306,0,0,317,6,6,0,0,5,7,0,12,0,0,0,3,0,3,6,0,0,0,0,25 to 62,54,12,0,0,0,0,12,0,0,0,1,0,0,0,12,7,5,12,0,0,305,1,318,306,12,0,42,20,54,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,1599,20,26,128,199,228,249,288,213,151,97,0,0 to 103,53,847,581,171,1549,50,0,26,1531,28,46,23,59,1540,0,0,1549,44,13,0,2,33,24,0,57,0,0,6,8,11,8,8,11,5,2,0,15 to 89,49,46,7,2,2,1,55,1,21,0,12,0,0,1,59,25,34,57,2,0,1492,48,1599,1540,59,1,30,27,49,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,69,1,2,4,11,12,7,11,8,10,3,0,1 to 90,51,36,30,3,69,0,0,2,62,3,6,0,6,63,0,0,69,4,2,0,0,3,3,0,6,0,0,0,1,0,1,1,1,1,1,0,30 to 89,61,3,3,0,0,0,5,1,3,0,3,0,0,1,6,3,3,6,0,0,63,0,69,63,6,1,18,1,61,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,2293,22,20,123,215,248,310,424,399,318,212,2,0 to 100,59,1371,896,26,2277,16,0,83,2084,62,180,12,249,2037,1,6,2271,156,92,0,1,153,94,1,248,1,1,8,21,10,26,45,46,41,50,0,3 to 100,68,170,28,7,43,9,179,60,35,1,46,1,0,25,249,95,153,248,1,0,2023,14,2293,2037,249,25,81,62,68,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,5085,86,76,278,525,576,704,854,862,667,454,3,0 to 115,58,2901,2083,101,4941,144,0,359,4491,190,616,83,377,4705,1,2,4938,313,47,11,6,206,153,1,360,2,1,16,31,40,48,57,74,62,46,0,0 to 102,63,287,21,29,23,42,276,42,146,11,123,8,0,47,377,164,212,360,17,0,4578,127,5085,4705,377,47,222,117,64,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,575,17,7,28,82,78,89,92,89,61,30,2,0 to 94,53,285,246,44,573,2,0,8,500,48,108,3,32,539,0,4,569,23,9,0,0,14,18,0,32,0,0,0,6,2,4,7,5,4,4,0,27 to 92,62,26,1,0,5,5,18,9,13,0,12,0,0,4,32,18,14,32,0,0,537,2,575,539,32,4,24,21,62,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,1727,22,15,85,186,244,247,341,332,194,60,1,0 to 98,56,983,701,43,1712,15,0,45,1623,37,121,34,140,1585,2,0,1710,119,17,4,0,79,57,0,136,0,1,7,16,18,22,34,30,12,0,0,7 to 84,56,96,13,19,8,16,108,12,20,2,13,2,0,3,140,58,82,136,4,0,1574,11,1727,1585,140,3,56,27,56,2.09459077711604,0.120416345978497
