ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,669,11,11,73,82,89,98,106,94,69,36,0,0 to 118,52,406,252,11,669,0,0,7,639,2,38,1,19,650,0,0,669,18,1,0,0,8,11,0,19,0,0,4,2,3,4,4,1,1,0,0,17 to 79,45,14,1,2,2,2,16,1,1,0,0,0,0,0,19,11,8,19,0,0,1186,0,1207,1186,19,0,42,25,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3400,69,108,311,485,420,538,577,424,297,160,11,0 to 118,50,2150,1206,44,3392,8,0,74,3117,133,248,20,176,3220,2,2,3388,111,65,0,0,110,66,0,176,1,17,18,24,27,28,18,20,16,7,0,3 to 98,46,95,73,8,0,7,167,2,38,0,22,0,0,6,176,66,110,176,0,0,4226,8,4412,4234,176,6,152,83,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,861,33,19,77,124,107,111,156,138,69,23,4,0 to 118,51,482,348,31,853,8,0,16,753,3,124,7,47,813,1,0,852,38,8,1,0,17,29,0,46,0,1,12,15,7,2,6,2,2,0,0,6 to 83,30,29,2,13,2,14,30,2,6,0,4,0,0,0,47,29,18,46,1,0,1094,7,1149,1101,47,0,138,38,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,6870,162,138,514,985,974,901,1054,806,728,569,39,0 to 119,52,4191,2636,43,6729,140,1,123,6393,137,285,66,287,6583,0,0,6730,192,87,4,4,151,128,0,279,6,14,20,45,44,40,46,33,25,14,0,0 to 96,47,222,37,17,3,78,197,4,73,2,43,1,0,6,287,133,154,278,8,1,9071,132,9497,9203,287,6,644,246,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,529,5,4,40,47,78,74,90,83,72,35,1,0 to 99,56,316,195,18,529,0,0,4,439,4,54,3,64,465,0,0,529,47,17,0,0,49,15,0,64,0,0,5,4,4,2,2,7,21,19,0,20 to 99,78,46,11,0,7,0,52,12,12,0,6,0,0,4,64,15,49,64,0,0,610,0,676,610,64,4,94,33,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,66650,971,1394,4526,7822,7827,9367,11552,10435,7339,3821,1596,0 to 119,55,36713,29657,280,65897,751,2,1912,61283,465,5942,329,7678,58639,197,136,65569,7431,137,104,6,3754,3808,6,7568,97,228,823,1243,1176,1185,1084,750,635,454,3,0 to 104,47,3444,1472,1221,1431,2566,3479,1523,1795,31,1333,22,13,397,7678,3870,3802,7566,110,2,88100,638,96654,88738,7678,397,1435,1170,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,9763,161,188,625,1151,1203,1492,1745,1625,1050,493,30,0 to 119,55,5616,3936,211,9616,147,0,387,8662,188,1004,73,696,8968,5,94,9517,627,58,11,0,365,320,0,685,12,20,60,117,104,116,101,77,53,36,0,0 to 97,48,282,154,64,185,111,367,207,173,1,120,2,0,31,696,325,371,685,11,0,14395,136,15233,14531,696,31,93,78,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,13359,260,313,916,1559,1798,2116,2387,2129,1295,558,28,0 to 119,53,7827,5490,42,13284,75,0,175,12725,223,551,102,457,12880,2,20,13262,400,46,10,1,240,206,0,446,9,13,42,59,86,85,60,66,19,18,0,0 to 94,48,284,60,60,42,95,296,55,112,4,86,3,1,15,457,212,245,446,11,0,20379,64,20910,20443,457,15,795,246,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,2889,49,91,207,483,494,505,456,383,139,80,2,0 to 119,47,2014,862,13,2871,17,1,31,2653,46,294,15,298,2590,1,0,2871,285,9,4,0,219,75,0,294,3,6,18,64,68,59,30,27,13,10,0,0 to 98,43,117,126,13,38,28,214,52,53,0,49,0,0,4,298,75,223,293,4,1,4464,13,4782,4477,298,4,361,167,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,12771,187,294,1468,2091,1888,1972,2103,1723,673,341,31,0 to 119,47,6617,6020,134,12539,231,1,152,12071,201,480,87,451,12306,3,11,12526,411,10,29,1,225,196,0,421,2,13,124,85,59,58,67,31,9,3,0,0 to 87,35,149,239,9,24,22,369,30,78,11,41,9,6,8,451,212,239,420,30,1,18557,201,19214,18758,451,8,629,218,43,2.42861632663576,0.170704044186268
