County,Cases,Deaths,Recovered,ReportDate
TULSA,4828,75,3757,2020-07-10
OKLAHOMA,4379,72,3214,2020-07-10
CLEVELAND,1238,40,999,2020-07-10
TEXAS,1004,6,984,2020-07-10
MCCURTAIN,600,10,454,2020-07-10
COMANCHE,479,7,411,2020-07-10
PAYNE,476,1,389,2020-07-10
CANADIAN,456,3,319,2020-07-10
WASHINGTON,445,39,375,2020-07-10
WAGONER,350,19,265,2020-07-10
ROGERS,304,7,191,2020-07-10
MCCLAIN,230,4,186,2020-07-10
DELAWARE,229,17,160,2020-07-10
GRADY,228,5,145,2020-07-10
CADDO,204,11,180,2020-07-10
CREEK,204,7,149,2020-07-10
OSAGE,203,8,170,2020-07-10
MUSKOGEE,182,14,103,2020-07-10
BRYAN,173,1,97,2020-07-10
CARTER,163,2,105,2020-07-10
POTTAWATOMIE,151,4,112,2020-07-10
OTTAWA,137,2,90,2020-07-10
ADAIR,136,4,118,2020-07-10
OKMULGEE,136,0,66,2020-07-10
KAY,123,8,91,2020-07-10
CHOCTAW,122,1,109,2020-07-10
MAYES,114,5,80,2020-07-10
CHEROKEE,111,1,88,2020-07-10
GARVIN,111,3,81,2020-07-10
GARFIELD,102,2,75,2020-07-10
LOGAN,85,1,51,2020-07-10
MCINTOSH,84,1,57,2020-07-10
STEPHENS,78,1,60,2020-07-10
CUSTER,72,0,59,2020-07-10
PITTSBURG,71,3,60,2020-07-10
PONTOTOC,69,2,44,2020-07-10
GREER,68,7,57,2020-07-10
PAWNEE,68,3,54,2020-07-10
SEQUOYAH,60,3,47,2020-07-10
SEMINOLE,58,3,35,2020-07-10
JACKSON,55,3,36,2020-07-10
LE FLORE,54,1,32,2020-07-10
NOBLE,51,1,38,2020-07-10
LOVE,46,0,36,2020-07-10
MARSHALL,43,0,33,2020-07-10
LINCOLN,41,2,30,2020-07-10
KINGFISHER,40,0,26,2020-07-10
NOWATA,38,1,35,2020-07-10
ATOKA,34,0,19,2020-07-10
BEAVER,32,0,32,2020-07-10
CRAIG,27,0,22,2020-07-10
TILLMAN,26,1,24,2020-07-10
MURRAY,25,0,22,2020-07-10
PUSHMATAHA,22,0,14,2020-07-10
BLAINE,21,0,17,2020-07-10
LATIMER,19,1,12,2020-07-10
OKFUSKEE,17,0,14,2020-07-10
HASKELL,16,0,11,2020-07-10
JEFFERSON,15,0,9,2020-07-10
WOODWARD,15,0,12,2020-07-10
JOHNSTON,15,0,12,2020-07-10
HUGHES,14,0,12,2020-07-10
KIOWA,14,1,11,2020-07-10
MAJOR,14,1,10,2020-07-10
BECKHAM,14,0,9,2020-07-10
COTTON,11,2,5,2020-07-10
COAL,10,0,7,2020-07-10
WOODS,9,0,6,2020-07-10
WASHITA,8,0,3,2020-07-10
DEWEY,4,0,4,2020-07-10
HARMON,3,0,1,2020-07-10
GRANT,2,0,2,2020-07-10
ELLIS,2,0,2,2020-07-10
ROGER MILLS,1,0,0,2020-07-10
CIMARRON,1,0,1,2020-07-10
ALFALFA,1,0,1,2020-07-10
HARPER,1,0,1,2020-07-10
