ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,819,18,23,96,106,117,126,122,103,72,36,0,0 to 118,49,453,357,9,819,0,0,19,681,2,177,3,133,686,0,0,819,112,21,0,0,38,95,0,133,5,6,22,22,23,24,20,7,4,0,0,0 to 83,39,95,14,15,9,29,90,14,8,0,1,0,0,0,133,95,38,133,0,0,2479,0,2615,2479,133,0,244,227,39,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3847,84,151,412,573,481,588,625,451,307,163,12,0 to 118,49,2336,1433,78,3836,11,0,110,3435,133,482,22,653,3191,1,2,3833,359,291,2,1,319,289,42,650,14,59,124,122,91,85,68,48,28,13,1,0 to 100,35,299,213,46,92,97,409,144,102,0,49,0,0,7,653,290,321,650,3,0,7433,8,8096,7441,653,7,212,143,35,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,968,33,20,95,152,126,124,171,144,75,24,4,0 to 118,49,541,396,31,960,8,0,19,775,3,214,28,123,844,1,0,959,100,21,2,0,59,61,1,121,0,2,26,37,20,11,15,4,8,0,0,6 to 84,33,65,25,20,11,26,81,14,25,0,9,0,0,1,123,61,61,121,2,0,1577,6,1709,1583,123,1,311,209,33,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,7752,202,172,690,1173,1120,1018,1137,868,752,579,41,0 to 119,49,4621,3051,80,7603,148,1,232,6697,137,707,94,1085,6645,0,22,7582,933,133,12,5,560,482,24,1066,13,33,189,221,178,143,122,87,61,35,1,0 to 99,39,661,96,85,224,210,575,281,124,3,71,1,0,10,1083,491,568,1065,17,1,15752,131,16983,15883,1083,10,1354,923,39,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,623,8,8,53,65,89,88,109,90,74,39,0,0 to 99,55,371,237,15,623,0,0,9,469,4,105,6,133,490,0,0,623,117,16,0,0,87,45,1,133,1,2,16,14,13,13,16,14,23,21,0,1 to 99,60,94,14,8,17,10,102,21,20,0,12,0,0,7,133,45,87,133,0,0,1031,0,1167,1031,133,7,241,179,60,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,79271,1251,1942,6633,10259,9895,11181,13067,11318,7869,4246,1610,0 to 119,53,43081,35869,321,78432,837,2,3722,68066,465,12099,430,19243,59663,182,183,78072,18871,166,190,6,9526,9451,60,19037,327,691,2771,3593,3127,2814,2439,1499,1083,876,13,0 to 105,41,7522,3124,2750,5641,5850,7191,5996,2753,41,2001,27,14,586,19233,9559,9611,19035,196,2,152853,638,173000,153491,19233,586,5980,5715,41,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,12193,214,282,968,1558,1570,1885,2044,1845,1181,609,37,0 to 119,53,6998,4950,245,12045,148,0,663,9885,188,2189,92,2661,9383,6,143,11896,2551,95,15,0,1415,1201,30,2646,52,93,378,480,424,441,331,240,130,86,6,0 to 102,42,900,435,239,1072,535,900,1211,296,1,220,2,1,60,2661,1210,1421,2646,15,0,24378,133,27187,24511,2661,60,1789,1774,42,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,16933,337,434,1605,2243,2353,2682,2815,2406,1428,599,31,0 to 119,50,9626,7216,91,16848,85,0,626,14320,223,2293,147,3564,13325,2,42,16804,3463,76,19,1,1778,1725,36,3539,63,105,640,694,583,556,416,304,142,55,1,0 to 99,39,1872,226,321,1120,594,1660,1285,410,9,231,5,1,27,3559,1735,1788,3539,20,0,40455,65,44098,40520,3559,27,2931,2379,39,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,3148,57,112,251,523,539,549,484,396,152,83,2,0 to 119,46,2140,997,11,3130,17,1,53,2763,46,463,20,528,2618,1,1,3129,512,12,4,0,339,185,0,524,8,26,54,99,115,95,55,40,24,12,0,0 to 98,41,181,207,28,108,77,316,131,107,0,73,0,0,7,528,185,343,523,4,1,6175,13,6728,6188,528,7,513,319,41,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,14585,204,370,2290,2437,2077,2110,2237,1777,693,348,42,0 to 119,44,7566,6872,147,14332,252,1,275,13392,201,1041,108,2163,12410,2,10,14321,2090,21,47,3,1091,993,27,2111,15,78,932,420,232,184,172,84,25,9,10,0 to 105,25,561,567,77,906,124,886,1101,134,11,62,10,7,8,2161,1017,1117,2110,50,1,35149,202,37592,35351,2161,8,1076,657,25,2.42861632663576,0.170704044186268
