County,Cases,Deaths,Recovered,ReportDate
OKLAHOMA,7415,90,5874,2020-07-25
TULSA,7307,90,6147,2020-07-25
CLEVELAND,2048,41,1624,2020-07-25
TEXAS,1016,7,996,2020-07-25
CANADIAN,795,4,648,2020-07-25
MCCURTAIN,762,20,608,2020-07-25
COMANCHE,659,9,577,2020-07-25
PAYNE,583,3,508,2020-07-25
ROGERS,577,12,400,2020-07-25
WAGONER,562,20,450,2020-07-25
WASHINGTON,526,39,455,2020-07-25
GRADY,352,6,289,2020-07-25
DELAWARE,351,19,275,2020-07-25
JACKSON,346,3,165,2020-07-25
CREEK,341,12,253,2020-07-25
MCCLAIN,336,4,289,2020-07-25
MUSKOGEE,316,16,205,2020-07-25
BRYAN,303,1,219,2020-07-25
OSAGE,284,10,243,2020-07-25
OKMULGEE,280,0,197,2020-07-25
CADDO,272,12,215,2020-07-25
POTTAWATOMIE,270,6,190,2020-07-25
OTTAWA,260,2,204,2020-07-25
CARTER,243,3,202,2020-07-25
MAYES,234,5,146,2020-07-25
ADAIR,227,5,159,2020-07-25
GARFIELD,227,3,142,2020-07-25
CHEROKEE,211,1,143,2020-07-25
GARVIN,172,4,141,2020-07-25
KAY,172,9,131,2020-07-25
CUSTER,158,0,107,2020-07-25
CHOCTAW,152,1,130,2020-07-25
LOGAN,143,1,117,2020-07-25
STEPHENS,142,1,120,2020-07-25
SEQUOYAH,138,3,77,2020-07-25
SEMINOLE,127,5,80,2020-07-25
PITTSBURG,125,3,93,2020-07-25
MCINTOSH,124,1,95,2020-07-25
PONTOTOC,124,2,99,2020-07-25
LE FLORE,120,1,84,2020-07-25
PAWNEE,101,3,81,2020-07-25
GREER,78,7,61,2020-07-25
KINGFISHER,75,0,59,2020-07-25
LINCOLN,74,2,52,2020-07-25
NOBLE,71,2,50,2020-07-25
LOVE,60,0,53,2020-07-25
MARSHALL,59,0,47,2020-07-25
ATOKA,55,0,44,2020-07-25
HUGHES,53,1,20,2020-07-25
PUSHMATAHA,53,0,38,2020-07-25
CRAIG,53,0,38,2020-07-25
MURRAY,49,0,36,2020-07-25
NOWATA,45,1,41,2020-07-25
TILLMAN,43,1,33,2020-07-25
LATIMER,37,1,20,2020-07-25
BEAVER,36,0,32,2020-07-25
OKFUSKEE,33,0,21,2020-07-25
BECKHAM,30,0,25,2020-07-25
JOHNSTON,28,0,22,2020-07-25
BLAINE,27,0,21,2020-07-25
WOODWARD,27,0,19,2020-07-25
COAL,24,0,17,2020-07-25
HASKELL,24,0,21,2020-07-25
KIOWA,23,1,17,2020-07-25
JEFFERSON,23,0,20,2020-07-25
MAJOR,22,1,17,2020-07-25
WASHITA,17,0,11,2020-07-25
COTTON,16,2,10,2020-07-25
WOODS,14,0,12,2020-07-25
GRANT,6,0,4,2020-07-25
ROGER MILLS,6,0,2,2020-07-25
HARMON,5,0,3,2020-07-25
HARPER,4,0,2,2020-07-25
DEWEY,4,0,4,2020-07-25
ELLIS,4,0,1,2020-07-25
ALFALFA,1,0,1,2020-07-25
CIMARRON,1,0,1,2020-07-25
