OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
19,19,43,085,MARTIN,2000-05-16T00:00:00.000Z,18163212069.3958,1014294.81270012,43,Martin,FL,19,43,85,1293,20,12,76,129,167,203,267,220,142,56,1,0 to 99,56,727,536,30,1283,10,0,73,1155,101,56,147,1135,1,10,1273,60,77,1,138,0,0,12,12,12,22,36,20,27,6,0,19 to 92,60,98,5,9,26,15,96,27,49,2,35,1,0,4,147,83,63,138,9,0,1135,0,1293,1135,147,4,59,49,1686613017.08661,308980.48751506
20,20,29,057,HILLSBOROUGH,2000-05-16T00:00:00.000Z,29564028944.0196,1177196.95995299,29,Hillsborough,FL,20,29,57,14442,363,339,1299,2617,2509,2433,2247,1539,734,329,33,0 to 119,45,8548,5823,71,14282,160,0,388,13641,520,258,924,13479,33,6,14244,444,439,0,883,10,21,103,155,162,167,152,89,44,21,0,0 to 100,45,442,139,184,118,259,479,145,249,7,144,3,1,19,924,457,467,883,41,0,13361,118,14442,13479,924,19,653,307,2746844886.16013,358788.307034344
21,21,41,081,MANATEE,2000-05-16T00:00:00.000Z,20940887080.7074,1218253.44408563,41,Manatee,FL,21,41,81,2203,38,40,140,283,315,377,404,301,215,89,1,0 to 100,52,1315,847,41,2185,18,0,161,1969,214,29,326,1872,2,3,2180,173,147,4,324,0,3,15,33,38,64,47,53,57,16,0,12 to 94,56,199,45,24,56,23,207,94,55,1,73,1,0,29,326,149,173,324,2,0,1856,16,2203,1872,326,29,181,91,1945653927.12581,371198.171414394
22,22,10,019,CLAY,2000-05-16T00:00:00.000Z,17948500957.6093,603117.810216635,10,Clay,FL,22,10,19,2667,31,57,193,365,470,511,448,319,185,79,9,0 to 99,49,1509,1033,125,2662,5,0,68,2494,230,40,216,2448,1,2,2659,128,86,0,214,0,0,11,19,26,32,38,43,30,17,0,18 to 95,60,106,34,15,59,18,134,62,57,0,40,0,0,9,216,87,129,214,2,0,2445,3,2667,2448,216,9,53,35,1667659896.51059,183856.484298748
23,23,25,049,HARDEE,2000-05-16T00:00:00.000Z,17792803499.7252,543261.536630456,25,Hardee,FL,23,25,49,85,2,1,10,17,10,12,14,15,3,1,0,0 to 89,47,44,39,2,82,3,0,3,80,3,3,4,81,0,0,82,1,1,0,2,0,0,0,0,1,0,0,3,0,0,0,39 to 73,70,2,0,0,0,0,2,0,0,2,0,2,0,0,4,2,2,2,2,0,80,1,85,81,4,0,0,0,1653184151.65315,165534.73009074
24,24,42,083,MARION,2000-05-16T00:00:00.000Z,46334209241.8729,1151393.60736949,42,Marion,FL,24,42,83,2840,46,40,213,355,391,455,505,485,248,100,2,0 to 119,53,1706,1097,37,2833,7,0,403,2281,216,82,116,2469,2,253,2579,62,51,0,113,1,0,5,16,21,27,28,12,4,2,0,2 to 88,50,86,18,9,0,21,92,0,25,2,14,0,0,3,116,52,64,113,3,0,2466,3,2840,2469,116,3,185,125,4305055841.62241,350920.190673371
25,25,64,127,VOLUSIA,2000-05-16T00:00:00.000Z,33645647575.2893,1837935.99794766,65,Volusia,FL,25,64,127,4360,59,72,219,511,541,684,914,817,387,152,4,0 to 101,56,2473,1810,77,4333,27,0,110,4063,236,108,270,4087,1,2,4330,127,131,3,261,1,2,16,35,36,47,41,59,22,11,0,1 to 97,54,159,33,45,24,26,178,57,78,5,52,4,0,9,270,135,132,261,9,0,4069,18,4360,4087,270,9,363,159,3125661534.15881,560414.737839251
26,26,15,029,DIXIE,2000-05-16T00:00:00.000Z,19634949247.4401,771892.949471238,15,Dixie,FL,26,15,29,141,4,4,14,13,27,19,18,30,8,3,1,0 to 90,48,77,63,1,141,0,0,7,130,12,0,3,137,0,1,140,2,1,0,3,0,0,1,0,1,0,0,1,0,0,0,24 to 66,40,0,2,0,1,0,2,1,3,0,1,0,0,0,3,1,2,3,0,0,137,0,141,137,3,0,13,11,1823798262.39212,235232.973119088
27,27,35,069,LAKE,2000-05-16T00:00:00.000Z,32245515394.3939,1085414.36113151,35,Lake,FL,27,35,69,3471,95,73,241,469,476,566,553,500,384,111,3,0 to 101,51,1973,1462,36,3445,26,0,77,3205,173,76,197,3259,1,14,3430,96,91,0,187,1,7,10,16,29,36,32,34,30,2,0,1 to 86,54,87,17,61,22,53,107,27,84,9,48,3,0,5,197,97,100,187,10,0,3243,16,3471,3259,197,5,250,116,2995995460.71371,331014.242454318
28,28,38,075,LEVY,2000-05-16T00:00:00.000Z,31222846964.6387,1113561.30402576,38,Levy,FL,28,38,75,360,10,11,38,55,53,50,61,44,27,11,0,0 to 118,47,225,132,3,360,0,0,12,341,24,2,9,348,0,3,357,6,3,0,9,0,0,0,1,3,1,3,0,0,1,0,33 to 93,48,5,2,0,2,1,6,2,3,0,1,0,0,0,9,3,6,9,0,0,348,0,360,348,9,0,26,16,2900663690.96646,339394.964008615
29,29,60,119,SUMTER,2000-05-16T00:00:00.000Z,16171035313.1481,751914.035739446,60,Sumter,FL,29,60,119,1337,14,14,36,64,58,110,193,518,298,31,1,0 to 96,69,728,554,55,1337,0,0,92,1130,125,51,120,1189,1,27,1309,55,65,0,120,0,0,2,2,7,12,19,43,30,5,0,18 to 92,68,113,1,1,5,3,112,5,43,0,30,0,0,11,120,65,55,120,0,0,1189,0,1337,1189,120,11,46,37,1502516062.89801,229328.389599522
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,3885,79,89,328,684,720,702,576,454,147,105,1,0 to 104,45,2282,1572,31,3875,10,0,169,3500,271,84,313,3560,2,10,3863,162,143,2,307,3,4,29,51,44,62,44,51,14,11,0,1 to 100,48,206,40,48,13,108,170,29,138,4,69,1,0,4,313,145,166,307,6,0,3556,4,3885,3560,313,4,381,193,893350621.597626,158549.770327082
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,15109,431,417,1297,2683,2804,2687,2332,1464,685,306,3,0 to 120,44,8555,6487,67,14814,294,1,392,14266,612,255,1158,13940,4,7,14804,518,570,8,1096,16,14,116,191,214,242,184,105,54,22,0,0 to 101,46,493,134,267,202,296,366,434,344,28,170,24,1,23,1158,606,544,1095,62,1,13708,232,15109,13940,1158,23,571,375,2601855780.29929,275135.911496092
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,1214,19,26,78,155,151,175,215,215,127,48,5,0 to 97,55,667,410,137,1211,3,0,35,1073,141,24,82,1129,1,2,1208,41,41,0,82,0,1,5,5,6,11,23,13,12,6,0,12 to 93,60,55,0,2,25,7,52,23,22,0,22,0,0,8,82,41,41,82,0,0,1126,3,1214,1129,82,8,309,174,1565249379.23035,242867.273750112
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,1224,18,19,91,184,180,207,220,170,99,35,1,0 to 97,50,721,495,8,1210,14,0,47,1119,104,36,83,1141,0,0,1210,40,39,0,79,0,2,5,16,11,11,16,15,6,1,0,9 to 85,49,44,5,8,22,10,28,41,27,2,19,2,1,2,83,40,43,79,4,0,1131,10,1224,1141,83,2,40,29,1259956856.20596,200494.167365377
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,10089,143,154,658,1472,1418,1688,1854,1468,804,408,22,0 to 105,52,5997,4063,29,9948,141,0,672,9096,830,311,565,9433,9,82,9858,264,260,0,524,1,4,40,79,54,101,112,85,49,40,0,1 to 101,55,415,65,28,16,49,450,25,140,15,106,14,1,16,565,286,279,524,41,0,9334,99,10089,9433,565,16,306,216,758940582.722305,356104.408630079
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,418,11,5,30,62,54,57,74,65,35,25,0,0 to 118,54,284,120,14,418,0,0,43,285,103,4,87,330,0,1,417,63,24,0,87,0,1,9,11,10,7,13,16,11,9,0,5 to 93,59,57,26,0,4,4,78,5,21,0,23,0,0,5,87,24,63,87,0,0,330,0,418,330,87,5,6,4,1792465815.52835,223150.095858967
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,15653,240,292,1313,2997,2722,2621,2560,1637,787,457,27,0 to 118,45,8815,6105,733,15589,64,0,297,14966,237,48,817,14758,10,68,15511,421,361,21,803,4,11,65,132,140,132,155,94,56,27,1,1 to 97,50,174,145,36,448,21,308,474,101,6,72,3,0,15,817,368,425,803,14,0,14708,50,15653,14758,817,15,550,487,2136692125.83844,339628.979868484
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,47,2,0,4,5,12,4,3,7,5,5,0,0 to 118,45,25,21,1,47,0,0,5,42,8,0,1,46,0,0,47,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,47 to 47,47,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,46,0,47,46,1,0,0,0,1417838543.00769,193229.836834708
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,102,3,3,5,17,13,16,19,17,8,1,0,1 to 91,52,59,42,1,100,2,0,15,86,27,8,1,101,0,0,100,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,99,2,102,101,1,0,5,2,1469866107.27026,258929.917930346
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,149,4,3,11,21,37,26,17,19,7,4,0,1 to 118,43,81,64,4,149,0,0,11,134,14,4,2,143,0,4,145,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,2,0,0,143,0,149,143,2,0,4,3,646977045.561768,128178.538552252
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,462,4,5,40,53,46,54,73,59,70,54,4,0 to 100,59,298,156,8,462,0,0,22,403,95,0,40,417,0,5,457,33,7,0,40,0,2,3,1,5,3,2,6,10,8,0,8 to 100,72,37,3,0,0,0,39,1,3,0,9,0,0,2,40,7,33,40,0,0,417,0,462,417,40,2,28,9,776744615.959412,167178.838252791
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,215,3,5,21,42,36,44,33,19,8,3,1,0 to 93,44,120,93,2,213,2,0,8,195,22,2,14,200,0,1,212,9,4,0,13,0,0,1,5,1,6,0,1,0,0,0,24 to 65,40,5,8,0,0,0,13,0,5,0,5,0,0,1,14,4,10,13,1,0,199,1,215,200,14,1,41,19,1579533632.64177,279225.038340218
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,5034,67,90,294,595,658,748,1075,952,416,138,1,0 to 103,55,2944,2027,63,5026,8,0,84,4858,204,51,205,4824,3,2,5021,98,100,0,198,2,3,11,26,30,31,46,29,21,6,0,1 to 94,54,137,39,10,12,30,155,13,63,2,39,2,0,7,205,102,103,198,7,0,4823,1,5034,4824,205,7,201,152,2687643838.87906,793218.333609179
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,4859,108,107,372,705,749,817,783,662,390,164,2,0 to 101,49,2818,1934,107,4841,18,0,217,4461,316,108,316,4533,2,8,4831,165,142,3,310,1,5,12,42,45,58,56,46,33,18,0,3 to 97,54,186,61,37,26,100,174,36,142,3,91,1,0,12,316,144,169,310,6,0,4521,12,4859,4533,316,12,329,193,5206715917.89822,388118.956177661
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,3376,48,89,273,606,645,616,528,341,175,49,6,0 to 100,45,1943,1422,11,3358,18,0,287,2738,431,155,392,2915,1,68,3292,188,192,1,381,2,3,31,49,61,85,79,58,22,2,0,0 to 94,50,184,26,154,17,212,120,49,179,4,113,5,0,5,392,198,193,381,11,0,2911,4,3376,2915,392,5,300,76,3899316052.50861,350452.549474464
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,530,13,4,32,75,68,78,88,86,62,22,2,0 to 95,54,308,202,20,520,10,0,21,467,38,15,66,462,2,0,518,31,34,0,65,1,1,4,10,5,10,12,11,11,1,0,0 to 85,56,30,18,15,2,23,34,8,31,1,23,1,0,6,66,35,31,65,1,0,453,9,530,462,66,6,65,22,2866885704.30579,296636.719911829
46,46,36,071,LEE,2000-05-16T00:00:00.000Z,22734524817.4646,1913267.0220598,36,Lee,FL,46,36,71,6409,87,81,432,915,981,1142,1134,918,529,186,4,0 to 100,51,3794,2510,105,6359,49,1,202,5716,486,120,721,5636,2,50,6309,336,336,15,687,4,7,47,86,110,116,123,121,79,28,0,0 to 100,54,298,44,16,329,89,267,331,165,11,142,10,1,25,721,356,350,686,34,1,5622,14,6409,5636,721,25,1027,383,2112333669.17714,583283.842331616
47,47,11,021,COLLIER,2000-05-16T00:00:00.000Z,55941206045.6423,1903355.15661929,11,Collier,FL,47,11,21,4084,48,61,244,514,571,619,678,681,483,183,2,0 to 103,54,2341,1727,16,3932,152,0,187,3597,438,134,445,3620,1,18,3913,197,187,0,384,6,7,24,62,52,61,84,66,61,22,0,0 to 101,56,262,13,34,75,118,180,86,90,16,53,7,2,8,445,222,223,384,61,0,3529,91,4084,3620,445,8,633,441,5197102107.68439,580181.883282756
48,48,13,025,MIAMI-DADE,2000-05-16T00:00:00.000Z,55073375763.8941,1774363.00496543,13,Dade,FL,48,13,25,51518,475,636,3285,8563,8842,9989,8653,6110,3234,1582,148,-50 to 119,48,26757,23903,858,51292,225,1,1106,48341,2798,571,8824,42306,164,224,50909,4172,4506,64,8742,29,60,619,1479,1452,1808,1476,1038,568,280,15,0 to 105,49,3849,1076,352,3465,3612,1571,3559,1699,20,843,9,1,195,8824,4557,4201,8741,82,1,42167,139,51518,42306,8824,195,2090,1396,5114451079.58835,540836.793924443
49,49,44,087,MONROE,2000-05-16T00:00:00.000Z,28308543761.6011,4591181.83897766,44,Monroe,FL,49,44,87,919,9,9,52,106,136,170,206,152,58,20,1,0 to 97,54,499,415,5,892,27,0,196,651,109,63,68,820,0,31,861,30,31,0,61,0,2,6,10,9,12,12,11,6,0,0,10 to 80,52,49,5,0,7,12,42,7,14,2,9,0,0,3,68,34,34,61,7,0,800,20,919,820,68,3,191,121,2629619857.16548,1399292.97354894
50,50,57,113,SANTA ROSA,2000-05-16T00:00:00.000Z,28109274128.0588,1198564.1555946,55,Santa Rosa,FL,50,57,113,1909,105,97,176,308,316,317,268,193,91,35,3,0 to 102,43,1110,786,13,1906,3,0,54,1770,107,43,130,1773,1,5,1900,42,88,0,130,2,0,13,19,23,26,17,17,7,6,0,0 to 94,48,91,17,0,22,4,104,22,17,0,16,0,0,6,130,88,42,130,0,0,1770,3,1909,1773,130,6,473,73,2596863920.94926,364280.718031263
51,51,66,131,WALTON,2000-05-16T00:00:00.000Z,29260992908.4669,1216747.48888053,67,Walton,FL,51,66,131,393,20,8,33,38,64,80,65,51,20,14,0,0 to 97,49,206,173,14,381,12,0,18,361,52,29,31,362,0,0,381,16,7,0,23,0,0,3,3,5,7,4,3,5,1,0,20 to 90,52,23,0,0,0,1,21,1,7,2,5,2,0,0,31,11,20,23,8,0,358,4,393,362,31,0,30,15,2708101782.46999,370154.781284707
52,52,32,063,JACKSON,2000-05-16T00:00:00.000Z,26457674355.9754,735287.597926583,32,Jackson,FL,52,32,63,231,5,2,20,42,36,41,36,27,17,5,0,0 to 96,48,136,91,4,224,7,0,18,201,21,16,8,223,0,0,224,7,0,0,7,0,0,0,4,2,1,1,0,0,0,0,28 to 57,36,2,5,0,0,0,6,1,2,0,0,0,0,0,8,1,7,7,1,0,217,6,231,223,8,0,29,14,2452499072.79567,223828.324060307
