ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,477,10,7,46,61,61,66,71,65,58,32,0,0 to 118,53,299,168,10,477,0,0,3,468,2,15,1,8,469,0,0,477,7,1,0,0,4,4,0,8,0,0,1,1,1,2,2,1,0,0,0,21 to 73,50,6,1,0,1,0,8,0,1,0,0,0,0,0,8,4,4,8,0,0,513,0,521,513,8,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,2701,54,81,247,384,339,417,431,337,257,143,11,0 to 118,50,1720,936,45,2695,6,0,72,2472,133,209,19,135,2560,4,2,2689,89,46,0,0,81,54,0,135,0,11,13,17,20,22,13,18,14,7,0,6 to 98,47,74,53,8,0,6,126,3,29,0,16,0,0,3,135,54,81,135,0,0,2761,6,2911,2767,135,3,98,29,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,400,26,12,16,47,51,53,70,75,35,13,2,0 to 118,54,212,164,24,399,1,0,15,365,3,69,3,5,393,0,2,397,5,0,0,0,4,1,0,5,0,0,1,1,0,1,1,1,0,0,0,20 to 67,47,5,0,0,0,0,5,0,1,0,0,0,0,0,5,1,4,5,0,0,491,1,498,492,5,0,37,20,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,3773,125,97,297,578,585,531,620,472,277,154,37,0 to 119,48,2270,1469,34,3642,130,1,99,3450,137,186,64,184,3589,0,0,3643,99,78,3,4,94,83,0,177,3,4,6,23,26,22,37,31,21,11,0,0 to 96,56,140,28,8,1,29,147,1,53,1,30,0,0,5,184,87,97,176,7,1,4080,123,4389,4203,184,5,445,117,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,375,3,3,34,33,56,47,66,58,49,25,1,0 to 99,56,224,132,19,375,0,0,3,323,4,30,3,40,334,1,0,374,23,17,0,0,31,9,0,40,0,0,4,3,4,1,2,6,9,11,0,20 to 99,76,25,7,2,6,0,32,8,10,0,4,0,0,2,40,9,31,40,0,0,409,0,450,409,40,2,65,16,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,52205,724,956,3374,6019,6208,7471,9263,8197,5552,2853,1588,0 to 115,55,28965,23013,227,51603,600,2,1126,49163,465,3426,268,4776,47102,224,103,51281,4558,129,83,6,2283,2397,7,4687,30,73,420,702,703,727,706,591,497,326,1,0 to 104,51,2250,887,600,950,1292,2351,1044,1237,27,948,17,11,291,4776,2446,2323,4685,89,2,51473,508,57174,51981,4776,291,710,446,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,6526,120,137,402,728,772,1002,1204,1156,720,261,24,0 to 102,55,3728,2620,178,6423,103,0,271,5812,188,638,66,336,6130,6,54,6363,305,21,10,0,185,140,1,326,2,5,21,41,48,53,54,50,38,24,0,3 to 97,54,187,75,34,30,56,232,38,118,0,86,1,0,28,336,144,191,326,10,0,6864,93,7300,6957,336,28,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,10252,184,233,679,1201,1444,1707,1834,1595,950,399,26,0 to 119,53,6063,4155,34,10195,57,0,141,9793,223,428,93,328,9901,6,17,10172,275,43,9,1,168,150,0,318,6,7,27,37,63,66,45,49,15,13,0,1 to 94,49,211,37,41,29,64,219,35,84,4,68,3,1,12,328,156,172,318,10,0,11045,47,11429,11092,328,12,574,137,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,1789,30,53,124,335,327,313,273,222,80,30,2,0 to 98,45,1277,500,12,1783,5,1,19,1625,46,225,13,245,1543,1,0,1783,234,7,4,0,186,55,0,241,2,4,12,52,59,47,29,23,11,6,0,0 to 98,44,93,104,8,36,17,177,47,42,0,40,0,0,1,245,55,190,240,4,1,2469,1,2718,2470,245,1,254,132,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,9525,148,206,1028,1672,1496,1563,1600,1213,416,153,30,0 to 116,46,4664,4731,130,9383,141,1,111,9064,201,313,69,306,9205,3,11,9370,277,10,18,1,154,133,0,287,1,3,63,59,45,46,55,25,6,3,0,2 to 87,41,108,151,8,20,18,247,22,69,9,34,9,6,6,306,144,162,286,19,1,10316,122,10747,10438,306,6,508,202,43,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,385,10,9,14,29,57,64,76,71,41,13,1,0 to 96,56,223,157,5,381,4,0,5,316,41,59,6,28,357,0,0,381,6,20,2,0,13,13,0,26,0,0,1,1,1,3,7,7,4,4,0,22 to 95,66,11,11,4,0,3,22,1,4,2,7,0,0,2,28,15,13,26,2,0,405,2,435,407,28,2,43,4,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,664,39,28,60,64,77,85,97,105,64,38,7,0 to 99,51,420,237,7,641,23,0,21,547,53,210,8,66,597,1,0,640,21,41,4,0,37,25,0,62,2,0,7,4,8,8,15,10,4,8,0,0 to 98,57,20,35,4,3,1,49,12,9,0,4,0,1,3,66,26,40,62,4,0,625,19,712,644,66,3,100,22,56,2.16969163731198,0.174026330045279
