ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,580,14,13,23,47,80,81,118,121,65,17,1,0 to 101,57,347,227,6,575,5,0,7,489,41,85,7,41,537,0,2,573,18,21,2,0,24,15,0,39,1,1,3,3,7,4,7,7,4,4,0,1 to 95,56,12,19,7,1,7,30,2,8,2,9,0,0,4,41,17,24,39,2,0,1074,3,1119,1077,41,4,78,40,58,,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1147,52,46,100,131,145,155,173,180,109,49,7,0 to 99,51,731,409,7,1124,23,0,27,905,53,316,16,170,975,1,1,1122,110,56,4,0,103,63,0,166,10,9,20,19,25,22,35,13,6,11,0,0 to 98,45,36,113,14,3,12,136,18,33,0,5,0,1,3,170,64,106,166,4,0,1662,19,1853,1681,170,3,321,221,50,,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2215,3,4,158,690,561,398,267,93,28,5,8,0 to 92,38,170,2037,8,2215,0,0,1,2000,1,83,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,55,54,35,5,0,0,0,20 to 73,41,115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2096,0,2318,2096,220,1,46,21,41,,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2006,17,25,160,539,416,321,245,168,69,42,4,0 to 118,41,453,1526,27,2000,6,0,34,1874,9,320,5,317,1688,0,1,1999,306,8,2,1,58,256,0,314,6,8,30,88,66,56,49,11,3,0,0,0 to 84,39,139,142,30,3,51,116,147,36,1,10,0,0,2,317,258,59,314,3,0,2285,3,2606,2288,317,2,20,18,39,,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3381,38,35,236,423,460,559,641,454,293,187,55,0 to 119,53,1893,1434,54,3338,43,0,108,3096,28,326,58,287,3038,0,56,3290,237,36,13,1,149,124,0,273,4,3,37,58,51,57,36,23,16,2,0,1 to 93,43,216,29,14,14,76,172,25,83,4,32,2,2,4,287,130,157,273,14,0,6964,21,7276,6985,287,4,93,85,44,,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3461,88,104,241,422,433,452,671,551,288,202,9,0 to 119,54,1953,1408,100,3446,15,0,218,3060,63,344,16,250,3208,0,3,3443,211,37,2,0,124,124,0,248,7,14,26,57,39,40,36,18,7,6,0,0 to 97,40,114,103,29,2,32,209,7,8,0,20,0,0,3,250,126,124,248,2,0,5255,13,5523,5268,250,3,29,27,40,,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,905,30,16,100,134,124,148,149,104,66,32,2,0 to 99,48,500,353,52,845,60,0,25,843,16,81,3,47,857,0,1,844,25,22,0,0,25,22,0,47,0,2,8,6,6,4,7,6,5,3,0,10 to 97,47,33,12,2,0,1,45,1,12,0,12,0,0,4,47,22,25,47,0,0,1528,60,1635,1588,47,4,52,51,48,,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,899,12,13,71,131,126,145,161,155,63,21,1,0 to 119,52,443,441,15,888,11,0,6,758,5,155,6,150,749,0,0,888,132,16,0,2,20,128,0,148,1,0,15,46,42,24,13,8,1,0,0,1 to 79,38,85,53,5,5,11,112,25,7,0,4,0,0,0,150,129,21,148,2,0,2004,9,2164,2013,150,0,71,65,43,,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,7786,155,187,600,813,913,1004,1373,1374,955,390,22,0 to 100,56,3828,3499,459,7691,95,0,407,6453,82,1360,79,1713,6049,1,23,7668,1685,13,15,0,770,923,5,1698,61,92,276,310,315,281,178,93,63,42,2,0 to 99,38,620,73,605,400,1005,406,287,277,2,160,1,1,23,1713,932,776,1698,15,0,13618,78,15419,13696,1713,23,145,134,38,,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,57608,1320,1619,5400,9153,8348,8809,9454,7484,4013,1855,153,0 to 119,48,32853,24486,269,57185,423,0,851,54341,458,2913,317,8018,49477,23,90,57073,7750,191,74,3,4213,3709,19,7941,156,281,1501,2012,1219,1029,790,489,292,202,47,0 to 104,35,2474,1246,1138,3083,1632,2701,3608,915,11,597,8,3,132,8018,3742,4257,7941,77,0,102606,345,111054,102951,8018,132,2093,1746,37,,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,16551,283,375,1063,1640,1750,2152,3048,3319,2055,762,104,0 to 119,58,9388,6862,301,16298,253,0,866,14760,177,1784,47,2368,14177,4,2,16292,2291,60,17,0,1234,1111,6,2351,48,110,316,412,368,330,298,210,169,106,1,0 to 101,42,1372,259,230,490,769,991,591,183,2,254,3,2,128,2368,1119,1243,2351,17,0,33950,236,36571,34186,2368,128,359,261,45,,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8384,121,210,651,974,1162,1370,1491,1314,761,309,21,0 to 101,52,4840,3439,105,8363,21,0,152,7810,130,590,54,580,7798,1,5,8357,511,66,3,0,330,247,0,577,1,12,62,74,72,92,91,85,55,36,0,0 to 100,52,306,108,57,106,56,400,121,149,0,101,0,0,34,580,248,332,577,3,0,15330,18,15933,15348,580,34,377,344,55,,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1149,33,77,158,216,149,144,150,128,68,26,0,0 to 94,40,636,497,16,1142,7,0,59,649,2,417,7,373,775,0,1,1141,353,15,5,0,185,182,1,368,11,34,59,85,59,46,31,29,14,5,0,0 to 86,34,262,57,31,18,250,100,18,59,3,35,3,1,3,373,185,187,368,5,0,1804,2,2181,1806,373,3,584,485,35,,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,15179,166,219,986,1736,1737,2182,2597,2857,1898,775,26,0 to 168,57,9298,5828,53,15152,27,0,4337,10216,177,3394,146,524,14262,0,393,14760,495,24,4,1,293,226,0,519,8,13,77,100,81,80,76,53,28,8,0,0 to 97,42,352,93,33,41,88,387,44,106,3,64,0,0,10,524,227,297,519,5,0,21465,21,22018,21486,524,10,693,528,45,,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,20999,175,305,1207,2183,2277,3021,4309,4004,2186,1043,289,0 to 119,57,11748,8550,701,20902,97,0,381,19665,230,1222,145,1605,19392,0,2,20900,1439,151,14,1,814,772,4,1590,8,29,252,275,205,251,228,183,94,76,4,0 to 102,46,806,275,262,247,197,1038,355,306,6,205,5,0,53,1605,779,822,1590,15,0,34633,82,36339,34715,1605,53,1264,650,49,,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,810,21,27,65,89,133,107,138,121,68,40,1,0 to 118,52,477,315,18,810,0,0,11,695,6,79,1,63,747,0,0,810,47,16,0,0,29,34,0,63,0,3,12,3,11,11,11,4,5,3,0,6 to 91,48,47,14,1,1,1,60,2,14,0,11,0,0,4,63,34,29,63,0,0,1277,0,1340,1277,63,4,122,67,48,,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,15741,229,255,907,1490,1553,1948,2548,2856,2033,667,1255,0 to 103,58,8237,6446,1058,15602,139,0,198,14903,222,685,100,975,14748,0,18,15586,942,16,17,0,452,503,3,958,13,23,161,180,138,146,132,86,77,18,1,0 to 103,42,439,126,184,209,172,536,250,172,12,103,5,1,22,975,513,459,958,17,0,29540,120,30650,29660,975,22,750,458,44,,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1761,26,28,171,230,194,234,341,268,189,79,1,0 to 118,54,1019,725,17,1760,1,0,26,1471,16,322,4,165,1596,0,0,1760,144,21,0,0,56,109,0,165,1,1,36,41,28,15,22,12,6,3,0,3 to 99,35,66,9,82,8,92,65,8,15,0,11,0,0,1,165,109,56,165,0,0,2915,1,3083,2916,165,1,277,227,35,,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3889,28,28,96,176,188,298,518,1433,906,132,86,0 to 119,69,1907,1786,196,3814,75,0,124,3498,164,308,59,313,3553,0,23,3791,262,49,1,1,96,215,0,311,1,3,13,11,38,43,43,100,52,9,0,4 to 92,65,243,40,10,18,23,266,22,69,0,48,0,0,17,313,217,96,311,2,0,6545,73,6936,6618,313,17,90,78,65,,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,17928,232,407,1722,2396,2397,2743,2919,2522,1199,520,871,0 to 119,50,10140,7661,127,17886,42,0,316,16922,246,801,101,1966,15945,1,16,17870,1899,56,11,0,1015,939,1,1955,25,35,545,453,267,260,166,109,63,43,0,0 to 100,32,1045,193,160,557,356,758,841,261,5,160,1,0,16,1966,943,1022,1955,11,0,30896,30,32908,30926,1966,16,864,621,33,,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,67225,1152,1517,6144,10255,9956,10505,10577,7522,3561,1353,4683,0 to 120,47,36741,30133,351,66115,1109,1,863,64398,585,2393,418,7848,59318,0,59,66059,7594,104,145,5,3620,4033,45,7698,106,171,1840,2100,1275,1062,740,334,162,54,4,0 to 103,33,2126,1061,1483,3028,1401,1929,4368,850,47,436,37,5,56,7848,4123,3679,7697,150,1,114150,957,123060,115107,7848,56,1471,1245,35,,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4098,38,74,213,385,361,492,757,928,642,199,9,0 to 222,61,2276,1625,197,4091,7,0,81,3599,119,320,27,240,3856,1,1,4090,152,88,0,0,117,123,0,240,2,4,28,27,16,42,54,35,20,12,0,0 to 97,55,187,10,11,32,24,182,34,35,0,35,0,0,12,240,123,117,240,0,0,8819,6,9068,8825,240,12,931,476,57,,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,3969,67,62,315,512,474,581,706,573,420,255,4,0 to 102,54,2398,1550,21,3948,21,0,89,3590,66,256,45,260,3709,0,0,3948,183,70,6,1,125,128,0,253,3,7,41,52,39,42,37,23,13,3,0,0 to 90,40,174,27,11,41,43,146,64,60,2,32,2,1,5,260,130,130,253,7,0,9021,14,9296,9035,260,5,470,419,46,,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,40141,394,578,2754,5085,4633,5753,7536,6874,4174,2269,91,0 to 120,56,23263,16769,109,39800,341,0,2403,35459,411,5248,389,5099,34974,1,67,39732,4885,145,62,7,2843,2171,16,5030,62,185,821,1161,660,665,562,418,304,251,10,0 to 104,39,2240,1089,239,1462,371,2918,1741,718,19,610,17,2,141,5099,2212,2871,5030,69,0,78934,272,84333,79206,5099,141,613,521,41,,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2302,62,59,191,310,273,269,370,306,240,212,10,0 to 118,54,1460,763,79,2294,8,0,61,1922,110,623,18,373,1929,0,0,2294,253,112,5,3,222,142,1,365,7,18,47,59,57,47,49,30,35,24,0,0 to 102,45,195,55,71,44,132,189,44,56,1,55,0,0,19,373,145,227,365,8,0,3196,0,3572,3196,373,19,65,61,47,,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,50320,814,1076,4703,8256,7363,7688,8863,6484,3301,1651,121,-6 to 119,49,27680,21891,749,49698,622,0,811,47209,454,2515,219,4171,46094,10,45,49643,3797,280,83,11,2078,1993,6,4077,60,116,720,1057,713,537,485,279,129,74,1,0 to 101,36,1416,1105,502,1054,540,2403,1134,508,21,337,11,3,64,4171,2043,2120,4077,94,0,85152,528,89927,85680,4171,64,2216,2099,39,,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,358,6,1,44,44,40,36,38,48,56,44,1,0 to 119,58,229,122,7,358,0,0,12,327,0,23,1,27,331,0,0,358,21,6,0,0,13,14,0,27,1,1,4,6,2,4,3,3,1,2,0,3 to 98,36,22,5,0,0,4,23,0,5,0,3,0,0,0,27,14,13,27,0,0,468,0,496,468,27,0,18,18,46,,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,623,11,15,41,57,65,103,125,122,65,19,0,0 to 94,56,367,253,3,567,56,0,19,582,1,63,12,17,603,0,3,564,12,3,2,0,9,6,0,15,0,1,3,2,2,4,2,3,0,0,0,9 to 70,42,8,3,2,2,2,11,2,6,1,1,1,0,0,17,7,10,15,2,0,1325,54,1396,1379,17,0,42,39,48,,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1177,11,17,57,76,109,139,404,277,73,14,0,0 to 118,59,321,849,7,1177,0,0,16,1134,4,84,4,48,1128,0,1,1176,44,4,0,0,9,39,0,48,0,0,3,5,2,4,21,11,2,0,0,16 to 80,60,30,16,2,0,2,45,1,10,0,9,0,0,2,48,39,9,48,0,0,2137,0,2185,2137,48,2,43,41,61,,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1496,21,28,122,192,173,224,290,190,146,103,7,0 to 118,54,934,537,25,1494,2,0,31,1397,34,172,2,76,1419,0,1,1493,33,43,0,0,54,22,0,76,1,4,8,7,12,9,5,7,12,11,0,1 to 107,50,58,15,3,0,6,69,1,13,0,13,0,0,2,76,22,54,76,0,0,2376,2,2456,2378,76,2,199,167,62,,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1263,14,29,91,138,169,216,245,213,108,39,1,0 to 102,53,713,540,10,1259,4,0,13,1193,13,199,5,46,1216,0,1,1258,27,17,2,0,27,17,0,44,1,0,8,6,6,13,6,3,2,1,0,3 to 86,45,26,13,3,2,1,41,2,8,0,6,0,0,1,46,17,29,44,2,0,1911,2,1960,1913,46,1,116,41,46,,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,20146,267,369,1240,2009,2199,2804,4474,3971,2106,559,148,0 to 119,57,11409,8630,107,20125,21,0,280,19227,107,1044,94,1297,18844,0,5,20120,1220,62,13,2,653,626,3,1282,21,41,257,254,204,176,174,95,44,31,0,0 to 99,37,824,100,95,263,282,707,293,208,3,105,3,0,17,1297,632,662,1282,15,0,37909,6,39214,37915,1297,17,891,833,42,,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,19982,468,542,1578,2583,2618,2868,3198,3044,1937,806,340,0 to 119,52,11520,8277,185,19887,95,0,466,17837,231,1838,146,2780,17186,1,15,19871,2509,255,15,1,1537,1223,4,2764,40,92,391,483,463,394,342,255,194,125,1,0 to 103,42,1459,424,313,568,744,1320,700,665,9,445,5,1,87,2780,1230,1546,2764,16,0,38090,79,40963,38169,2780,87,1548,978,46,,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,14047,186,376,1055,2004,2013,2315,2372,1796,893,325,712,0 to 155,49,7824,6148,75,13968,79,0,637,12346,390,1265,215,1485,12508,2,52,13915,1397,37,49,2,712,719,3,1434,25,45,213,339,223,254,183,110,71,20,2,0 to 102,39,626,119,538,151,797,393,244,341,8,184,7,2,24,1485,755,727,1434,51,0,21856,27,23399,21883,1485,24,1111,598,44,,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,3875,61,60,194,404,352,454,615,726,630,359,20,0 to 119,61,2354,1483,38,3810,65,0,68,3557,47,266,25,284,3585,0,6,3804,243,39,2,0,148,134,0,282,9,9,33,40,37,45,51,30,25,5,0,0 to 91,49,171,52,45,14,102,159,21,63,1,56,1,0,11,284,136,148,282,2,0,7038,63,7391,7101,284,11,360,245,51,,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,28264,332,449,2195,3406,3527,3988,4704,4885,3256,1465,57,0 to 119,55,16181,11842,241,27275,988,1,674,24895,613,2942,177,4757,23483,1,23,27252,4467,175,109,6,2420,2200,22,4642,64,117,720,844,746,725,577,418,303,241,2,0 to 101,43,2456,579,121,1486,1372,1754,1516,935,15,569,13,4,152,4757,2263,2470,4641,115,1,47325,873,52969,48198,4757,152,2658,1051,46,,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,17047,361,644,1620,1976,2126,2215,2517,2746,2105,699,38,0 to 105,53,9135,7832,80,16683,364,0,491,13844,356,2944,168,3778,13173,3,93,16587,3388,305,69,16,1786,1903,4,3693,98,206,662,622,648,531,449,267,200,93,2,0 to 101,39,1990,180,317,1206,1867,820,1006,485,20,312,11,6,70,3778,1955,1819,3693,85,0,27651,279,31723,27930,3778,70,3516,2529,40,,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,166863,1819,2710,13059,26719,26561,30305,28480,19286,10954,6312,658,0 to 225,49,86961,78738,1164,165375,1487,1,4167,149649,2785,17948,1007,30196,136414,100,153,165124,28843,833,511,9,14712,14942,22,29676,293,576,3026,5397,4879,5394,4512,2898,1799,1369,53,0 to 108,46,15049,4355,1348,8924,15164,5683,8829,6554,49,3887,31,15,946,30196,15208,14950,29675,520,1,252903,966,284309,253869,30196,946,5012,4272,47,,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,3798,29,62,241,462,514,645,831,611,294,108,1,0 to 101,54,1991,1796,11,3714,84,0,1296,2059,83,844,130,202,3553,0,43,3675,167,20,11,4,81,106,0,187,2,7,19,24,30,34,28,28,18,12,0,3 to 100,51,136,7,4,40,51,90,46,33,3,19,2,0,4,202,115,87,187,15,0,4838,63,5103,4901,202,4,656,378,54,,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7132,230,266,608,947,995,1062,1179,1050,546,239,10,0 to 119,50,3914,3191,27,7064,68,0,104,6664,99,349,79,437,6693,1,1,7062,391,40,6,0,177,254,0,431,4,4,96,81,67,71,54,36,14,10,0,0 to 98,39,326,49,10,46,25,337,69,34,0,28,0,0,9,437,255,182,431,6,0,11534,62,12035,11596,437,9,1021,474,41,,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1703,53,44,112,180,223,250,298,250,158,132,3,0 to 101,54,943,723,37,1634,69,0,36,1523,15,229,49,206,1496,0,1,1633,154,23,26,3,96,81,0,177,6,11,23,24,39,25,37,22,13,6,0,0 to 101,45,159,11,5,2,49,122,6,32,7,24,2,0,9,206,92,114,177,29,0,2931,40,3182,2971,206,9,150,95,46,,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3082,30,37,258,523,525,536,483,310,233,141,6,0 to 105,48,1391,1598,93,3059,23,0,18,2623,19,345,29,350,2726,1,5,3053,303,38,8,1,86,255,0,341,2,8,34,84,80,65,54,16,6,1,0,0 to 87,40,147,139,19,36,29,202,110,42,2,26,0,0,2,350,259,91,341,9,0,4618,14,4991,4632,350,2,479,279,40,,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,919,12,16,60,96,111,147,195,128,99,55,0,0 to 119,55,542,355,22,913,6,0,32,746,9,141,14,101,815,0,3,910,80,19,2,0,52,47,0,99,0,2,5,11,9,12,22,17,16,7,0,9 to 99,59,72,19,1,7,1,90,8,10,0,20,0,0,12,101,47,54,99,2,0,1662,4,1768,1666,101,12,141,83,59,,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3321,46,54,244,341,388,452,631,607,383,171,4,0 to 103,56,1792,1334,195,3212,109,0,57,3147,28,107,37,146,3168,0,7,3205,116,22,6,2,68,70,0,138,2,2,26,26,31,14,15,20,7,3,0,1 to 89,42,89,19,3,27,1,106,31,32,1,17,0,0,1,146,73,73,138,8,0,6137,101,6387,6238,146,1,169,163,43,,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,315,4,12,39,66,67,35,32,30,23,6,1,1 to 90,39,127,186,2,315,0,0,27,212,3,141,0,154,161,0,0,315,152,2,0,0,32,122,0,154,1,3,23,47,43,18,12,5,1,1,0,3 to 89,36,121,18,4,11,101,42,11,18,0,14,0,0,1,154,122,32,154,0,0,449,0,603,449,154,1,144,85,37,,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,5600,63,52,269,469,537,771,1071,1065,747,550,6,0 to 119,60,3291,2239,70,5581,19,0,184,4993,62,625,24,657,4939,1,3,5577,501,153,2,1,386,264,4,654,7,8,44,68,45,79,115,94,92,105,0,0 to 101,62,532,57,16,49,44,546,64,114,1,142,1,0,76,657,266,387,654,3,0,10427,16,11103,10443,657,76,98,79,63,,3.83218059315228,0.165856243943894
