ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,360,8,7,36,52,47,56,57,50,35,12,0,0 to 118,50,216,136,8,360,0,0,3,353,2,14,1,7,353,0,0,360,6,1,0,0,4,3,0,7,0,0,0,1,1,2,2,1,0,0,0,25 to 73,52,6,1,0,0,0,7,0,1,0,0,0,0,0,7,3,4,7,0,0,353,0,360,353,7,0,14,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,2502,52,75,227,350,317,396,384,316,240,137,8,0 to 118,50,1611,845,46,2497,5,0,70,2281,133,203,17,127,2371,2,2,2493,83,44,0,0,76,51,0,127,0,11,13,15,19,19,11,18,14,7,0,6 to 98,47,72,51,4,0,4,120,3,28,0,15,0,0,3,127,51,76,127,0,0,2366,5,2500,2371,127,3,91,27,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,361,21,12,14,42,46,50,62,66,33,13,2,0 to 118,54,187,150,24,360,1,0,14,328,3,65,3,3,358,0,0,360,3,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,29 to 60,47,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,357,1,361,358,3,0,19,2,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,3394,107,81,273,555,547,487,554,391,232,133,34,0 to 119,47,2041,1320,33,3265,128,1,91,3090,137,178,61,172,3222,0,0,3266,87,78,3,4,89,76,0,165,3,4,5,23,22,22,33,28,21,11,0,0 to 96,56,130,27,8,0,28,137,0,48,1,27,0,0,5,172,80,92,164,7,1,3101,121,3394,3222,172,5,427,120,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,337,1,3,29,31,53,43,59,51,45,21,1,0 to 99,56,200,119,18,337,0,0,3,301,4,20,3,33,303,1,0,336,18,15,0,0,28,5,0,33,0,0,4,3,4,1,2,6,6,7,0,20 to 99,71,17,7,1,8,0,23,10,10,0,4,0,0,1,33,5,28,33,0,0,303,0,337,303,33,1,58,14,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,47195,639,823,3039,5461,5685,6852,8413,7291,4891,2524,1577,0 to 115,55,26315,20664,216,46645,548,2,759,45042,465,2424,185,4278,42598,227,92,46332,4069,126,77,6,2044,2148,3,4195,24,58,366,610,616,646,660,553,457,286,2,0 to 104,52,1955,766,508,966,1086,2051,1058,962,26,736,16,9,263,4278,2195,2080,4193,83,2,42137,461,47103,42598,4278,263,705,442,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,5856,104,120,355,645,698,919,1069,1041,655,236,14,0 to 102,55,3341,2327,188,5756,100,0,250,5246,188,541,64,301,5494,4,57,5695,276,16,9,0,168,124,0,292,2,4,20,30,44,46,48,47,36,24,0,3 to 97,56,171,67,30,24,47,213,32,113,0,81,0,0,26,301,127,174,292,9,0,5403,91,5799,5494,301,26,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,9313,157,210,618,1122,1331,1553,1664,1417,862,367,12,0 to 119,52,5538,3743,32,9258,55,0,134,8889,223,405,91,308,8982,6,17,9235,254,44,9,1,156,142,0,298,6,7,24,34,62,64,42,42,15,12,0,1 to 94,49,199,34,39,26,62,205,31,78,4,61,3,1,9,308,148,160,298,10,0,8937,45,9296,8982,308,9,554,181,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,1094,26,40,90,137,164,208,186,160,63,18,2,0 to 97,49,668,415,11,1091,2,1,10,966,46,131,9,140,953,0,1,1091,132,7,1,0,90,49,0,139,1,2,9,18,28,34,21,16,10,1,0,4 to 86,48,20,80,3,36,7,91,41,31,0,31,0,0,1,140,49,91,138,1,1,952,1,1093,953,140,1,187,82,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,8299,129,177,892,1481,1336,1373,1389,1019,346,129,28,0 to 116,45,3953,4219,127,8180,118,1,100,7887,201,283,65,275,8008,3,13,8165,250,10,14,1,141,119,0,260,1,3,44,56,44,44,52,24,4,3,0,2 to 87,43,101,129,8,22,16,219,25,68,9,33,9,5,6,275,128,147,259,15,1,7905,103,8286,8008,275,6,462,197,43,2.42861632663576,0.170704044186268
