OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
30,30,59,117,SEMINOLE,2000-05-16T00:00:00.000Z,9616121249.97192,520365.445917892,57,Seminole,FL,30,59,117,826,16,20,73,139,140,133,127,105,38,35,0,0,0,4,16,10,12,15,10,1,0,0,0 to 104,47,19 to 76,66,0,504,312,10,821,5,0,59,724,43,24,17,27,41,13,14,0,797,68,729,0,29,64,33,36,68,29,39,66,2,0,726,3,826,729,68,0,170,141,0.0825017178208327,1.54465854985956
31,31,48,095,ORANGE,2000-05-16T00:00:00.000Z,28006104673.618,903213.715428867,48,Orange,FL,31,48,95,2404,95,68,214,373,404,389,370,277,143,71,0,0,1,21,26,41,48,39,15,18,4,0,0 to 99,46,9 to 90,199,0,1348,1043,13,2326,77,1,107,2227,70,45,111,57,73,96,44,4,2389,213,2176,0,15,88,69,53,213,125,87,198,14,1,2113,63,2404,2176,213,4,366,216,0.239823210192753,2.69541534678978
32,32,9,017,CITRUS,2000-05-16T00:00:00.000Z,16847060705.6176,796979.404269785,9,Citrus,FL,32,9,17,184,3,3,12,21,12,24,41,30,26,12,0,0,0,1,2,2,1,6,0,2,1,0,1 to 97,56,17 to 87,15,0,109,71,4,183,1,0,72,98,14,2,11,2,10,2,3,1,178,15,163,0,6,26,42,19,15,7,8,15,0,0,162,1,184,163,15,1,90,37,0.144732057650344,2.36078129171821
33,33,27,053,HERNANDO,2000-05-16T00:00:00.000Z,13561044546.5447,658252.887531729,27,Hernando,FL,33,27,53,217,5,8,14,27,25,36,33,40,19,10,0,0,0,2,4,0,0,1,5,1,1,0,0 to 93,51,19 to 85,14,0,128,88,1,210,7,0,55,142,20,9,2,3,11,1,2,0,216,14,202,0,1,37,59,10,14,6,8,14,0,0,195,7,217,202,14,0,24,20,0.116176883037724,1.97468350184421
34,34,52,103,PINELLAS,2000-05-16T00:00:00.000Z,8169203571.8812,1167816.84045851,52,Pinellas,FL,34,52,103,1956,33,29,119,252,241,312,356,356,165,90,3,0,0,10,13,10,17,25,24,12,0,0,0 to 104,52,15 to 83,100,0,1118,825,13,1928,28,0,201,1611,144,42,28,41,58,20,33,4,1900,111,1788,1,56,239,22,60,111,67,44,100,11,0,1772,17,1956,1789,111,4,227,162,0.0695827304341492,3.37527233635509
35,35,61,121,SUWANNEE,2000-05-16T00:00:00.000Z,19295996990.3474,731987.008657942,61,Suwannee,FL,35,61,121,56,0,2,4,5,6,7,9,15,6,2,0,0,0,0,0,0,1,0,0,0,0,0,7 to 86,55,51 to 51,1,0,40,14,2,56,0,0,32,21,3,0,0,1,1,0,0,0,45,1,44,0,11,33,6,1,1,0,1,1,0,0,44,0,56,44,1,0,5,4,0.167912477110349,2.13933971528732
36,36,16,031,DUVAL,2000-05-16T00:00:00.000Z,22997044775.8865,1114099.40129032,16,Duval,FL,36,16,31,2116,32,33,136,296,319,332,318,244,189,212,5,0,1,5,6,19,26,20,14,15,14,0,0 to 104,53,13 to 97,114,0,1239,816,61,2102,14,0,140,1945,31,12,92,16,16,82,22,3,1895,120,1774,1,221,193,67,71,120,50,59,114,6,0,1768,7,2116,1775,120,3,157,129,0.200425275894077,3.27411455353061
37,37,34,067,LAFAYETTE,2000-05-16T00:00:00.000Z,15264572234.9149,634013.230316393,34,Lafayette,FL,37,34,67,9,0,0,1,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19 to 86,54,NA,0,0,5,4,0,9,0,0,3,6,0,0,0,0,0,0,0,0,9,0,9,0,0,3,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,0.132542672340151,1.87054630069585
38,38,23,045,GULF,2000-05-16T00:00:00.000Z,15857514470.4584,850272.421627332,23,Gulf,FL,38,23,45,32,0,2,2,4,3,5,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8 to 77,51,NA,0,0,18,14,0,30,2,0,13,11,8,0,0,0,0,0,0,0,32,0,32,0,0,12,9,1,0,0,0,0,0,0,30,2,32,32,0,0,2,1,0.137366647973977,2.48127035884172
39,39,63,125,UNION,2000-05-16T00:00:00.000Z,6963394478.96307,420643.595360959,63,Union,FL,39,63,125,34,1,1,2,5,7,7,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3 to 84,47,NA,0,0,18,16,0,34,0,0,4,27,3,0,0,0,0,0,0,0,33,0,33,0,1,6,4,0,0,0,0,0,0,0,33,0,34,33,0,0,1,0,0.0605152418579564,1.26448361984134
40,40,4,007,BRADFORD,2000-05-16T00:00:00.000Z,8359862626.37378,548326.687246681,4,Bradford,FL,40,4,7,53,0,0,5,6,2,11,9,8,8,4,0,0,0,0,0,0,0,0,1,0,0,0,19 to 92,57,69 to 69,1,0,31,21,1,53,0,0,18,35,0,0,1,0,0,0,1,0,53,1,52,0,0,7,11,6,1,1,0,1,0,0,52,0,53,52,1,0,13,13,0.0725862816580047,1.60231094057636
41,41,65,129,WAKULLA,2000-05-16T00:00:00.000Z,17022505120.6189,916733.867149366,66,Wakulla,FL,41,65,129,38,0,2,2,4,6,10,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7 to 93,49,NA,0,0,26,12,0,38,0,0,4,34,0,0,0,0,0,0,0,0,38,0,38,0,0,4,0,0,0,0,0,0,0,0,38,0,38,38,0,0,15,14,0.147928217269509,2.72889764415906
42,42,5,009,BREVARD,2000-05-16T00:00:00.000Z,28936951380.6763,2600567.11621827,5,Brevard,FL,42,5,9,446,6,11,23,62,58,57,100,64,42,22,1,1,0,3,4,3,3,8,4,1,0,0,1 to 97,52,1 to 76,25,0,263,178,5,444,2,0,65,365,16,15,5,7,21,3,3,0,436,27,409,0,10,43,19,16,27,20,7,25,2,0,409,0,446,409,27,0,102,74,0.247147786915775,7.43388258408546
43,43,53,105,POLK,2000-05-16T00:00:00.000Z,56039729499.5993,1273587.97322649,53,Polk,FL,43,53,105,711,13,16,60,87,93,117,128,106,73,18,0,0,1,2,6,7,5,7,3,5,1,0,0 to 97,50,8 to 88,37,0,421,283,7,707,4,0,97,569,45,16,4,17,20,4,13,0,661,37,624,0,50,88,19,32,37,18,19,37,0,0,620,4,711,624,37,0,66,38,0.477444147538563,3.74731907462886
44,44,49,097,OSCEOLA,2000-05-16T00:00:00.000Z,41974373975.6891,1149911.15232981,49,Osceola,FL,44,49,97,574,11,15,47,107,105,90,84,70,35,8,2,0,0,7,12,13,16,12,9,4,1,0,0 to 97,46,18 to 91,70,0,325,247,2,565,9,0,121,367,86,28,19,27,35,19,20,0,511,74,437,0,63,127,34,68,74,39,35,70,4,0,434,3,574,437,74,0,105,71,0.357928281930981,3.3752685802766
45,45,28,055,HIGHLANDS,2000-05-16T00:00:00.000Z,30858531275.5408,973257.170083551,28,Highlands,FL,45,28,55,75,2,0,4,16,9,6,13,11,12,2,0,0,0,0,3,1,0,1,1,4,0,0,1 to 89,51,28 to 78,10,0,47,20,8,75,0,0,4,63,8,5,2,3,6,2,2,1,55,10,44,1,20,7,4,3,10,3,6,10,0,0,44,0,75,44,10,1,23,21,0.261466143529105,2.84124661922134
