ï»¿OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,GlobalID,LabTestCount
40758,Autauga,01001,East Central,241,5,0.150198352049983,2.1379328255407,de8322ca-10c6-45e4-8612-91230e039578,2380
40759,Baldwin,01003,Southwestern,293,9,0.400159431601878,6.69300034847276,d43f227e-44e4-4f26-8f7c-c35027d5598d,8375
40760,Barbour,01005,Southeastern,177,1,0.223267704174077,2.69097505269632,c00ebb8b-5eee-4cb6-8a75-c82ce74805ad,900
40761,Bibb,01007,West Central,76,1,0.156476914356972,1.8951692775798,be729f21-8519-4b33-b0c5-d2466c8df69d,1425
40762,Blount,01009,Northeastern,63,1,0.164406638341006,2.45274784751908,ce93fed2-3a7d-4b6b-b004-430e2d7105fc,1687
40763,Bullock,01011,East Central,217,6,0.154671563531792,2.06480197165101,8f65d10b-775d-4c59-9097-e53a6da868f5,648
40764,Butler,01013,Southeastern,421,18,0.191776547733298,1.83587954870993,575cb343-1a3c-430a-9d76-b6c8fa9bc6fb,1718
40765,Calhoun,01015,Northeastern,167,3,0.154366224232035,2.21070839394633,50458217-aabb-46dd-9b2a-9a1df912d877,4127
40766,Chambers,01017,East Central,360,26,0.150563980768084,1.72306516183319,422db445-b9e2-428c-a198-1d124b34d175,1636
40767,Cherokee,01019,Northeastern,38,3,0.151975822791428,1.89808177880757,f2f729fb-cb90-4032-aaf9-da918bb2eedc,990
40768,Chilton,01021,West Central,107,1,0.174837510280213,2.09165532433194,65ffb398-8e08-4177-b405-d1a22c1c3cf9,1585
40769,Choctaw,01023,Southwestern,153,10,0.227681129400253,2.68700551554037,4c63a4d0-c979-4e6c-949b-155963a8d1c6,478
40770,Clarke,01025,Southwestern,149,2,0.308508819690587,3.78655552072513,4a2d044e-69ae-4f96-a2de-f7b4137fd63d,1304
40771,Clay,01027,Northeastern,28,2,0.151874743437702,2.02332180215824,fe840c7e-79b1-404a-947a-de46ea5a6429,490
40772,Cleburne,01029,Northeastern,15,1,0.141259985723536,2.17578212063938,c5b5a7b1-8273-48ac-8374-434e697dddd1,254
40773,Coffee,01031,Southeastern,239,1,0.167143203828118,1.67989540600381,eda65fdf-6f03-4b6b-b798-34556ace4c5e,1863
40774,Colbert,01033,Northern,190,2,0.15857369348987,2.31239229125845,fe15a734-9978-40f7-9076-042afe70f653,2697
40775,Conecuh,01035,Southwestern,41,1,0.209509978242295,2.59686142559656,6b0ecd14-7218-44b0-8ff7-4183639a9d7d,390
40776,Coosa,01037,East Central,40,1,0.16640708911109,1.7505584986585,99aedd40-35f1-4659-a84c-e33b5ccb7e47,305
40777,Covington,01039,Southeastern,82,1,0.255971892285061,2.38709591035509,af9fe830-bc4c-4f60-8f23-51c21d915325,1235
40778,Crenshaw,01041,Southeastern,78,3,0.150571897113878,2.31806123117494,268a1394-66ef-45b3-b7d6-26cfb304df5d,795
40779,Cullman,01043,Northern,152,1,0.191087821164047,2.50218505547441,df9306d3-16ee-4688-a6c1-56684ba3fa67,3435
40780,Dale,01045,Southeastern,124,0,0.138259666605563,1.65151999951547,c2651878-fc16-4aae-bc2b-23012fb57af3,1272
40781,Dallas,01047,Southwestern,292,3,0.246497505086154,3.13752996820932,010e4f00-4827-4cf1-8461-edadc631bf37,2214
40782,DeKalb,01049,Northeastern,257,3,0.197848401841384,2.21695752803772,fa3f8389-2672-4511-bc3d-eb02188031d6,2581
40783,Elmore,01051,East Central,374,9,0.163505782545826,2.27519521591255,b325dac2-ead4-44a4-aa5b-f6db4d02fffa,3574
40784,Escambia,01053,Southwestern,75,3,0.233446648119298,2.50306921694382,9376f214-faaa-4188-b866-9c8321b74220,1298
40785,Etowah,01055,Northeastern,263,12,0.138757597037284,2.10053621990475,d173e00f-2750-4d6d-b2c6-4eea8b4a46d0,5352
40786,Fayette,01057,West Central,16,0,0.158552104918499,1.83779224583562,db62c3b0-7087-4bc1-bd93-b0e9fd36832c,678
40787,Franklin,01059,Northern,585,8,0.164243463038702,1.78358559509712,36f822af-a764-4368-af67-d2b13f0b8e25,2308
40788,Geneva,01061,Southeastern,44,0,0.141768015065281,1.83488097279248,703d7c0e-2562-4adc-bde2-da324c5f07ac,681
40789,Greene,01063,West Central,95,4,0.164666965815741,3.57766804402764,302a6e5f-2aeb-4391-81b0-21769ed034e8,543
40790,Hale,01065,West Central,185,9,0.163613340422671,2.4799010938001,c9e61823-57de-412f-a08c-ee240876e117,1281
40791,Henry,01067,Southeastern,82,2,0.139761467476774,1.63725823418183,e6f9ad07-3eda-43c0-b20f-736d23229960,571
40792,Houston,01069,Southeastern,226,5,0.142463779205855,2.10452810210549,a71248ab-8de4-4a28-8a6d-f88c913210b3,3898
40793,Jackson,01071,Northern,83,3,0.287410215888713,2.67694940746419,ed12c71e-a748-4f61-aac5-d25f40bc2525,2474
40794,Jefferson,01073,Jefferson,1901,104,0.282606031405749,2.91318939557353,334e133d-5fc0-45f3-a59e-d576dcee4a2d,41671
40795,Lamar,01075,West Central,28,0,0.15263540616661,1.64069081755141,4364060a-9e37-4b95-af1a-bf3f310b876f,579
40796,Lauderdale,01077,Northern,172,2,0.184043571131042,2.55716948814366,0ea815ef-d8ed-4164-a2fd-d502c8e48de5,3942
