ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
57,57,58,115,SARASOTA,Sarasota,FL,14264,166,215,882,1390,1387,1790,2562,2841,2019,970,42,0 to 119,60,7978,6123,163,14009,255,0,576,12990,190,1496,104,1814,12444,1,5,14004,1709,67,32,6,919,852,5,1776,18,49,266,313,260,235,218,177,157,120,1,0 to 104,44,1069,90,136,481,221,971,584,255,16,217,12,2,98,1814,875,934,1776,38,0,36061,216,38096,36277,1814,98,694,588,56,44,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2759,72,132,261,387,394,475,508,294,157,70,9,0 to 102,48,1145,1484,130,2749,10,0,79,1978,48,677,13,676,2070,0,13,2736,550,126,0,0,315,360,1,676,26,67,107,134,111,94,77,43,9,8,0,0 to 92,35,495,71,26,84,423,163,90,110,0,65,0,0,10,676,360,315,676,0,0,4242,10,4933,4252,676,10,888,755,35,35,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,4081,48,43,225,411,473,578,798,793,493,213,6,0 to 119,58,2397,1630,54,4042,39,0,140,3718,37,296,45,359,3720,0,2,4040,310,40,9,0,212,137,1,350,3,6,45,60,37,54,66,57,26,5,0,1 to 94,51,219,51,59,21,49,270,31,55,4,33,2,1,5,359,142,216,350,9,0,8335,30,8729,8365,359,5,405,370,56,51,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2826,96,125,376,521,466,400,366,216,146,107,7,0 to 104,41,1397,1421,8,2824,2,0,221,1736,32,985,4,1021,1805,0,0,2824,976,45,0,0,428,593,0,1021,31,46,154,231,204,151,99,52,33,20,0,0 to 101,37,815,105,33,68,732,236,53,169,0,90,0,0,27,1021,593,428,1021,0,0,4371,2,5396,4373,1021,27,1444,1016,37,37,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,6179,75,103,485,605,594,755,972,1121,825,626,18,0 to 119,59,3745,2402,32,6107,72,0,225,5126,77,933,70,820,5333,0,26,6083,794,14,10,2,407,394,7,808,12,42,157,140,113,114,69,71,61,40,1,0 to 99,39,346,51,85,326,171,271,366,110,6,57,3,0,16,820,402,411,808,12,0,14251,58,15131,14309,820,16,1314,825,44,39,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,106790,1813,2422,8136,16192,16513,18421,19391,13163,6963,3571,205,0 to 119,49,57741,47538,1511,105193,1597,0,3476,90473,2336,16964,1086,18229,88506,14,41,105141,16407,1490,304,28,9014,8850,33,17897,262,578,2468,3695,3152,2972,2564,1353,768,407,10,0 to 102,41,8049,5468,1461,2919,6444,8906,2547,3931,74,2189,60,22,406,18229,9066,9130,17897,332,0,190449,1262,210032,191711,18229,406,10815,10446,45,41,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,19200,462,497,1788,2622,2237,2571,3450,2897,1675,963,38,0 to 119,52,11549,7608,43,16243,2957,0,327,17971,183,1289,89,2397,16799,2,2,16239,1938,71,388,0,1119,889,1,2009,28,65,493,457,294,280,280,205,184,110,1,0 to 105,38,999,549,65,396,79,1392,538,197,2,101,1,3,46,2397,1035,1361,2009,388,0,30568,2569,35547,33137,2397,46,935,855,48,38,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1901,36,74,275,251,217,234,285,197,181,140,11,0 to 119,49,1110,771,20,1891,10,0,113,1438,2,365,15,402,1499,0,0,1891,364,36,2,0,210,190,0,400,13,35,84,70,67,48,53,19,9,4,0,0 to 93,34,271,34,42,53,211,131,58,43,0,39,2,0,0,402,191,211,400,2,0,3445,8,3855,3453,402,0,544,463,33,34,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,497,3,5,27,36,39,53,114,130,74,16,0,0 to 95,63,282,212,3,493,4,0,10,473,0,13,8,11,486,0,0,493,7,3,1,0,8,2,0,10,0,0,1,2,0,1,1,3,3,0,0,21 to 77,65,10,0,0,0,0,10,0,0,0,0,0,0,0,11,2,9,10,1,0,1195,3,1209,1198,11,0,30,29,42,65,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,16252,218,232,2022,3031,2330,2298,2613,1932,929,581,66,0 to 119,46,9326,6779,147,15974,278,0,292,15548,61,763,72,1423,14823,6,0,15968,1327,68,17,11,698,695,2,1395,10,31,505,327,147,147,108,92,36,19,1,0 to 103,29,508,271,236,380,245,748,402,175,6,96,5,0,12,1423,711,710,1395,28,0,42164,250,43849,42414,1423,12,155,133,32,29,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,10863,152,262,981,1196,1576,1788,1904,1691,895,401,17,0 to 119,51,5962,4758,143,10822,41,0,362,9720,208,798,164,1188,9629,12,34,10777,1070,96,19,3,580,579,7,1166,17,22,293,197,152,191,166,95,44,11,0,0 to 97,39,655,57,50,404,59,666,441,110,4,68,4,0,8,1188,589,592,1166,22,0,20927,18,22157,20945,1188,8,1047,1007,48,39,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1442,0,4,78,176,190,199,185,138,211,259,2,6 to 119,58,952,474,16,163,1279,0,4,1426,0,24,14,187,1254,1,0,162,39,0,145,3,7,23,9,39,0,3,23,54,35,36,19,8,4,5,0,12 to 82,33,17,2,0,20,19,0,20,0,2,0,1,0,0,187,105,72,39,148,0,1169,1131,2500,2300,187,0,36,34,41,33,0.736908814303344,0.0426371109693887
