ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,41,38,0,2020/07/03 16:00:13,USA,11811,651,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,58,47,0,2020/07/03 16:00:13,USA,6040,401,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,260,151,2,2020/07/03 16:00:13,USA,17153,2430,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,80,48,0,2020/07/03 16:00:13,USA,9253,910,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,126,115,4,2020/07/03 16:00:13,USA,13832,1350,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,33,20,0,2020/07/03 16:00:13,USA,14908,1208,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,36,24,0,2020/07/03 16:00:13,USA,20029,1391,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,29,12,0,2020/07/03 16:00:13,USA,9187,712,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,27,15,0,2020/07/03 16:00:13,USA,10518,853,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,35,10,0,2020/07/03 16:00:13,USA,10569,1047,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,15,11,0,2020/07/03 16:00:13,USA,7453,582,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,460,352,0,2020/07/03 16:00:13,USA,34909,2933,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,86,57,1,2020/07/03 16:00:13,USA,13840,1181,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,128,84,0,2020/07/03 16:00:13,USA,16134,1642,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,36,22,0,2020/07/03 16:00:13,USA,8929,1052,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,49,40,0,2020/07/03 16:00:13,USA,10712,1211,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,141,52,1,2020/07/03 16:00:13,USA,42647,4536,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,27,22,0,2020/07/03 16:00:13,USA,11964,1100,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,70,48,2,2020/07/03 16:00:13,USA,15761,1812,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,39,33,3,2020/07/03 16:00:13,USA,17556,1389,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,36,30,0,2020/07/03 16:00:13,USA,19660,1813,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,313,260,5,2020/07/03 16:00:13,USA,25095,2777,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,75,64,1,2020/07/03 16:00:13,USA,11321,1046,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,1707,1441,11,2020/07/03 16:00:13,USA,19874,7013,1.64552268815282,0.1652216328257
25,76,19151,Pocahontas,IA,93,35,1,2020/07/03 16:00:13,USA,6740,869,1.64124953372891,0.164761949621183
26,46,19091,Humboldt,IA,53,39,1,2020/07/03 16:00:13,USA,9547,878,1.46962109997574,0.124113863794899
27,99,19197,Wright,IA,377,273,1,2020/07/03 16:00:13,USA,12690,2655,1.64480853659461,0.16568411709874
28,9,19017,Bremer,IA,91,79,6,2020/07/03 16:00:13,USA,24947,2253,1.47509845559349,0.125164627007619
29,35,19069,Franklin,IA,84,48,0,2020/07/03 16:00:13,USA,10124,1207,1.64758090698267,0.165817716686447
30,12,19023,Butler,IA,52,37,2,2020/07/03 16:00:13,USA,14539,1473,1.64581994704863,0.165677440567865
31,31,19061,Dubuque,IA,610,390,22,2020/07/03 16:00:13,USA,96854,11281,1.9659850064536,0.174834340738589
32,28,19055,Delaware,IA,48,35,1,2020/07/03 16:00:13,USA,17069,1344,1.65320344218239,0.164157256355936
33,94,19187,Webster,IA,171,125,2,2020/07/03 16:00:13,USA,36277,4170,1.89365250486713,0.203631378398526
34,10,19019,Buchanan,IA,51,35,1,2020/07/03 16:00:13,USA,21199,1912,1.66302867060044,0.162502933178709
