ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,650,11,10,68,81,84,97,104,90,69,36,0,0 to 118,52,399,241,10,650,0,0,5,637,2,22,1,12,637,1,0,649,11,1,0,0,7,5,0,12,0,0,2,1,1,3,3,1,1,0,0,21 to 79,50,8,1,2,1,2,10,0,1,0,0,0,0,0,12,5,7,12,0,0,681,0,694,681,12,0,18,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3353,67,98,305,482,414,532,572,418,294,160,11,0 to 118,50,2119,1188,46,3345,8,0,72,3115,133,221,19,149,3200,2,2,3341,99,50,0,0,89,60,0,149,0,12,13,21,22,26,15,18,15,7,0,6 to 98,47,86,54,8,1,6,138,5,33,0,18,0,0,5,149,60,89,149,0,0,3395,8,3560,3403,149,5,109,40,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,813,33,17,69,105,99,107,151,137,68,23,4,0 to 118,52,460,321,32,806,7,0,15,740,3,84,4,16,796,1,0,805,11,5,0,0,8,8,0,16,0,0,5,3,0,1,5,2,0,0,0,20 to 70,40,16,0,0,0,0,16,0,4,0,2,0,0,0,16,8,8,16,0,0,876,7,902,883,16,0,101,70,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,6738,153,119,501,955,952,881,1044,800,726,568,39,0 to 119,52,4118,2575,45,6597,140,1,107,6382,137,206,66,199,6537,2,0,6596,111,80,4,4,104,87,0,191,3,4,8,23,28,26,40,31,23,13,0,0 to 96,56,148,32,11,0,33,158,0,57,2,34,1,0,6,199,92,107,190,8,1,6885,132,7222,7017,199,6,501,152,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,507,5,4,37,43,78,70,88,82,65,34,1,0 to 99,56,297,191,19,507,0,0,3,442,4,42,3,52,454,1,0,506,35,17,0,0,41,11,0,52,0,0,4,3,4,1,2,6,14,18,0,20 to 99,80,34,9,1,8,0,41,11,11,0,5,0,0,3,52,11,41,52,0,0,524,0,578,524,52,3,67,10,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,64196,919,1257,4176,7386,7465,8978,11216,10266,7209,3731,1593,0 to 119,56,35420,28490,286,63463,731,2,1458,60355,465,4320,302,5541,58308,224,123,63121,5318,132,85,6,2654,2791,5,5450,49,108,499,840,836,846,813,638,540,371,1,0 to 104,50,2626,1059,765,1000,1646,2717,1087,1487,28,1114,18,12,327,5541,2842,2694,5448,91,2,62393,637,69008,63030,5541,327,720,456,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,9374,150,174,581,1075,1138,1424,1689,1596,1032,485,30,0 to 119,55,5391,3759,224,9228,146,0,308,8521,188,755,70,424,8861,6,83,9139,373,41,10,0,219,195,0,414,2,6,29,65,63,69,65,60,40,25,0,3 to 97,51,212,104,42,56,71,277,66,134,0,94,1,0,30,424,199,225,414,10,0,9554,136,10125,9690,424,30,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,13192,254,301,893,1534,1770,2097,2368,2108,1287,552,28,0 to 119,53,7736,5409,47,13118,74,0,152,12666,223,472,97,375,12796,5,16,13097,320,45,9,1,197,168,0,365,7,11,27,44,71,75,53,56,16,15,0,0 to 94,49,239,42,46,38,72,247,46,94,4,76,3,1,13,375,174,201,365,10,0,13962,64,14420,14026,375,13,653,193,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,2833,48,88,203,475,488,495,443,375,137,79,2,0 to 119,47,1988,831,14,2815,17,1,27,2648,46,243,14,268,2563,2,0,2814,255,9,4,0,202,62,0,264,2,4,14,57,63,52,30,26,11,9,0,0 to 98,44,102,115,10,37,19,194,51,47,0,44,0,0,1,268,63,205,263,4,1,3407,13,3698,3420,268,1,331,174,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,12590,185,289,1428,2051,1860,1951,2080,1707,668,340,31,0 to 119,47,6509,5942,139,12363,226,1,125,12042,201,380,78,379,12196,4,11,12349,344,10,24,1,189,165,0,354,1,10,101,66,50,53,61,26,8,3,0,2 to 87,36,134,194,8,18,21,309,24,75,10,37,9,6,6,379,179,200,353,25,1,13217,201,13803,13418,379,6,556,202,43,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,554,11,11,20,43,74,78,116,119,64,17,1,0 to 101,58,332,217,5,549,5,0,6,485,41,67,7,29,525,0,0,549,7,20,2,0,15,12,0,27,0,0,1,2,1,3,7,7,4,4,0,22 to 95,66,10,12,5,0,3,23,1,4,2,7,0,0,3,29,14,15,27,2,0,577,3,610,580,29,3,46,9,66,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1009,42,33,85,111,119,138,146,176,105,47,7,0 to 99,52,642,360,7,986,23,0,24,886,53,213,10,69,938,2,0,984,24,41,4,0,39,26,0,65,2,0,8,4,8,8,16,10,4,9,0,0 to 98,57,21,37,4,3,1,52,12,10,0,4,0,1,4,69,27,42,65,4,0,956,19,1047,975,69,4,116,30,56,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2208,3,4,155,686,560,398,268,93,28,5,8,0 to 92,39,164,2035,9,2208,0,0,1,2007,1,52,0,209,1999,0,0,2208,206,3,0,0,5,204,0,209,0,0,11,55,51,53,35,4,0,0,0,20 to 73,41,109,92,5,3,6,129,74,5,0,1,0,0,0,209,204,5,209,0,0,2024,0,2235,2024,209,0,24,5,49,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,1913,11,17,138,522,401,311,235,163,69,42,4,0 to 118,41,403,1478,32,1909,4,0,30,1853,9,211,5,209,1703,1,0,1908,203,5,0,1,12,196,0,208,0,0,9,66,48,42,35,6,3,0,0,17 to 84,41,98,96,13,1,13,61,134,7,1,2,0,0,0,209,196,13,208,1,0,1794,3,2009,1797,209,0,5,3,50,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3121,35,31,191,367,411,520,609,436,280,186,55,0 to 119,54,1750,1316,55,3100,21,0,43,3022,28,99,35,97,3022,2,0,3098,72,23,2,0,41,54,0,95,2,1,5,17,15,26,15,11,4,1,0,2 to 93,48,74,11,6,4,25,63,7,28,1,13,1,1,3,97,56,41,95,2,0,3636,19,3755,3655,97,3,35,28,50,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3352,84,94,229,394,415,439,660,543,285,199,10,0 to 119,55,1888,1360,104,3338,14,0,170,3065,63,235,16,136,3211,0,5,3334,107,28,1,0,62,73,0,135,3,4,14,29,21,27,23,10,4,1,0,0 to 91,44,69,61,4,1,9,123,3,5,0,13,0,0,2,136,74,62,135,1,0,3441,12,3612,3453,136,2,9,7,46,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,882,30,14,95,130,119,143,148,103,66,32,2,0 to 99,48,488,339,55,822,60,0,22,839,16,61,3,28,854,0,0,822,9,19,0,0,18,10,0,28,0,0,3,2,3,1,5,6,5,3,0,20 to 97,65,20,6,2,0,0,27,1,8,0,10,0,0,3,28,10,18,28,0,0,866,60,954,926,28,3,3,2,70,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,757,12,11,57,86,88,124,146,148,63,21,1,0 to 119,54,427,311,19,748,9,0,3,744,5,16,3,18,739,0,0,748,12,6,0,0,8,10,0,18,1,0,0,4,5,4,1,2,1,0,0,1 to 79,42,12,3,1,2,0,16,2,4,0,1,0,0,0,18,10,8,18,0,0,760,9,788,769,18,0,12,11,44,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,6574,113,117,407,582,698,816,1256,1304,916,344,21,0 to 100,59,3247,2825,502,6484,90,0,145,6125,82,440,64,557,6007,5,5,6475,535,11,11,0,259,280,7,546,22,22,78,77,100,95,73,37,38,13,2,0 to 92,41,247,12,170,117,281,156,109,116,2,73,1,1,9,557,288,262,546,11,0,6834,78,7483,6912,557,9,62,51,55,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,51192,1177,1344,4035,7441,7386,7997,8942,7199,3865,1709,97,0 to 119,50,29418,21540,234,50788,404,0,543,49671,458,1431,299,2019,49107,46,20,50723,1856,104,56,3,1042,918,0,1960,26,44,206,323,322,324,298,222,154,100,0,0 to 104,47,928,418,404,210,555,1093,312,487,11,402,8,3,76,2019,945,1074,1960,59,0,52480,344,54976,52824,2019,76,679,331,45,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,15011,244,294,783,1330,1506,1955,2881,3228,1999,688,103,0 to 119,59,8581,6102,328,14769,242,0,480,14042,177,941,43,1007,13997,6,1,14762,943,57,7,0,573,426,1,1000,9,32,54,106,139,147,156,151,135,78,0,0 to 101,56,664,186,75,75,237,643,120,136,2,207,2,2,95,1007,429,577,1000,7,0,15487,235,16743,15722,1007,95,190,92,57,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8136,118,198,599,933,1123,1333,1464,1293,753,301,21,0 to 101,53,4703,3315,118,8116,20,0,92,7751,130,415,43,369,7764,3,0,8113,312,54,3,0,218,147,1,366,0,3,19,33,43,57,66,70,50,28,0,6 to 95,59,222,73,28,43,25,286,55,113,0,89,0,0,28,369,148,220,366,3,0,8634,17,9025,8651,369,28,196,166,59,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,772,17,34,90,144,83,102,117,108,55,22,0,0 to 94,46,426,325,21,768,4,0,21,621,2,90,3,88,684,0,0,768,72,14,2,0,39,47,0,86,1,6,16,29,7,10,9,9,1,0,0,2 to 83,30,44,32,10,0,38,47,1,17,2,11,2,0,0,88,48,40,86,2,0,743,2,833,745,88,0,105,75,50,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,11613,139,167,710,1307,1375,1753,2068,2146,1376,545,27,0 to 168,56,7040,4528,45,11582,31,0,2710,8556,177,1486,130,241,11067,1,304,11277,215,21,4,1,132,104,0,236,4,3,16,34,47,44,44,28,14,7,0,0 to 97,49,173,39,17,7,43,186,7,44,3,32,0,0,5,241,105,136,236,5,0,11487,26,11758,11513,241,5,285,133,51,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,19844,168,281,987,1986,2126,2865,4135,3885,2116,1005,290,0 to 119,58,11063,8045,736,19749,95,0,211,19112,230,671,133,709,19123,12,0,19737,582,113,13,1,311,383,1,695,4,17,48,97,84,122,129,121,49,38,0,0 to 102,53,401,149,125,20,102,545,48,191,5,140,4,0,37,709,389,319,695,14,0,20640,81,21454,20721,709,37,706,279,53,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,775,20,25,57,85,128,98,134,120,67,40,1,0 to 118,52,456,298,21,775,0,0,10,713,6,47,0,46,728,1,0,774,30,16,0,0,21,25,0,46,0,2,8,1,8,8,9,3,4,3,0,6 to 91,51,34,11,0,1,0,44,2,10,0,8,0,0,2,46,25,21,46,0,0,775,0,822,775,46,2,52,6,46,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,14859,205,226,742,1308,1434,1837,2418,2787,1978,647,1277,0 to 101,59,7784,5956,1119,14726,133,0,117,14415,222,305,92,280,14557,9,13,14704,250,16,14,0,136,130,0,266,1,8,18,30,39,54,43,48,36,3,0,1 to 98,52,140,37,73,16,73,174,19,117,11,70,5,1,15,280,138,142,266,14,0,15371,119,15789,15490,280,15,359,106,52,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1585,24,26,130,186,167,215,320,253,184,79,1,0 to 118,56,965,603,17,1584,1,0,16,1468,16,190,2,30,1554,1,0,1583,27,3,0,0,22,8,0,30,0,0,3,5,7,3,7,1,1,3,0,16 to 99,46,17,8,2,3,5,22,3,10,0,3,0,0,0,30,8,22,30,0,0,1800,1,1832,1801,30,0,58,8,53,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,3795,27,25,89,167,178,293,506,1406,886,131,87,0 to 119,69,1848,1732,215,3721,74,0,105,3445,164,265,53,253,3519,0,23,3698,204,48,0,1,72,180,0,252,0,0,7,6,31,40,38,87,37,7,0,17 to 92,65,210,34,5,3,14,233,5,58,0,44,0,0,17,253,181,72,252,1,0,3695,73,4042,3768,253,17,50,38,66,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,16321,207,373,1216,2005,2183,2540,2801,2451,1163,498,884,0 to 119,51,9302,6886,133,16287,34,0,234,15736,246,451,95,474,15830,13,4,16270,422,46,6,0,255,213,0,468,7,9,50,81,73,84,58,64,28,20,0,0 to 100,46,335,69,58,6,166,294,8,187,5,107,1,0,12,474,215,259,468,6,0,18598,28,19116,18626,474,12,400,157,47,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,61165,1078,1376,4478,8495,8992,9809,10096,7296,3472,1329,4744,0 to 120,49,33891,26956,318,60125,1039,1,588,59449,585,1426,372,1902,59199,50,14,60062,1721,100,77,4,862,958,1,1821,31,46,197,343,348,393,295,138,79,31,1,0 to 101,44,794,292,634,101,834,849,138,590,42,309,35,5,40,1902,1007,894,1820,81,1,64740,958,67667,65698,1902,40,618,409,45,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,3783,38,64,167,340,330,439,696,899,611,190,9,0 to 222,62,2078,1490,215,3776,7,0,52,3545,119,201,25,119,3660,2,2,3773,59,60,0,0,58,61,0,119,2,4,8,9,6,17,29,20,14,10,0,0 to 97,60,84,1,10,24,14,82,23,30,0,32,0,0,12,119,61,58,119,0,0,3907,6,4035,3913,119,12,493,82,58,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,3414,65,58,231,448,420,515,647,531,365,130,4,0 to 119,54,2043,1357,14,3397,17,0,61,3266,66,146,40,113,3301,0,0,3397,61,48,3,1,54,55,0,109,1,6,7,23,15,15,21,15,9,1,0,1 to 85,48,90,17,2,0,24,84,1,35,2,22,2,1,5,113,56,57,109,4,0,3625,13,3771,3638,113,5,90,62,49,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,35407,334,400,1967,3937,3958,5069,6971,6526,4000,2165,80,0 to 120,58,20510,14796,101,35083,324,0,1420,33045,411,2607,363,1218,34096,12,81,34991,1058,110,44,6,651,517,0,1168,6,23,82,160,131,188,201,174,135,118,0,0 to 101,55,853,201,78,36,115,983,70,354,18,379,16,1,80,1218,547,671,1168,50,0,37508,273,39022,37781,1218,80,320,228,56,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2097,54,46,156,268,237,242,339,298,235,212,10,0 to 118,56,1345,667,85,2092,5,0,56,1855,110,497,11,166,1931,0,0,2092,62,99,2,3,113,48,0,161,1,6,15,16,21,19,19,20,29,20,0,1 to 102,57,107,42,4,8,14,137,10,29,1,38,0,0,18,166,50,116,161,5,0,2125,0,2298,2125,166,18,8,6,63,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,47504,761,968,4110,7441,6877,7347,8618,6369,3263,1637,111,-35 to 119,50,26262,20451,791,46921,583,0,533,45813,454,1450,180,1523,45885,19,77,46825,1326,140,47,10,789,677,0,1466,21,34,148,253,240,226,263,183,96,59,0,0 to 101,48,654,546,174,92,207,1122,137,324,15,255,9,2,46,1523,704,817,1466,57,0,49379,526,51480,49905,1523,46,949,833,50,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,336,5,0,41,40,38,33,34,45,55,44,1,0 to 119,59,218,110,8,336,0,0,11,324,0,13,1,8,328,0,0,336,7,1,0,0,3,5,0,8,0,0,2,2,0,1,1,0,0,2,0,19 to 98,40,8,0,0,0,2,6,0,1,0,1,0,0,0,8,5,3,8,0,0,356,0,364,356,8,0,1,1,47,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,593,10,8,36,56,61,96,123,119,65,19,0,0 to 94,57,352,238,3,539,54,0,14,578,1,44,7,1,592,0,0,539,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,675,54,730,729,1,0,5,1,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1154,11,16,54,75,107,137,397,274,69,14,0,0 to 118,59,312,835,7,1154,0,0,13,1126,4,65,4,31,1123,0,0,1154,29,2,0,0,5,26,0,31,0,0,0,5,1,2,15,7,1,0,0,25 to 76,59,17,11,2,1,0,30,1,4,0,4,0,0,0,31,26,5,31,0,0,1738,0,1770,1738,31,0,10,8,55,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1465,18,25,116,185,168,221,288,189,146,103,6,0 to 118,54,919,520,26,1463,2,0,27,1396,34,143,1,51,1413,0,1,1462,12,39,0,0,41,10,0,51,0,2,3,3,7,4,3,6,12,11,0,8 to 107,72,45,5,1,0,0,51,0,4,0,11,0,0,2,51,10,41,51,0,0,1535,2,1589,1537,51,2,112,80,74,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1227,13,26,82,136,164,208,243,207,107,39,2,0 to 102,54,697,519,11,1223,4,0,11,1184,13,178,2,32,1195,0,0,1223,14,16,2,0,21,9,0,30,0,0,4,5,4,9,5,3,1,1,0,19 to 86,46,14,13,3,0,0,30,0,6,0,5,0,0,1,32,9,23,30,2,0,1324,2,1358,1326,32,1,78,16,43,2.72889764150517,0.147928217310253
