ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,679,12,12,73,84,91,98,109,95,69,36,0,0 to 118,52,412,256,11,679,0,0,7,644,2,41,1,26,653,0,0,679,25,1,0,0,12,14,0,26,1,0,5,3,3,4,7,2,1,0,0,1 to 79,46,18,1,2,5,2,20,4,1,0,0,0,0,0,26,14,12,26,0,0,1231,0,1258,1231,26,0,56,39,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,3414,69,110,313,489,421,540,579,425,297,160,11,0 to 118,50,2157,1215,42,3406,8,0,78,3117,133,262,21,185,3226,1,2,3403,116,69,0,0,114,71,0,185,1,18,20,26,28,29,20,20,16,7,0,3 to 98,43,101,76,8,0,7,176,2,41,0,24,0,0,6,185,71,114,185,0,0,4394,8,4588,4402,185,6,164,95,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,871,33,19,77,127,110,112,157,138,71,23,4,0 to 118,50,484,356,31,863,8,0,16,758,3,129,22,53,815,1,2,860,41,11,1,0,18,34,0,52,0,1,12,17,9,2,6,2,4,0,0,6 to 84,31,34,2,14,2,17,32,3,9,0,5,0,0,0,53,34,19,52,1,0,1125,7,1187,1132,53,0,142,41,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,6904,162,141,517,993,981,907,1060,807,728,569,39,0 to 119,52,4217,2645,42,6763,140,1,128,6400,137,306,67,315,6589,0,0,6764,211,96,4,4,170,137,0,307,6,15,22,52,51,45,51,34,25,14,0,0 to 96,46,239,37,19,12,83,212,12,76,2,45,1,0,6,315,142,173,306,8,1,9507,132,9961,9639,315,6,717,312,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,532,5,4,41,47,78,74,90,83,72,37,1,0 to 99,56,317,197,18,532,0,0,4,442,4,54,3,66,466,0,0,532,49,17,0,0,50,16,0,66,0,0,5,4,4,2,2,7,21,21,0,20 to 99,78,46,11,0,9,0,52,14,12,0,6,0,0,5,66,16,50,66,0,0,622,0,690,622,66,5,94,32,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,67481,991,1442,4658,7969,7961,9502,11636,10490,7375,3860,1597,0 to 119,55,37138,30065,278,66723,756,2,2048,61642,465,6442,338,8442,58700,198,141,66389,8186,141,109,6,4153,4166,8,8327,116,268,950,1386,1299,1306,1164,797,661,490,5,0 to 104,46,3717,1586,1358,1666,2854,3700,1773,1894,31,1400,22,13,425,8442,4232,4202,8325,115,2,93784,638,103103,94422,8442,425,1925,1660,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,9900,164,192,638,1171,1219,1513,1769,1638,1058,508,30,0 to 119,55,5693,3996,211,9753,147,0,395,8726,188,1081,73,830,8982,5,83,9665,747,72,11,0,437,380,2,819,13,22,74,136,122,139,125,88,62,49,0,0 to 97,48,319,174,77,249,123,403,293,186,1,130,2,0,35,830,385,443,819,11,0,15573,136,16545,15709,830,35,199,184,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,13421,260,317,933,1571,1803,2126,2397,2132,1296,558,28,0 to 119,53,7866,5513,42,13346,75,0,189,12733,223,589,106,500,12901,2,18,13326,441,48,10,1,269,220,0,489,9,16,53,67,92,94,65,67,20,17,0,0 to 94,46,308,68,69,44,108,325,56,116,4,90,3,1,15,500,226,274,489,11,0,22208,64,22782,22272,500,15,893,342,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,2893,49,91,207,484,495,506,457,383,139,80,2,0 to 119,47,2016,864,13,2875,17,1,31,2655,46,300,15,301,2591,1,0,2875,288,9,4,0,220,77,0,297,3,6,18,64,69,60,31,27,13,10,0,0 to 98,43,117,128,15,37,30,217,50,56,0,52,0,0,4,301,77,224,296,4,1,4580,13,4901,4593,301,4,361,167,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,12804,187,295,1475,2100,1892,1975,2109,1724,675,341,31,0 to 119,47,6637,6034,133,12571,232,1,161,12079,201,507,87,464,12323,3,14,12555,423,10,30,1,234,199,0,433,2,13,127,89,60,61,67,32,10,3,0,0 to 87,35,151,247,10,25,22,379,32,84,11,44,9,7,8,464,215,249,432,31,1,19884,201,20554,20085,464,8,687,271,43,2.42861632663576,0.170704044186268
