ï»¿FID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,30,22,0,2020/06/13 15:45:16,USA,11811,418,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,49,32,0,2020/06/13 15:45:16,USA,6040,281,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,127,42,0,2020/06/13 15:45:16,USA,17153,831,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,38,24,0,2020/06/13 15:45:16,USA,9253,537,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,121,91,4,2020/06/13 15:45:16,USA,13832,988,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,16,9,0,2020/06/13 15:45:16,USA,14908,889,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,24,24,0,2020/06/13 15:45:16,USA,20029,1076,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,12,10,0,2020/06/13 15:45:16,USA,9187,492,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,12,11,0,2020/06/13 15:45:16,USA,10518,575,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,7,4,0,2020/06/13 15:45:16,USA,10569,685,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,4,3,0,2020/06/13 15:45:16,USA,7453,392,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,352,160,0,2020/06/13 15:45:16,USA,34909,2049,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,64,23,1,2020/06/13 15:45:16,USA,13840,781,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,64,26,0,2020/06/13 15:45:16,USA,16134,794,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,13,5,0,2020/06/13 15:45:16,USA,8929,411,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,27,17,0,2020/06/13 15:45:16,USA,10712,838,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,42,24,1,2020/06/13 15:45:16,USA,42647,3340,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,15,9,0,2020/06/13 15:45:16,USA,11964,601,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,20,17,1,2020/06/13 15:45:16,USA,15761,1241,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,35,29,3,2020/06/13 15:45:16,USA,17556,908,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,28,27,0,2020/06/13 15:45:16,USA,19660,1082,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,196,112,4,2020/06/13 15:45:16,USA,25095,1705,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,57,37,0,2020/06/13 15:45:16,USA,11321,752,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,1506,307,6,2020/06/13 15:45:16,USA,19874,6139,1.64552268815282,0.1652216328257
25,76,19151,Pocahontas,IA,30,4,0,2020/06/13 15:45:16,USA,6740,436,1.64124953372891,0.164761949621183
26,46,19091,Humboldt,IA,31,19,1,2020/06/13 15:45:16,USA,9547,554,1.46962109997574,0.124113863794899
27,99,19197,Wright,IA,284,89,0,2020/06/13 15:45:16,USA,12690,2107,1.64480853659461,0.16568411709874
28,9,19017,Bremer,IA,74,65,6,2020/06/13 15:45:16,USA,24947,1775,1.47509845559349,0.125164627007619
29,35,19069,Franklin,IA,44,12,0,2020/06/13 15:45:16,USA,10124,807,1.64758090698267,0.165817716686447
30,12,19023,Butler,IA,19,13,2,2020/06/13 15:45:16,USA,14539,1066,1.64581994704863,0.165677440567865
31,31,19061,Dubuque,IA,383,217,21,2020/06/13 15:45:16,USA,96854,6656,1.9659850064536,0.174834340738589
32,28,19055,Delaware,IA,27,17,1,2020/06/13 15:45:16,USA,17069,861,1.65320344218239,0.164157256355936
33,94,19187,Webster,IA,95,62,1,2020/06/13 15:45:16,USA,36277,3170,1.89365250486713,0.203631378398526
34,10,19019,Buchanan,IA,34,30,1,2020/06/13 15:45:16,USA,21199,1153,1.66302867060044,0.162502933178709
35,7,19013,Black Hawk,IA,1826,1086,53,2020/06/13 15:45:16,USA,132408,11661,1.6690521466628,0.162374630605809
36,97,19193,Woodbury,IA,2995,2401,40,2020/06/13 15:45:16,USA,102539,13763,2.42636247129416,0.248549990860172
37,47,19093,Ida,IA,17,16,0,2020/06/13 15:45:16,USA,6841,420,1.53905385133514,0.122291609116611
38,81,19161,Sac,IA,37,22,0,2020/06/13 15:45:16,USA,9719,948,1.76241111854249,0.163752090137135
39,13,19025,Calhoun,IA,20,10,0,2020/06/13 15:45:16,USA,9699,577,1.73628628486417,0.161997583069679
40,40,19079,Hamilton,IA,117,44,0,2020/06/13 15:45:16,USA,14952,1445,1.71314143947394,0.163503770113021
41,42,19083,Hardin,IA,42,12,0,2020/06/13 15:45:16,USA,16868,946,1.69000296456947,0.161385418032918
42,38,19075,Grundy,IA,24,16,0,2020/06/13 15:45:16,USA,12304,728,1.67802338743871,0.142127445949025
43,49,19097,Jackson,IA,14,8,0,2020/06/13 15:45:16,USA,19432,820,2.07834736694484,0.183296848633463
44,53,19105,Jones,IA,41,37,0,2020/06/13 15:45:16,USA,20744,1003,1.6299162569308,0.162684664504456
45,57,19113,Linn,IA,1014,835,80,2020/06/13 15:45:16,USA,225909,13874,1.80674092166282,0.204193692873201
46,6,19011,Benton,IA,46,36,1,2020/06/13 15:45:16,USA,25642,1363,1.80588730837179,0.202483172750458
47,86,19171,Tama,IA,427,335,29,2020/06/13 15:45:16,USA,16904,1835,1.80688300401416,0.203440469857114
48,67,19133,Monona,IA,32,20,0,2020/06/13 15:45:16,USA,8679,497,2.12316354201373,0.196795369826852
49,24,19047,Crawford,IA,597,353,2,2020/06/13 15:45:16,USA,17158,2341,1.85534418535146,0.201377793645609
50,14,19027,Carroll,IA,34,14,1,2020/06/13 15:45:16,USA,20154,973,1.6197601288418,0.160534308640552
51,37,19073,Greene,IA,20,14,0,2020/06/13 15:45:16,USA,8981,471,1.62157185711836,0.160866715753459
52,8,19015,Boone,IA,94,43,0,2020/06/13 15:45:16,USA,26346,1942,1.62489466407202,0.161510465217336
53,85,19169,Story,IA,225,107,2,2020/06/13 15:45:16,USA,98105,3887,1.62511481218105,0.161547069415365
54,64,19127,Marshall,IA,941,574,18,2020/06/13 15:45:16,USA,39981,4692,1.62374952565441,0.161426130789666
55,23,19045,Clinton,IA,67,60,1,2020/06/13 15:45:16,USA,46518,2302,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,53,45,1,2020/06/13 15:45:16,USA,18627,1185,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,35,22,0,2020/06/13 15:45:16,USA,14134,706,2.15390456644706,0.196078880287994
58,83,19165,Shelby,IA,43,34,0,2020/06/13 15:45:16,USA,11578,517,1.74937315948455,0.165599269790057
59,5,19009,Audubon,IA,13,10,1,2020/06/13 15:45:16,USA,5506,268,1.50015453828969,0.124202963325951
60,39,19077,Guthrie,IA,58,41,3,2020/06/13 15:45:16,USA,10720,641,1.72265090697959,0.16608372356967
61,52,19103,Johnson,IA,637,468,8,2020/06/13 15:45:16,USA,151260,9409,1.84505285201909,0.174467390398262
62,25,19049,Dallas,IA,1011,660,26,2020/06/13 15:45:16,USA,90180,6738,1.68881467047954,0.165695923991871
63,48,19095,Iowa,IA,34,33,0,2020/06/13 15:45:16,USA,16141,921,1.64529790199185,0.164521602033462
64,77,19153,Polk,IA,5074,2371,159,2020/06/13 15:45:16,USA,487204,35140,1.79851653423037,0.165798164756224
65,79,19157,Poweshiek,IA,95,80,8,2020/06/13 15:45:16,USA,18699,883,1.64560614400894,0.164235421919034
66,50,19099,Jasper,IA,280,201,17,2020/06/13 15:45:16,USA,37147,2372,1.89209025622817,0.205206542990887
67,82,19163,Scott,IA,405,355,10,2020/06/13 15:45:16,USA,173283,9341,1.9042879308868,0.131101028674465
68,70,19139,Muscatine,IA,572,489,43,2020/06/13 15:45:16,USA,42929,3552,1.6483485078502,0.125418794461856
69,78,19155,Pottawattamie,IA,489,258,10,2020/06/13 15:45:16,USA,93533,5917,2.6701405613069,0.26717770427194
70,15,19029,Cass,IA,13,13,0,2020/06/13 15:45:16,USA,12930,559,1.60199838221897,0.157431037196136
71,92,19183,Washington,IA,208,169,9,2020/06/13 15:45:16,USA,22141,1848,1.65656170409436,0.158972056822445
72,1,19001,Adair,IA,11,9,0,2020/06/13 15:45:16,USA,7063,318,1.61086976908435,0.158860246110915
73,54,19107,Keokuk,IA,15,13,0,2020/06/13 15:45:16,USA,10225,598,1.62594763010153,0.161616444275989
74,91,19181,Warren,IA,192,152,1,2020/06/13 15:45:16,USA,51056,3239,1.70656061378754,0.159602417083592
75,61,19121,Madison,IA,31,26,2,2020/06/13 15:45:16,USA,16249,784,1.60028745529922,0.15659955195822
76,62,19123,Mahaska,IA,107,79,14,2020/06/13 15:45:16,USA,22000,1035,1.61487375875982,0.15983170541375
77,63,19125,Marion,IA,40,28,0,2020/06/13 15:45:16,USA,33407,1354,1.60953916629708,0.158906678664242
78,58,19115,Louisa,IA,355,284,11,2020/06/13 15:45:16,USA,11169,1236,1.75283719716366,0.11609984092493
79,65,19129,Mills,IA,22,21,0,2020/06/13 15:45:16,USA,15063,1527,1.5081338641808,0.122132457358878
80,69,19137,Montgomery,IA,9,6,2,2020/06/13 15:45:16,USA,10003,502,1.42941494131685,0.117877281210496
81,2,19003,Adams,IA,7,5,0,2020/06/13 15:45:16,USA,3645,185,1.4306796476061,0.11799264030139
