ï»¿FID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
82,44,19087,Henry,IA,73,65,2,2020/06/13 15:45:16,USA,20067,1211,1.39048367232224,0.120982880824429
83,51,19101,Jefferson,IA,44,24,0,2020/06/13 15:45:16,USA,18381,862,1.44973415457871,0.121161607057882
84,88,19175,Union,IA,10,7,0,2020/06/13 15:45:16,USA,12359,682,1.43050961959233,0.11811537729096
85,90,19179,Wapello,IA,672,438,26,2020/06/13 15:45:16,USA,35205,3471,1.44530198981096,0.120895576009114
86,20,19039,Clarke,IA,87,54,1,2020/06/13 15:45:16,USA,9423,678,1.43809321574798,0.119709743384459
87,59,19117,Lucas,IA,23,13,3,2020/06/13 15:45:16,USA,8645,327,1.44258508735791,0.120474549754265
88,68,19135,Monroe,IA,47,36,6,2020/06/13 15:45:16,USA,7790,384,1.4424093876936,0.120378125777524
89,29,19057,Des Moines,IA,67,58,2,2020/06/13 15:45:16,USA,39138,1912,1.57405850996194,0.118960734514806
90,36,19071,Fremont,IA,4,2,0,2020/06/13 15:45:16,USA,6993,252,1.62288194461822,0.142660581927864
91,73,19145,Page,IA,16,11,0,2020/06/13 15:45:16,USA,15249,825,1.59150363876605,0.147859442418914
92,87,19173,Taylor,IA,73,20,0,2020/06/13 15:45:16,USA,6191,490,1.57094727247982,0.147630696055921
93,80,19159,Ringgold,IA,8,4,0,2020/06/13 15:45:16,USA,4968,249,1.56326766465177,0.148728871032954
94,89,19177,Van Buren,IA,11,9,0,2020/06/13 15:45:16,USA,7020,253,1.53592818808525,0.135569861036805
95,26,19051,Davis,IA,33,19,1,2020/06/13 15:45:16,USA,9017,450,1.52608960383686,0.139392794520039
96,27,19053,Decatur,IA,4,1,0,2020/06/13 15:45:16,USA,7890,290,1.55809398057972,0.147367102513795
97,93,19185,Wayne,IA,4,1,0,2020/06/13 15:45:16,USA,6401,199,1.5512558166716,0.14558185877792
98,4,19007,Appanoose,IA,16,11,3,2020/06/13 15:45:16,USA,12437,568,1.54004938261221,0.142517166196449
99,56,19111,Lee,IA,38,25,1,2020/06/13 15:45:16,USA,34055,1196,2.02947882960938,0.148544768599951
100,,0,Pending Investigation,IA,6,0,0,2020/06/13 15:45:16,Unknown,,1012,0.0109425719999763,6.80092135452429e-06
