name,GlobalID,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,name_1584474306361,reportdt,confirmed,recovered,deaths,active,GlobalID_1584474306361,tested,CreationDate_1584474306361,Creator_1584474306361,EditDate_1584474306361,Editor_1584474306361,ObjectId
WASHOE,ecc7e65f-7973-4ed4-8b02-4dfa6f16af58,2020-03-19T20:04:13.678Z,jjohnson_washoe,2020-03-19T20:04:13.678Z,jjohnson_washoe,29484200106.7383,1041200.80043628,Washoe,2020-03-27T16:30:00.000Z,75,5,0,70,97b798d5-e262-4682-89aa-07997203affa,0,2020-03-27T23:27:43.918Z,jjohnson_washoe,2020-03-27T23:39:04.047Z,jjohnson_washoe,1
