OBJECTID_12_13,OBJECTID,DEPCODE,COUNTY,COUNTYNAME,DATESTAMP,ShapeSTAre,ShapeSTLen,OBJECTID_1,County_1,State,OBJECTID_12,DEPCODE_1,COUNTYN,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length
58,58,14,027,DESOTO,2000-05-16T00:00:00.000Z,17811561535.2703,552611.74528102,14,Desoto,FL,58,14,27,192,5,1,8,33,22,18,34,29,31,11,0,0,0,0,5,0,0,3,2,2,2,54,0 to 92,57,27 to 92,14,0,117,73,2,191,1,0,54,137,1,7,2,5,9,0,5,3,190,14,176,0,2,8,73,20,14,10,4,14,0,0,175,1,192,176,14,3,3,0,1654926851.96404,168390.780925558
59,59,18,035,FLAGLER,2000-05-16T00:00:00.000Z,13936478366.7697,723300.597094917,18,Flagler,FL,59,18,35,423,4,3,19,48,59,63,80,95,39,12,1,0,0,1,3,2,4,13,9,2,0,54,0 to 93,58,17 to 77,32,0,235,160,28,419,4,0,25,376,22,21,3,10,26,2,6,1,423,34,387,2,0,7,56,17,34,18,16,32,2,0,385,2,423,387,34,1,58,32,1294754947.55994,220559.838719988
60,60,26,051,HENDRY,2000-05-16T00:00:00.000Z,33164247954.1707,952053.303145101,26,Hendry,FL,60,26,51,135,2,4,7,24,24,17,27,15,9,6,0,0,0,0,3,3,1,1,1,0,0,49,1 to 90,43,28 to 70,9,0,78,54,3,134,1,0,13,121,1,5,0,4,6,0,3,0,135,9,126,0,0,10,5,2,9,4,5,9,0,0,125,1,135,126,9,0,19,18,3080878042.06929,290231.154940413
61,61,31,061,INDIAN RIVER,2000-05-16T00:00:00.000Z,14211052094.6021,768080.956031033,31,Indian River,FL,61,31,61,691,11,12,39,58,64,101,133,149,86,37,1,0,1,3,6,3,10,11,15,9,2,56,0 to 105,57,8 to 94,54,0,410,274,7,681,10,0,64,581,46,24,5,31,41,4,15,0,672,60,612,0,19,57,17,34,60,36,24,54,6,0,610,2,691,612,60,0,124,72,1319798862.49319,234087.653130679
62,62,6,011,BROWARD,2000-05-16T00:00:00.000Z,33839548761.036,958026.061896544,6,Broward,FL,62,6,11,18360,148,213,1238,3195,3402,3501,3097,2083,989,471,23,2,11,165,328,358,380,391,260,126,53,48,0 to 106,49,0 to 98,2024,0,9347,7534,1479,18199,161,0,1204,16575,581,643,836,596,1044,768,263,47,18298,2075,16206,17,62,669,948,937,2075,1126,921,2024,51,0,16104,107,18360,16211,2075,47,939,701,3142374056.01305,291881.846057183
63,63,17,033,ESCAMBIA,2000-05-16T00:00:00.000Z,19152061307.8204,1448408.40435881,17,Escambia,FL,63,17,33,2075,88,66,236,384,316,329,316,203,101,36,0,1,1,24,25,22,21,20,15,9,3,43,0 to 100,45,2 to 95,134,0,1267,791,17,1884,191,0,74,1957,44,67,57,17,87,45,9,1,2072,141,1931,0,3,66,50,27,141,69,70,134,7,0,1747,184,2075,1931,141,1,112,82,1767890300.40206,439974.169549806
64,64,47,093,OKEECHOBEE,2000-05-16T00:00:00.000Z,24844271086.3607,893974.023125111,47,Okeechobee,FL,64,47,93,139,5,8,14,18,21,20,25,13,11,3,1,0,0,0,1,1,0,1,1,0,0,46,0 to 97,52,33 to 74,3,0,68,58,13,136,3,0,25,107,7,0,4,0,2,0,2,0,137,4,133,0,2,28,2,1,4,2,2,3,1,0,131,2,139,133,4,0,4,3,2307690905.70045,272539.677334045
65,65,19,037,FRANKLIN,2000-05-16T00:00:00.000Z,15589551427.4073,1467124.86409578,19,Franklin,FL,65,19,37,32,0,1,5,3,1,4,9,5,4,0,0,0,0,0,1,0,0,1,0,0,0,51,7 to 84,42,25 to 60,1,0,14,17,1,31,1,0,5,24,3,2,0,0,2,0,0,0,32,2,30,0,0,8,2,0,2,0,2,1,1,0,30,0,32,30,2,0,3,3,1445840682.56789,446544.245992026
66,66,1,001,ALACHUA,2000-05-16T00:00:00.000Z,27023240533.1793,892726.558557937,1,Alachua,FL,66,1,1,2351,78,36,362,519,371,293,288,228,95,43,38,1,0,25,30,16,17,21,14,6,2,42,0 to 118,43,2 to 91,125,0,1406,906,39,2311,40,0,163,2152,36,42,66,25,54,63,16,0,2339,133,2202,4,12,86,75,21,133,58,74,125,8,0,2171,32,2351,2203,133,0,62,50,2510756491.26947,272135.471452184
67,67,55,109,ST. JOHNS,2000-05-16T00:00:00.000Z,17847916417.1672,1130719.73111295,58,St. Johns,FL,67,55,109,2339,45,61,157,309,418,445,405,300,145,52,2,0,3,9,13,11,33,40,31,6,1,48,0 to 96,53,9 to 91,143,0,1305,944,90,2332,7,0,170,2089,80,84,20,43,110,11,26,2,2300,147,2151,2,39,141,134,136,147,78,67,143,4,0,2149,3,2339,2152,147,2,133,113,1658206648.51031,344848.248220385
68,999,999,999,Unknown,,,,64,Unknown,FL,68,999,999,106,1,1,4,12,9,16,9,23,15,14,2,0,0,1,0,2,1,0,1,0,0,60,0 to 96,44,24 to 72,0,0,52,52,2,77,29,0,0,102,4,0,1,4,3,1,1,0,41,5,36,0,65,2,0,2,5,1,4,0,5,0,23,13,106,36,5,0,14,12,426757389.663452,73231.2921286601
