OBJECTID,name,GlobalID,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length
1,WASHOE,ecc7e65f-7973-4ed4-8b02-4dfa6f16af58,2020-03-19T20:04:13.678Z,jjohnson_washoe,2020-03-19T20:04:13.678Z,jjohnson_washoe,29484200106.7383,1041200.80043628
