OBJECTID,CNTYNAME,CNTYFIPS,ADPHDistrict,CONFIRMED,DIED,Shape__Area,Shape__Length,REPORTED_DEATH,GlobalID,LabTestCount
18930,Autauga,01001,East Central,25,1,0.150198352049983,2.1379328255407,1,e261d742-ff14-44b0-96d4-b60f49a11178,294
18931,Baldwin,01003,Southwestern,98,0,0.400159431601878,6.69300034847276,2,76456a29-8350-4949-b1f6-70bb08121627,1158
18932,Barbour,01005,Southeastern,13,0,0.223267704174077,2.69097505269632,0,da48cece-5a8e-4578-8d3b-d4f132173131,127
18933,Bibb,01007,West Central,19,0,0.156476914356972,1.8951692775798,0,592f4955-8c89-4066-9436-71bd095fd6af,212
18934,Blount,01009,Northeastern,17,0,0.164406638341006,2.45274784751908,0,a4e1aa88-8fe3-45fa-bc24-ab0551c62072,186
18935,Bullock,01011,East Central,8,0,0.154671563531792,2.06480197165101,0,2ebd173b-7c94-412f-be4c-ac28d711b788,52
18936,Butler,01013,Southeastern,11,0,0.191776547733298,1.83587954870993,0,785f0515-9eef-47bf-b8b6-ffbd376ce024,89
18937,Calhoun,01015,Northeastern,62,0,0.154366224232035,2.21070839394633,0,11563393-eb2f-4058-9d7e-717d5bbc15bf,505
18938,Chambers,01017,East Central,227,8,0.150563980768084,1.72306516183319,10,45626b39-814d-43f9-84a0-7a5cb47a3f1d,602
18939,Cherokee,01019,Northeastern,10,0,0.151975822791428,1.89808177880757,0,59213de9-6d5c-4889-8728-f4576cdbf63b,77
18940,Chilton,01021,West Central,37,0,0.174837510280213,2.09165532433194,0,cfac9bf0-c637-459b-8473-aec3bfccb82c,218
18941,Choctaw,01023,Southwestern,13,0,0.227681129400253,2.68700551554037,0,d7237fcc-c402-443d-9c2c-2251b4845407,60
18942,Clarke,01025,Southwestern,22,0,0.308508819690587,3.78655552072513,0,f3e8a48c-4b4e-47e7-986f-37327fded101,188
18943,Clay,01027,Northeastern,14,0,0.151874743437702,2.02332180215824,0,5dba2781-ea2f-48c6-bdc5-2dd5c7a71165,96
18944,Cleburne,01029,Northeastern,12,0,0.141259985723536,2.17578212063938,0,e4846e69-f2f4-44fe-ae06-150b8034554f,44
18945,Coffee,01031,Southeastern,43,0,0.167143203828118,1.67989540600381,0,5ce2a077-f747-45ac-9271-2c413861cae3,251
18946,Colbert,01033,Northern,11,1,0.15857369348987,2.31239229125845,1,e1ebbb4e-f0cb-4a90-ae7c-e597d23c2fe4,356
18947,Conecuh,01035,Southwestern,6,0,0.209509978242295,2.59686142559656,0,07ca5b7e-f64e-493d-9e95-3a5e4ae5cb1b,62
18948,Coosa,01037,East Central,20,1,0.16640708911109,1.7505584986585,1,51526546-9523-4a88-89de-02e63fdef76c,54
18949,Covington,01039,Southeastern,18,0,0.255971892285061,2.38709591035509,0,02a8b3a1-5200-4b45-ad01-96e4e2244b88,188
18950,Crenshaw,01041,Southeastern,4,0,0.150571897113878,2.31806123117494,0,02a853a5-7999-4107-bda1-6b78bbf6d843,161
18951,Cullman,01043,Northern,40,0,0.191087821164047,2.50218505547441,1,59f35827-54b0-4ee7-8386-e72beb9ed703,368
18952,Dale,01045,Southeastern,13,0,0.138259666605563,1.65151999951547,0,c4df573d-9007-49ff-b77b-2effb22a2352,146
18953,Dallas,01047,Southwestern,22,0,0.246497505086154,3.13752996820932,2,bf4d0c15-a132-48c5-99f2-55037759e35d,215
18954,DeKalb,01049,Northeastern,31,0,0.197848401841384,2.21695752803772,0,3634c214-d8c1-41b4-89ae-8cc03eb0b312,273
18955,Elmore,01051,East Central,49,0,0.163505782545826,2.27519521591255,0,be728d91-c126-40e2-a023-65be855f4b7e,652
18956,Escambia,01053,Southwestern,11,0,0.233446648119298,2.50306921694382,0,ba950f67-ab0b-4577-bd78-ce8c97f46b74,191
18957,Etowah,01055,Northeastern,84,6,0.138757597037284,2.10053621990475,8,8146ff3e-f5de-4486-bcf0-de2bd4992dcc,545
18958,Fayette,01057,West Central,4,0,0.158552104918499,1.83779224583562,0,011eb8ce-5d35-4a18-a6b6-c9fcb72b2567,140
18959,Franklin,01059,Northern,17,0,0.164243463038702,1.78358559509712,1,056ba77f-30d8-4baf-81ad-d24ab710d378,212
18960,Geneva,01061,Southeastern,2,0,0.141768015065281,1.83488097279248,0,088324ad-8de4-4da6-9d48-18ea161d26b4,77
18961,Greene,01063,West Central,19,0,0.164666965815741,3.57766804402764,0,33ee1c69-1f17-4b0e-aedd-94fe24bb023d,60
18962,Hale,01065,West Central,20,0,0.163613340422671,2.4799010938001,0,6e16e0fd-a3b5-407e-9210-8377237f2c3b,113
18963,Henry,01067,Southeastern,15,0,0.139761467476774,1.63725823418183,0,b51765af-659f-4f7b-a5b6-d08f90ff176a,92
18964,Houston,01069,Southeastern,55,0,0.142463779205855,2.10452810210549,3,6e6114a1-bcba-4f00-a4b6-2f9bc1d83689,416
18965,Jackson,01071,Northern,31,2,0.287410215888713,2.67694940746419,2,f6ccb3b8-2452-4596-9f85-589ea502c67e,203
