ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,666,20,17,38,63,89,96,127,127,68,20,1,0 to 101,55,389,273,4,659,7,0,18,512,41,148,11,110,555,0,1,658,70,36,4,0,56,50,0,106,3,3,13,18,14,17,15,13,7,7,0,0 to 95,48,51,41,11,3,10,91,5,24,2,16,0,0,4,110,53,57,106,4,0,1597,2,1710,1599,110,4,148,110,,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1460,74,72,156,176,192,206,208,197,116,57,6,0 to 99,48,918,537,5,1434,26,0,55,961,53,575,35,431,1028,0,1,1433,258,167,6,0,257,168,0,425,26,28,59,58,67,73,61,28,12,19,0,0 to 98,41,97,292,25,11,25,360,40,79,0,21,0,1,4,431,170,261,425,6,0,3618,20,4087,3638,431,4,570,470,,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2312,6,13,186,703,569,414,279,97,30,7,8,0 to 105,38,220,2083,9,2312,0,0,6,2011,1,144,5,293,2019,0,0,2312,289,4,0,0,31,261,1,293,2,4,37,70,59,67,45,7,1,1,0,0 to 85,40,170,106,5,12,10,193,90,10,0,5,0,0,1,293,261,31,293,0,0,2448,0,2743,2448,293,1,177,152,,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2188,31,51,203,571,436,343,254,178,74,43,4,0 to 118,40,564,1602,22,2182,6,0,51,1919,9,482,10,505,1682,0,1,2181,473,29,2,1,175,327,0,502,20,34,73,122,87,79,57,23,8,2,0,0 to 86,35,194,260,35,13,81,264,157,68,1,17,0,0,2,505,329,176,502,3,0,3040,3,3550,3043,505,2,48,46,,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,4865,59,69,507,727,715,811,838,554,331,198,56,0 to 119,49,2699,2113,53,4794,71,0,322,4050,28,1104,101,1852,3011,0,2,4792,1682,118,50,2,976,821,3,1800,25,37,327,378,321,315,244,129,56,19,1,0 to 96,39,1044,211,98,447,181,1128,491,169,8,60,3,3,8,1852,852,997,1800,52,0,15764,23,17663,15787,1852,8,160,152,,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,4342,104,124,329,592,609,621,802,632,310,210,9,0 to 119,51,2168,2096,78,4323,19,0,352,3140,63,1127,20,1181,3158,0,3,4320,1094,81,6,0,346,829,0,1175,24,34,118,234,224,209,174,107,39,18,0,0 to 97,43,394,240,71,470,74,536,565,16,0,61,0,0,4,1181,834,347,1175,6,0,7832,13,9059,7845,1181,4,41,39,,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1103,36,24,133,171,160,177,176,114,77,33,2,0 to 99,46,618,454,31,1043,60,0,86,853,16,249,7,220,875,0,8,1035,150,69,1,0,106,110,3,219,3,8,34,37,37,34,33,14,16,4,0,1 to 97,42,148,43,15,13,5,193,21,33,0,24,0,0,4,220,111,106,219,1,0,3251,58,3529,3309,220,4,258,257,,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,1060,22,21,95,161,153,171,177,163,71,25,1,0 to 119,49,509,537,14,1044,16,0,21,773,5,270,18,286,774,0,0,1044,245,34,4,3,65,214,0,279,3,2,39,75,64,47,27,17,8,4,0,1 to 93,38,168,76,13,22,18,213,48,15,0,9,0,0,1,286,215,71,279,7,0,2980,9,3282,2989,286,1,262,256,,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9267,205,305,817,1065,1154,1217,1518,1481,1045,437,23,0 to 100,53,4596,4247,424,9168,99,0,689,6692,82,2643,94,3058,6171,1,37,9131,3021,18,19,0,1424,1598,17,3039,98,183,480,547,531,479,306,193,147,91,3,0 to 99,38,1193,158,907,781,1589,870,580,471,3,261,2,1,48,3058,1610,1431,3039,19,0,18341,77,21508,18418,3058,48,1527,1516,,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,72828,1732,2374,8110,12424,10813,11103,11093,8248,4414,2031,486,0 to 119,45,40762,31593,473,72370,458,0,1852,65102,458,6101,365,23103,49555,22,148,72200,22573,416,111,3,12074,10713,202,22989,485,973,4157,5284,3661,3331,2438,1289,724,387,374,0 to 104,36,7119,2825,2584,10461,4909,6298,11782,1692,13,953,10,3,234,23103,10764,12137,22989,114,0,160813,341,184508,161154,23103,234,5224,4878,,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,20415,373,638,1765,2350,2404,2742,3487,3564,2171,815,106,0 to 119,54,11399,8711,305,20109,306,0,1320,17556,177,2987,55,6280,14128,4,3,20102,6145,65,70,0,3226,2935,49,6210,123,368,1020,1130,1038,936,749,460,290,163,3,0 to 101,39,2472,478,558,2702,1425,1756,3029,301,5,402,3,2,143,6280,2969,3259,6210,70,0,56942,234,63490,57176,6280,143,503,405,,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,9921,189,284,927,1235,1401,1624,1673,1426,809,331,22,0 to 101,50,5664,4138,119,9896,25,0,451,8418,130,1364,86,1980,7931,1,9,9886,1866,107,7,0,1077,887,9,1973,17,69,314,328,301,333,269,188,103,57,1,0 to 100,43,878,334,139,622,178,1113,682,271,0,144,0,0,42,1980,890,1081,1973,7,0,23903,18,25914,23921,1980,42,1214,1181,,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1642,64,150,253,303,211,211,191,154,76,29,0,0 to 94,37,890,728,24,1634,8,0,71,698,2,847,15,694,947,1,0,1633,456,232,5,1,354,330,4,688,23,75,124,147,101,89,58,49,21,7,0,0 to 93,33,508,73,75,32,479,178,31,107,3,57,3,1,4,694,334,356,688,6,0,2976,2,3675,2978,694,4,1209,1108,,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,18280,243,352,1398,2250,2195,2629,3034,3221,2092,836,30,0 to 168,55,11000,7218,62,18250,30,0,4810,11218,177,4739,204,2259,15857,0,164,18087,2195,57,6,1,1165,1068,19,2252,40,62,345,412,371,342,315,203,121,46,2,0 to 99,42,1425,336,185,306,368,1481,403,378,4,218,0,0,27,2259,1069,1171,2252,7,0,32172,21,34472,32193,2259,27,1412,1247,,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,24515,239,457,1783,2858,2772,3547,4790,4308,2347,1128,286,0 to 119,56,13697,10197,621,24393,122,0,847,21745,230,2844,206,4959,19531,0,25,24369,4473,447,33,6,2602,2291,27,4920,61,167,798,945,690,733,678,459,252,166,10,0 to 102,42,2106,638,894,1282,716,2558,1646,634,7,377,5,0,80,4959,2310,2622,4920,39,0,50618,81,55720,50699,4959,80,1956,1334,,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,923,23,36,77,108,154,115,147,141,79,42,1,0 to 118,51,550,359,14,923,0,0,30,725,6,171,3,160,763,0,0,923,129,31,0,0,91,68,1,160,0,9,19,22,25,19,21,24,16,5,0,6 to 91,48,126,15,1,18,1,133,26,31,0,19,0,0,4,160,68,91,160,0,0,1715,0,1876,1715,160,4,273,218,,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,18097,290,351,1294,1942,1913,2346,2867,3051,2123,693,1227,0 to 103,56,9558,7537,1002,17952,145,0,258,16807,222,979,108,3206,14846,0,45,17909,3145,38,23,0,1635,1494,54,3183,56,108,533,622,489,504,429,255,159,45,6,0 to 103,40,932,349,404,1498,406,1109,1668,270,12,167,5,1,35,3206,1506,1645,3183,23,0,45009,120,48364,45129,3206,35,1151,859,,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1981,34,38,208,257,218,274,378,289,200,83,2,0 to 118,53,1140,823,18,1977,4,0,73,1502,16,524,10,332,1649,0,0,1977,299,30,0,3,138,189,2,329,3,8,65,62,46,44,52,29,14,8,1,2 to 99,41,144,30,109,46,127,156,46,40,0,25,0,0,2,332,191,139,329,3,0,4101,1,4445,4102,332,2,504,454,,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4451,66,44,145,216,231,356,599,1560,995,154,85,0 to 119,68,2213,2055,183,4372,79,0,264,3681,164,677,81,787,3619,0,45,4327,721,59,6,1,339,434,7,780,1,19,59,49,83,102,114,208,121,31,0,4 to 92,62,458,98,31,193,40,533,207,166,1,102,0,0,20,787,437,343,780,7,0,12356,72,13227,12428,787,20,389,377,,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,21231,332,526,2309,3039,2906,3243,3303,2740,1335,647,851,0 to 119,48,11903,9139,189,21179,52,0,646,19033,246,1571,120,5150,16052,1,28,21152,5067,63,20,0,2717,2353,60,5130,77,143,1116,1096,751,737,534,327,200,168,1,0 to 104,36,1964,504,520,2142,605,1451,3074,460,5,261,1,0,41,5150,2360,2728,5130,20,0,47732,30,52960,47762,5150,41,1658,1415,,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,82187,1458,1984,8895,13990,12627,12745,12125,8281,3945,1525,4612,0 to 120,44,44329,37329,529,80888,1298,1,1669,76965,585,5092,459,22518,59302,1,366,80523,22054,125,334,5,11020,10950,209,22179,331,561,4522,5771,3909,3246,2273,1087,562,239,17,0 to 106,35,4922,2859,3349,11049,2858,4385,14936,1264,50,634,40,5,117,22518,11127,11174,22178,339,1,183026,951,206730,183977,22518,117,2489,2261,,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4863,73,103,324,506,461,594,889,1014,680,211,8,0 to 222,59,2737,1962,164,4854,9,0,195,3749,119,736,38,766,4089,1,7,4847,481,283,2,0,394,367,3,764,7,22,102,109,90,108,149,99,58,22,0,0 to 97,50,574,47,51,92,48,597,119,60,0,80,0,0,17,766,368,395,764,2,0,13239,6,14019,13245,766,17,1656,1201,,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4933,86,99,469,671,607,725,840,661,483,288,4,0 to 102,52,2929,1989,15,4907,26,0,348,3798,66,1185,55,1110,3823,0,0,4907,901,197,11,1,575,523,0,1098,14,35,180,197,153,173,152,106,69,31,0,0 to 100,43,767,92,88,151,159,672,267,214,2,119,2,1,13,1110,527,583,1098,12,0,13289,14,14416,13303,1110,13,1326,1275,,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,48030,520,814,3959,6708,5766,6908,8682,7511,4582,2492,88,0 to 120,54,27403,20485,142,47657,373,0,3610,39482,411,10739,461,13019,34974,1,36,47620,12734,183,95,7,6939,5911,67,12917,180,418,2024,2799,1777,1814,1708,1055,737,498,9,0 to 104,40,5867,2244,789,4017,1074,7167,4676,1436,20,1103,18,2,310,13019,5968,6983,12917,102,0,121592,268,134974,121860,13019,310,1059,967,,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2794,91,109,285,376,347,347,414,341,255,218,11,0 to 118,50,1717,1005,72,2777,17,0,99,2026,110,912,23,878,1916,0,0,2777,737,124,14,3,490,363,8,861,34,63,144,131,131,126,95,69,54,30,1,0 to 102,39,421,127,177,136,290,418,153,127,1,74,0,0,22,878,369,501,861,17,0,4912,0,5798,4912,878,22,217,213,,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,62047,1085,1591,6784,11045,9337,9392,10095,7164,3592,1828,134,-6 to 119,46,33889,27390,768,61334,713,0,1381,56080,454,4391,243,15903,46035,10,99,61229,14553,1168,167,15,8240,7384,97,15721,203,576,2752,3901,2724,2262,1745,987,462,282,9,0 to 102,36,3930,4940,1423,5428,1333,7487,6901,836,24,470,12,4,93,15903,7482,8321,15721,182,0,140114,520,156733,140634,15903,93,4107,3990,,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,402,7,4,48,52,43,41,49,55,57,45,1,0 to 119,56,252,142,8,402,0,0,11,339,0,35,1,71,331,0,0,402,64,7,0,0,37,32,2,71,2,4,8,15,5,11,12,9,2,3,0,3 to 98,47,38,12,8,13,12,47,12,14,0,4,0,0,0,71,32,37,71,0,0,663,0,736,663,71,0,50,50,,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,780,19,29,68,85,82,136,145,129,67,20,0,0 to 94,53,445,332,3,719,61,0,36,602,1,140,16,135,645,0,0,719,125,3,7,0,70,58,0,128,2,6,24,21,22,34,14,10,1,1,0,1 to 89,42,80,38,3,7,12,107,9,29,1,7,1,0,0,135,64,71,128,7,0,2436,54,2629,2490,135,0,228,224,,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1281,12,29,86,85,124,149,418,289,74,15,0,0 to 118,58,366,909,6,1281,0,0,41,1140,4,173,5,141,1140,0,0,1281,111,30,0,0,46,95,0,141,1,8,30,14,15,11,35,23,3,1,0,4 to 89,50,90,38,4,9,6,123,12,20,0,15,0,0,2,141,95,46,141,0,0,2687,0,2829,2687,141,2,210,208,,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1612,26,34,150,208,193,240,303,195,154,103,6,0 to 118,52,1009,580,23,1610,2,0,68,1386,34,270,2,185,1426,0,1,1609,118,67,0,0,112,73,0,185,4,8,31,22,30,30,16,11,21,12,0,0 to 107,44,125,48,6,6,6,172,7,29,0,20,0,0,2,185,73,112,185,0,0,3241,2,3431,3243,185,2,407,375,,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1528,22,38,138,183,217,257,289,228,114,41,1,0 to 102,51,819,699,10,1523,5,0,44,1220,13,347,13,258,1269,0,1,1522,226,29,2,1,100,155,0,255,1,3,47,43,49,47,45,13,7,3,0,3 to 86,41,152,64,10,29,16,205,34,34,0,15,0,0,1,258,156,102,255,3,0,3363,2,3632,3365,258,1,338,263,,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,22921,298,431,1771,2562,2601,3206,4834,4187,2237,647,147,0 to 119,56,12866,9947,108,22897,24,0,945,20695,107,3049,129,4060,18856,0,5,22892,3957,85,15,3,2107,1920,15,4042,44,98,800,810,605,577,523,306,173,123,1,0 to 101,39,2105,336,318,1283,583,2087,1372,546,4,275,3,0,49,4060,1927,2118,4042,18,0,61812,6,65920,61818,4060,49,1243,1185,,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,26296,648,885,2586,3930,3780,3804,3860,3450,2118,902,333,0 to 119,48,14660,11348,288,26186,110,0,1125,22169,231,3949,183,9030,17237,2,27,26157,8126,873,25,6,4660,4213,126,8999,163,407,1386,1814,1629,1319,1018,665,399,228,2,0 to 103,39,4020,1501,744,2734,2134,3539,3326,1096,11,641,5,1,174,9030,4225,4679,8999,31,0,62238,75,71413,62313,9030,174,2968,2398,,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,18388,269,572,1741,2993,2878,3063,2798,2038,1008,347,681,0 to 155,46,10052,8222,114,18288,100,0,1557,14846,390,2518,229,5725,12595,2,66,18221,5608,45,70,2,2881,2726,46,5653,77,204,866,1324,1054,992,607,361,193,43,4,0 to 102,38,1706,276,1595,2076,2179,899,2575,530,9,260,7,2,38,5725,2775,2903,5653,72,0,38060,27,43887,38087,5725,38,2183,1672,,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4356,80,85,254,485,415,518,681,772,677,369,20,0 to 119,60,2581,1740,35,4290,66,0,121,3744,47,573,34,708,3642,0,6,4284,632,73,3,0,363,341,1,705,16,22,84,115,97,103,114,74,68,15,0,0 to 95,47,387,133,104,81,214,382,109,169,2,111,1,0,15,708,344,363,705,3,0,11186,63,11972,11249,708,15,841,727,,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,35997,468,722,3486,4965,4825,5202,5687,5431,3534,1612,65,0 to 119,51,20173,15490,334,34855,1141,1,1177,30846,613,5269,216,12397,23578,2,20,34834,11728,399,264,6,6282,5686,159,12127,194,377,1988,2390,2008,1934,1537,947,604,408,10,0 to 101,41,5145,1179,425,5378,2855,3682,5590,1460,18,788,15,5,232,12397,5827,6402,12126,270,1,77152,869,90444,78021,12397,232,3366,1764,,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,21166,566,864,2359,2656,2801,2887,3007,2999,2239,749,39,0 to 105,49,11234,9784,148,20789,377,0,911,16108,356,4819,198,7577,13433,3,153,20633,7112,367,82,16,3753,3692,34,7479,205,399,1364,1276,1302,1173,901,492,324,140,1,0 to 101,39,3591,393,562,2933,3062,1600,2817,802,22,510,12,6,105,7577,3748,3790,7479,98,0,41290,279,49191,41569,7577,105,4988,4005,,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,216279,2600,4295,20026,36827,35110,39099,35081,22752,12710,7080,699,0 to 225,47,112219,102792,1268,214576,1702,1,5415,193248,2785,23643,1074,81026,134970,94,189,214295,79151,1129,737,9,40394,39619,267,80280,987,2108,10100,15868,13703,14509,11294,6490,3642,2230,95,0 to 108,43,29123,8241,3119,39797,30577,10219,39484,8806,57,4679,32,15,1274,81026,40004,40731,80279,746,1,400861,939,483746,401800,81026,1274,7676,6937,,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4628,66,95,344,641,649,783,939,680,320,110,1,0 to 101,51,2397,2215,16,4538,90,0,1377,2397,83,1015,144,810,3779,0,39,4502,766,24,15,5,358,427,5,790,20,29,88,161,135,142,102,81,38,14,0,0 to 100,43,397,25,12,356,195,235,360,110,6,42,5,0,6,810,438,367,790,20,0,8267,66,9152,8333,810,6,1503,1226,,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,8722,280,346,1043,1202,1196,1313,1343,1138,592,258,11,0 to 119,47,4778,3877,67,8649,73,0,293,7195,99,1165,134,1822,6899,0,1,8648,1746,64,12,0,909,865,36,1810,29,56,489,318,241,272,203,118,60,35,1,0 to 101,35,1169,105,47,489,45,1230,535,86,0,101,1,0,13,1822,870,916,1810,12,0,18030,60,19928,18090,1822,13,2405,1860,,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,2369,57,65,290,305,338,342,376,282,173,138,3,0 to 101,48,1260,1075,34,2242,127,0,95,1972,15,740,98,766,1603,0,0,2242,665,25,73,3,322,367,1,690,9,25,181,127,132,95,107,49,30,11,0,0 to 101,38,579,46,14,51,142,505,43,75,10,40,2,0,11,766,401,364,690,76,0,5298,51,6119,5349,766,11,318,263,,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3596,43,62,330,589,591,610,538,378,267,182,6,0 to 105,47,1636,1879,81,3571,25,0,24,2733,19,725,43,769,2824,1,2,3568,716,42,10,1,276,480,2,758,6,14,85,133,135,137,101,74,41,43,0,0 to 100,45,339,218,36,165,36,434,288,111,2,73,0,0,10,769,486,281,758,11,0,6578,14,7373,6592,769,10,887,686,,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,1112,18,27,88,130,138,176,230,144,106,55,0,0 to 119,54,654,436,22,1103,9,0,42,793,9,293,15,251,858,0,3,1100,213,33,5,0,128,115,3,246,3,8,32,40,29,36,43,29,23,8,0,0 to 99,49,123,59,10,54,3,178,65,26,0,27,0,0,13,251,117,131,246,5,0,2428,4,2684,2432,251,13,320,263,,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3995,68,82,386,445,489,565,729,651,396,180,4,0 to 103,54,2173,1669,153,3869,126,0,157,3299,28,467,74,682,3296,0,17,3853,631,26,23,2,322,331,4,657,9,18,151,111,111,104,92,57,17,12,0,0 to 94,40,388,72,36,161,34,449,174,102,1,39,0,0,4,682,340,338,657,25,0,10386,100,11185,10486,682,4,853,847,,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,437,7,16,56,92,94,59,46,33,26,7,1,1 to 90,39,190,246,1,437,0,0,49,237,3,256,0,264,173,0,0,437,262,2,0,0,91,173,0,264,4,5,39,69,70,41,26,6,2,2,0,1 to 89,37,190,52,13,9,131,118,15,33,0,21,0,0,1,264,173,91,264,0,0,626,0,891,626,264,1,195,136,,2.27684336624256,0.231957009552348
56,56,8,015,CHARLOTTE,Charlotte,FL,6333,75,65,362,559,624,894,1201,1180,794,570,9,0 to 119,59,3661,2593,79,6311,22,0,379,5281,62,1048,31,1382,4945,1,5,6305,1189,187,5,1,725,627,24,1376,13,21,141,157,134,196,242,205,141,130,2,0 to 101,55,989,86,51,250,95,992,289,172,1,185,1,0,80,1382,628,729,1376,6,0,17209,16,18617,17225,1382,80,200,181,,3.83218059315228,0.165856243943894
