ï»¿FID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,329,7,7,32,50,43,48,55,42,33,12,0,0 to 118,49,198,123,8,329,0,0,4,323,2,12,1,6,323,0,0,329,6,0,0,0,4,2,0,6,0,0,0,1,1,2,2,0,0,0,0,25 to 61,50,5,1,0,0,0,6,0,1,0,0,0,0,0,6,2,4,6,0,0,323,0,329,323,6,0,13,1,50,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,2421,47,70,217,338,309,384,373,305,237,134,7,0 to 118,50,1559,815,47,2416,5,0,70,2200,133,203,17,127,2290,1,3,2412,82,45,0,0,77,50,0,127,0,11,13,14,19,19,11,19,14,7,0,6 to 98,47,72,51,4,0,3,121,3,29,0,16,0,0,2,127,50,77,127,0,0,2285,5,2418,2290,127,2,91,27,42,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,325,21,11,14,38,41,46,53,60,28,11,2,0 to 118,53,164,137,24,325,0,0,14,292,3,65,3,3,322,0,0,325,3,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,29 to 60,47,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,322,0,325,322,3,0,19,2,47,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,3243,104,75,266,536,520,461,536,366,218,129,32,0 to 119,47,1964,1245,34,3115,127,1,90,2942,137,177,61,169,3073,0,1,3115,85,77,3,4,86,76,0,162,3,4,5,23,21,21,33,28,20,11,0,0 to 96,57,128,26,8,0,28,134,0,47,1,26,0,0,5,169,80,89,161,7,1,2953,120,3242,3073,169,5,426,139,58,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,305,1,3,25,30,48,41,46,46,44,20,1,0 to 99,56,182,106,17,305,0,0,3,273,4,18,3,27,277,1,0,304,12,15,0,0,22,5,0,27,0,0,3,3,3,1,2,4,5,6,0,20 to 99,71,12,7,1,7,0,20,7,9,0,4,0,0,0,27,5,22,27,0,0,277,0,305,277,27,0,59,26,52,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,42138,578,711,2666,4933,5156,6183,7618,6424,4263,2251,1355,0 to 115,55,23429,18513,196,41653,483,2,568,40451,465,1888,168,3889,37961,223,65,41371,3688,126,69,6,1854,1951,9,3814,20,43,313,525,567,584,621,514,433,269,0,0 to 104,53,1755,667,454,938,928,1847,1039,851,26,642,16,9,238,3889,1995,1885,3812,75,2,37557,404,42073,37961,3889,238,703,440,55,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,5387,93,113,328,599,644,870,983,950,584,210,13,0 to 102,55,3067,2132,188,5292,95,0,231,4812,188,507,64,284,5048,4,51,5237,259,16,9,0,160,115,0,275,2,4,19,27,39,42,47,45,35,24,0,3 to 97,56,161,62,21,31,38,200,37,105,0,79,0,0,25,284,118,166,275,9,0,4962,86,5336,5048,284,25,73,58,58,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,8534,138,176,576,1038,1257,1427,1522,1270,790,332,8,0 to 119,52,5108,3394,32,8481,53,0,133,8117,223,397,90,300,8209,6,19,8456,247,44,8,1,153,137,1,291,6,6,24,33,62,63,41,39,14,12,0,0 to 94,48,191,34,40,26,61,199,31,77,3,58,2,1,9,300,142,157,291,9,0,8165,44,8515,8209,300,9,541,180,48,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,907,22,31,77,117,145,174,150,123,52,15,1,0 to 97,49,560,336,11,904,2,1,10,791,46,121,9,130,777,0,0,905,122,7,1,0,84,45,0,129,1,2,8,17,27,33,20,14,7,1,0,4 to 86,47,18,74,3,34,5,83,41,27,0,27,0,0,0,130,45,85,128,1,1,776,1,907,777,130,0,165,72,45,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,7140,109,144,761,1369,1213,1209,1153,786,259,110,27,0 to 116,44,3318,3694,128,7048,91,1,91,6763,201,260,63,254,6873,3,10,7036,231,9,13,1,130,110,0,240,1,3,37,52,41,42,48,23,4,3,0,2 to 87,44,97,117,7,19,15,203,22,66,8,33,8,5,6,254,118,136,239,14,1,6796,77,7130,6873,254,6,440,180,43,2.42861632663576,0.170704044186268
