ï»¿OBJECTID,IACountyID,FIPS,Name,State,Confirmed,Recovered,Deaths,last_updated,Country,pop_est_2018,individuals_tested,SHAPE_Length,SHAPE_Area
1,60,19119,Lyon,IA,45,40,0,2020/07/07 16:00:24,USA,11811,684,2.21275267122741,0.16910183462716
2,72,19143,Osceola,IA,62,49,0,2020/07/07 16:00:24,USA,6040,433,1.43454319723463,0.11486727457819
3,30,19059,Dickinson,IA,266,170,3,2020/07/07 16:00:24,USA,17153,2537,1.43802348033932,0.116176401058861
4,32,19063,Emmet,IA,88,55,0,2020/07/07 16:00:24,USA,9253,965,1.43404643573087,0.115803243352621
5,3,19005,Allamakee,IA,131,116,4,2020/07/07 16:00:24,USA,13832,1510,1.84786172939921,0.189375563365928
6,55,19109,Kossuth,IA,36,23,0,2020/07/07 16:00:24,USA,14908,1263,2.12797026687415,0.279506512742556
7,96,19191,Winneshiek,IA,39,24,0,2020/07/07 16:00:24,USA,20029,1448,1.78870782385609,0.198184395037308
8,45,19089,Howard,IA,34,13,0,2020/07/07 16:00:24,USA,9187,840,1.5222554542708,0.136239672336114
9,95,19189,Winnebago,IA,29,20,0,2020/07/07 16:00:24,USA,10518,894,1.4353378151154,0.115503756567768
10,66,19131,Mitchell,IA,39,19,0,2020/07/07 16:00:24,USA,10569,1176,1.51579601242865,0.135076913448264
11,98,19195,Worth,IA,20,11,0,2020/07/07 16:00:24,USA,7453,631,1.43534589840123,0.115607405615691
12,84,19167,Sioux,IA,478,372,0,2020/07/07 16:00:24,USA,34909,3023,2.45753459118017,0.220121447846734
13,71,19141,Obrien,IA,88,67,1,2020/07/07 16:00:24,USA,13840,1240,1.63916495855897,0.164071999605506
14,21,19041,Clay,IA,134,96,0,2020/07/07 16:00:24,USA,16134,1870,1.63897894990378,0.163930120305046
15,74,19147,Palo Alto,IA,41,26,0,2020/07/07 16:00:24,USA,8929,1102,1.63360274301866,0.163027285618699
16,41,19081,Hancock,IA,55,43,1,2020/07/07 16:00:24,USA,10712,1256,1.64022442841417,0.164081009647297
17,17,19033,Cerro Gordo,IA,184,95,1,2020/07/07 16:00:24,USA,42647,4823,1.64167384598673,0.164593890089511
18,19,19037,Chickasaw,IA,29,24,0,2020/07/07 16:00:24,USA,11964,1156,1.5579330429406,0.144783457663011
19,34,19067,Floyd,IA,73,56,2,2020/07/07 16:00:24,USA,15761,1873,1.55184492435623,0.143525926262284
20,22,19043,Clayton,IA,44,34,3,2020/07/07 16:00:24,USA,17556,1534,2.20235204451794,0.226710827397518
21,33,19065,Fayette,IA,51,32,0,2020/07/07 16:00:24,USA,19660,1910,1.82861179547503,0.208640704071808
22,75,19149,Plymouth,IA,323,280,5,2020/07/07 16:00:24,USA,25095,2894,2.58616834565828,0.246019887462918
23,18,19035,Cherokee,IA,76,65,1,2020/07/07 16:00:24,USA,11321,1219,1.64015874620456,0.164270532443662
24,11,19021,Buena Vista,IA,1715,1524,11,2020/07/07 16:00:24,USA,19874,7081,1.64552268815282,0.1652216328257
25,76,19151,Pocahontas,IA,97,45,1,2020/07/07 16:00:24,USA,6740,906,1.64124953372891,0.164761949621183
26,46,19091,Humboldt,IA,55,41,1,2020/07/07 16:00:24,USA,9547,930,1.46962109997574,0.124113863794899
27,99,19197,Wright,IA,386,297,1,2020/07/07 16:00:24,USA,12690,2727,1.64480853659461,0.16568411709874
28,9,19017,Bremer,IA,95,81,6,2020/07/07 16:00:24,USA,24947,2361,1.47509845559349,0.125164627007619
29,35,19069,Franklin,IA,92,55,0,2020/07/07 16:00:24,USA,10124,1249,1.64758090698267,0.165817716686447
30,12,19023,Butler,IA,58,41,2,2020/07/07 16:00:24,USA,14539,1548,1.64581994704863,0.165677440567865
31,31,19061,Dubuque,IA,725,423,22,2020/07/07 16:00:24,USA,96854,12482,1.9659850064536,0.174834340738589
32,28,19055,Delaware,IA,51,39,1,2020/07/07 16:00:24,USA,17069,1420,1.65320344218239,0.164157256355936
33,94,19187,Webster,IA,245,137,2,2020/07/07 16:00:24,USA,36277,4653,1.89365250486713,0.203631378398526
34,10,19019,Buchanan,IA,55,37,1,2020/07/07 16:00:24,USA,21199,2022,1.66302867060044,0.162502933178709
35,7,19013,Black Hawk,IA,2315,1834,58,2020/07/07 16:00:24,USA,132408,16818,1.6690521466628,0.162374630605809
36,97,19193,Woodbury,IA,3257,3076,44,2020/07/07 16:00:24,USA,102539,16960,2.42636247129416,0.248549990860172
37,47,19093,Ida,IA,24,22,0,2020/07/07 16:00:24,USA,6841,694,1.53905385133514,0.122291609116611
38,81,19161,Sac,IA,64,54,0,2020/07/07 16:00:24,USA,9719,1290,1.76241111854249,0.163752090137135
39,13,19025,Calhoun,IA,54,34,2,2020/07/07 16:00:24,USA,9699,1146,1.73628628486417,0.161997583069679
40,40,19079,Hamilton,IA,189,169,1,2020/07/07 16:00:24,USA,14952,1999,1.71314143947394,0.163503770113021
41,42,19083,Hardin,IA,77,45,0,2020/07/07 16:00:24,USA,16868,1852,1.69000296456947,0.161385418032918
42,38,19075,Grundy,IA,39,23,0,2020/07/07 16:00:24,USA,12304,1220,1.67802338743871,0.142127445949025
43,49,19097,Jackson,IA,34,16,0,2020/07/07 16:00:24,USA,19432,1361,2.07834736694484,0.183296848633463
44,53,19105,Jones,IA,61,53,0,2020/07/07 16:00:24,USA,20744,1538,1.6299162569308,0.162684664504456
45,57,19113,Linn,IA,1296,1076,82,2020/07/07 16:00:24,USA,225909,21218,1.80674092166282,0.204193692873201
46,6,19011,Benton,IA,68,50,1,2020/07/07 16:00:24,USA,25642,2129,1.80588730837179,0.202483172750458
47,86,19171,Tama,IA,467,402,29,2020/07/07 16:00:24,USA,16904,2432,1.80688300401416,0.203440469857114
48,67,19133,Monona,IA,77,53,0,2020/07/07 16:00:24,USA,8679,938,2.12316354201373,0.196795369826852
49,24,19047,Crawford,IA,677,618,2,2020/07/07 16:00:24,USA,17158,2965,1.85534418535146,0.201377793645609
50,14,19027,Carroll,IA,99,80,1,2020/07/07 16:00:24,USA,20154,2045,1.6197601288418,0.160534308640552
51,37,19073,Greene,IA,30,21,0,2020/07/07 16:00:24,USA,8981,864,1.62157185711836,0.160866715753459
52,8,19015,Boone,IA,150,121,1,2020/07/07 16:00:24,USA,26346,2862,1.62489466407202,0.161510465217336
53,85,19169,Story,IA,793,382,3,2020/07/07 16:00:24,USA,98105,8660,1.62511481218105,0.161547069415365
54,64,19127,Marshall,IA,1055,937,19,2020/07/07 16:00:24,USA,39981,6038,1.62374952565441,0.161426130789666
55,23,19045,Clinton,IA,112,68,1,2020/07/07 16:00:24,USA,46518,3495,2.24361687413681,0.199530757525976
56,16,19031,Cedar,IA,85,65,1,2020/07/07 16:00:24,USA,18627,1710,1.63234594510688,0.163181818164524
57,43,19085,Harrison,IA,54,46,0,2020/07/07 16:00:24,USA,14134,1101,2.15390456644706,0.196078880287994
58,83,19165,Shelby,IA,114,100,0,2020/07/07 16:00:24,USA,11578,1101,1.74937315948455,0.165599269790057
59,5,19009,Audubon,IA,16,15,1,2020/07/07 16:00:24,USA,5506,507,1.50015453828969,0.124202963325951
60,39,19077,Guthrie,IA,66,58,4,2020/07/07 16:00:24,USA,10720,1043,1.72265090697959,0.16608372356967
61,52,19103,Johnson,IA,1325,813,8,2020/07/07 16:00:24,USA,151260,16774,1.84505285201909,0.174467390398262
62,25,19049,Dallas,IA,1286,1025,29,2020/07/07 16:00:24,USA,90180,10772,1.68881467047954,0.165695923991871
63,48,19095,Iowa,IA,53,44,0,2020/07/07 16:00:24,USA,16141,1776,1.64529790199185,0.164521602033462
64,77,19153,Polk,IA,6681,5185,180,2020/07/07 16:00:24,USA,487204,54859,1.79851653423037,0.165798164756224
65,79,19157,Poweshiek,IA,107,95,8,2020/07/07 16:00:24,USA,18699,1300,1.64560614400894,0.164235421919034
66,50,19099,Jasper,IA,325,274,17,2020/07/07 16:00:24,USA,37147,3271,1.89209025622817,0.205206542990887
67,82,19163,Scott,IA,817,577,10,2020/07/07 16:00:24,USA,173283,14643,1.9042879308868,0.131101028674465
68,70,19139,Muscatine,IA,643,555,44,2020/07/07 16:00:24,USA,42929,4653,1.6483485078502,0.125418794461856
69,78,19155,Pottawattamie,IA,737,637,12,2020/07/07 16:00:24,USA,93533,9971,2.6701405613069,0.26717770427194
70,15,19029,Cass,IA,24,18,0,2020/07/07 16:00:24,USA,12930,904,1.60199838221897,0.157431037196136
71,92,19183,Washington,IA,244,209,9,2020/07/07 16:00:24,USA,22141,2351,1.65656170409436,0.158972056822445
72,1,19001,Adair,IA,16,12,0,2020/07/07 16:00:24,USA,7063,486,1.61086976908435,0.158860246110915
73,54,19107,Keokuk,IA,21,18,1,2020/07/07 16:00:24,USA,10225,806,1.62594763010153,0.161616444275989
74,91,19181,Warren,IA,291,232,1,2020/07/07 16:00:24,USA,51056,4961,1.70656061378754,0.159602417083592
75,61,19121,Madison,IA,48,33,2,2020/07/07 16:00:24,USA,16249,1443,1.60028745529922,0.15659955195822
