ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
56,56,8,015,CHARLOTTE,Charlotte,FL,5884,67,56,305,503,575,814,1121,1110,765,562,6,0 to 119,60,3433,2381,70,5865,19,0,261,5117,62,794,30,944,4933,1,6,5858,773,168,2,1,525,408,8,941,11,12,82,101,86,119,165,138,111,119,0,0 to 101,59,716,69,17,139,65,706,170,140,1,159,1,0,77,944,409,526,941,3,0,12800,16,13766,12816,944,77,128,109,63,59,3.83218059315228,0.165856243943894
57,57,58,115,SARASOTA,Sarasota,FL,14720,173,234,967,1484,1449,1861,2613,2881,2033,982,43,0 to 119,59,8201,6354,165,14466,254,0,603,13356,190,1629,106,2249,12463,1,7,14458,2144,67,32,6,1125,1077,9,2211,25,65,353,404,319,304,265,210,170,132,2,0 to 104,43,1180,112,170,749,261,1047,903,264,16,228,11,2,98,2249,1100,1140,2211,38,0,38832,216,41302,39048,2249,98,742,636,56,43,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2850,75,144,271,410,411,489,519,298,159,70,4,0 to 102,47,1184,1536,130,2840,10,0,99,2001,48,763,14,760,2084,0,6,2834,634,126,0,0,343,414,3,760,28,75,115,157,128,105,87,47,10,8,0,0 to 92,35,560,81,28,91,467,190,103,121,0,70,0,0,10,760,414,343,760,0,0,4653,10,5429,4663,760,10,944,809,35,35,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,4150,53,44,237,418,484,587,806,800,498,215,8,0 to 119,58,2427,1661,62,4111,39,0,159,3718,37,347,45,410,3733,0,7,4104,348,53,9,0,234,162,5,401,6,7,53,64,43,62,74,64,30,7,0,1 to 94,51,255,54,65,27,56,311,34,61,4,36,2,1,5,410,167,238,401,9,0,8698,30,9143,8728,410,5,455,420,56,51,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2933,99,135,401,547,480,417,368,222,149,108,7,0 to 104,40,1437,1478,18,2930,3,0,257,1728,32,1083,5,1111,1821,0,1,2929,1065,45,1,0,458,644,8,1110,32,54,174,255,216,165,101,58,35,21,0,0 to 101,36,893,114,36,67,790,269,51,181,0,97,0,0,27,1111,645,458,1110,1,0,4676,2,5797,4678,1111,27,1600,1173,37,36,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,6378,78,119,522,643,621,785,995,1134,832,631,18,0 to 119,59,3858,2481,39,6306,72,0,240,5223,77,1067,73,969,5383,0,26,6282,942,15,10,2,491,457,9,957,14,52,183,169,134,133,90,82,67,44,1,0 to 99,39,397,62,96,402,196,318,443,125,6,66,3,0,17,969,465,495,957,12,0,15505,58,16537,15563,969,17,1447,961,44,39,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,111557,2000,2728,8909,17145,17365,19160,19941,13402,7091,3611,205,0 to 119,49,60197,49791,1569,109943,1614,0,3941,93172,2336,18942,1099,22597,88907,14,39,109893,20654,1591,323,27,11231,10898,116,22245,361,802,3185,4635,3960,3672,3075,1569,885,442,9,0 to 102,40,9469,6438,1741,4597,7598,10262,4385,4266,74,2317,60,22,418,22595,11128,11351,22245,350,0,209439,1261,233421,210700,22595,418,12347,11978,45,40,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,19834,472,527,1931,2760,2333,2653,3521,2940,1690,971,36,0 to 119,52,11882,7908,44,16807,3027,0,387,18465,183,1412,94,3059,16766,2,7,16798,2528,72,459,0,1435,1164,1,2600,36,93,640,604,398,361,358,250,200,119,0,0 to 105,37,1225,720,89,566,102,1776,722,231,2,120,1,3,48,3059,1340,1718,2600,459,0,33142,2568,38781,35710,3059,48,951,871,48,37,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1952,36,80,278,263,225,241,294,200,183,141,11,0 to 119,48,1131,800,21,1942,10,0,128,1451,2,397,15,451,1501,0,0,1942,412,37,2,0,231,216,2,449,13,40,86,84,75,54,63,20,11,5,0,0 to 93,35,301,42,55,51,229,161,59,45,0,41,2,0,0,451,217,232,449,2,0,3699,8,4160,3707,451,0,581,500,33,35,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,505,3,5,27,38,41,54,117,130,74,16,0,0 to 95,62,290,211,4,501,4,0,10,472,0,17,8,15,490,0,0,501,11,3,1,0,12,2,0,14,0,0,1,3,1,1,2,4,3,0,0,21 to 77,63,11,2,0,1,0,13,1,0,0,0,0,0,0,15,2,13,14,1,0,1324,3,1342,1327,15,0,48,47,42,63,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,16513,221,241,2096,3109,2358,2319,2641,1947,932,582,67,0 to 119,45,9457,6907,149,16230,283,0,311,15779,61,793,73,1701,14806,6,0,16224,1599,69,22,11,836,827,5,1668,13,40,583,408,176,173,138,109,39,20,2,0 to 103,29,583,339,263,483,272,880,516,178,7,96,5,0,12,1701,846,850,1668,33,0,44152,250,46114,44402,1701,12,164,142,32,29,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,11194,153,279,1064,1247,1614,1849,1946,1707,910,407,18,0 to 119,51,6101,4907,186,11151,43,0,389,9841,208,949,180,1434,9715,11,34,11107,1291,118,20,4,690,688,31,1409,18,30,363,234,185,230,198,107,51,16,1,0 to 98,38,759,65,57,528,69,773,567,125,4,78,4,0,8,1433,700,702,1409,24,0,22547,18,24027,22565,1433,8,1280,1240,48,38,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1482,1,4,90,185,200,205,188,139,209,258,3,3 to 119,57,969,496,17,172,1310,0,4,1464,0,24,15,231,1250,1,0,171,46,0,182,3,12,25,9,46,1,3,34,64,43,41,24,9,5,6,1,12 to 86,33,18,2,0,26,21,0,25,0,2,0,1,0,0,231,126,95,46,185,0,1520,1125,2891,2645,231,0,35,33,41,33,0.736908814303344,0.0426371109693887
