ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,612,14,14,34,54,84,84,120,121,67,19,1,0 to 101,56,365,243,4,606,6,0,8,494,41,107,8,67,545,0,0,606,39,25,3,0,37,27,0,64,2,1,10,10,10,6,9,7,6,6,0,0 to 95,51,29,27,7,1,9,52,3,11,2,10,0,0,4,67,30,37,64,3,0,1311,3,1382,1314,67,4,109,71,58,51,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1278,60,58,116,153,168,179,184,190,112,51,7,0 to 99,49,818,454,6,1253,25,0,34,922,53,422,22,266,1010,1,1,1251,155,105,5,0,168,92,0,260,17,16,28,36,44,41,43,20,7,13,0,0 to 98,42,54,177,17,12,20,212,28,54,0,9,0,1,4,265,94,171,260,5,0,2065,20,2355,2085,265,4,458,358,50,42,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2239,3,6,160,692,562,405,274,94,29,6,8,0 to 92,39,184,2048,7,2239,0,0,1,2002,1,109,0,245,1994,0,0,2239,241,4,0,0,16,229,0,245,0,2,15,61,56,62,41,6,1,1,0,10 to 85,41,136,97,5,7,7,152,86,8,0,1,0,0,1,245,229,16,245,0,0,2147,0,2394,2147,245,1,95,70,41,41,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2078,25,36,176,551,420,332,248,174,70,42,4,0 to 118,40,497,1555,26,2072,6,0,46,1893,9,392,6,392,1685,0,1,2071,380,9,2,1,107,282,0,389,14,19,46,102,70,68,52,17,4,0,0,0 to 84,37,156,193,35,5,65,175,149,51,1,14,0,0,2,392,284,108,389,3,0,2576,3,2973,2579,392,2,30,28,39,37,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,3833,46,49,330,527,543,617,690,482,304,190,55,0 to 119,51,2134,1644,55,3779,54,0,226,3309,28,665,75,818,3013,0,2,3777,715,68,34,1,417,364,2,783,13,18,148,179,148,125,96,56,27,8,0,0 to 95,38,519,100,42,122,142,492,149,113,6,38,2,2,5,818,385,431,783,35,0,8561,21,9414,8582,818,5,116,108,44,38,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,3565,93,109,256,438,447,467,687,563,293,203,9,0 to 119,54,2012,1459,94,3549,16,0,263,3050,63,459,16,377,3185,0,3,3546,333,41,3,0,185,189,0,374,12,18,43,74,56,55,57,35,19,8,0,0 to 97,43,170,138,48,18,53,299,22,12,0,43,0,0,4,377,191,186,374,3,0,6237,13,6632,6250,377,4,35,33,40,43,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,972,30,19,111,145,134,155,160,111,73,32,2,0 to 99,48,523,395,54,912,60,0,56,849,16,138,5,110,861,0,1,911,68,42,0,0,45,62,3,110,0,4,18,15,15,13,18,12,12,3,0,7 to 97,47,79,18,5,8,2,94,14,26,0,18,0,0,4,110,62,45,110,0,0,1909,60,2079,1969,110,4,135,134,48,47,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,952,15,13,78,143,134,156,167,159,65,21,1,0 to 119,51,452,485,15,940,12,0,7,764,5,205,8,201,751,0,0,940,176,22,1,2,30,168,0,198,2,0,22,58,50,35,18,13,3,0,0,1 to 83,38,116,68,9,5,16,156,26,8,0,6,0,0,0,201,169,32,198,3,0,2431,9,2645,2440,201,0,89,83,43,38,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,8611,184,258,718,952,1054,1138,1454,1435,992,403,23,0 to 100,54,4247,3912,452,8515,96,0,566,6598,82,2005,81,2461,6110,1,39,8476,2431,14,16,0,1121,1304,20,2445,88,146,391,438,441,401,250,148,100,55,3,0 to 99,38,869,113,776,687,1348,587,510,364,2,207,1,1,31,2461,1313,1128,2445,16,0,15948,78,18510,16026,2461,31,995,984,38,38,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,65089,1506,1951,6932,10929,9508,9875,10196,7797,4174,1925,296,0 to 119,46,36640,27961,488,64643,446,0,1149,59871,458,4179,331,15362,49569,22,136,64485,14941,319,99,3,7957,7118,185,15260,322,579,2985,3780,2355,2090,1522,804,469,273,183,0 to 104,34,4646,1948,1718,6948,3080,4306,7874,1203,12,713,9,4,163,15362,7169,8008,15260,102,0,130688,344,146508,131032,15362,163,4152,3805,37,34,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,18074,321,499,1355,1934,2022,2369,3203,3402,2084,782,103,0 to 119,56,10159,7625,290,17810,264,0,1045,15871,177,2242,50,3890,14177,4,3,17803,3799,63,28,0,1985,1864,13,3862,87,231,603,706,639,556,451,295,197,125,0,0 to 101,39,1781,333,332,1416,1046,1276,1540,225,4,308,3,2,135,3890,1876,2001,3862,28,0,43147,236,47300,43383,3890,135,406,308,45,39,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,8892,126,230,741,1076,1255,1463,1540,1351,772,316,22,0 to 101,52,5092,3687,113,8870,22,0,207,8164,130,747,61,1074,7817,1,0,8869,990,80,4,0,582,483,5,1070,6,26,144,179,166,180,146,118,65,43,1,0 to 100,46,476,181,83,330,90,620,360,171,0,111,0,0,34,1074,485,584,1070,4,0,18465,18,19571,18483,1074,34,584,551,55,46,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1350,46,112,187,256,177,163,168,141,73,27,0,0 to 94,39,731,589,30,1342,8,0,72,656,2,608,9,517,832,0,1,1341,378,133,5,1,258,246,7,511,19,53,79,118,81,60,43,41,18,5,0,0 to 86,33,378,58,50,25,355,134,22,78,3,45,3,1,3,517,250,260,511,6,0,2342,2,2863,2344,517,3,913,814,35,33,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,15878,181,252,1117,1857,1847,2276,2681,2922,1930,787,28,0 to 168,56,9650,6172,56,15850,28,0,4260,10578,177,3750,162,1043,14707,0,128,15723,1011,26,5,1,528,501,8,1037,17,30,170,203,173,144,145,90,54,17,0,0 to 97,39,730,160,65,82,194,751,92,184,3,113,0,0,12,1043,502,533,1037,6,0,25762,21,26831,25783,1043,12,999,834,45,39,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,22434,197,361,1464,2450,2496,3229,4505,4144,2226,1069,293,0 to 119,57,12506,9268,660,22333,101,0,604,20587,230,1812,159,2951,19471,0,12,22321,2701,231,18,1,1504,1420,8,2932,29,81,497,536,417,431,407,310,131,104,8,0 to 102,42,1244,393,564,731,365,1585,982,435,6,254,5,0,59,2951,1430,1513,2932,19,0,42088,82,45153,42170,2951,59,1531,909,49,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,836,21,27,71,92,139,107,139,128,71,40,1,0 to 118,52,493,326,17,836,0,0,12,706,6,106,2,84,752,0,0,836,68,16,0,0,40,43,1,84,0,3,16,6,14,11,12,11,8,3,0,6 to 91,49,64,15,0,5,0,78,6,18,0,12,0,0,4,84,43,40,84,0,0,1426,0,1510,1426,84,4,166,111,48,49,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,16853,257,288,1113,1712,1710,2150,2693,2946,2068,679,1237,0 to 103,57,8826,7001,1026,16712,141,0,229,15784,222,830,106,1998,14812,0,43,16671,1960,19,19,0,966,996,17,1979,32,49,359,390,286,325,264,157,105,29,2,0 to 103,40,703,230,277,769,293,808,878,229,12,137,5,1,25,1998,1007,974,1979,19,0,36567,120,38708,36687,1998,25,990,698,44,40,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1834,27,31,186,238,207,247,351,274,192,80,1,0 to 118,54,1054,761,19,1830,4,0,42,1481,16,410,9,218,1616,0,0,1830,190,25,0,3,77,136,2,215,1,3,45,46,37,26,28,19,8,5,0,3 to 99,38,94,13,93,15,101,99,15,28,0,17,0,0,1,218,138,78,215,3,0,3375,1,3596,3376,218,1,385,335,35,38,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4073,28,35,114,189,203,322,550,1471,936,140,85,0 to 119,69,2001,1878,194,3996,77,0,157,3590,164,415,68,478,3571,0,24,3972,421,52,4,1,171,293,9,473,1,10,28,24,53,67,71,133,74,17,0,4 to 92,63,307,59,14,93,30,341,102,114,1,68,0,0,17,478,296,173,473,5,0,8633,72,9191,8705,478,17,169,157,65,63,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,19541,258,457,2047,2766,2653,2988,3085,2624,1241,558,864,0 to 119,48,10987,8397,157,19496,45,0,411,18182,246,1141,103,3522,15996,1,22,19474,3448,60,14,0,1848,1639,21,3508,50,80,859,820,510,483,327,207,106,79,1,0 to 104,34,1444,319,297,1448,439,1011,2058,312,5,189,1,0,20,3522,1644,1857,3508,14,0,38994,30,42579,39024,3522,20,1190,947,33,34,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,74313,1288,1716,7655,12210,11160,11490,11199,7823,3720,1407,4645,0 to 120,45,40198,33663,452,73091,1221,1,1165,70520,585,3211,434,14771,59393,0,149,72944,14390,116,257,5,6949,7421,136,14506,232,361,3328,4001,2434,1992,1357,625,317,108,13,0 to 103,33,3437,1902,2300,6867,1982,3048,9476,986,50,501,39,5,61,14768,7565,7059,14505,262,1,142713,958,158621,143671,14768,61,1837,1609,35,33,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4370,44,86,251,433,400,524,806,960,655,203,8,0 to 222,60,2431,1757,182,4363,7,0,99,3658,119,473,32,419,3948,1,2,4361,277,142,0,0,205,212,2,419,4,13,51,57,43,60,90,56,31,14,0,0 to 97,52,322,23,19,55,34,326,59,44,0,46,0,0,13,419,212,205,419,0,0,10748,6,11177,10754,419,13,1328,873,57,52,2.36078129145224,0.144732057690528
33,33,27,053,HERNANDO,Hernando,FL,4345,75,74,380,583,522,642,759,611,432,263,4,0 to 102,53,2582,1739,24,4324,21,0,176,3669,66,598,51,592,3751,0,2,4322,458,127,6,1,283,301,1,585,9,15,102,117,81,95,80,60,23,10,0,0 to 92,40,403,46,41,95,89,339,157,117,2,52,2,1,6,592,303,288,585,7,0,10934,14,11542,10948,592,6,842,791,46,40,1.97468349274389,0.11617688304957
34,34,52,103,PINELLAS,Pinellas,FL,44065,450,682,3419,5948,5185,6297,8076,7187,4362,2368,91,0 to 120,55,25197,18712,156,43716,349,0,2900,37891,411,7512,413,9033,34987,1,44,43671,8780,175,70,7,4763,4130,62,8955,120,287,1482,2035,1212,1204,1104,723,500,355,10,0 to 104,39,3756,1622,411,3166,609,4667,3679,1043,20,798,17,2,206,9032,4175,4795,8955,77,0,98607,272,107960,98879,9032,206,824,732,41,39,3.37527233690315,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,2557,78,87,240,344,313,313,390,322,245,213,12,0 to 118,52,1573,901,83,2542,15,0,82,2008,110,725,21,646,1911,0,0,2542,520,111,12,3,357,263,11,631,25,45,101,95,99,93,68,50,41,27,2,0 to 102,40,300,94,131,106,220,287,124,80,1,64,0,0,21,646,269,366,631,15,0,4036,0,4686,4036,646,21,85,81,47,40,2.13933972018078,0.167912477075967
36,36,16,031,DUVAL,Duval,FL,56022,878,1297,5810,9860,8344,8461,9404,6743,3406,1691,128,-6 to 119,47,30615,24620,787,55366,656,0,1035,51748,454,3337,227,9835,46106,11,70,55289,9127,584,112,12,4982,4666,63,9711,113,317,1786,2669,1706,1302,1023,550,242,124,3,0 to 101,35,2598,2652,869,3592,931,4631,4149,621,22,380,11,3,70,9835,4732,5038,9711,124,0,111594,528,122133,112122,9835,70,3013,2896,39,35,3.27411455760684,0.200425275865001
37,37,34,067,LAFAYETTE,Lafayette,FL,373,7,1,46,47,43,38,40,50,56,44,1,0 to 119,56,233,129,11,373,0,0,12,329,0,23,1,42,331,0,0,373,35,7,0,0,18,20,4,42,2,1,6,10,5,6,4,5,1,2,0,3 to 98,38,24,7,2,9,7,26,9,9,0,3,0,0,0,42,20,18,42,0,0,573,0,616,573,42,0,24,24,46,38,1.87054630268957,0.132542672355777
38,38,23,045,GULF,Gulf,FL,666,11,15,52,62,69,115,133,123,66,20,0,0 to 94,55,384,279,3,607,59,0,32,593,1,85,15,57,608,0,1,606,49,3,5,0,24,28,0,52,0,1,16,6,8,15,7,3,0,1,0,9 to 89,42,36,12,2,2,11,39,2,10,1,3,1,0,0,57,32,25,52,5,0,1809,54,1920,1863,57,0,100,97,48,42,2.48127035962968,0.137366647942991
39,39,63,125,UNION,Union,FL,1226,11,26,80,82,113,141,407,279,73,14,0,0 to 118,59,336,884,6,1226,0,0,25,1134,4,125,4,92,1134,0,0,1226,75,17,0,0,21,71,0,92,0,6,26,10,5,5,25,13,2,0,0,6 to 80,42,55,26,4,7,4,78,10,11,0,10,0,0,2,92,71,21,92,0,0,2389,0,2481,2389,92,2,145,143,61,42,1.26448361855685,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1528,23,32,129,200,177,226,295,191,146,103,6,0 to 118,53,950,554,24,1526,2,0,34,1400,34,194,2,102,1425,0,1,1525,53,49,0,0,67,35,0,102,1,7,13,15,15,11,9,8,12,11,0,1 to 107,45,74,24,3,1,6,90,6,17,0,14,0,0,2,102,35,67,102,0,0,2762,2,2868,2764,102,2,265,233,62,45,1.60231093560507,0.0725862816422102
41,41,65,129,WAKULLA,Wakulla,FL,1329,16,32,108,150,183,224,249,218,109,39,1,0 to 102,52,755,563,11,1324,5,0,25,1203,13,225,7,93,1234,0,2,1322,70,20,2,1,55,35,0,90,1,0,23,17,16,18,8,6,3,1,0,3 to 86,37,59,23,4,4,5,81,4,17,0,8,0,0,1,93,36,57,90,3,0,2416,2,2515,2418,93,1,226,151,46,37,2.72889764150517,0.147928217310253
42,42,5,009,BREVARD,Brevard,FL,21578,281,408,1563,2340,2408,3004,4644,4055,2147,580,148,0 to 119,56,12141,9333,104,21555,23,0,558,20133,107,1807,113,2706,18869,0,3,21552,2618,70,14,3,1373,1308,7,2688,34,74,588,585,412,373,331,170,83,55,0,0 to 99,36,1537,167,181,803,435,1443,810,281,3,137,3,0,20,2705,1315,1383,2688,17,0,50653,6,53374,50659,2705,20,1075,1017,42,36,7.43388258345288,0.247147786992
43,43,53,105,POLK,Polk,FL,22885,533,682,2045,3235,3191,3314,3492,3211,2005,843,334,0 to 119,49,12863,9820,202,22785,100,0,696,20027,231,2421,158,5665,17197,1,22,22762,5179,465,19,2,2874,2749,21,5644,99,221,851,1131,1032,828,638,422,277,165,1,0 to 103,39,2531,786,491,1836,1309,2172,2163,819,10,522,5,1,115,5665,2757,2887,5644,21,0,49056,79,54850,49135,5665,115,2045,1474,46,39,3.74731907845249,0.477444147523754
44,44,49,097,OSCEOLA,Osceola,FL,15801,217,463,1350,2463,2353,2583,2538,1875,934,334,691,0 to 155,47,8729,6988,84,15708,93,0,936,13420,390,1740,222,3190,12551,2,58,15649,3085,40,63,2,1597,1515,13,3125,53,113,495,791,539,520,345,190,113,29,2,0 to 102,37,1074,188,978,885,1349,612,1164,422,9,208,7,2,29,3190,1560,1616,3125,65,0,27810,27,31080,27837,3190,29,1565,1053,44,37,3.37526858197538,0.357928282021791
45,45,28,055,HIGHLANDS,Highlands,FL,4030,68,65,217,431,372,477,637,743,641,359,20,0 to 119,61,2438,1551,41,3964,66,0,92,3614,47,384,33,435,3589,0,6,3958,385,47,3,0,241,190,1,432,14,14,52,66,57,69,75,47,36,5,0,0 to 91,47,243,82,62,45,144,237,51,98,2,73,1,0,12,435,193,241,432,3,0,9548,63,10062,9611,435,12,584,470,51,47,2.84124660964211,0.261466143584495
46,46,36,071,LEE,Lee,FL,31387,403,576,2735,4054,4018,4438,5080,5116,3366,1539,62,0 to 119,53,17799,13322,266,30367,1019,1,923,27143,613,3814,193,7861,23504,1,21,30346,7456,257,140,6,4015,3622,76,7713,134,244,1250,1477,1245,1178,940,640,417,327,7,0 to 101,41,3847,910,204,2752,2182,2675,2856,1158,16,656,14,4,172,7859,3704,4077,7712,146,1,57185,873,65938,58058,7859,172,3057,1451,46,41,5.53875412350018,0.191375285005442
47,47,11,021,COLLIER,Collier,FL,18605,432,724,1940,2244,2371,2433,2695,2849,2161,718,38,0 to 105,51,9931,8564,110,18237,368,0,603,14795,356,3512,172,5205,13287,3,110,18124,4782,330,73,16,2528,2556,28,5112,152,271,963,869,885,736,608,358,248,111,0,0 to 101,38,2421,224,395,2072,2196,994,1922,579,20,378,11,6,85,5201,2610,2563,5112,89,0,32347,279,37853,32626,5201,85,4107,3122,40,38,5.51085434088275,0.469024646004233
48,48,13,025,DADE,Dade,FL,187239,2163,3412,15948,31006,30212,33856,31056,20686,11633,6593,674,0 to 225,48,97163,88898,1178,185679,1559,1,4592,167854,2785,20080,1034,51061,135910,98,170,185413,49522,939,588,9,25054,25331,76,50461,626,1245,5954,9825,8601,9068,7121,4346,2504,1698,70,0 to 108,44,20934,6050,1855,21622,21487,7536,21438,7272,50,4173,31,15,1057,51058,25635,25326,50460,597,1,320196,961,372720,321157,51058,1057,6178,5438,47,44,5.08399988470576,0.459639407492568
49,49,44,087,MONROE,Monroe,FL,4091,35,76,273,523,558,699,869,644,305,108,1,0 to 101,53,2125,1949,17,4004,87,0,1325,2160,83,889,138,398,3654,0,39,3969,358,23,13,4,170,207,4,381,6,15,37,66,62,70,51,52,27,12,0,0 to 100,47,242,12,8,119,105,153,123,67,4,25,3,0,5,398,218,176,381,17,0,6282,65,6745,6347,398,5,959,682,54,47,13.2628040836788,0.235931608548315
50,50,57,113,SANTA ROSA,Santa Rosa,FL,7738,243,300,810,1046,1063,1155,1238,1069,561,243,10,0 to 119,48,4254,3447,37,7669,69,0,202,6828,99,688,103,941,6796,0,1,7668,884,49,8,0,443,482,8,933,14,22,279,169,116,141,103,55,28,14,0,0 to 98,34,707,61,24,141,33,728,172,48,0,47,1,0,9,941,485,448,933,8,0,13596,61,14601,13657,941,9,1705,1160,41,34,3.552029247735,0.244558859494853
51,51,66,131,WALTON,Walton,FL,1889,53,53,163,212,247,276,327,259,163,133,3,0 to 101,52,1036,815,38,1811,78,0,65,1633,15,380,61,372,1516,0,1,1810,311,23,35,3,171,162,1,334,6,16,73,52,61,46,64,30,18,6,0,0 to 101,40,294,15,5,20,89,221,24,52,8,30,2,0,9,372,179,192,334,38,0,3692,40,4108,3732,372,9,217,162,46,40,3.60138877830291,0.254870622087333
52,52,32,063,JACKSON,Jackson,FL,3186,34,48,282,544,540,546,487,320,236,143,6,0 to 105,47,1448,1650,88,3163,23,0,18,2637,19,407,35,415,2769,1,1,3161,367,39,8,1,117,289,0,406,6,10,51,91,89,75,57,24,9,3,0,0 to 93,40,189,149,21,47,31,253,122,55,2,33,0,0,2,415,293,122,406,9,0,5317,14,5756,5331,415,2,637,435,40,40,2.21646510608254,0.231093280808265
53,53,67,133,WASHINGTON,Washington,FL,958,12,21,62,103,119,153,202,132,99,55,0,0 to 119,55,564,373,21,951,7,0,36,749,9,173,15,131,824,0,3,948,102,26,3,0,68,60,0,128,0,4,8,16,14,19,26,21,16,7,0,6 to 99,56,84,32,1,11,1,113,14,16,0,21,0,0,13,131,61,70,128,3,0,1863,4,1999,1867,131,13,215,157,59,56,2.37953061790718,0.14998158443965
54,54,45,089,NASSAU,Nassau,FL,3570,48,61,306,377,430,490,669,623,388,174,4,0 to 103,55,1928,1454,188,3454,116,0,109,3201,28,254,52,347,3213,0,10,3444,309,22,13,2,163,168,0,331,4,7,80,54,64,47,43,32,9,6,0,0 to 93,40,203,36,15,77,17,227,87,51,1,26,0,0,2,346,172,174,331,15,0,7931,101,8384,8032,346,2,501,495,43,40,3.75942130773243,0.154419685909309
55,55,22,043,GLADES,Glades,FL,363,8,15,49,73,74,45,34,32,26,6,1,1 to 90,39,174,188,1,363,0,0,36,205,3,171,0,188,175,0,0,363,186,2,0,0,72,116,0,188,4,4,32,50,50,26,14,5,2,1,0,1 to 89,36,128,26,8,26,99,60,29,25,0,17,0,0,1,188,116,72,188,0,0,539,0,728,539,188,1,179,120,37,36,2.27684336624256,0.231957009552348
