ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Chart_MedAge,MedianAge,SHAPE_Length,SHAPE_Area
57,57,58,115,SARASOTA,Sarasota,FL,13429,159,181,706,1226,1245,1663,2466,2793,1995,953,42,0 to 119,61,7567,5691,171,13185,244,0,495,12419,190,1157,99,1031,12393,2,3,13180,941,62,22,6,548,455,0,1003,11,16,89,160,122,119,136,136,138,103,1,0 to 104,54,761,65,80,97,130,721,152,219,14,187,10,1,95,1031,471,559,1003,28,0,29869,216,31121,30085,1031,95,481,375,56,,2.51442395330883,0.137455100826111
58,58,14,027,DESOTO,Desoto,FL,2508,59,104,216,343,347,443,484,281,155,70,6,0 to 102,49,1027,1339,142,2498,10,0,54,1954,48,502,12,487,2010,0,11,2487,365,122,0,0,231,255,1,487,19,52,73,97,79,64,56,32,7,8,0,0 to 92,35,378,42,11,56,318,107,62,81,0,54,0,0,10,487,255,231,487,0,0,3498,10,4000,3508,487,10,611,485,35,,1.62412905104683,0.150723124168937
59,59,18,035,FLAGLER,Flagler,FL,3928,43,38,196,375,459,555,780,779,485,212,6,0 to 119,58,2302,1573,53,3890,38,0,97,3691,37,222,40,244,3684,0,0,3890,205,31,8,0,143,93,0,236,1,4,20,29,29,38,57,44,18,4,0,1 to 94,55,145,37,45,9,31,194,11,39,3,28,2,1,5,244,97,147,236,8,0,7025,30,7302,7055,244,5,186,151,56,,2.09459077711604,0.120416345978497
60,60,26,051,HENDRY,Hendry,FL,2529,87,102,322,462,401,362,339,204,137,106,7,0 to 119,42,1249,1270,10,2527,2,0,167,1737,32,759,3,780,1748,0,1,2526,737,43,0,0,308,472,0,780,24,32,113,179,156,114,76,41,27,18,0,0 to 101,37,632,72,21,55,579,163,38,131,0,78,0,0,24,780,472,308,780,0,0,3729,2,4512,3731,780,24,1055,627,37,,2.751957998189,0.279063453322294
61,61,31,061,INDIAN RIVER,Indian River,FL,5629,63,78,372,517,516,679,914,1094,797,586,13,0 to 119,61,3442,2165,22,5558,71,0,202,4886,77,640,62,422,5179,0,28,5532,397,14,9,2,219,192,0,411,5,20,71,65,56,55,37,48,42,23,0,0 to 99,41,216,23,43,129,88,174,149,98,6,48,3,0,15,422,199,223,411,11,0,11106,58,11590,11164,422,15,1015,530,44,,2.23772404689823,0.120741478735337
62,62,6,011,BROWARD,Broward,FL,98779,1380,1791,6891,14471,15147,17281,18553,12768,6793,3509,195,0 to 119,50,53607,43618,1554,97233,1546,0,2460,87379,2336,12274,1041,11744,86995,14,26,97196,10168,1296,256,24,5750,5711,3,11464,126,325,1376,2109,1965,2003,1845,1031,615,347,2,0 to 102,44,5630,3882,1009,943,4230,6419,815,3057,69,1841,56,22,377,11744,5896,5845,11464,280,0,155441,1263,168519,156704,11744,377,6423,6053,45,,2.7919763283364,0.283663156516755
63,63,17,033,ESCAMBIA,Escambia,FL,18041,455,468,1482,2340,2098,2449,3336,2819,1624,934,36,0 to 119,53,10910,7091,40,15216,2825,0,209,17225,183,879,75,1244,16793,2,2,15212,929,64,251,0,576,417,0,993,22,44,185,172,157,158,170,129,131,76,0,0 to 105,47,456,348,38,151,51,736,206,120,1,80,1,1,43,1244,517,727,993,251,0,25132,2574,28963,27706,1244,43,590,510,48,,4.36918308615684,0.166409867656292
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1715,32,57,241,206,188,217,260,188,177,138,11,0 to 119,50,1004,688,23,1705,10,0,77,1415,2,243,10,256,1459,0,0,1705,223,31,2,0,127,125,2,254,10,26,56,37,42,34,33,11,5,2,0,0 to 87,34,181,21,23,29,141,85,28,17,0,22,2,0,0,256,126,128,254,2,0,2642,8,2906,2650,256,0,310,228,33,,2.58761125674549,0.21054521223227
65,65,19,037,FRANKLIN,Franklin,FL,465,2,4,24,34,35,49,105,125,71,16,0,0 to 95,63,260,202,3,461,4,0,8,454,0,6,4,4,461,0,0,461,2,1,1,0,3,0,0,3,0,0,0,1,0,0,1,1,1,0,0,60 to 75,65,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,1,0,768,3,776,771,4,0,6,5,42,,4.43935170547995,0.135013808620425
66,66,1,001,ALACHUA,Alachua,FL,15617,214,210,1758,2882,2260,2240,2579,1913,920,575,66,0 to 119,47,9003,6465,149,15344,273,0,224,15091,61,608,64,760,14851,6,0,15338,683,54,12,11,371,366,0,737,7,9,239,167,74,82,69,71,27,14,1,0 to 103,32,269,166,160,142,169,422,146,149,5,87,4,0,11,760,378,382,737,23,0,34870,250,35889,35120,760,11,121,99,32,,2.62533239231304,0.233996913333188
67,67,55,109,ST. JOHNS,St. Johns,FL,9981,134,232,758,1025,1457,1653,1789,1649,876,392,16,0 to 119,53,5541,4321,119,9950,31,0,268,9268,208,505,134,510,9435,19,17,9915,439,59,9,3,247,250,1,498,5,7,88,69,61,97,83,66,28,6,0,0 to 97,47,316,28,22,132,31,322,145,80,3,55,3,0,7,510,256,253,498,12,0,16205,18,16756,16223,510,7,552,512,48,,3.24633645681211,0.154879969128212
68,999,999,999,Unknown,Unknown,FL,1395,0,4,64,155,181,192,178,141,213,265,2,6 to 119,60,950,438,7,131,1264,0,3,1384,0,8,11,126,1268,1,0,130,8,0,116,2,3,5,0,8,0,3,9,33,25,27,13,7,5,4,0,12 to 82,43,1,1,0,6,0,0,8,0,2,0,0,0,0,126,70,55,8,118,0,702,1146,1988,1848,126,0,30,28,41,,0.736908814303344,0.0426371109693887
